x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,2.980360000000000014e+02,0.000000000000000000e+00,3.042610000000000241e+02
4.953219592735277552e-04,2.980240000000000009e+02,5.010577886649592505e-04,3.042490000000000236e+02
9.906439185470555103e-04,2.979990000000000236e+02,9.464424897004788733e-04,3.042490000000000236e+02
1.430930104567969046e-03,2.979479999999999791e+02,1.447500278365438124e-03,3.042350000000000136e+02
1.926252063841497018e-03,2.979220000000000255e+02,1.948558067030397700e-03,3.042110000000000127e+02
2.421574023115024340e-03,2.978829999999999814e+02,2.449615855695356625e-03,3.042099999999999795e+02
2.861860209135938093e-03,2.978199999999999932e+02,2.895000556730876248e-03,3.041979999999999791e+02
3.357182168409465848e-03,2.978070000000000164e+02,3.396058345395835606e-03,3.041829999999999927e+02
3.852504127682994037e-03,2.977810000000000059e+02,3.897116134060795399e-03,3.041080000000000041e+02
4.347826086956521792e-03,2.977690000000000055e+02,4.342500835096314155e-03,3.040319999999999823e+02
4.788112272977434677e-03,2.977699999999999818e+02,4.843558623761273080e-03,3.039959999999999809e+02
5.283434232250963300e-03,2.977559999999999718e+02,5.288943324796792703e-03,3.039560000000000173e+02
5.778756191524490188e-03,2.977559999999999718e+02,5.734328025832312326e-03,3.039320000000000164e+02
6.274078150798018810e-03,2.977309999999999945e+02,6.235385814497272118e-03,3.039329999999999927e+02
6.714364336818931696e-03,2.976809999999999832e+02,6.736443603162231043e-03,3.039089999999999918e+02
7.154650522839845449e-03,2.976549999999999727e+02,7.237501391827190836e-03,3.039220000000000255e+02
7.705008255365988074e-03,2.976179999999999950e+02,7.682886092862710459e-03,3.039110000000000014e+02
8.145294441386900092e-03,2.975919999999999845e+02,8.183943881527669384e-03,3.038849999999999909e+02
8.585580627407813845e-03,2.975659999999999741e+02,8.685001670192628309e-03,3.038609999999999900e+02
9.135938359933957337e-03,2.975400000000000205e+02,9.186059458857588969e-03,3.038469999999999800e+02
9.576224545954869355e-03,2.975269999999999868e+02,9.631444159893106857e-03,3.038709999999999809e+02
1.007154650522839798e-02,2.975020000000000095e+02,1.013250194855806578e-02,3.038450000000000273e+02
1.056686846450192660e-02,2.974769999999999754e+02,1.063355973722302644e-02,3.038070000000000164e+02
