time,leftedge,rightedge,gap,x_LE,y_LE,time,leftedge,rightedge,gap,x_RE,y_RE
0.000000000000000000e+00,4.280999999999999694e+00,9.253000000000000114e+00,4.972000000000000419e+00,0.000000000000000000e+00,4.582189999999999941e+02,0.000000000000000000e+00,2.044999999999999929e+00,1.058200000000000074e+01,8.537000000000000810e+00,0.000000000000000000e+00,4.644180000000000064e+02
8.999999999999999320e-03,4.269000000000000128e+00,9.265000000000000568e+00,4.996000000000000441e+00,4.886524052557280739e-04,4.582309999999999945e+02,8.999999999999999320e-03,2.044999999999999929e+00,1.054299999999999926e+01,8.497999999999999332e+00,4.886258754546934577e-04,4.644569999999999936e+02
1.700000000000000122e-02,4.179999999999999716e+00,9.227000000000000313e+00,5.046999999999999709e+00,9.230100988163753711e-04,4.583199999999999932e+02,1.799999999999999864e-02,2.121999999999999886e+00,1.056900000000000084e+01,8.446999999999999176e+00,9.772517509093869154e-04,4.644309999999999832e+02
2.599999999999999881e-02,4.192999999999999616e+00,9.253000000000000114e+00,5.059999999999999609e+00,1.411662504072103228e-03,4.583070000000000164e+02,2.599999999999999881e-02,2.120999999999999996e+00,1.052800000000000047e+01,8.407000000000000028e+00,1.411585862424670013e-03,4.644719999999999800e+02
3.500000000000000333e-02,4.192999999999999616e+00,9.268000000000000682e+00,5.075000000000000178e+00,1.900314909327831519e-03,4.583070000000000164e+02,3.500000000000000333e-02,2.120999999999999996e+00,1.048900000000000077e+01,8.368000000000000327e+00,1.900211737879363904e-03,4.645110000000000241e+02
4.299999999999999656e-02,4.142000000000000348e+00,9.240999999999999659e+00,5.099000000000000199e+00,2.334672602888478599e-03,4.583580000000000041e+02,4.399999999999999745e-02,2.197999999999999954e+00,1.054100000000000037e+01,8.342999999999999972e+00,2.388837613334057145e-03,4.644590000000000032e+02
5.199999999999999761e-02,4.166999999999999815e+00,9.326999999999999957e+00,5.160000000000000142e+00,2.823325008144206456e-03,4.583330000000000268e+02,5.299999999999999850e-02,2.197000000000000064e+00,1.050300000000000011e+01,8.305999999999999162e+00,2.877463488788750603e-03,4.644970000000000141e+02
5.999999999999999778e-02,4.205000000000000071e+00,9.380000000000000782e+00,5.174999999999999822e+00,3.257682701704853970e-03,4.582950000000000159e+02,6.099999999999999867e-02,2.170999999999999819e+00,1.041399999999999970e+01,8.243000000000000327e+00,3.311797600304033484e-03,4.645860000000000127e+02
7.000000000000000666e-02,4.128999999999999559e+00,9.340999999999999304e+00,5.211999999999999744e+00,3.800629818655663038e-03,4.583709999999999809e+02,7.000000000000000666e-02,2.259999999999999787e+00,1.046599999999999930e+01,8.205999999999999517e+00,3.800423475758727809e-03,4.645339999999999918e+02
7.799999999999999989e-02,4.115999999999999659e+00,9.353999999999999204e+00,5.238000000000000433e+00,4.234987512216310118e-03,4.583840000000000146e+02,7.799999999999999989e-02,2.337000000000000188e+00,1.050300000000000011e+01,8.166000000000000369e+00,4.234757587274010256e-03,4.644970000000000141e+02
8.699999999999999400e-02,4.181000000000000050e+00,9.429999999999999716e+00,5.248999999999999666e+00,4.723639917472037542e-03,4.583190000000000168e+02,8.699999999999999400e-02,2.298999999999999932e+00,1.038799999999999990e+01,8.089000000000000412e+00,4.723383462728703713e-03,4.646120000000000232e+02
9.600000000000000200e-02,4.155000000000000249e+00,9.441000000000000725e+00,5.285999999999999588e+00,5.212292322727766700e-03,4.583450000000000273e+02,9.600000000000000200e-02,2.325000000000000178e+00,1.034099999999999930e+01,8.016000000000000014e+00,5.212009338183397171e-03,4.646589999999999918e+02
1.130000000000000032e-01,4.128999999999999559e+00,9.467999999999999972e+00,5.339000000000000412e+00,6.135302421544142071e-03,4.583709999999999809e+02,1.039999999999999952e-01,2.375999999999999890e+00,1.035399999999999920e+01,7.977999999999999758e+00,5.646343449698680052e-03,4.646460000000000150e+02
1.209999999999999964e-01,4.129999999999999893e+00,9.518000000000000682e+00,5.387999999999999901e+00,6.569660115104788284e-03,4.583700000000000045e+02,1.130000000000000032e-01,2.362000000000000099e+00,1.028800000000000026e+01,7.926000000000000156e+00,6.134969325153374377e-03,4.647119999999999891e+02
1.310000000000000053e-01,4.091000000000000192e+00,9.505000000000000782e+00,5.413999999999999702e+00,7.112607232055597785e-03,4.584089999999999918e+02,1.219999999999999973e-01,2.399999999999999911e+00,1.026399999999999935e+01,7.863999999999999879e+00,6.623595200608066967e-03,4.647359999999999900e+02
