width_LLS_B,Weights,error_LLS_B
6.363007857923800081e+00,9.881517156585200023e-01,1.300785792380043659e-02
6.321433144469690291e+00,9.922434332189890016e-01,-2.856685553030935409e-02
6.294267232966840098e+00,9.982431377908229653e-01,-5.573276703315954705e-02
6.282198978064929662e+00,9.872028483358400441e-01,-6.780102193506998276e-02
6.358490780051510249e+00,1.000174151236020048e+00,8.490780051510604665e-03
6.331365176642400172e+00,1.002379973244009959e+00,-1.863482335759947262e-02
6.306314692433289792e+00,1.002141179568649898e+00,-4.368530756670985227e-02
6.256461619797570428e+00,1.002647950785660047e+00,-9.353838020242921658e-02
6.267277718435649625e+00,9.975177279333250491e-01,-8.272228156435001978e-02
6.319222262272470303e+00,9.982840649741829830e-01,-3.077773772752934178e-02
6.284223500162929632e+00,1.007068879531110017e+00,-6.577649983707001269e-02
6.294378205986670416e+00,1.010326390625780002e+00,-5.562179401332922879e-02
6.283215180144639866e+00,1.003138286799160062e+00,-6.678481985535977827e-02
6.282175817342269930e+00,1.000498662873849920e+00,-6.782418265772971466e-02
6.270357964263279626e+00,1.002212766279809930e+00,-7.964203573672001824e-02
6.296182970657699940e+00,9.963134817778519503e-01,-5.381702934229970481e-02
6.310377247043160054e+00,1.003614616687440009e+00,-3.962275295683959087e-02
6.322213852757590402e+00,9.960518424894799772e-01,-2.778614724240924261e-02
6.298190613184080355e+00,9.925555386515939604e-01,-5.180938681591928940e-02
6.363237697901910295e+00,1.002077256788119985e+00,1.323769790191064999e-02
6.348343090917500042e+00,1.009254157615750103e+00,-1.656909082499602448e-03
6.272390612836540313e+00,9.978064770336190215e-01,-7.760938716345933130e-02
6.235169684940419899e+00,9.913730135336390470e-01,-1.148303150595797462e-01
6.247176802364410086e+00,9.968178552081109478e-01,-1.028231976355895583e-01
6.248200060817519663e+00,9.941826616363570457e-01,-1.017999391824799815e-01
6.312355582506420149e+00,1.007384704655599927e+00,-3.764441749357949618e-02
6.261449193277860203e+00,1.006622970604049927e+00,-8.855080672213944126e-02
6.261306972190389786e+00,9.973588196489839852e-01,-8.869302780960985899e-02
6.275127488744749904e+00,9.870164989093399566e-01,-7.487251125524974071e-02
6.248269200346600272e+00,9.977967581246539597e-01,-1.017307996533993730e-01
6.313266428719759737e+00,9.937504805513289741e-01,-3.673357128023990725e-02
6.286249438258080247e+00,1.007386392073339909e+00,-6.375056174191939817e-02
6.286168308278099914e+00,9.967442400798040003e-01,-6.383169172189973040e-02
6.300470537983650310e+00,9.988245185639800239e-01,-4.952946201634933487e-02
6.274522850384720130e+00,9.982165023298700257e-01,-7.547714961527951516e-02
6.299422989449110055e+00,1.005433613207669996e+00,-5.057701055088958952e-02
6.288447264627410327e+00,9.974671639997430006e-01,-6.155273537258931782e-02
6.251269071156669632e+00,9.969916158786880089e-01,-9.873092884333001251e-02
6.277249795889919604e+00,9.974433913689899622e-01,-7.275020411008004118e-02
6.225234212461409733e+00,9.975853991586840497e-01,-1.247657875385899118e-01
6.237077039767910058e+00,1.000057694152340027e+00,-1.129229602320895864e-01
6.223488812555220129e+00,9.983920089934590347e-01,-1.265111874447795159e-01
6.223527134993470433e+00,9.973242265927410033e-01,-1.264728650065292115e-01
6.196300267094869696e+00,9.957093133904449944e-01,-1.536997329051299488e-01
6.235269761606150318e+00,1.001606517578879973e+00,-1.147302383938493264e-01
6.246348693436829969e+00,9.980368895839939469e-01,-1.036513065631696762e-01
6.234208610561569941e+00,1.006695698635599934e+00,-1.157913894384297038e-01
6.246499579764649646e+00,1.004215371791969957e+00,-1.035004202353499991e-01
6.260391361568379942e+00,9.962009512697259650e-01,-8.960863843161970266e-02
6.245260122685039939e+00,1.001713180303470008e+00,-1.047398773149597062e-01
6.259486001262399846e+00,1.009163037391799911e+00,-9.051399873759979897e-02
