x,y_LE,y_RE
1.592127842127842030e-01,1.250000000000000000e+02,1.278949999999999960e+02
1.596954096954097124e-01,1.250000000000000000e+02,1.278700000000000045e+02
1.603925353925353958e-01,1.250000000000000000e+02,1.278700000000000045e+02
1.608751608751608775e-01,1.250000000000000000e+02,1.278239999999999981e+02
1.615722865722865609e-01,1.250000000000000000e+02,1.278340000000000032e+02
1.623230373230373225e-01,1.250000000000000000e+02,1.278589999999999947e+02
1.627520377520377537e-01,1.250000000000000000e+02,1.278460000000000036e+02
1.634491634491634648e-01,1.250000000000000000e+02,1.278580000000000041e+02
1.639317889317889188e-01,1.250000000000000000e+02,1.278730000000000047e+02
1.646289146289146299e-01,1.250000000000000000e+02,1.278859999999999957e+02
1.651115401115401116e-01,1.250000000000000000e+02,1.278850000000000051e+02
1.655941655941655932e-01,1.250000000000000000e+02,1.278619999999999948e+02
1.660231660231660245e-01,1.250000000000000000e+02,1.278499999999999943e+02
1.667202917202917356e-01,1.250000000000000000e+02,1.278490000000000038e+02
1.672029172029171895e-01,1.250000000000000000e+02,1.278259999999999934e+02
1.676319176319176207e-01,1.250000000000000000e+02,1.278359999999999985e+02
1.683290433290433319e-01,1.250000000000000000e+02,1.277990000000000066e+02
1.688116688116688136e-01,1.250000000000000000e+02,1.278100000000000023e+02
1.695087945087945247e-01,1.250000000000000000e+02,1.278359999999999985e+02
1.699914199914199786e-01,1.250000000000000000e+02,1.278709999999999951e+02
1.704204204204204098e-01,1.250000000000000000e+02,1.278850000000000051e+02
1.711711711711711714e-01,1.250000000000000000e+02,1.278859999999999957e+02
1.716001716001716026e-01,1.250000000000000000e+02,1.278750000000000000e+02
1.720827970827970843e-01,1.250000000000000000e+02,1.278859999999999957e+02
1.725654225654225660e-01,1.250000000000000000e+02,1.278730000000000047e+02
1.729944229944229972e-01,1.250000000000000000e+02,1.278850000000000051e+02
1.734770484770484789e-01,1.250000000000000000e+02,1.278870000000000005e+02
1.739060489060489101e-01,1.250000000000000000e+02,1.278599999999999994e+02
1.746567996567996717e-01,1.250000000000000000e+02,1.278610000000000042e+02
1.751394251394251533e-01,1.250000000000000000e+02,1.278859999999999957e+02
1.755684255684255846e-01,1.250000000000000000e+02,1.278739999999999952e+02
1.760510510510510385e-01,1.250000000000000000e+02,1.278599999999999994e+02
1.767481767481767496e-01,1.250000000000000000e+02,1.278599999999999994e+02
1.772308022308022313e-01,1.250000000000000000e+02,1.278580000000000041e+02
1.777134277134277129e-01,1.250000000000000000e+02,1.278469999999999942e+02
1.781424281424281442e-01,1.250000000000000000e+02,1.278329999999999984e+02
1.788395538395538276e-01,1.250000000000000000e+02,1.278479999999999990e+02
1.793221793221793092e-01,1.250000000000000000e+02,1.278730000000000047e+02
1.800193050193050204e-01,1.250000000000000000e+02,1.278589999999999947e+02
1.805019305019305020e-01,1.250000000000000000e+02,1.278739999999999952e+02
1.811990561990562132e-01,1.250000000000000000e+02,1.278840000000000003e+02
1.816280566280566444e-01,1.250000000000000000e+02,1.278730000000000047e+02
1.821106821106820983e-01,1.250000000000000000e+02,1.278509999999999991e+02
1.825933075933075800e-01,1.250000000000000000e+02,1.278499999999999943e+02
1.832368082368082407e-01,1.250000000000000000e+02,1.278739999999999952e+02
1.837730587730587728e-01,1.250000000000000000e+02,1.278880000000000052e+02
1.842020592020592040e-01,1.250000000000000000e+02,1.278730000000000047e+02
1.846846846846846857e-01,1.250000000000000000e+02,1.278750000000000000e+02
1.853281853281853186e-01,1.250000000000000000e+02,1.278739999999999952e+02
1.858644358644358785e-01,1.250000000000000000e+02,1.278589999999999947e+02
1.862934362934363097e-01,1.250000000000000000e+02,1.278619999999999948e+02
1.869905619905619931e-01,1.250000000000000000e+02,1.278350000000000080e+02
1.874731874731874748e-01,1.250000000000000000e+02,1.278119999999999976e+02
1.879558129558129564e-01,1.250000000000000000e+02,1.278250000000000028e+02
1.883848133848133877e-01,1.250000000000000000e+02,1.278019999999999925e+02
1.890819390819390711e-01,1.250000000000000000e+02,1.278259999999999934e+02
1.895645645645645805e-01,1.250000000000000000e+02,1.278269999999999982e+02
1.902616902616902639e-01,1.250000000000000000e+02,1.278149999999999977e+02
1.907443157443157455e-01,1.250000000000000000e+02,1.278509999999999991e+02
1.911733161733161768e-01,1.250000000000000000e+02,1.278259999999999934e+02
1.918704418704418602e-01,1.250000000000000000e+02,1.278250000000000028e+02
1.925675675675675713e-01,1.250000000000000000e+02,1.278520000000000039e+02
1.930501930501930530e-01,1.250000000000000000e+02,1.278640000000000043e+02
1.937473187473187364e-01,1.250000000000000000e+02,1.278760000000000048e+02
1.942299442299442180e-01,1.250000000000000000e+02,1.278760000000000048e+02
1.946589446589446493e-01,1.250000000000000000e+02,1.279129999999999967e+02
1.954096954096954109e-01,1.250000000000000000e+02,1.279399999999999977e+02
1.958923208923208925e-01,1.250000000000000000e+02,1.279519999999999982e+02
1.963213213213213237e-01,1.250000000000000000e+02,1.279549999999999983e+02
1.970184470184470071e-01,1.250000000000000000e+02,1.279279999999999973e+02
1.975010725010724888e-01,1.250000000000000000e+02,1.279149999999999920e+02
1.979836979836979982e-01,1.250000000000000000e+02,1.279290000000000020e+02
1.984126984126984294e-01,1.250000000000000000e+02,1.279279999999999973e+02
1.991634491634491633e-01,1.250000000000000000e+02,1.279279999999999973e+02
1.995924495924495945e-01,1.250000000000000000e+02,1.279290000000000020e+02
2.000750750750750762e-01,1.250000000000000000e+02,1.279300000000000068e+02
2.007722007722007873e-01,1.250000000000000000e+02,1.279560000000000031e+02
2.012012012012011908e-01,1.250000000000000000e+02,1.279540000000000077e+02
2.016838266838267002e-01,1.250000000000000000e+02,1.279440000000000026e+02
2.024345774345774340e-01,1.250000000000000000e+02,1.279569999999999936e+02
2.028635778635778653e-01,1.250000000000000000e+02,1.279060000000000059e+02
2.032925782925782965e-01,1.250000000000000000e+02,1.278850000000000051e+02
2.040433290433290581e-01,1.250000000000000000e+02,1.278949999999999960e+02
2.045259545259545397e-01,1.250000000000000000e+02,1.279069999999999965e+02
2.049549549549549710e-01,1.250000000000000000e+02,1.279080000000000013e+02
2.056520806520806544e-01,1.250000000000000000e+02,1.279180000000000064e+02
2.061347061347061360e-01,1.250000000000000000e+02,1.279309999999999974e+02
2.068318318318318472e-01,1.250000000000000000e+02,1.279449999999999932e+02
2.073144573144573288e-01,1.250000000000000000e+02,1.278949999999999960e+02
2.077434577434577601e-01,1.250000000000000000e+02,1.279060000000000059e+02
2.084405834405834435e-01,1.250000000000000000e+02,1.279080000000000013e+02
2.089232089232089251e-01,1.250000000000000000e+02,1.278850000000000051e+02
2.096203346203346085e-01,1.250000000000000000e+02,1.278970000000000056e+02
