time,Gap_leftedge,Gap_rightedge,Gap_gap,LT_x,LT_y,LT_z
0.000000000000000000e+00,3.634999999999999787e+00,9.839000000000000412e+00,6.203999999999999737e+00,0.000000000000000000e+00,4.867068120292000231e+02,-2.444102347999619895e-01
9.999999999999786837e-03,3.635857859145001036e+00,9.866259211634966775e+00,6.230401352489965738e+00,5.021520479999992403e-01,4.867184638552000138e+02,-2.413396157999770086e-01
1.999999999999957367e-02,3.623493369403606668e+00,9.888830653743498900e+00,6.265337284339892676e+00,1.007528541999988647e+00,4.867262720382000225e+02,-2.442547577999620023e-01
3.000000000000024869e-02,3.568488445771226925e+00,9.849720850414504625e+00,6.281232404643278144e+00,1.508938020000002211e+00,4.867158422421999830e+02,-2.421064048000100000e-01
4.000000000000003553e-02,3.567465869544521606e+00,9.868900016700649758e+00,6.301434147156129484e+00,1.999765257999996493e+00,4.866977827691999892e+02,-2.439335137999620040e-01
4.999999999999982236e-02,3.587307254463619977e+00,9.893782396762944131e+00,6.306475142299323267e+00,2.496809843999997724e+00,4.866760859301999744e+02,-2.417463808000100134e-01
5.999999999999960920e-02,3.562918915762338656e+00,9.883135129272915265e+00,6.320216213510575720e+00,2.985126907999998025e+00,4.866669048272000282e+02,-2.416053588000089958e-01
7.000000000000028422e-02,3.582044509176699698e+00,9.906428485873087553e+00,6.324383976696387855e+00,3.474984735999996133e+00,4.866658246662000238e+02,-2.414925748000089911e-01
8.000000000000007105e-02,3.549335443733566908e+00,9.890765823153065739e+00,6.341430379419497498e+00,3.961561563999993041e+00,4.866695794601999978e+02,-2.373975527999910018e-01
8.999999999999985789e-02,3.469549300896738853e+00,9.837547367528239661e+00,6.367998066631500365e+00,4.464056487999997103e+00,4.866752269662000003e+02,-2.383056997999659921e-01
9.999999999999964473e-02,3.500189066053543296e+00,9.870437711965843519e+00,6.370248645912301555e+00,4.978331275999991590e+00,4.866675278371999980e+02,-2.381641317999670104e-01
1.100000000000003197e-01,3.498565126128835079e+00,9.876513140613377928e+00,6.377948014484542405e+00,5.479366471999995269e+00,4.866461048581999762e+02,-2.229769927999800117e-01
1.200000000000001066e-01,3.464859980506389547e+00,9.853841589083577546e+00,6.388981608577188886e+00,5.981406299999989074e+00,4.866597251961999859e+02,-2.279133957999759930e-01
1.299999999999998934e-01,3.513469994141348973e+00,9.929242848773354169e+00,6.415772854632006528e+00,6.496228625999989958e+00,4.866950739682000062e+02,-2.429236797999619890e-01
1.399999999999996803e-01,3.484889814150834653e+00,9.902963911949573372e+00,6.418074097798739608e+00,6.998924173999995446e+00,4.867147520972000052e+02,-2.448812897999710081e-01
1.500000000000003553e-01,3.419354638767731380e+00,9.824629799767427230e+00,6.405275160999695849e+00,7.511743271999989702e+00,4.867150040811999929e+02,-2.387680587999999882e-01
1.600000000000001421e-01,3.481215776444299248e+00,9.875384922701410773e+00,6.394169146257111969e+00,8.015748441999988927e+00,4.867117409141999929e+02,-2.346443997999820008e-01
1.699999999999999289e-01,3.420705047167087454e+00,9.829823028300252119e+00,6.409117981133165109e+00,8.519154446000001712e+00,4.867014286442000071e+02,-2.314960107999949890e-01
1.799999999999997158e-01,3.378102302274831992e+00,9.811522762729799396e+00,6.433420460454966516e+00,9.019736099999988710e+00,4.866879538012000239e+02,-2.273370857999759964e-01
