center_CAM,Weights
1.274447999999999970e-01,3.256256178879760044e-01
1.911672000000000093e-01,3.159849009493270189e-01
-7.965299999999999811e-03,3.063435906992760249e-01
7.168769999999999309e-02,2.967028737606259847e-01
7.965300000000000158e-02,2.870615635105759900e-01
7.965300000000000158e-02,2.774208465719250061e-01
7.965300000000000158e-02,2.677795363218750113e-01
9.558360000000000467e-02,2.581388193832250266e-01
2.150631000000000070e-01,2.774842358757810268e-01
1.035488999999999993e-01,3.125823918518499944e-01
1.035488999999999993e-01,3.340644692514270209e-01
7.168769999999999309e-02,3.272194398772960144e-01
7.965300000000000158e-02,3.605542958720709956e-01
7.168769999999999309e-02,3.955226009744030047e-01
7.965300000000000158e-02,3.976022797529399910e-01
4.779180000000000234e-02,4.115110321663130177e-01
3.186119999999999924e-02,4.278263573204100223e-01
1.593059999999999962e-02,4.679826219919819841e-01
0.000000000000000000e+00,4.970410324247069855e-01
-7.965300000000000158e-02,5.165722194102440046e-01
-8.761829999999999619e-02,5.322959832302559535e-01
-9.558360000000000467e-02,5.843043577105110353e-01
-1.115141999999999939e-01,6.024406375662140212e-01
-1.035488999999999993e-01,5.995914363716160489e-01
-1.433753999999999862e-01,6.220217270162929912e-01
-1.433753999999999862e-01,6.605740284395239525e-01
-1.354101000000000055e-01,6.812790294386530388e-01
-1.354101000000000055e-01,7.089518429609269479e-01
-1.035488999999999993e-01,7.494162927109540018e-01
-1.832019000000000009e-01,7.708167782428819725e-01
-1.752365999999999924e-01,7.921405124515269458e-01
-1.274447999999999970e-01,8.208259832856239502e-01
-1.194795000000000024e-01,8.457024079479079637e-01
-1.354101000000000055e-01,8.590967760257289809e-01
-1.354101000000000055e-01,8.859287066318040083e-01
-1.035488999999999993e-01,9.070544442855490441e-01
-1.672713000000000116e-01,9.356201333019059652e-01
-1.832019000000000009e-01,9.509399582751290048e-01
-1.593060000000000032e-01,9.656741977556899670e-01
-1.513406999999999947e-01,9.756790257406360301e-01
-1.194795000000000024e-01,9.798743193056940193e-01
-1.752365999999999924e-01,9.937089584248129936e-01
-1.115141999999999939e-01,9.883788384966709639e-01
-7.168769999999999309e-02,9.956444393743779653e-01
-8.761829999999999619e-02,1.007724771484260096e+00
-7.168769999999999309e-02,9.991867372277279946e-01
-8.761829999999999619e-02,9.990694310399339528e-01
-1.593059999999999962e-02,9.971008725319979726e-01
-1.593059999999999962e-02,1.000299764956070092e+00
-1.593059999999999962e-02,9.954457544170840499e-01
-3.186119999999999924e-02,9.925084478624619511e-01
-9.558360000000000467e-02,1.007931519452700098e+00
-1.115141999999999939e-01,9.993126699408919622e-01
-1.274447999999999970e-01,1.006773663178540001e+00
-1.354101000000000055e-01,9.996513789549109630e-01
-1.274447999999999970e-01,9.954663231774349974e-01
-6.372239999999999849e-02,1.005415297031069910e+00
-7.168769999999999309e-02,9.984266682894119560e-01
-6.372239999999999849e-02,1.001727317694310004e+00
-1.035488999999999993e-01,1.001185435349990049e+00
-4.779180000000000234e-02,1.004538905161669993e+00
-9.558360000000000467e-02,1.001368196088930018e+00
-5.575709999999999694e-02,9.927627808678419763e-01
-8.761829999999999619e-02,9.936741346596149604e-01
-1.115141999999999939e-01,9.936206111378129702e-01
-1.274447999999999970e-01,1.003397643726900101e+00
-1.513406999999999947e-01,9.984714647159149692e-01
-1.752365999999999924e-01,1.001523133140910016e+00
-1.832019000000000009e-01,9.997670412709569465e-01
-1.513406999999999947e-01,1.005861159606850075e+00
-1.832019000000000009e-01,9.952150645941230112e-01
-1.911672000000000093e-01,9.971449107077819951e-01
-1.672713000000000116e-01,9.965063893017690466e-01
-1.354101000000000055e-01,1.002492136171569959e+00
-1.194795000000000024e-01,1.005625067226670000e+00
-1.194795000000000024e-01,1.000259583560120014e+00
-1.274447999999999970e-01,1.000831679807349994e+00
-1.274447999999999970e-01,9.990651996382660105e-01
-6.372239999999999849e-02,1.003819910853869901e+00
-1.593060000000000032e-01,9.979812710629839545e-01
-8.761829999999999619e-02,9.983162116220639648e-01
-1.035488999999999993e-01,1.006622335144180092e+00
-3.186119999999999924e-02,1.003742597563799910e+00
-6.372239999999999849e-02,9.971714377565610299e-01
-3.982650000000000079e-02,1.003543847787029986e+00
-7.168769999999999309e-02,9.984020384625029720e-01
2.389590000000000117e-02,1.001659632641519915e+00
3.982650000000000079e-02,1.001580721473980029e+00
3.982650000000000079e-02,9.982254021438999869e-01
4.779180000000000234e-02,1.000298021672590076e+00
7.168769999999999309e-02,1.006683347654359961e+00
3.186119999999999924e-02,1.000568187416619903e+00
-1.593059999999999962e-02,1.000296485850959982e+00
7.965299999999999811e-03,1.001480989624490059e+00
4.779180000000000234e-02,9.963775220898699603e-01
1.593059999999999962e-02,1.000396485885060027e+00
-3.186119999999999924e-02,1.002010475988720062e+00
7.965299999999999811e-03,9.943701770536319540e-01
6.372239999999999849e-02,1.002966116311230005e+00
7.965299999999999811e-03,1.007982692134449909e+00
7.965300000000000158e-02,9.935970865755999748e-01
-7.965299999999999811e-03,9.942821178397409643e-01
6.372239999999999849e-02,1.001271115970350012e+00
2.389590000000000117e-02,9.998364314285219656e-01
3.982650000000000079e-02,9.950954326312949627e-01
-2.389590000000000117e-02,9.970932253063570228e-01
-7.965299999999999811e-03,1.006738666600559995e+00
0.000000000000000000e+00,9.993201123320559764e-01
7.965299999999999811e-03,9.947744642187490438e-01
3.186119999999999924e-02,9.973436857649019549e-01
5.575709999999999694e-02,9.989036117176349761e-01
6.372239999999999849e-02,9.992421461772550417e-01
1.115141999999999939e-01,1.001023173568200031e+00
7.168769999999999309e-02,1.002380938479630057e+00
9.558360000000000467e-02,9.971409075008349499e-01
1.194795000000000024e-01,9.919269188544850291e-01
1.274447999999999970e-01,1.001865156647490096e+00
1.194795000000000024e-01,1.003474091392509981e+00
1.354101000000000055e-01,9.994349945004089575e-01
1.274447999999999970e-01,1.002003987702690058e+00
1.194795000000000024e-01,9.996722448852799481e-01
1.274447999999999970e-01,1.003538571614889907e+00
1.832019000000000009e-01,9.996641098066559872e-01
1.832019000000000009e-01,9.998059274693790188e-01
1.433753999999999862e-01,9.967209136912089651e-01
1.194795000000000024e-01,1.002924734421809960e+00
1.433753999999999862e-01,1.001274868836560028e+00
1.274447999999999970e-01,1.004814467694939983e+00
1.274447999999999970e-01,1.004021114447390062e+00
1.194795000000000024e-01,1.002836948022000074e+00
1.035488999999999993e-01,1.006545453905600018e+00
1.593060000000000032e-01,1.001155333969619976e+00
1.354101000000000055e-01,1.002759870943920051e+00
1.274447999999999970e-01,9.937233093767620096e-01
7.965300000000000158e-02,9.941117581582310514e-01
1.513406999999999947e-01,1.001047773300260069e+00
1.672713000000000116e-01,9.967308476377819693e-01
1.115141999999999939e-01,9.969735251064090198e-01
1.194795000000000024e-01,1.000543534611940011e+00
1.194795000000000024e-01,9.988221309808930082e-01
1.274447999999999970e-01,9.961511185888940467e-01
1.593060000000000032e-01,1.008035448777939935e+00
9.558360000000000467e-02,9.983108711355249687e-01
1.593060000000000032e-01,9.921278500715670079e-01
1.354101000000000055e-01,9.964559452011739760e-01
1.672713000000000116e-01,9.990394685465120439e-01
1.274447999999999970e-01,1.001896991146729921e+00
1.354101000000000055e-01,9.981302599444440427e-01
1.274447999999999970e-01,1.001641446980559902e+00
