center_CAM,Weights,error_CAM
-7.965300000000000158e-02,2.847909190910209998e-01,-7.965300000000000158e-02
-9.558360000000000467e-02,2.783923402160269900e-01,-9.558360000000000467e-02
1.593059999999999962e-02,2.719941550997330149e-01,1.593059999999999962e-02
-8.761829999999999619e-02,2.655955762247390051e-01,-8.761829999999999619e-02
7.965299999999999811e-03,2.876804405675679743e-01,7.965299999999999811e-03
8.761829999999999619e-02,3.238824115890400202e-01,8.761829999999999619e-02
1.354101000000000055e-01,3.427811779555610117e-01,1.354101000000000055e-01
7.168769999999999309e-02,3.369009172505950112e-01,7.168769999999999309e-02
-2.389590000000000117e-02,3.848619181825069790e-01,-2.389590000000000117e-02
4.779180000000000234e-02,4.112564526413389765e-01,4.779180000000000234e-02
5.575709999999999694e-02,4.289301716242749918e-01,5.575709999999999694e-02
1.593059999999999962e-02,4.460136162441770136e-01,1.593059999999999962e-02
1.593059999999999962e-02,4.527163343793629835e-01,1.593059999999999962e-02
-5.575709999999999694e-02,5.250522178379409821e-01,-5.575709999999999694e-02
1.593059999999999962e-02,5.531514869920479693e-01,1.593059999999999962e-02
6.372239999999999849e-02,5.780511946974979942e-01,6.372239999999999849e-02
1.593059999999999962e-02,5.966244941964049531e-01,1.593059999999999962e-02
1.593059999999999962e-02,6.283392327021309898e-01,1.593059999999999962e-02
-3.186119999999999924e-02,6.489257601349359694e-01,-3.186119999999999924e-02
3.186119999999999924e-02,6.918297353332769628e-01,3.186119999999999924e-02
0.000000000000000000e+00,7.149428379392399613e-01,0.000000000000000000e+00
5.575709999999999694e-02,7.297173131592700202e-01,5.575709999999999694e-02
7.965300000000000158e-02,7.647784235603649616e-01,7.965300000000000158e-02
1.115141999999999939e-01,8.102985640929190048e-01,1.115141999999999939e-01
1.035488999999999993e-01,8.344396564550660145e-01,1.035488999999999993e-01
1.752365999999999924e-01,8.659937372972890124e-01,1.752365999999999924e-01
1.354101000000000055e-01,8.804560170890930459e-01,1.354101000000000055e-01
7.965300000000000158e-02,9.029077968117219521e-01,7.965300000000000158e-02
2.389590000000000117e-02,9.298767992287020334e-01,2.389590000000000117e-02
1.035488999999999993e-01,9.411305524007219647e-01,1.035488999999999993e-01
4.779180000000000234e-02,9.624032799654510528e-01,4.779180000000000234e-02
3.186119999999999924e-02,9.840386185136670294e-01,3.186119999999999924e-02
0.000000000000000000e+00,9.838601578619250443e-01,0.000000000000000000e+00
9.558360000000000467e-02,9.897471993748939711e-01,9.558360000000000467e-02
1.194795000000000024e-01,1.005408226257320070e+00,1.194795000000000024e-01
1.433753999999999862e-01,1.002901396131800071e+00,1.433753999999999862e-01
6.372239999999999849e-02,1.007115041137800038e+00,6.372239999999999849e-02
6.372239999999999849e-02,9.922318369690179551e-01,6.372239999999999849e-02
6.372239999999999849e-02,9.960150697489450478e-01,6.372239999999999849e-02
8.761829999999999619e-02,9.944569766239460540e-01,8.761829999999999619e-02
6.372239999999999849e-02,1.001072269733249920e+00,6.372239999999999849e-02
-7.965299999999999811e-03,1.002548624498670105e+00,-7.965299999999999811e-03
-2.389590000000000117e-02,1.001408824303579914e+00,-2.389590000000000117e-02
3.982650000000000079e-02,1.000691673736870069e+00,3.982650000000000079e-02
7.168769999999999309e-02,1.005593045119999918e+00,7.168769999999999309e-02
3.982650000000000079e-02,1.006604267114050044e+00,3.982650000000000079e-02
3.982650000000000079e-02,9.942196093903209464e-01,3.982650000000000079e-02
0.000000000000000000e+00,9.967895405516480345e-01,0.000000000000000000e+00
