x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,1.718220000000000027e+02,0.000000000000000000e+00,1.780649999999999977e+02
4.862499324652870721e-04,1.718100000000000023e+02,4.908644668666484580e-04,1.780670000000000073e+02
9.184720946566535390e-04,1.718100000000000023e+02,9.817289337332969160e-04,1.780889999999999986e+02
1.404722027121940503e-03,1.718089999999999975e+02,1.418052904281428975e-03,1.780889999999999986e+02
1.890971959587227792e-03,1.717959999999999923e+02,1.908917371148077542e-03,1.780769999999999982e+02
2.323194121778593933e-03,1.717580000000000098e+02,2.399781838014725891e-03,1.780639999999999930e+02
2.809444054243881005e-03,1.717330000000000041e+02,2.836105808562857950e-03,1.780149999999999864e+02
3.241666216435247581e-03,1.717210000000000036e+02,3.326970275429506300e-03,1.780149999999999864e+02
3.727916148900535086e-03,1.717199999999999989e+02,3.817834742296155083e-03,1.780399999999999920e+02
4.214166081365822158e-03,1.717210000000000036e+02,4.308699209162803433e-03,1.780190000000000055e+02
4.700416013831108797e-03,1.717210000000000036e+02,4.745023179710935492e-03,1.780440000000000111e+02
5.132638176022475372e-03,1.717340000000000089e+02,5.235887646577583841e-03,1.780430000000000064e+02
5.618888108487762011e-03,1.717599999999999909e+02,5.726752113444232191e-03,1.780569999999999879e+02
6.105138040953049516e-03,1.717729999999999961e+02,6.163076083992364250e-03,1.780550000000000068e+02
6.537360203144415224e-03,1.717849999999999966e+02,6.653940550859012600e-03,1.780180000000000007e+02
7.023610135609702730e-03,1.717599999999999909e+02,7.144805017725661817e-03,1.780279999999999916e+02
7.509860068074991103e-03,1.717340000000000089e+02,7.635669484592310166e-03,1.780140000000000100e+02
7.996110000540276874e-03,1.717210000000000036e+02,8.071993455140442225e-03,1.780269999999999868e+02
8.428332162731644317e-03,1.717340000000000089e+02,8.508317425688574284e-03,1.780509999999999877e+02
8.914582095196930955e-03,1.717210000000000036e+02,9.053722388873738924e-03,1.780660000000000025e+02
9.400832027662217594e-03,1.716949999999999932e+02,9.490046359421870983e-03,1.780540000000000020e+02
