x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,3.854839999999999804e+02,0.000000000000000000e+00,3.920989999999999895e+02
4.941253980454595384e-04,3.855090000000000146e+02,4.394638540980004581e-04,3.920740000000000123e+02
9.333479740858681255e-04,3.854719999999999800e+02,9.338606899582510210e-04,3.920090000000000146e+02
1.427473372131327555e-03,3.854599999999999795e+02,1.373324544056251425e-03,3.919580000000000268e+02
1.921598770176787202e-03,3.854590000000000032e+02,1.867721379916502042e-03,3.919329999999999927e+02
2.415724168222246632e-03,3.854329999999999927e+02,2.362118215776752225e-03,3.918569999999999709e+02
2.854946744262655111e-03,3.853580000000000041e+02,2.856515051637002842e-03,3.917950000000000159e+02
3.349072142308114758e-03,3.853199999999999932e+02,3.295978905735003246e-03,3.917450000000000045e+02
3.788294718348523670e-03,3.852939999999999827e+02,3.790375741595253863e-03,3.916940000000000168e+02
4.282420116393982450e-03,3.852429999999999950e+02,4.284772577455504480e-03,3.916449999999999818e+02
4.776545514439441663e-03,3.852559999999999718e+02,4.779169413315754664e-03,3.916329999999999814e+02
5.270670912484901743e-03,3.852429999999999950e+02,5.218633267413755501e-03,3.916209999999999809e+02
5.764796310530360957e-03,3.851800000000000068e+02,5.658097121511755472e-03,3.915819999999999936e+02
6.204018886570770303e-03,3.851299999999999955e+02,6.207426939134255868e-03,3.915330000000000155e+02
6.698144284616229516e-03,3.850779999999999745e+02,6.646890793232256706e-03,3.915199999999999818e+02
7.137366860656637994e-03,3.850149999999999864e+02,7.141287629092506889e-03,3.914800000000000182e+02
7.631492258702098075e-03,3.849759999999999991e+02,7.580751483190507727e-03,3.914289999999999736e+02
8.125617656747557288e-03,3.850020000000000095e+02,8.130081300813007256e-03,3.914019999999999868e+02
8.564840232787964899e-03,3.849900000000000091e+02,8.569545154911008961e-03,3.913530000000000086e+02
9.113868452838475714e-03,3.849510000000000218e+02,9.009009009009008931e-03,3.913149999999999977e+02
9.553091028878883326e-03,3.849639999999999986e+02,9.503405844869259114e-03,3.912889999999999873e+02
1.004721642692434427e-02,3.849769999999999754e+02,9.997802680729509298e-03,3.912389999999999759e+02
1.048643900296475362e-02,3.849139999999999873e+02,1.049219951658976122e-02,3.911770000000000209e+02
1.098056440101021283e-02,3.848750000000000000e+02,1.098659635245001140e-02,3.911139999999999759e+02
1.147468979905567205e-02,3.848750000000000000e+02,1.142606020654801137e-02,3.911139999999999759e+02
1.196881519710113126e-02,3.848639999999999759e+02,1.192045704240826155e-02,3.911139999999999759e+02
1.240803777314154061e-02,3.848380000000000223e+02,1.241485387826851174e-02,3.910889999999999986e+02
1.290216317118699808e-02,3.848380000000000223e+02,1.285431773236651344e-02,3.910769999999999982e+02
1.339628856923245903e-02,3.848249999999999886e+02,1.334871456822676189e-02,3.910649999999999977e+02
1.383551114527286664e-02,3.847490000000000236e+02,1.378817842232476359e-02,3.910749999999999886e+02
1.432963654331832759e-02,3.847230000000000132e+02,1.433750823994726399e-02,3.910629999999999882e+02
1.482376194136378680e-02,3.846979999999999791e+02,1.477697209404526570e-02,3.910240000000000009e+02
1.526298451740419615e-02,3.846610000000000014e+02,1.527136892990551588e-02,3.909370000000000118e+02
1.575710991544965189e-02,3.846220000000000141e+02,1.571083278400351238e-02,3.908849999999999909e+02
1.625123531349511458e-02,3.846360000000000241e+02,1.620522961986376603e-02,3.908990000000000009e+02
1.669045788953552045e-02,3.846220000000000141e+02,1.669962645572401622e-02,3.908860000000000241e+02
1.718458328758098314e-02,3.846229999999999905e+02,1.719402329158426640e-02,3.908240000000000123e+02
1.767870868562644235e-02,3.846480000000000246e+02,1.763348714568226810e-02,3.908120000000000118e+02
1.811793126166685169e-02,3.846469999999999914e+02,1.812788398154251829e-02,3.907869999999999777e+02
1.861205665971231091e-02,3.845710000000000264e+02,1.856734783564051999e-02,3.907490000000000236e+02
1.910618205775776665e-02,3.845339999999999918e+02,1.906174467150076671e-02,3.906730000000000018e+02
1.954540463379817600e-02,3.845470000000000255e+02,1.955614150736101689e-02,3.906499999999999773e+02
2.003953003184363521e-02,3.845210000000000150e+02,1.999560536145901860e-02,3.906370000000000005e+02
2.053365542988909789e-02,3.845210000000000150e+02,2.049000219731926878e-02,3.906349999999999909e+02
2.102778082793455711e-02,3.844970000000000141e+02,2.098439903317952243e-02,3.906750000000000114e+02
2.146700340397496645e-02,3.844950000000000045e+02,2.147879586903977261e-02,3.906859999999999786e+02
2.196112880202042567e-02,3.844700000000000273e+02,2.197319270490002280e-02,3.906610000000000014e+02
2.245525420006588141e-02,3.844580000000000268e+02,2.241265655899802103e-02,3.906600000000000250e+02
2.289447677610629076e-02,3.844580000000000268e+02,2.290705339485827122e-02,3.906240000000000236e+02
2.338860217415174997e-02,3.843679999999999950e+02,2.334651724895627292e-02,3.905869999999999891e+02
2.388272757219721265e-02,3.843570000000000277e+02,2.389584706657877158e-02,3.905849999999999795e+02
2.432195014823761853e-02,3.844069999999999823e+02,2.433531092067677329e-02,3.906120000000000232e+02
2.481607554628308121e-02,3.843940000000000055e+02,2.482970775653702347e-02,3.905989999999999895e+02
2.536510376633359029e-02,3.843679999999999950e+02,2.526917161063502518e-02,3.905620000000000118e+02
2.574942352036894630e-02,3.844080000000000155e+02,2.576356844649527189e-02,3.905889999999999986e+02
2.624354891841440551e-02,3.844200000000000159e+02,2.625796528235552554e-02,3.905889999999999986e+02
2.673767431645986473e-02,3.844069999999999823e+02,2.669742913645352378e-02,3.905260000000000105e+02
2.723179971450532741e-02,3.843940000000000055e+02,2.719182597231377743e-02,3.905029999999999859e+02
2.767102229054573329e-02,3.843820000000000050e+02,2.768622280817402762e-02,3.905020000000000095e+02
2.816514768859119597e-02,3.843059999999999832e+02,2.818061964403427780e-02,3.905149999999999864e+02
2.865927308663665518e-02,3.842930000000000064e+02,2.862008349813227950e-02,3.905280000000000200e+02
2.909849566267706453e-02,3.843439999999999941e+02,2.911448033399252969e-02,3.905649999999999977e+02
2.959262106072252374e-02,3.843179999999999836e+02,2.955394418809053139e-02,3.905899999999999750e+02
3.008674645876798295e-02,3.842919999999999732e+02,3.004834102395078158e-02,3.905400000000000205e+02
3.052596903480839230e-02,3.842939999999999827e+02,3.054273785981103176e-02,3.905520000000000209e+02
3.102009443285384804e-02,3.842930000000000064e+02,3.098220171390902652e-02,3.905419999999999732e+02
3.151421983089930379e-02,3.842540000000000191e+02,3.147659854976928018e-02,3.904909999999999854e+02
3.200834522894476647e-02,3.842040000000000077e+02,3.197099538562953036e-02,3.904689999999999941e+02
3.244756780498517235e-02,3.842160000000000082e+02,3.246539222148978054e-02,3.904700000000000273e+02
3.294169320303063503e-02,3.842289999999999850e+02,3.290485607558778225e-02,3.904460000000000264e+02
3.343581860107609771e-02,3.842409999999999854e+02,3.339925291144803243e-02,3.904429999999999836e+02
3.392994399912155346e-02,3.842799999999999727e+02,3.389364974730828262e-02,3.904440000000000168e+02
3.436916657516196627e-02,3.842810000000000059e+02,3.438804658316853280e-02,3.904460000000000264e+02
3.486329197320742201e-02,3.842549999999999955e+02,3.482751043726653450e-02,3.903679999999999950e+02
3.535741737125288470e-02,3.842420000000000186e+02,3.532190727312678469e-02,3.903539999999999850e+02
3.585154276929834738e-02,3.842169999999999845e+02,3.581630410898703487e-02,3.903820000000000050e+02
3.629076534533875326e-02,3.841779999999999973e+02,3.625576796308503658e-02,3.903910000000000196e+02
3.678489074338421594e-02,3.841530000000000200e+02,3.675016479894528676e-02,3.904019999999999868e+02
3.727901614142967168e-02,3.841530000000000200e+02,3.724456163480553694e-02,3.904270000000000209e+02
3.771823871747008450e-02,3.841650000000000205e+02,3.773895847066578713e-02,3.904529999999999745e+02
3.821236411551553330e-02,3.841270000000000095e+02,3.817842232476378189e-02,3.904549999999999841e+02
3.865158669155594612e-02,3.841270000000000095e+02,3.867281916062403208e-02,3.904519999999999982e+02
3.914571208960140186e-02,3.841270000000000095e+02,3.916721599648428920e-02,3.904529999999999745e+02
3.963983748764686454e-02,3.841399999999999864e+02,3.966161283234453938e-02,3.903650000000000091e+02
4.013396288569232723e-02,3.841399999999999864e+02,4.010107668644254109e-02,3.903249999999999886e+02
4.062808828373778297e-02,3.841139999999999759e+02,4.059547352230279127e-02,3.903779999999999859e+02
4.106731085977819579e-02,3.841399999999999864e+02,4.108987035816304145e-02,3.903509999999999991e+02
4.156143625782365153e-02,3.841650000000000205e+02,4.158426719402329164e-02,3.903120000000000118e+02
4.205556165586911421e-02,3.841659999999999968e+02,4.202373104812129334e-02,3.903260000000000218e+02
4.249478423190952009e-02,3.841789999999999736e+02,4.251812788398154352e-02,3.903279999999999745e+02
4.298890962995498277e-02,3.841530000000000200e+02,4.301252471984179371e-02,3.903399999999999750e+02
4.348303502800044545e-02,3.841139999999999759e+02,4.345198857393979541e-02,3.903389999999999986e+02
4.392225760404085133e-02,3.841019999999999754e+02,4.389145242803779712e-02,3.903269999999999982e+02
4.441638300208631401e-02,3.840389999999999873e+02,4.438584926389804730e-02,3.903020000000000209e+02
4.491050840013176282e-02,3.840129999999999768e+02,4.488024609975829055e-02,3.902889999999999873e+02
