width_LLS_A,Weights,error_LLS_A
5.948494110899240184e+00,1.001017047833320017e+00,-4.015058891007594610e-01
6.125250312479529669e+00,1.006732691340360031e+00,-2.247496875204699762e-01
6.148500855053700143e+00,9.986458604973299513e-01,-2.014991449462995021e-01
6.111639646631309652e+00,9.997790579825219792e-01,-2.383603533686899922e-01
6.103401213614190191e+00,9.950232465800969983e-01,-2.465987863858094542e-01
6.052385474293360268e+00,9.976731764143379477e-01,-2.976145257066393768e-01
6.071502534945209639e+00,1.003464995923599945e+00,-2.784974650547900055e-01
6.097922688944749758e+00,1.004496250342860053e+00,-2.520773110552498864e-01
6.056760047097210276e+00,1.000548118377859952e+00,-2.932399529027893692e-01
6.112170908719569695e+00,9.965610530233369735e-01,-2.378290912804299495e-01
6.088952438457289951e+00,1.001295889948329965e+00,-2.610475615427096940e-01
6.040433592835110055e+00,1.002244480129609983e+00,-3.095664071648895899e-01
6.098139743959979597e+00,1.001463001644530060e+00,-2.518602560400200474e-01
6.139586691865510204e+00,1.003370106764019942e+00,-2.104133081344894407e-01
6.123264807785499642e+00,1.004749759232840045e+00,-2.267351922145000032e-01
6.151195155525069680e+00,1.003005168559039983e+00,-1.988048444749299648e-01
6.032263203933820428e+00,1.001219872214919926e+00,-3.177367960661792168e-01
6.178416307519269957e+00,9.988178916936749641e-01,-1.715836924807296882e-01
6.176830633711009710e+00,9.915758029770560533e-01,-1.731693662889899343e-01
6.098052841647979783e+00,9.912533671958050352e-01,-2.519471583520198621e-01
6.123013710626969974e+00,9.954862248357410071e-01,-2.269862893730296705e-01
6.094168818806769750e+00,9.959174920164399758e-01,-2.558311811932298951e-01
6.098192077104459763e+00,9.947826892720049718e-01,-2.518079228955398818e-01
6.125329684230339744e+00,9.998596461721269701e-01,-2.246703157696599007e-01
6.121450171286049624e+00,1.006536386145270079e+00,-2.285498287139500206e-01
6.122212752195290264e+00,9.991173000934570059e-01,-2.277872478047093807e-01
6.158418421676199905e+00,9.990366044818660418e-01,-1.915815783237997394e-01
6.141477244646879718e+00,1.001185984646939975e+00,-2.085227553531199263e-01
6.086182007451929721e+00,1.000751615606199962e+00,-2.638179925480699239e-01
6.031929168996979840e+00,9.997840071602209777e-01,-3.180708310030198049e-01
6.105428288811579840e+00,1.001741741745830083e+00,-2.445717111884198047e-01
6.105450430105629600e+00,1.004271191939670071e+00,-2.445495698943700447e-01
6.091162243834020273e+00,9.935139677178600470e-01,-2.588377561659793713e-01
6.068828840606630415e+00,9.957047337619400196e-01,-2.811711593933692299e-01
6.078799657236560350e+00,1.000866259848109951e+00,-2.712003427634392949e-01
6.160448916742920389e+00,9.915952466706949853e-01,-1.895510832570792559e-01
6.146339235596419925e+00,9.916074798355960507e-01,-2.036607644035797193e-01
6.086569749044030253e+00,9.976972348155600523e-01,-2.634302509559693917e-01
6.064893811696009607e+00,1.000556753997859927e+00,-2.851061883039900380e-01
5.975051178573339783e+00,1.005167099384639995e+00,-3.749488214266598618e-01
5.939320162701910100e+00,1.004942209967129907e+00,-4.106798372980895451e-01
6.009761181196010327e+00,1.007927382403499994e+00,-3.402388188039893180e-01
6.037487155679309936e+00,1.000888860944540104e+00,-3.125128443206897089e-01
6.080399150879830295e+00,1.002150824038670063e+00,-2.696008491201693502e-01
6.127483416438050057e+00,1.000780051281140004e+00,-2.225165835619495880e-01
6.087828720386440295e+00,9.968907690326760385e-01,-2.621712796135593493e-01
5.986102382310240166e+00,9.990551384316640471e-01,-3.638976176897594783e-01
6.054368207559440052e+00,9.993309095361719852e-01,-2.956317924405595932e-01
6.034746373933580266e+00,1.005496748501129911e+00,-3.152536260664193790e-01
6.066003130665939658e+00,9.997359139894980151e-01,-2.839968693340599870e-01
6.034904236139929878e+00,9.972350914798679966e-01,-3.150957638600697663e-01
6.087611753839789586e+00,9.976354975893479970e-01,-2.623882461602100591e-01
6.063041190175879613e+00,9.983630718536049553e-01,-2.869588098241200314e-01
6.027781099443989987e+00,1.003069654560790003e+00,-3.222189005560096575e-01
6.017430965373639751e+00,1.010766039245349912e+00,-3.325690346263598940e-01
6.048641350742319567e+00,1.003838452881729904e+00,-3.013586492576800779e-01
6.052138532999969733e+00,1.003351512872939999e+00,-2.978614670000299114e-01
6.104225881556329725e+00,9.972284305608040134e-01,-2.457741184436699200e-01
6.049971687405959919e+00,1.003516509533959988e+00,-3.000283125940397255e-01
6.020979663082080435e+00,1.003122750358659943e+00,-3.290203369179192094e-01
6.052639725684690220e+00,9.989723914750010536e-01,-2.973602743153094252e-01
6.004534326813930178e+00,1.000409706045330083e+00,-3.454656731860694663e-01
5.928787097822080021e+00,1.005071522871660017e+00,-4.212129021779196236e-01
6.030259766643769836e+00,9.997022065453570194e-01,-3.197402333562298082e-01
6.075827598160199905e+00,1.001500671383990015e+00,-2.741724018397997398e-01
6.125133980649949628e+00,1.002400963886000085e+00,-2.248660193500500171e-01
6.060504236446790038e+00,9.982758283033259517e-01,-2.894957635532096063e-01
5.999037545268800287e+00,1.001629372953330099e+00,-3.509624547311993581e-01
5.967327510882870278e+00,1.000915587768659964e+00,-3.826724891171293663e-01
5.974026509558050257e+00,1.007646847524680034e+00,-3.759734904419493873e-01
5.952309756035440103e+00,1.000418706208370034e+00,-3.976902439645595422e-01
