x,Weights,y,Weights
-5.669138813000020427e+00,2.533316730000089723e-01,-8.996784288000440055e-01,2.533316730000089723e-01
-5.162475467000009921e+00,2.606257089999969856e-01,-1.019706991799939955e+00,2.606257089999969856e-01
-4.641224049000009622e+00,2.990583670000149796e-01,-1.026816615800199894e+00,2.990583670000149796e-01
-4.043107314999979884e+00,3.156237949999770032e-01,-9.065401557999449578e-01,3.156237949999770032e-01
-3.411859725000029986e+00,3.526150180000249823e-01,-8.753533958000619952e-01,3.526150180000249823e-01
-2.706629688999980132e+00,3.548799750000199982e-01,-9.470243518001379979e-01,3.548799750000199982e-01
-1.996869738999939914e+00,3.437867509999860127e-01,-9.225677578002090540e-01,3.437867509999860127e-01
-1.309296236999959895e+00,3.430970510000169726e-01,-8.954633977999290062e-01,3.430970510000169726e-01
-6.231021349999309455e-01,3.810647609999510133e-01,-9.494735838002410500e-01,3.810647609999510133e-01
1.390273869999709977e-01,4.220348710000090264e-01,-1.000181965799830097e+00,4.220348710000090264e-01
9.830971289999880236e-01,4.194374030000129761e-01,-9.422205638000630268e-01,4.194374030000129761e-01
1.821971935000010090e+00,4.290001960000149883e-01,-8.985359717999730211e-01,4.290001960000149883e-01
2.679972327000040178e+00,4.432302600000129766e-01,-9.267043868001959561e-01,4.432302600000129766e-01
3.566432847000069906e+00,4.547556729999909786e-01,-9.621457177999700461e-01,4.547556729999909786e-01
4.475944193000049864e+00,4.492895629999860141e-01,-9.451883067998350096e-01,4.492895629999860141e-01
5.374523319000029886e+00,4.765318930000029818e-01,-9.297433567999040527e-01,4.765318930000029818e-01
6.327587105000030299e+00,5.337550310000029885e-01,-8.861578467998609820e-01,5.337550310000029885e-01
7.395097167000040272e+00,5.553203420000010215e-01,-8.471305868002469985e-01,5.553203420000010215e-01
8.505737851000040095e+00,5.544938289999840064e-01,-8.617919508002099827e-01,5.544938289999840064e-01
9.614725509000010106e+00,5.607036190000159737e-01,-9.176708467999079577e-01,5.607036190000159737e-01
1.073613274699999920e+01,5.815843089999970239e-01,-9.279093177999869768e-01,5.815843089999970239e-01
1.189930136499999946e+01,5.982404929999990406e-01,-9.327693107998979993e-01,5.982404929999990406e-01
1.309578235100000043e+01,6.309451589999950372e-01,-9.597097198001589557e-01,6.309451589999950372e-01
1.435767266899999939e+01,6.625952299999859907e-01,-9.568771558001150090e-01,6.625952299999859907e-01
1.568286312899999935e+01,6.717590370000260380e-01,-9.224135767998260516e-01,6.717590370000260380e-01
1.702638120299999969e+01,6.679062599999969763e-01,-9.458258528001830534e-01,6.679062599999969763e-01
1.836219372300000074e+01,6.963768639999959875e-01,-9.746295128002060437e-01,6.963768639999959875e-01
1.975494745099999960e+01,7.032502650000029831e-01,-9.481404328000739845e-01,7.032502650000029831e-01
2.116144798099999846e+01,7.095387389999799899e-01,-9.168210868000560287e-01,7.095387389999799899e-01
2.258052545900000041e+01,7.475653340000080194e-01,-9.128114157998370448e-01,7.475653340000080194e-01
2.407565612699999846e+01,7.685914050000109965e-01,-9.075566528002240174e-01,7.685914050000109965e-01
2.561283893699999936e+01,7.962741059999810522e-01,-9.020069798000920347e-01,7.962741059999810522e-01
2.720538714899999988e+01,8.088967200000030111e-01,-9.363767678001120309e-01,8.088967200000030111e-01
2.882318058899999969e+01,8.180689150000050036e-01,-9.743275328002169999e-01,8.180689150000050036e-01
3.045931841899999881e+01,8.380788210000069682e-01,-9.651634468000339639e-01,8.380788210000069682e-01
3.213547606099999854e+01,8.677119799999960525e-01,-9.376638178002419943e-01,8.677119799999960525e-01
3.387090002099999708e+01,8.805759580000089848e-01,-9.307026547999019961e-01,8.805759580000089848e-01
3.563205193699999995e+01,8.977629569999939774e-01,-9.182378218000909476e-01,8.977629569999939774e-01
3.742757785100000234e+01,9.136486480000090005e-01,-8.938084558000549684e-01,9.136486480000090005e-01
3.925487514699999991e+01,9.124072449999760526e-01,-8.995569198001760469e-01,9.124072449999760526e-01
4.107968963700000131e+01,9.301959630000099510e-01,-9.144511087998810073e-01,9.301959630000099510e-01
4.294008156299999968e+01,9.422348919999949945e-01,-9.033637028001489933e-01,9.422348919999949945e-01
4.482455134700000343e+01,9.506351090000040305e-01,-8.929509207998760356e-01,9.506351090000040305e-01
4.672582156499999684e+01,9.556574760000130508e-01,-9.136450418002509677e-01,9.556574760000130508e-01
4.863713651700000185e+01,9.695497699999999774e-01,-9.348310447998929851e-01,9.695497699999999774e-01
5.057623605700000269e+01,9.815293700000109478e-01,-9.514436117998460452e-01,9.815293700000109478e-01
5.253929479700010319e+01,9.945066779999760520e-01,-9.666599788002659954e-01,9.945066779999760520e-01
5.452830815299999756e+01,9.945771589999879980e-01,-9.803449798002219495e-01,9.945771589999879980e-01
5.651746247100000176e+01,9.969729140000179735e-01,-9.789586537998360427e-01,9.969729140000179735e-01
5.851140829900000284e+01,9.911967559999900201e-01,-9.562363818001810012e-01,9.911967559999900201e-01
6.049380181099999731e+01,9.996235850000160239e-01,-9.241538907998719798e-01,9.996235850000160239e-01
6.249304898100000116e+01,1.011076941999980106e+00,-9.241166947998920023e-01,1.011076941999980106e+00
6.451520286500000623e+01,1.010408648000010068e+00,-9.217877938001779459e-01,1.010408648000010068e+00
6.653602016099999616e+01,1.000824227000000066e+00,-9.135856598001480533e-01,1.000824227000000066e+00
6.853766861500000118e+01,9.964751490000050005e-01,-9.205112418002410202e-01,9.964751490000050005e-01
7.053061891299999786e+01,9.999979569999909446e-01,-9.329769347999959939e-01,9.999979569999909446e-01
7.253061482699999374e+01,9.965318139999940206e-01,-9.460420027999419945e-01,9.965318139999940206e-01
7.452367845499999532e+01,9.991286160000070193e-01,-9.604938478000949464e-01,9.991286160000070193e-01
7.652193568699999560e+01,9.993710900000180031e-01,-9.606477148001320021e-01,9.993710900000180031e-01
7.852067786700010288e+01,9.956317540000010347e-01,-9.517522148001520410e-01,9.956317540000010347e-01
8.051194137500010584e+01,1.001735882999990057e+00,-9.522239308001869684e-01,1.001735882999990057e+00
8.251541314100009572e+01,9.975147279999769800e-01,-9.560016028001140365e-01,9.975147279999769800e-01
8.451044259699999373e+01,9.898564840000150244e-01,-9.522589068002670354e-01,9.898564840000150244e-01
8.649015556499999491e+01,1.001224676999999952e+00,-9.433986278000650039e-01,1.001224676999999952e+00
8.849260491900000147e+01,1.002407617999999889e+00,-9.292621237999729722e-01,1.002407617999999889e+00
9.049742015500000036e+01,1.003192571999999894e+00,-9.390223968002260335e-01,1.003192571999999894e+00
9.250380529900000681e+01,9.965332569999749701e-01,-9.587340468002309990e-01,9.965332569999749701e-01
9.449687181299999850e+01,1.000440479000010097e+00,-9.732317557999440316e-01,1.000440479000010097e+00
9.649775277099999471e+01,9.984993969999960139e-01,-9.842536727999520174e-01,9.984993969999960139e-01
9.849475156500000139e+01,9.953035610000210420e-01,-9.974579857998979726e-01,9.953035610000210420e-01
1.004853586870000015e+02,9.949042419999759579e-01,-1.003976908800239931e+00,9.949042419999759579e-01
1.024751671709999954e+02,9.923507540000070515e-01,-9.965080958000099853e-01,9.923507540000070515e-01
1.044598686789999960e+02,9.913366770000000550e-01,-9.873099017998190341e-01,9.913366770000000550e-01
1.064425420329999952e+02,9.947895800000170485e-01,-9.952232087999279830e-01,9.947895800000170485e-01
1.084321211930000004e+02,1.001279232999999991e+00,-9.837397558002289877e-01,1.001279232999999991e+00
1.104346796589999968e+02,9.995119199999960014e-01,-9.715223718000910447e-01,9.995119199999960014e-01
1.124337034990000035e+02,9.994691609999929449e-01,-9.675657918002119606e-01,9.994691609999929449e-01
1.144326418210000043e+02,1.000825114999990051e+00,-9.796542107999780535e-01,1.000825114999990051e+00
1.164342920509999999e+02,1.004676893000020055e+00,-9.866080168000620487e-01,1.004676893000020055e+00
1.184436458370000054e+02,1.005374796000009896e+00,-9.881386868000560098e-01,1.005374796000009896e+00
