x,y,z
-7.866934828299990556e+01,2.994920744632000265e+02,2.380692952420000097e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866934850499990262e+01,2.994920779912000057e+02,2.380792951820000170e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866835013099989737e+01,2.994921349901999861e+02,2.380792953919999988e+01
-7.866835013099989737e+01,2.994921349901999861e+02,2.380792953919999988e+01
-7.866835013099989737e+01,2.994921349901999861e+02,2.380792953919999988e+01
-7.866934850499990262e+01,2.994920779912000057e+02,2.380792951820000170e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866934850499990262e+01,2.994920779912000057e+02,2.380792951820000170e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
-7.866834968699990327e+01,2.994921279342000275e+02,2.380592955119999843e+01
-7.866834968699990327e+01,2.994921279342000275e+02,2.380592955119999843e+01
-7.866835013099989737e+01,2.994921349901999861e+02,2.380792953919999988e+01
-7.866934850499990262e+01,2.994920779912000057e+02,2.380792951820000170e+01
-7.866934828299990556e+01,2.994920744632000265e+02,2.380692952420000097e+01
-7.866934872699989967e+01,2.994920815191999850e+02,2.380892951219999887e+01
-7.866934850499990262e+01,2.994920779912000057e+02,2.380792951820000170e+01
-7.867028965900000514e+01,2.994910190961999774e+02,2.380693303820000040e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866934850499990262e+01,2.994920779912000057e+02,2.380792951820000170e+01
-7.866835013099989737e+01,2.994921349901999861e+02,2.380792953919999988e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866835013099989737e+01,2.994921349901999861e+02,2.380792953919999988e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.867028988100000220e+01,2.994910226242000135e+02,2.380793303220000112e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
-7.866934828299990556e+01,2.994920744632000265e+02,2.380692952420000097e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866934850499990262e+01,2.994920779912000057e+02,2.380792951820000170e+01
-7.866934872699989967e+01,2.994920815191999850e+02,2.380892951219999887e+01
-7.866835035299989443e+01,2.994921385182000222e+02,2.380892953320000061e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866929172899989453e+01,2.994910831511999731e+02,2.380893304720000003e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866929150699989748e+01,2.994910796231999939e+02,2.380793305319999931e+01
-7.867028965900000514e+01,2.994910190961999774e+02,2.380693303820000040e+01
-7.866929150699989748e+01,2.994910796231999939e+02,2.380793305319999931e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866735175699990634e+01,2.994921919892000233e+02,2.380792956020000162e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866735175699990634e+01,2.994921919892000233e+02,2.380792956020000162e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866829313299990645e+01,2.994911366221999742e+02,2.380793307420000104e+01
-7.866929150699989748e+01,2.994910796231999939e+02,2.380793305319999931e+01
-7.866929150699989748e+01,2.994910796231999939e+02,2.380793305319999931e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866934828299990556e+01,2.994920744632000265e+02,2.380692952420000097e+01
-7.866834968699990327e+01,2.994921279342000275e+02,2.380592955119999843e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
-7.866834990899990032e+01,2.994921314622000068e+02,2.380692954519999915e+01
-7.866834968699990327e+01,2.994921279342000275e+02,2.380592955119999843e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.867028965900000514e+01,2.994910190961999774e+02,2.380693303820000040e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
-7.867028965900000514e+01,2.994910190961999774e+02,2.380693303820000040e+01
-7.867222963099999333e+01,2.994899102581999841e+02,2.380793652519999881e+01
-7.867028965900000514e+01,2.994910190961999774e+02,2.380693303820000040e+01
-7.866929172899989453e+01,2.994910831511999731e+02,2.380893304720000003e+01
-7.867028988100000220e+01,2.994910226242000135e+02,2.380793303220000112e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
-7.866934850499990262e+01,2.994920779912000057e+02,2.380792951820000170e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
-7.866929128499990043e+01,2.994910760952000146e+02,2.380693305919999858e+01
-7.866929106299990337e+01,2.994910725671999785e+02,2.380593306520000141e+01
