x,y,z
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
-7.867078503299990189e+01,3.120263624621999838e+02,2.378270738719999855e+01
-7.866884572700000433e+01,3.120274818841999718e+02,2.378470388219999876e+01
-7.866984387899999831e+01,3.120274213572000122e+02,2.378370386719999985e+01
-7.866884550499999307e+01,3.120274783561999925e+02,2.378370388820000159e+01
-7.866884550499999307e+01,3.120274783561999925e+02,2.378370388820000159e+01
-7.866984387899999831e+01,3.120274213572000122e+02,2.378370386719999985e+01
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
-7.866884550499999307e+01,3.120274783561999925e+02,2.378370388820000159e+01
-7.866884506099999896e+01,3.120274713001999771e+02,2.378170390020000013e+01
-7.866984365700000126e+01,3.120274178291999760e+02,2.378270387319999912e+01
-7.866978643699999907e+01,3.120264159331999849e+02,2.378170741419999956e+01
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
-7.866884572700000433e+01,3.120274818841999718e+02,2.378470388219999876e+01
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
-7.866884550499999307e+01,3.120274783561999925e+02,2.378370388820000159e+01
-7.866784668699999372e+01,3.120275282992000143e+02,2.378170392119999832e+01
-7.866784690900000498e+01,3.120275318271999936e+02,2.378270391519999905e+01
-7.866884572700000433e+01,3.120274818841999718e+02,2.378470388219999876e+01
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
-7.866884550499999307e+01,3.120274783561999925e+02,2.378370388820000159e+01
-7.866884550499999307e+01,3.120274783561999925e+02,2.378370388820000159e+01
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
-7.866884550499999307e+01,3.120274783561999925e+02,2.378370388820000159e+01
-7.866784713100000204e+01,3.120275353551999729e+02,2.378370390919999977e+01
-7.866884550499999307e+01,3.120274783561999925e+02,2.378370388820000159e+01
-7.866884506099999896e+01,3.120274713001999771e+02,2.378170390020000013e+01
-7.866784713100000204e+01,3.120275353551999729e+02,2.378370390919999977e+01
-7.866784690900000498e+01,3.120275318271999936e+02,2.378270391519999905e+01
-7.866884528299999602e+01,3.120274748282000132e+02,2.378270389420000086e+01
