TimeStamp,Id,X_mm_,Y_mm_,Z_mm_,Y_normalised,Velocity,Weights,TapeEdgeLeft_b,TapeEdgeRight_b,TapeWidth,TapeCenterLine,Var1_c,Var2_c,Var3_c,Var4_c,Var5_c,Var6_c,TapeEdgeLeft1,TapeEdgeRight1,TapeWidth1,TapeWidth_Arc1,Var1_d,Var2_d,Var3_d,Var4_d,Var5_d,Var6_d,TapeEdgeLeft_d,TapeEdgeRight_d,TapeWidthAfterCompaction,TapeWidthAfterCompaction_Rotated
0.000000000000000000e+00,nan,-1.166997885350169994e+01,nan,nan,nan,nan,3.256256178879760044e-01,3.249842399999999909e+00,-2.994952800000000082e+00,6.244795200000000435e+00,1.274447999999999970e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000033e-02,nan,-1.082475329783309981e+01,nan,nan,nan,nan,3.159849009493270189e-01,3.329495399999999883e+00,-2.947160999999999920e+00,6.276656400000000247e+00,1.911672000000000093e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.300000000000000155e-02,nan,-9.979475725083050364e+00,nan,nan,nan,nan,3.063435906992760249e-01,3.186119999999999841e+00,-3.202050600000000191e+00,6.388170599999999588e+00,-7.965299999999999811e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.900000000000000189e-02,nan,-9.134250169414400489e+00,nan,nan,nan,nan,2.967028737606259847e-01,3.265772999999999815e+00,-3.122397600000000217e+00,6.388170599999999588e+00,7.168769999999999309e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.500000000000000222e-02,nan,-8.288972596664359926e+00,nan,nan,nan,nan,2.870615635105759900e-01,3.265772999999999815e+00,-3.106466999999999867e+00,6.372239999999999682e+00,7.965300000000000158e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.100000000000000255e-02,nan,-7.443747040995700281e+00,nan,nan,nan,nan,2.774208465719250061e-01,3.265772999999999815e+00,-3.106466999999999867e+00,6.372239999999999682e+00,7.965300000000000158e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.800000000000000377e-02,nan,-6.598469468245680147e+00,nan,nan,nan,nan,2.677795363218750113e-01,3.249842399999999909e+00,-3.090536399999999961e+00,6.340378799999999870e+00,7.965300000000000158e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.110000000000000014e-01,5.200000000000000000e+02,-5.923906074999989890e+00,4.992045206212000039e+02,-2.006402267999629896e-01,-7.954793787999959731e-01,5.201708140000270220e+01,2.600854070000129803e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.140000000000000041e-01,nan,-5.753243912577019614e+00,nan,nan,nan,nan,2.581388193832250266e-01,3.249842399999999909e+00,-3.058675200000000149e+00,6.308517600000000058e+00,9.558360000000000467e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.209999999999999964e-01,5.210000000000000000e+02,-5.403735260999970258e+00,4.991461709771999722e+02,-1.733184727999750041e-01,-8.538290228001419457e-01,5.083045859999649707e+01,2.541522929999819880e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000044e-01,nan,-4.919275907560590078e+00,nan,nan,nan,nan,2.774842358757810268e-01,3.329495399999999883e+00,-2.899369200000000202e+00,6.228864599999999641e+00,2.150631000000000070e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.310000000000000053e-01,5.220000000000000000e+02,-4.895430675000000065e+00,4.991202221831999850e+02,-1.391136257999839865e-01,-8.797778167999580345e-01,5.572652819999930074e+01,2.786326409999970166e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.409999999999999865e-01,5.230000000000000000e+02,-4.338165393000010361e+00,4.991840929272000267e+02,-1.382149918000090127e-01,-8.159070727998599670e-01,6.046109960000139694e+01,3.023054980000070002e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
