x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,3.712769999999999868e+02,0.000000000000000000e+00,3.774470000000000027e+02
5.048521904975598624e-04,3.712889999999999873e+02,4.941253980454595384e-04,3.774719999999999800e+02
9.536096931620576022e-04,3.713020000000000209e+02,9.333479740858681255e-04,3.774479999999999791e+02
1.458461883659617356e-03,3.713009999999999877e+02,1.427473372131327555e-03,3.774490000000000123e+02
1.963314074157177219e-03,3.712869999999999777e+02,1.921598770176787202e-03,3.774859999999999900e+02
2.468166264654736864e-03,3.713260000000000218e+02,2.415724168222246632e-03,3.774979999999999905e+02
2.916923767319234712e-03,3.713260000000000218e+02,2.854946744262655111e-03,3.774599999999999795e+02
3.365681269983732127e-03,3.712490000000000236e+02,3.349072142308114758e-03,3.774599999999999795e+02
3.870533460481292640e-03,3.712359999999999900e+02,3.788294718348523670e-03,3.774590000000000032e+02
4.319290963145789621e-03,3.713000000000000114e+02,4.282420116393982450e-03,3.774449999999999932e+02
4.824143153643349266e-03,3.712860000000000014e+02,4.776545514439441663e-03,3.774970000000000141e+02
5.328995344140909779e-03,3.712740000000000009e+02,5.270670912484901743e-03,3.775210000000000150e+02
5.833847534638469425e-03,3.712989999999999782e+02,5.764796310530360957e-03,3.774719999999999800e+02
6.282605037302967273e-03,3.713380000000000223e+02,6.204018886570770303e-03,3.774610000000000127e+02
6.787457227800526918e-03,3.713369999999999891e+02,6.698144284616229516e-03,3.774599999999999795e+02
7.292309418298087431e-03,3.713249999999999886e+02,7.137366860656637994e-03,3.774359999999999786e+02
7.797161608795647077e-03,3.713249999999999886e+02,7.631492258702098075e-03,3.774449999999999932e+02
8.245919111460144058e-03,3.712350000000000136e+02,8.125617656747557288e-03,3.774719999999999800e+02
8.750771301957704570e-03,3.712479999999999905e+02,8.564840232787964899e-03,3.775090000000000146e+02
9.255623492455265083e-03,3.713249999999999886e+02,9.113868452838475714e-03,3.774970000000000141e+02
9.704380995119761197e-03,3.712860000000000014e+02,9.553091028878883326e-03,3.775620000000000118e+02
1.020923318561732171e-02,3.712590000000000146e+02,1.004721642692434427e-02,3.775760000000000218e+02
1.071408537611488222e-02,3.712989999999999782e+02,1.048643900296475362e-02,3.775500000000000114e+02
1.121893756661244274e-02,3.713249999999999886e+02,1.098056440101021283e-02,3.775489999999999782e+02
1.166769506927693885e-02,3.712850000000000250e+02,1.147468979905567205e-02,3.775640000000000214e+02
1.217254725977449936e-02,3.712740000000000009e+02,1.196881519710113126e-02,3.775869999999999891e+02
1.267739945027205987e-02,3.712869999999999777e+02,1.240803777314154061e-02,3.775880000000000223e+02
1.312615695293655772e-02,3.712339999999999804e+02,1.290216317118699808e-02,3.776250000000000000e+02
1.363100914343411650e-02,3.712869999999999777e+02,1.339628856923245903e-02,3.776390000000000100e+02
1.413586133393167701e-02,3.713620000000000232e+02,1.383551114527286664e-02,3.775880000000000223e+02
1.464071352442923579e-02,3.713360000000000127e+02,1.432963654331832759e-02,3.776019999999999754e+02
1.508947102709373538e-02,3.713249999999999886e+02,1.482376194136378680e-02,3.775910000000000082e+02
1.559432321759129415e-02,3.713500000000000227e+02,1.526298451740419615e-02,3.775649999999999977e+02
1.609917540808885120e-02,3.713620000000000232e+02,1.575710991544965189e-02,3.775749999999999886e+02
1.660402759858641344e-02,3.713109999999999786e+02,1.625123531349511458e-02,3.775889999999999986e+02
1.705278510125091129e-02,3.712730000000000246e+02,1.669045788953552045e-02,3.776009999999999991e+02
1.750154260391540914e-02,3.712850000000000250e+02,1.718458328758098314e-02,3.776270000000000095e+02
1.806248948224603232e-02,3.712730000000000246e+02,1.767870868562644235e-02,3.776639999999999873e+02
1.851124698491053017e-02,3.712980000000000018e+02,1.811793126166685169e-02,3.776899999999999977e+02
1.901609917540808894e-02,3.713360000000000127e+02,1.861205665971231091e-02,3.776370000000000005e+02
1.946485667807258332e-02,3.712989999999999782e+02,1.910618205775776665e-02,3.776270000000000095e+02
1.996970886857014557e-02,3.712730000000000246e+02,1.954540463379817600e-02,3.776530000000000200e+02
2.047456105906770435e-02,3.712590000000000146e+02,2.003953003184363521e-02,3.776519999999999868e+02
2.097941324956526660e-02,3.712860000000000014e+02,2.053365542988909789e-02,3.776530000000000200e+02
2.142817075222976445e-02,3.712860000000000014e+02,2.102778082793455711e-02,3.776530000000000200e+02
2.193302294272732322e-02,3.712850000000000250e+02,2.146700340397496645e-02,3.776659999999999968e+02
2.243787513322488547e-02,3.713360000000000127e+02,2.196112880202042567e-02,3.776419999999999959e+02
2.288663263588937985e-02,3.713349999999999795e+02,2.245525420006588141e-02,3.776530000000000200e+02
2.339148482638693863e-02,3.713489999999999895e+02,2.289447677610629076e-02,3.776539999999999964e+02
2.389633701688450088e-02,3.713860000000000241e+02,2.338860217415174997e-02,3.775760000000000218e+02
2.440118920738205965e-02,3.713860000000000241e+02,2.388272757219721265e-02,3.775659999999999741e+02
2.484994671004655750e-02,3.713489999999999895e+02,2.432195014823761853e-02,3.776650000000000205e+02
2.535479890054411975e-02,3.713240000000000123e+02,2.481607554628308121e-02,3.776650000000000205e+02
2.585965109104167853e-02,3.713349999999999795e+02,2.536510376633359029e-02,3.776490000000000009e+02
2.636450328153923731e-02,3.713360000000000127e+02,2.574942352036894630e-02,3.776909999999999741e+02
2.681326078420373515e-02,3.713229999999999791e+02,2.624354891841440551e-02,3.777149999999999750e+02
2.731811297470129393e-02,3.713620000000000232e+02,2.673767431645986473e-02,3.777160000000000082e+02
2.782296516519885271e-02,3.713750000000000000e+02,2.723179971450532741e-02,3.777269999999999754e+02
2.827172266786335403e-02,3.713740000000000236e+02,2.767102229054573329e-02,3.777400000000000091e+02
2.877657485836091281e-02,3.713870000000000005e+02,2.816514768859119597e-02,3.776879999999999882e+02
2.973018455152296943e-02,3.713360000000000127e+02,2.865927308663665518e-02,3.776879999999999882e+02
3.023503674202053168e-02,3.713740000000000236e+02,2.909849566267706453e-02,3.777540000000000191e+02
3.068379424468502953e-02,3.713990000000000009e+02,2.959262106072252374e-02,3.777420000000000186e+02
3.118864643518258831e-02,3.713860000000000241e+02,3.008674645876798295e-02,3.777259999999999991e+02
3.169349862568014708e-02,3.713849999999999909e+02,3.052596903480839230e-02,3.777520000000000095e+02
3.214225612834464146e-02,3.714239999999999782e+02,3.102009443285384804e-02,3.777640000000000100e+02
3.264710831884220371e-02,3.714490000000000123e+02,3.151421983089930379e-02,3.777529999999999859e+02
3.315196050933975902e-02,3.714490000000000123e+02,3.200834522894476647e-02,3.777269999999999754e+02
3.365681269983732127e-02,3.714370000000000118e+02,3.244756780498517235e-02,3.777400000000000091e+02
3.410557020250182259e-02,3.714250000000000114e+02,3.294169320303063503e-02,3.777640000000000100e+02
3.461042239299937789e-02,3.714250000000000114e+02,3.343581860107609771e-02,3.777740000000000009e+02
3.511527458349694014e-02,3.714239999999999782e+02,3.392994399912155346e-02,3.778279999999999745e+02
3.556403208616144146e-02,3.713990000000000009e+02,3.436916657516196627e-02,3.778399999999999750e+02
3.606888427665899677e-02,3.714239999999999782e+02,3.486329197320742201e-02,3.778269999999999982e+02
3.657373646715655902e-02,3.714490000000000123e+02,3.535741737125288470e-02,3.778279999999999745e+02
3.707858865765412126e-02,3.714610000000000127e+02,3.585154276929834738e-02,3.777919999999999732e+02
3.752734616031861564e-02,3.714859999999999900e+02,3.629076534533875326e-02,3.777780000000000200e+02
