TimeStamp,Id,X_mm_,Y_mm_,Z_mm_,Y_normalised,Velocity,Weights,TapeEdgeLeft_b,TapeEdgeRight_b,TapeWidth,TapeCenterLine,Var1_c,Var2_c,Var3_c,Var4_c,Var5_c,Var6_c,TapeEdgeLeft1,TapeEdgeRight1,TapeWidth1,TapeWidth_Arc1,Var1_d,Var2_d,Var3_d,Var4_d,Var5_d,Var6_d,TapeEdgeLeft_d,TapeEdgeRight_d,TapeWidthAfterCompaction,TapeWidthAfterCompaction_Rotated
0.000000000000000000e+00,nan,-1.165080418683690056e+01,nan,nan,nan,nan,1.672183140584080074e-01,3.249842399999999909e+00,-2.994952800000000082e+00,6.244795200000000435e+00,1.274447999999999970e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000122e-02,nan,-1.082747624958679999e+01,nan,nan,nan,nan,1.790711225583900001e-01,3.265772999999999815e+00,-3.090536399999999961e+00,6.356309399999999776e+00,8.761829999999999619e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.300000000000000155e-02,nan,-1.000419897867140051e+01,nan,nan,nan,nan,1.909232016547720012e-01,3.441009600000000113e+00,-2.947160999999999920e+00,6.388170599999999588e+00,2.469243000000000132e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.900000000000000189e-02,nan,-9.180871041421390544e+00,nan,nan,nan,nan,2.027760101547529947e-01,3.345425999999999789e+00,-3.074605800000000055e+00,6.420031800000000288e+00,1.354101000000000055e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.500000000000000222e-02,nan,-8.357593770505950204e+00,nan,nan,nan,nan,2.146280892511349958e-01,3.345425999999999789e+00,-3.058675200000000149e+00,6.404101200000000382e+00,1.433753999999999862e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.200000000000000344e-02,nan,-7.534265833255929579e+00,nan,nan,nan,nan,2.264808977511169885e-01,3.265772999999999815e+00,-3.186119999999999841e+00,6.451893000000000100e+00,3.982650000000000079e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.800000000000000377e-02,nan,-6.710988562340480357e+00,nan,nan,nan,nan,2.383329768474979904e-01,3.409148399999999857e+00,-3.010883399999999988e+00,6.420031800000000288e+00,1.991324999999999901e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.140000000000000041e-01,nan,-5.887660625090449962e+00,nan,nan,nan,nan,2.501857853474799831e-01,3.441009600000000113e+00,-2.979022200000000176e+00,6.420031800000000288e+00,2.309936999999999963e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.189999999999999947e-01,4.730000000000000000e+02,-5.669138813000020427e+00,1.241003215711999985e+02,-7.719442780000830562e-02,-8.996784288000440055e-01,5.066633460000179667e+01,2.533316730000089723e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.290000000000000036e-01,4.740000000000000000e+02,-5.162475467000009921e+00,1.239802930081999932e+02,4.342280200008400044e-03,-1.019706991799939955e+00,5.212514179999949704e+01,2.606257089999969856e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000044e-01,nan,-5.061559043287309656e+00,nan,nan,nan,nan,2.680664300516860110e-01,3.361356600000000139e+00,-2.915299800000000108e+00,6.276656400000000247e+00,2.230283999999999878e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.390000000000000124e-01,4.750000000000000000e+02,-4.641224049000009622e+00,1.239731833841999986e+02,5.848367120003990227e-02,-1.026816615800199894e+00,5.981167340000300214e+01,2.990583670000149796e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.469999999999999918e-01,nan,-4.151603224433939587e+00,nan,nan,nan,nan,3.126188946622139864e-01,3.425079000000000207e+00,-2.851577400000000040e+00,6.276656400000000247e+00,2.867507999999999724e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.489999999999999936e-01,4.760000000000000000e+02,-4.043107314999979884e+00,1.240934598441999981e+02,5.519236319999629853e-02,-9.065401557999449578e-01,6.312475899999540019e+01,3.156237949999770032e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.590000000000000024e-01,4.770000000000000000e+02,-3.411859725000029986e+00,1.241246466041999952e+02,9.922304620003620512e-02,-8.753533958000619952e-01,7.052300360000499779e+01,3.526150180000249823e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.630000000000000060e-01,nan,-3.099087296278169923e+00,nan,nan,nan,nan,3.536195357682370144e-01,3.441009600000000113e+00,-2.867507999999999946e+00,6.308517600000000058e+00,2.867507999999999724e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.690000000000000113e-01,4.780000000000000000e+02,-2.706629688999980132e+00,1.240529756482000039e+02,1.696332462000300079e-01,-9.470243518001379979e-01,7.097599500000400496e+01,3.548799750000199982e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.789999999999999925e-01,4.790000000000000000e+02,-1.996869738999939914e+00,1.240774322422000040e+02,1.587047822000060004e-01,-9.225677578002090540e-01,6.875735019999720521e+01,3.437867509999860127e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.789999999999999925e-01,nan,-1.949768119157279989e+00,nan,nan,nan,nan,3.437395037062649927e-01,3.409148399999999857e+00,-2.915299800000000108e+00,6.324448199999999964e+00,2.469243000000000132e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.890000000000000013e-01,4.800000000000000000e+02,-1.309296236999959895e+00,1.241045366021999996e+02,1.217618722000270021e-01,-8.954633977999290062e-01,6.861941020000330127e+01,3.430970510000169726e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.950000000000000067e-01,nan,-8.334864174049080310e-01,nan,nan,nan,nan,3.694240176598159731e-01,3.329495399999999883e+00,-2.915299800000000108e+00,6.244795200000000435e+00,2.070977999999999986e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.990000000000000102e-01,4.810000000000000000e+02,-6.231021349999309455e-01,1.240505264162000003e+02,1.121050092000370063e-01,-9.494735838002410500e-01,7.621295219999019821e+01,3.810647609999510133e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089999999999999913e-01,4.820000000000000000e+02,1.390273869999709977e-01,1.239998180342000040e+02,9.345333120003050664e-02,-1.000181965799830097e+00,8.440697420000169870e+01,4.220348710000090264e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.119999999999999940e-01,nan,4.077826730628910101e-01,nan,nan,nan,nan,4.212078264791089821e-01,3.249842399999999909e+00,-2.963091599999999826e+00,6.212933999999999735e+00,1.433753999999999862e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
