TimeStamp,Id,X_mm_,Y_mm_,Z_mm_,Y_normalised,Velocity,Weights,TapeEdgeLeft_b,TapeEdgeRight_b,TapeWidth,TapeCenterLine,Var1_c,Var2_c,Var3_c,Var4_c,Var5_c,Var6_c,TapeEdgeLeft1,TapeEdgeRight1,TapeWidth1,TapeWidth_Arc1,Var1_d,Var2_d,Var3_d,Var4_d,Var5_d,Var6_d,TapeEdgeLeft_d,TapeEdgeRight_d,TapeWidthAfterCompaction,TapeWidthAfterCompaction_Rotated
0.000000000000000000e+00,nan,-1.183638053930829948e+01,nan,nan,nan,nan,3.530051615716839897e-01,3.425079000000000207e+00,-2.740063199999999810e+00,6.165142200000000017e+00,3.425078999999999763e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000033e-02,nan,-1.097720149455829919e+01,nan,nan,nan,nan,3.400932576967150012e-01,3.377287200000000045e+00,-2.819716199999999784e+00,6.197003399999999829e+00,2.787855000000000194e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.200000000000000067e-02,nan,-1.011807532236490026e+01,nan,nan,nan,nan,3.271821484004460157e-01,3.536593199999999992e+00,-2.724132599999999904e+00,6.260725800000000341e+00,4.062302999999999886e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.900000000000000189e-02,nan,-9.258896277614940828e+00,nan,nan,nan,nan,3.142702445254780264e-01,3.568454399999999804e+00,-2.771924400000000066e+00,6.340378799999999870e+00,3.982649999999999801e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.500000000000000222e-02,nan,-8.399770105421529465e+00,nan,nan,nan,nan,3.013591352292089853e-01,3.584385000000000154e+00,-2.740063199999999810e+00,6.324448199999999964e+00,4.221609000000000056e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.100000000000000255e-02,nan,-7.540591060671560264e+00,nan,nan,nan,nan,2.884472313542409960e-01,3.552523799999999898e+00,-2.771924400000000066e+00,6.324448199999999964e+00,3.902997000000000272e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.700000000000000289e-02,nan,-6.681464888478149788e+00,nan,nan,nan,nan,2.755361220579720105e-01,3.472870799999999925e+00,-2.803785599999999878e+00,6.276656400000000247e+00,3.345426000000000233e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.120000000000000023e-01,4.760000000000000000e+02,-5.937972769000009698e+00,4.867663596802000257e+02,-2.177609487999989935e-01,-7.336403197999179504e-01,5.287255659999959789e+01,2.643627829999979917e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.140000000000000041e-01,nan,-5.822338716284770399e+00,nan,nan,nan,nan,2.626250127617040242e-01,3.488801399999999830e+00,-2.803785599999999878e+00,6.292587000000000153e+00,3.425078999999999763e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.219999999999999973e-01,4.770000000000000000e+02,-5.409247203000020043e+00,4.866985176282000225e+02,-1.804037367999639929e-01,-8.014823717998069696e-01,5.128339920000350105e+01,2.564169960000169946e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000044e-01,nan,-4.976567445761319597e+00,nan,nan,nan,nan,2.737393023487489918e-01,3.504732000000000181e+00,-2.724132599999999904e+00,6.228864599999999641e+00,3.902997000000000272e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.320000000000000062e-01,4.780000000000000000e+02,-4.896413210999980059e+00,4.866458579832000169e+02,-1.251035078000130030e-01,-8.541420168001540025e-01,5.538965439999749663e+01,2.769482719999870057e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.419999999999999873e-01,4.790000000000000000e+02,-4.342516667000009711e+00,4.866985539632000268e+02,-1.141661327999899944e-01,-8.014460367999729495e-01,6.032690800000239761e+01,3.016345400000119970e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.459999999999999909e-01,nan,-4.059822754931910360e+00,nan,nan,nan,nan,3.079482466227850268e-01,3.552523799999999898e+00,-2.660410199999999836e+00,6.212933999999999735e+00,4.460567999999999755e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
