TimeStamp,Id,X_mm_,Y_mm_,Z_mm_,Y_normalised,Velocity,Weights,TapeEdgeLeft_b,TapeEdgeRight_b,TapeWidth,TapeCenterLine,Var1_c,Var2_c,Var3_c,Var4_c,Var5_c,Var6_c,TapeEdgeLeft1,TapeEdgeRight1,TapeWidth1,TapeWidth_Arc1,Var1_d,Var2_d,Var3_d,Var4_d,Var5_d,Var6_d,TapeEdgeLeft_d,TapeEdgeRight_d,TapeWidthAfterCompaction,TapeWidthAfterCompaction_Rotated
0.000000000000000000e+00,nan,-6.808612895831750222e+00,nan,nan,nan,nan,2.774746101880760096e-01,3.552523799999999898e+00,-2.755993800000000160e+00,6.308517600000000058e+00,3.982649999999999801e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000033e-02,9.770000000000000000e+02,-5.975600330999990106e+00,2.616999712662000093e+02,-2.017225717999620027e-01,-8.000287338000480197e-01,5.499534820000499735e+01,2.749767410000250045e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000122e-02,nan,-5.914938487581720139e+00,nan,nan,nan,nan,2.747948405630299962e-01,3.456940200000000019e+00,-2.947160999999999920e+00,6.404101200000000382e+00,2.548895999999999940e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.599999999999999881e-02,9.780000000000000000e+02,-5.425646848999940097e+00,2.616462878881999927e+02,-1.854107267999990094e-01,-8.537121118000640108e-01,5.466553039999929808e+01,2.733276519999969789e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.300000000000000155e-02,nan,-5.023743906986020136e+00,nan,nan,nan,nan,2.825506781085139751e-01,3.456940200000000019e+00,-2.883438599999999852e+00,6.340378799999999870e+00,2.867507999999999724e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.599999999999999728e-02,9.790000000000000000e+02,-4.878991544999950136e+00,2.615275409171999854e+02,-1.038696437999809957e-01,-9.724590828001280496e-01,5.717450239999860173e+01,2.858725119999929731e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.599999999999999922e-02,9.800000000000000000e+02,-4.307246520999959749e+00,2.615483050491999961e+02,-6.381545179996180039e-02,-9.516949507998899715e-01,5.959739180000030245e+01,2.979869590000019941e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.900000000000000189e-02,nan,-4.092574576167559819e+00,nan,nan,nan,nan,2.976807034618350056e-01,3.377287200000000045e+00,-2.931230400000000014e+00,6.308517600000000058e+00,2.230283999999999878e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.600000000000000117e-02,9.810000000000000000e+02,-3.711272602999959869e+00,2.616534773281999833e+02,-5.505386980000370051e-02,-8.465226717999030370e-01,5.942734599999349854e+01,2.971367299999679856e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.500000000000000222e-02,nan,-3.125851684089940186e+00,nan,nan,nan,nan,3.306729277339249817e-01,3.361356600000000139e+00,-2.915299800000000108e+00,6.276656400000000247e+00,2.230283999999999878e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
