width_LLS_B,Weights,error_LLS_B
6.260207744156740084e+00,9.959691341887310090e-01,-8.979225584325956078e-02
6.233184819977670266e+00,9.937961543118689622e-01,-1.168151800223293790e-01
6.245269329660650293e+00,9.963624268365259828e-01,-1.047306703393493521e-01
6.284133750963610154e+00,9.989439336912000478e-01,-6.586624903638949036e-02
6.309097082784510313e+00,9.993118096976090214e-01,-4.090291721548933168e-02
6.321182247016770006e+00,1.002930370004339933e+00,-2.881775298322963863e-02
6.334091252894920032e+00,1.008400977637730067e+00,-1.590874710507961254e-02
6.360273657634549771e+00,1.000374708522939970e+00,1.027365763455012626e-02
6.361075537988839734e+00,1.000181693145220096e+00,1.107553798884008955e-02
6.388065826210620024e+00,1.002627919740260110e+00,3.806582621062037930e-02
6.385254419363410427e+00,1.002497508295989936e+00,3.525441936341078275e-02
6.372196167727420146e+00,1.003171728757140002e+00,2.219616772742050159e-02
6.347138961768520105e+00,9.975229894421620003e-01,-2.861038231479540173e-03
6.369090751433829745e+00,9.940667908936560160e-01,1.909075143383009987e-02
6.316096975189659624e+00,9.950486331550060237e-01,-3.390302481034002113e-02
6.319248135656650334e+00,1.001594262093340015e+00,-3.075186434334931107e-02
6.329091324984969624e+00,1.003277476129329937e+00,-2.090867501503002046e-02
6.305139887425180056e+00,1.000566809112990008e+00,-4.486011257481958836e-02
6.294378205986670416e+00,1.003134787757339996e+00,-5.562179401332922879e-02
6.281086689419280056e+00,9.995118265876250518e-01,-6.891331058071958893e-02
6.296223074192970337e+00,9.991024347618959744e-01,-5.377692580702930769e-02
6.321256995250229771e+00,9.986910913751509966e-01,-2.874300474976987374e-02
6.348045368457920112e+00,9.981857304959840249e-01,-1.954631542079532380e-03
6.334091252894920032e+00,9.974219430130110142e-01,-1.590874710507961254e-02
6.296356486095749716e+00,9.954640516691449781e-01,-5.364351390424992871e-02
6.297049626610860429e+00,9.960334196257479844e-01,-5.295037338913921587e-02
6.308114456792930369e+00,9.961758301698659945e-01,-4.188554320706927570e-02
6.333265587356970094e+00,9.996928563356279884e-01,-1.673441264302955034e-02
6.321248057148210364e+00,1.003956297506160000e+00,-2.875194285178928055e-02
6.330221876048259588e+00,9.922944618816540441e-01,-1.977812395174005644e-02
6.331038224493670263e+00,9.939205766141390175e-01,-1.896177550632938136e-02
6.342159647943280021e+00,9.958413569666639820e-01,-7.840352056719623874e-03
6.379057140361729772e+00,9.989750304962660143e-01,2.905714036173012715e-02
6.379125410273729813e+00,1.005865584524560097e+00,2.912541027373016789e-02
6.354070821135059610e+00,1.002487834975839931e+00,4.070821135059965457e-03
6.354196723426180249e+00,9.903059661914590528e-01,4.196723426180604122e-03
6.391291105872110023e+00,9.947189685987940511e-01,4.129110587211037853e-02
6.353066188857160235e+00,9.980124073146899866e-01,3.066188857160589976e-03
6.338333298273290062e+00,1.005595504489350089e+00,-1.166670172670958294e-02
6.301206392429950398e+00,9.976313838459830441e-01,-4.879360757004924665e-02
6.274168630185200435e+00,1.002922842689359939e+00,-7.583136981479920991e-02
6.261140870480399911e+00,9.887141331091869878e-01,-8.885912951959973327e-02
6.289315543046000379e+00,1.006389332016329963e+00,-6.068445695399926620e-02
6.287223393518000414e+00,1.002484818030930036e+00,-6.277660648199923088e-02
6.300222932563579903e+00,1.000001825307269998e+00,-4.977706743641974185e-02
6.299206457959609651e+00,1.006078015398329972e+00,-5.079354204038999399e-02
6.311304540267410168e+00,1.003069447625829946e+00,-3.869545973258947669e-02
6.323256913964510062e+00,1.002694010785599943e+00,-2.674308603548958274e-02
6.324174649707259732e+00,1.003309670144209909e+00,-2.582535029273991256e-02
6.338397668180819622e+00,1.001117618354369965e+00,-1.160233181918002288e-02
6.311167641569979558e+00,9.944934091697780199e-01,-3.883235843002008636e-02
6.324049414734200347e+00,9.973826948538500048e-01,-2.595058526579929747e-02
6.298198472579279894e+00,1.005088510711479977e+00,-5.180152742071975069e-02
6.299400130171130208e+00,1.004805630427920038e+00,-5.059986982886943707e-02
6.322294282932420018e+00,1.005280828465789922e+00,-2.770571706757962716e-02
6.349322562289620109e+00,9.989880504166630537e-01,-6.774377103795359290e-04
6.360332145415050320e+00,9.947801455560050243e-01,1.033214541505067530e-02
6.360283012571059658e+00,1.002606663413069921e+00,1.028301257106001287e-02
6.349102062496710275e+00,1.006027239249069893e+00,-8.979375032893699426e-04
6.371212208049580106e+00,1.005499886598449910e+00,2.121220804958046102e-02
6.372096122941020013e+00,1.001186071501430019e+00,2.209612294102036856e-02
6.358196599665659754e+00,9.993671124768539471e-01,8.196599665660109224e-03
6.332049352302930423e+00,9.969869882586499532e-01,-1.795064769706922192e-02
6.319248135656650334e+00,9.930970116579489471e-01,-3.075186434334931107e-02
6.295127083705300386e+00,9.998130655641289666e-01,-5.487291629469925880e-02
6.308222649843619578e+00,9.991031449373359852e-01,-4.177735015638006644e-02
6.280161224045129664e+00,9.923869742708979480e-01,-6.983877595486998047e-02
6.240269545460360057e+00,9.926852317547569804e-01,-1.097304545396395881e-01
6.266207545238190235e+00,9.863036202134619623e-01,-8.379245476180940955e-02
6.266368964559940302e+00,1.003479504418419932e+00,-8.363103544005934253e-02
6.241141321905789852e+00,1.005669893178650076e+00,-1.088586780942097931e-01
6.253081880161169614e+00,1.002960937857459989e+00,-9.691811983883003023e-02
6.254369672476990161e+00,9.968117542929030295e-01,-9.563032752300948403e-02
6.254199868888109748e+00,1.001744087614129919e+00,-9.580013111188989683e-02
6.229208778007039982e+00,1.005735834406390028e+00,-1.207912219929596631e-01
6.203261883880130334e+00,9.948493830085910483e-01,-1.467381161198693107e-01
6.254268942090670080e+00,9.919631227221029635e-01,-9.573105790932956438e-02
6.279424336672909668e+00,9.900345635947760403e-01,-7.057566332708997692e-02
6.266207545238190235e+00,9.987938901928850033e-01,-8.379245476180940955e-02
6.265097764600329633e+00,9.970590479944599904e-01,-8.490223539967001187e-02
6.239308054584260077e+00,9.994767433626710051e-01,-1.106919454157395677e-01
6.251115500452700147e+00,1.002007210699380035e+00,-9.888449954729949809e-02
6.304076220985909806e+00,9.998271410833079464e-01,-4.592377901408983831e-02
6.318239390842990133e+00,1.003893696071159969e+00,-3.176060915700951170e-02
6.304133326635789736e+00,1.003154667437269998e+00,-4.586667336420990893e-02
6.279058050376660205e+00,9.999712010219869995e-01,-7.094194962333943977e-02
6.242155076574119832e+00,9.936202035013870226e-01,-1.078449234258798128e-01
6.191035616114639595e+00,9.972622447907040222e-01,-1.589643838853600499e-01
6.203104464701519660e+00,9.968687838710039717e-01,-1.468955352984799845e-01
6.190104684090569798e+00,9.923007415726909919e-01,-1.598953159094298471e-01
6.190210093365170252e+00,9.969877264346359569e-01,-1.597899066348293928e-01
6.177129511350719859e+00,1.000551831038700046e+00,-1.728704886492797854e-01
6.153150250075159811e+00,1.011911304862540106e+00,-1.968497499248398341e-01
6.203271153190070386e+00,9.995172752630140378e-01,-1.467288468099292587e-01
6.253233163732179634e+00,9.985309317189280387e-01,-9.676683626782001113e-02
6.266347580528869976e+00,9.978360555679910426e-01,-8.365241947112966869e-02
6.316120407338670084e+00,1.009125207329760077e+00,-3.387959266132956060e-02
6.277240954432129705e+00,1.003653085054780014e+00,-7.275904556786993993e-02
6.278240916052840070e+00,9.985669825964309521e-01,-7.175908394715957428e-02
6.264115260753110093e+00,9.913696982124839963e-01,-8.588473924688955208e-02
6.276306238545090288e+00,9.988424563042269666e-01,-7.369376145490935670e-02
6.289103036204769737e+00,1.007521414356379985e+00,-6.089696379522990810e-02
6.276103249628709690e+00,1.005541598590369956e+00,-7.389675037128995427e-02
6.252184258321250354e+00,1.002952961589330005e+00,-9.781574167874929060e-02
6.200098789535529953e+00,9.929251689252690527e-01,-1.499012104644696919e-01
6.200142256432510379e+00,9.977633682046680441e-01,-1.498577435674892655e-01
6.199280764733919646e+00,1.001904309581469921e+00,-1.507192352660799983e-01
6.186110652097969620e+00,1.003694718442079914e+00,-1.638893479020300248e-01
6.187210195233389776e+00,1.005552574955169920e+00,-1.627898047666098691e-01
6.173136155958330207e+00,1.001882967020290005e+00,-1.768638440416694380e-01
6.211201252575870413e+00,9.983823257697249653e-01,-1.387987474241292318e-01
