time,leftedge,rightedge,gap,x_LE,y_LE,time,leftedge,rightedge,gap,x_RE,y_RE
0.000000000000000000e+00,3.177999999999999936e+00,1.010699999999999932e+01,6.929000000000000270e+00,0.000000000000000000e+00,1.718220000000000027e+02,0.000000000000000000e+00,3.571000000000000174e+00,9.435000000000000497e+00,5.863999999999999879e+00,0.000000000000000000e+00,1.780649999999999977e+02
8.999999999999999320e-03,3.189999999999999947e+00,1.010899999999999999e+01,6.918999999999999595e+00,4.862499324652870721e-04,1.718100000000000023e+02,8.999999999999999320e-03,3.584999999999999964e+00,9.432999999999999829e+00,5.847999999999999865e+00,4.908644668666484580e-04,1.780670000000000073e+02
1.700000000000000122e-02,3.189999999999999947e+00,1.009800000000000075e+01,6.908000000000000362e+00,9.184720946566535390e-04,1.718100000000000023e+02,1.799999999999999864e-02,3.560000000000000053e+00,9.410999999999999588e+00,5.850999999999999979e+00,9.817289337332969160e-04,1.780889999999999986e+02
2.599999999999999881e-02,3.190999999999999837e+00,1.007300000000000040e+01,6.881999999999999673e+00,1.404722027121940503e-03,1.718089999999999975e+02,2.599999999999999881e-02,3.559000000000000163e+00,9.410999999999999588e+00,5.852000000000000313e+00,1.418052904281428975e-03,1.780889999999999986e+02
3.500000000000000333e-02,3.204000000000000181e+00,1.007399999999999984e+01,6.870000000000000107e+00,1.890971959587227792e-03,1.717959999999999923e+02,3.500000000000000333e-02,3.557999999999999829e+00,9.423000000000000043e+00,5.865000000000000213e+00,1.908917371148077542e-03,1.780769999999999982e+02
4.299999999999999656e-02,3.241999999999999993e+00,1.009800000000000075e+01,6.855999999999999872e+00,2.323194121778593933e-03,1.717580000000000098e+02,4.399999999999999745e-02,3.584000000000000075e+00,9.435999999999999943e+00,5.852000000000000313e+00,2.399781838014725891e-03,1.780639999999999930e+02
5.199999999999999761e-02,3.266999999999999904e+00,1.011100000000000065e+01,6.844000000000000306e+00,2.809444054243881005e-03,1.717330000000000041e+02,5.199999999999999761e-02,3.634999999999999787e+00,9.484999999999999432e+00,5.849999999999999645e+00,2.836105808562857950e-03,1.780149999999999864e+02
5.999999999999999778e-02,3.278999999999999915e+00,1.012100000000000044e+01,6.841999999999999638e+00,3.241666216435247581e-03,1.717210000000000036e+02,6.099999999999999867e-02,3.633999999999999897e+00,9.484999999999999432e+00,5.850999999999999979e+00,3.326970275429506300e-03,1.780149999999999864e+02
6.900000000000000577e-02,3.279999999999999805e+00,1.009500000000000064e+01,6.815000000000000391e+00,3.727916148900535086e-03,1.717199999999999989e+02,7.000000000000000666e-02,3.621999999999999886e+00,9.460000000000000853e+00,5.838000000000000078e+00,3.817834742296155083e-03,1.780399999999999920e+02
7.799999999999999989e-02,3.278999999999999915e+00,1.007000000000000028e+01,6.791000000000000369e+00,4.214166081365822158e-03,1.717210000000000036e+02,7.900000000000000078e-02,3.620999999999999996e+00,9.480999999999999872e+00,5.860000000000000320e+00,4.308699209162803433e-03,1.780190000000000055e+02
