x,Weights,y,Weights
-6.057933880999989640e+00,2.664607309999920126e-01,-8.393827947999740191e-01,2.664607309999920126e-01
-5.525012419000010055e+00,2.641141830000169888e-01,-8.929944517998360531e-01,2.641141830000169888e-01
-4.996784052999969639e+00,2.687447519999929813e-01,-1.004776932800099942e+00,2.687447519999929813e-01
-4.459294548999990226e+00,3.036775090000040089e-01,-9.629595278001370495e-01,3.036775090000040089e-01
-3.851939530999980210e+00,3.104172839999990163e-01,-8.641488357998240444e-01,3.104172839999990163e-01
-3.231104962999979957e+00,3.416368099999970154e-01,-8.435586328002390166e-01,3.416368099999970154e-01
-2.547831342999990145e+00,3.451539470000020149e-01,-8.815219447999429470e-01,3.451539470000020149e-01
-1.857523448999979898e+00,3.365410660000119902e-01,-8.672294508000389923e-01,3.365410660000119902e-01
-1.184441316999959914e+00,3.504878949999939985e-01,-8.670052268000749685e-01,3.504878949999939985e-01
-4.834655269999709737e-01,3.864612089999949762e-01,-8.992117888001870396e-01,3.864612089999949762e-01
2.894568910000189788e-01,4.146741909999839826e-01,-8.933335288001560404e-01,4.146741909999839826e-01
1.118805272999989997e+00,4.101346210000230141e-01,-8.582270387998960359e-01,4.101346210000230141e-01
1.939074515000029919e+00,4.124829339999799838e-01,-8.746331048000119956e-01,4.124829339999799838e-01
2.764040382999989998e+00,4.181022680000219816e-01,-9.206851497997949885e-01,4.181022680000219816e-01
3.600244919000040067e+00,4.389667210000010034e-01,-9.179752087999299981e-01,4.389667210000010034e-01
4.478178361000040297e+00,4.604428930000060149e-01,-8.917815508002040481e-01,4.604428930000060149e-01
5.399064147000050440e+00,4.874151379999869804e-01,-8.810798868001370465e-01,4.874151379999869804e-01
6.373894423000019849e+00,5.029220970000090052e-01,-8.503168858002819741e-01,5.029220970000090052e-01
7.379738617000040080e+00,5.140603689999839743e-01,-8.189017078000799810e-01,5.140603689999839743e-01
8.407859355000010027e+00,5.244572229999909796e-01,-8.443335887999410261e-01,5.244572229999909796e-01
9.456773800999989987e+00,5.477390170000050462e-01,-9.006408487998670553e-01,5.477390170000050462e-01
1.055225183499999986e+01,5.784481560000159783e-01,-8.953179268002029456e-01,5.784481560000159783e-01
1.170914814700000051e+01,5.898971630000019450e-01,-8.604888358000839510e-01,5.898971630000019450e-01
1.288894247300000018e+01,6.046285229999980304e-01,-8.583155498001819872e-01,6.046285229999980304e-01
1.409819951899999957e+01,6.186196859999879560e-01,-8.634252128002799509e-01,6.186196859999879560e-01
1.533543889100000079e+01,6.275021869999920510e-01,-8.498849527999819964e-01,6.275021869999920510e-01
1.659044326500000111e+01,6.481381830000250144e-01,-8.492681897999430074e-01,6.481381830000250144e-01
1.788671963099999829e+01,6.680628139999920112e-01,-8.522517558001819760e-01,6.680628139999920112e-01
1.922284525899999963e+01,6.705181199999949992e-01,-8.339117308001390283e-01,6.705181199999949992e-01
2.056388149900000073e+01,6.880049030000070509e-01,-7.963136397999049931e-01,6.880049030000070509e-01
2.193989130499999973e+01,7.208506899999900241e-01,-7.747940708001690435e-01,7.208506899999900241e-01
2.338159268500000110e+01,7.360567340000070402e-01,-7.986212367999310224e-01,7.360567340000070402e-01
2.485370615300000097e+01,7.597351619999880290e-01,-8.288029927999219781e-01,7.597351619999880290e-01
2.637317647700000123e+01,7.782767830000150155e-01,-8.463427328002239847e-01,7.782767830000150155e-01
