time,Gap_leftedge,Gap_rightedge,Gap_gap,LT_x,LT_y,LT_z
0.000000000000000000e+00,3.700000000000000178e+00,1.002100000000000080e+01,6.320999999999999730e+00,0.000000000000000000e+00,2.491334621782000056e+02,-2.301472687999749911e-01
1.000000000000067502e-02,3.684356749570000034e+00,1.000799999999999912e+01,6.323643250429999974e+00,5.214346220000010135e-01,2.491231634101999930e+02,-2.309949428000080129e-01
2.000000000000046185e-02,3.667725537599999974e+00,1.001351312719999953e+01,6.345787589600000445e+00,1.027207660000001965e+00,2.491240218252000034e+02,-2.228854057999689886e-01
3.000000000000024869e-02,3.687322283888888830e+00,1.003382939253333284e+01,6.346507108644444450e+00,1.521801109999998403e+00,2.491452583381999943e+02,-2.198502837999830040e-01
4.000000000000003553e-02,3.724823079822223271e+00,1.006958192583111078e+01,6.344758846008889286e+00,2.029259648000007132e+00,2.491692290462000017e+02,-2.178219527999749883e-01
5.000000000000071054e-02,3.739200146740000008e+00,1.009359823912000031e+01,6.354398092380000307e+00,2.519941303999999604e+00,2.491712574361999941e+02,-2.017198488000110090e-01
6.000000000000049738e-02,3.751281040951111034e+00,1.009411060908444391e+01,6.342829568133333318e+00,3.025112956000000963e+00,2.491651020282000104e+02,-1.845856417999590104e-01
7.000000000000028422e-02,3.747931982399999917e+00,1.009413832600000127e+01,6.346206343599999578e+00,3.527550660000002836e+00,2.491717514302000041e+02,-1.844973297999590034e-01
8.000000000000007105e-02,3.729747379649999584e+00,1.008682591524999950e+01,6.357078535600000357e+00,4.026963390000005916e+00,2.491612076362000039e+02,-1.823490188000060075e-01
9.000000000000074607e-02,3.681097974719998778e+00,1.004909797471999866e+01,6.368000000000000327e+00,4.520728752000010786e+00,2.491443175281999913e+02,-1.841795997999579881e-01
1.000000000000005329e-01,3.641404315626666666e+00,9.995381513706666610e+00,6.353977198079999944e+00,5.012927536000006512e+00,2.491373258771999986e+02,-1.940455038000059862e-01
1.100000000000003197e-01,3.665110259295000894e+00,1.000761742548499988e+01,6.342507166189999879e+00,5.498566762000010044e+00,2.491399653281999917e+02,-2.069468657999830041e-01
1.200000000000001066e-01,3.674141898359999825e+00,1.002987152460000075e+01,6.355729626239999597e+00,5.986145738000004712e+00,2.491437171451999859e+02,-2.198517207999599876e-01
1.300000000000007816e-01,3.675959915342222217e+00,1.000946097356444398e+01,6.333501058222222646e+00,6.490980952000001025e+00,2.491434637451999947e+02,-2.277385737999980120e-01
1.400000000000005684e-01,3.636637123289999884e+00,9.993588756590000344e+00,6.356951633299999571e+00,6.991934667999998965e+00,2.491410173652000140e+02,-2.266184947999649868e-01
1.500000000000003553e-01,3.629414633542222379e+00,9.977414633542222688e+00,6.347999999999999865e+00,7.502814237999999136e+00,2.491401534551999930e+02,-2.215017647999689976e-01
1.600000000000001421e-01,3.637999999999999901e+00,9.985060138462221957e+00,6.347060138462222056e+00,8.011468845999999644e+00,2.491431725472000096e+02,-2.153992227999980136e-01
1.699999999999999289e-01,3.629217326165000035e+00,9.975217326164999676e+00,6.346000000000000085e+00,8.520236117999999692e+00,2.491442160711999918e+02,-2.032896467999980028e-01
1.800000000000006040e-01,3.615198252959999525e+00,9.962015065213334353e+00,6.346816812253333495e+00,9.017565514000011717e+00,2.491526160221999930e+02,-1.922085757999739963e-01
1.900000000000003908e-01,3.659419732222223054e+00,1.000363454828888976e+01,6.344214816066666707e+00,9.517777590000008558e+00,2.491631590101999905e+02,-1.881344698000119997e-01
2.000000000000001776e-01,3.687880965880000250e+00,1.002945255644000078e+01,6.341571590560000082e+00,1.000951706000000740e+01,2.491642072232000089e+02,-1.830287437999590094e-01
2.099999999999999645e-01,3.683756938319999286e+00,1.001435155561000023e+01,6.330594617290000059e+00,1.050405102800000634e+01,2.491513958102000004e+02,-1.768734917999869871e-01
2.200000000000006395e-01,3.649007447746666521e+00,9.982747982004443799e+00,6.333740534257778165e+00,1.101145252599999935e+01,2.491412797842000089e+02,-1.827249647999590054e-01
2.300000000000004263e-01,3.631499124360000330e+00,9.974427820880000795e+00,6.342928696519999576e+00,1.151426069600000801e+01,2.491238972431999912e+02,-1.865518097999780134e-01
2.400000000000002132e-01,3.628073507324444336e+00,9.970782542515555846e+00,6.342709035191110623e+00,1.201906583600000999e+01,2.491066251722000118e+02,-1.913786067999740104e-01
2.500000000000000000e-01,3.592163604559999168e+00,9.917569807079999578e+00,6.325406202519999965e+00,1.252700994600000683e+01,2.491045495612000025e+02,-1.982583327999790090e-01
2.600000000000006750e-01,3.550950111968888212e+00,9.886212231764444525e+00,6.335262119795555869e+00,1.302628242200000841e+01,2.491140089582000030e+02,-2.021806647999969953e-01
2.700000000000004619e-01,3.562850485368889153e+00,9.887093204835554872e+00,6.324242719466666607e+00,1.351728158400000268e+01,2.491280253712000103e+02,-2.001208757999869969e-01
2.800000000000002487e-01,3.561999999999999833e+00,9.904388481608888739e+00,6.342388481608889350e+00,1.401021894200000872e+01,2.491431788461999872e+02,-1.910646217999729946e-01
2.900000000000000355e-01,3.556950188349999653e+00,9.917503976549999933e+00,6.360553788199999836e+00,1.450537882000000423e+01,2.491544881272000111e+02,-1.719942457999679986e-01
3.000000000000007105e-01,3.548999999999999932e+00,9.904181474568888532e+00,6.355181474568889044e+00,1.500130974600000400e+01,2.491698372952000113e+02,-1.559379708000059872e-01
3.100000000000004974e-01,3.548308654519999994e+00,9.906296145760000726e+00,6.357987491240000288e+00,1.551110546600000362e+01,2.491879564891999905e+02,-1.468884297999910049e-01
3.200000000000002842e-01,3.559213448586666662e+00,9.918810566746666169e+00,6.359597118159999951e+00,1.601043227600000307e+01,2.491964598541999862e+02,-1.388072988000099983e-01
3.300000000000000711e-01,3.548762568982222199e+00,9.883018263924443048e+00,6.334255694942221737e+00,1.650821876599999882e+01,2.491968552211999963e+02,-1.326979177999799975e-01
3.400000000000007461e-01,3.534146578079999657e+00,9.885191485520000043e+00,6.351044907440000387e+00,1.700295491200000697e+01,2.491980497351999873e+02,-1.345920867999899906e-01
3.500000000000005329e-01,3.530199196680000373e+00,9.893911021853334375e+00,6.363711825173333558e+00,1.748665327800000568e+01,2.491995944601999895e+02,-1.424899857999719910e-01
3.600000000000003197e-01,3.548999999999999932e+00,9.896373042355556038e+00,6.347373042355555661e+00,1.796786905999999817e+01,2.491919899321999878e+02,-1.483561448000010052e-01
3.700000000000001066e-01,3.548999999999999932e+00,9.891163521384999768e+00,6.342163521384999392e+00,1.846223558600000558e+01,2.491821171752000055e+02,-1.582114017999919908e-01
3.800000000000007816e-01,3.549722915648888755e+00,9.887445831297776877e+00,6.337722915648888566e+00,1.897531204199999877e+01,2.491603198402000032e+02,-1.600203738000000042e-01
3.900000000000005684e-01,3.550825620551111061e+00,9.878092553386666808e+00,6.327266932835555302e+00,1.947152924800001017e+01,2.491355708982000010e+02,-1.578226567999909957e-01
4.000000000000003553e-01,3.539526115626666858e+00,9.878868471093332104e+00,6.339342355466667023e+00,1.998027066400000251e+01,2.491195287191999910e+02,-1.616529108000100134e-01
4.100000000000001421e-01,3.525814303693333152e+00,9.876400251706666467e+00,6.350585948013332427e+00,2.048356333800001039e+01,2.491112026012000058e+02,-1.615115738000099943e-01
4.199999999999999289e-01,3.521209077644999574e+00,9.865344629304999557e+00,6.344135551659999983e+00,2.098785172200000204e+01,2.491029758182000080e+02,-1.493702878000089940e-01
4.300000000000006040e-01,3.513528438099999818e+00,9.860812819099999516e+00,6.347284380999999698e+00,2.148578095000000587e+01,2.491184142882000003e+02,-1.403139287999949913e-01
4.400000000000003908e-01,3.520744061065000263e+00,9.860956970050001047e+00,6.340212908985000340e+00,2.198827880200001061e+01,2.491591010321999988e+02,-1.463457287999669898e-01
4.500000000000001776e-01,3.547975835374999942e+00,9.886096801959999070e+00,6.338120966585000460e+00,2.250161336600000084e+01,2.491854139982000049e+02,-1.433243477999809889e-01
4.599999999999999645e-01,3.549999999999999822e+00,9.899460626284444231e+00,6.349460626284443521e+00,2.301055296400001282e+01,2.491834412501999907e+02,-1.372041308000090110e-01
4.700000000000006395e-01,3.545627362555555440e+00,9.876825094502223124e+00,6.331197731946666352e+00,2.352870747400000084e+01,2.491779633252000110e+02,-1.380695427999860114e-01
4.800000000000004263e-01,3.524999999999999911e+00,9.879287212449998634e+00,6.354287212450000055e+00,2.403148849800000164e+01,2.491786013512000011e+02,-1.439599848000140125e-01
