width_LLS_A,Weights,error_LLS_A
6.079045517378109942e+00,9.937681453543050214e-01,-2.709544826218897029e-01
6.088682493013130248e+00,9.942786018843380313e-01,-2.613175069868693967e-01
6.054720285175060113e+00,9.965725009651580368e-01,-2.952797148249395320e-01
5.971212381057159568e+00,9.955133470128849638e-01,-3.787876189428400764e-01
5.973044121330920220e+00,1.005357949303979925e+00,-3.769558786690794250e-01
5.975850229446930229e+00,1.001061943822409983e+00,-3.741497705530694162e-01
5.980041007034249567e+00,1.002913455336279958e+00,-3.699589929657500775e-01
6.015499036041680014e+00,1.003951775568270088e+00,-3.345009639583196304e-01
5.970792921375999818e+00,1.006360497333860016e+00,-3.792070786239998270e-01
6.010656692875140372e+00,1.007210341963189926e+00,-3.393433071248592725e-01
6.123208733083130184e+00,1.005540186791860080e+00,-2.267912669168694606e-01
6.146056887415440428e+00,1.005580710437870007e+00,-2.039431125845592163e-01
6.122274445258880426e+00,1.005742312085289969e+00,-2.277255547411192182e-01
6.100770973234149963e+00,9.933619316068540428e-01,-2.492290267658496816e-01
6.111974434657449606e+00,1.001982928831889996e+00,-2.380255653425500384e-01
6.019137507336790094e+00,9.996029159933450536e-01,-3.308624926632095509e-01
6.196152614732659991e+00,9.894096965365110075e-01,-1.538473852673396536e-01
6.223087824508610311e+00,9.878045729802830133e-01,-1.269121754913893341e-01
6.240466642979719758e+00,9.943281650506610170e-01,-1.095333570202798867e-01
6.174297377777509865e+00,9.968530833360139676e-01,-1.757026222224897793e-01
6.109966131391829869e+00,9.892345532713270329e-01,-2.400338686081697759e-01
6.096335884634109803e+00,9.984880041678380058e-01,-2.536641153658898418e-01
6.112241055035499748e+00,9.975636474362380435e-01,-2.377589449644998965e-01
6.170102932876189605e+00,9.984064015774369860e-01,-1.798970671238100394e-01
6.194208718068700215e+00,1.002446704870670002e+00,-1.557912819312994301e-01
6.122875894279229847e+00,1.001312613846669919e+00,-2.271241057207697978e-01
6.073433009264699756e+00,1.001345860542389943e+00,-2.765669907352998891e-01
6.047970733174859781e+00,1.004424285158320052e+00,-3.020292668251398638e-01
6.052341302091440056e+00,1.003757795579170109e+00,-2.976586979085595885e-01
6.129599254968900013e+00,9.988175643466700171e-01,-2.204007450310996319e-01
6.153672580243090273e+00,9.942784313893330284e-01,-1.963274197569093715e-01
6.090385843169129565e+00,9.950468820238930201e-01,-2.596141568308700798e-01
6.106492380096019801e+00,9.953920609944020281e-01,-2.435076199039798439e-01
6.091040473640119579e+00,1.004602150563759899e+00,-2.589595263598800656e-01
6.089534567527599584e+00,9.932276438474000324e-01,-2.604654324724000602e-01
6.114603617982620420e+00,9.988898715642520187e-01,-2.353963820173792243e-01
6.130543893340639983e+00,1.002363701194799894e+00,-2.194561066593596621e-01
6.102740763049619765e+00,1.001601838546440026e+00,-2.472592369503798793e-01
5.979051616408399994e+00,9.982388341376270402e-01,-3.709483835915996508e-01
6.062036916927779906e+00,1.007182770905590052e+00,-2.879630830722197388e-01
5.984871703965960243e+00,1.003239197363489987e+00,-3.651282960340394013e-01
6.022090660986020083e+00,9.970202332126020250e-01,-3.279093390139795616e-01
5.901435970931279584e+00,1.000044556433629994e+00,-4.485640290687200604e-01
6.064321671800819935e+00,9.968273245879579747e-01,-2.856783281991797097e-01
6.003733264623940080e+00,9.952564141568820411e-01,-3.462667353760595645e-01
6.033998202910500375e+00,9.992023997677470515e-01,-3.160017970894992700e-01
6.081375465772720368e+00,9.942830404287740231e-01,-2.686245342272792769e-01
6.004507316450100163e+00,9.992841586179289637e-01,-3.454926835498994819e-01
6.027485469119869599e+00,1.000842382759689952e+00,-3.225145308801300459e-01
6.012830435196329759e+00,1.003712795290840010e+00,-3.371695648036698856e-01
6.034977819776940144e+00,1.000781641415400047e+00,-3.150221802230595003e-01
5.989847464825119872e+00,1.001491699714780026e+00,-3.601525351748797732e-01
6.005160152688420183e+00,9.984418966181299870e-01,-3.448398473115794616e-01
6.018756191470870043e+00,9.999382964211660507e-01,-3.312438085291296019e-01
6.074814715538190413e+00,1.008081824215570022e+00,-2.751852844618092320e-01
6.047832858084800201e+00,9.975719838419999652e-01,-3.021671419151994442e-01
