center_CAM,Weights,error_CAM
8.761829999999999619e-02,2.585303671901270084e-01,8.761829999999999619e-02
3.743691000000000102e-01,2.796266697830119830e-01,3.743691000000000102e-01
3.345426000000000233e-01,2.947093421693139925e-01,3.345426000000000233e-01
3.664038000000000017e-01,3.328626593635540254e-01,3.664038000000000017e-01
3.345426000000000233e-01,3.535438781702209821e-01,3.345426000000000233e-01
4.301262000000000141e-01,3.724910548630490092e-01,4.301262000000000141e-01
4.141955999999999971e-01,4.152293455924849774e-01,4.141955999999999971e-01
4.062302999999999886e-01,4.227499174483569933e-01,4.062302999999999886e-01
3.982649999999999801e-01,4.407332083401440115e-01,3.982649999999999801e-01
3.982649999999999801e-01,4.439170201049050246e-01,3.982649999999999801e-01
3.664038000000000017e-01,4.914884053658999941e-01,3.664038000000000017e-01
3.265773000000000148e-01,5.436029980755480162e-01,3.265773000000000148e-01
3.265773000000000148e-01,5.559333875606190523e-01,3.265773000000000148e-01
3.106466999999999978e-01,5.866467594216130399e-01,3.106466999999999978e-01
4.380915000000000226e-01,6.092544326243110042e-01,4.380915000000000226e-01
3.425078999999999763e-01,6.425179515378349748e-01,3.425078999999999763e-01
3.982649999999999801e-01,6.666590308682169841e-01,3.982649999999999801e-01
3.504731999999999847e-01,6.856627896315989901e-01,3.504731999999999847e-01
3.664038000000000017e-01,7.042345863994770028e-01,3.664038000000000017e-01
3.186120000000000063e-01,7.543307342746919941e-01,3.186120000000000063e-01
2.787855000000000194e-01,7.878497074066269645e-01,2.787855000000000194e-01
2.787855000000000194e-01,8.163544064050050064e-01,2.787855000000000194e-01
3.425078999999999763e-01,8.444572185136179909e-01,3.425078999999999763e-01
3.584384999999999932e-01,8.761386880994610493e-01,3.584384999999999932e-01
3.345426000000000233e-01,8.891105598726469772e-01,3.345426000000000233e-01
3.265773000000000148e-01,9.020976418362469662e-01,3.265773000000000148e-01
2.947160999999999809e-01,9.338236079286259539e-01,2.947160999999999809e-01
3.106466999999999978e-01,9.470427475826299624e-01,3.106466999999999978e-01
3.106466999999999978e-01,9.817469337438119448e-01,3.106466999999999978e-01
3.186120000000000063e-01,9.850263283994270536e-01,3.186120000000000063e-01
2.787855000000000194e-01,9.949335151904280528e-01,2.787855000000000194e-01
2.628549000000000024e-01,9.993770119485979597e-01,2.628549000000000024e-01
3.106466999999999978e-01,1.004614421296259996e+00,3.106466999999999978e-01
3.106466999999999978e-01,9.991936793227940150e-01,3.106466999999999978e-01
3.425078999999999763e-01,9.960185026106890271e-01,3.425078999999999763e-01
3.106466999999999978e-01,9.939367049579199698e-01,3.106466999999999978e-01
2.947160999999999809e-01,9.976042245949110487e-01,2.947160999999999809e-01
2.947160999999999809e-01,9.976938671442679984e-01,2.947160999999999809e-01
3.345426000000000233e-01,1.001664446683409926e+00,3.345426000000000233e-01
3.902997000000000272e-01,1.003400819153829948e+00,3.902997000000000272e-01
3.664038000000000017e-01,1.003854701923529991e+00,3.664038000000000017e-01
3.823344000000000187e-01,9.965537982408100293e-01,3.823344000000000187e-01
3.425078999999999763e-01,9.904178934232620302e-01,3.425078999999999763e-01
3.425078999999999763e-01,9.937841604103080373e-01,3.425078999999999763e-01
2.787855000000000194e-01,9.978140625506529693e-01,2.787855000000000194e-01
3.186120000000000063e-01,9.996309653673129958e-01,3.186120000000000063e-01
3.584384999999999932e-01,9.986654931883910402e-01,3.584384999999999932e-01
3.743691000000000102e-01,9.972970405194520049e-01,3.743691000000000102e-01
4.141955999999999971e-01,9.997190208154319579e-01,4.141955999999999971e-01
4.699527000000000010e-01,1.003104077778750103e+00,4.699527000000000010e-01
4.221609000000000056e-01,9.944140767676029613e-01,4.221609000000000056e-01
4.699527000000000010e-01,9.951696032877059839e-01,4.699527000000000010e-01
