width_LLS_A,Weights,error_LLS_A
6.029681633646659655e+00,9.893372877596700032e-01,-3.203183663533399894e-01
6.034067832624740113e+00,9.957581558666690480e-01,-3.159321673752595316e-01
6.101616451618940395e+00,1.000374578084830102e+00,-2.483835483810592493e-01
6.050185627628730245e+00,1.003751431706199959e+00,-2.998143723712693998e-01
6.059243048489840078e+00,1.007535116194570035e+00,-2.907569515101595670e-01
6.025484656794709792e+00,1.006316737258130090e+00,-3.245153432052898523e-01
5.977487224127919774e+00,9.975421966012989472e-01,-3.725127758720798710e-01
6.136284540868500059e+00,9.994606250198000419e-01,-2.137154591314995855e-01
6.001451163582349757e+00,1.002205085645470062e+00,-3.485488364176498877e-01
6.026633188895329951e+00,1.005254845048900059e+00,-3.233668111046696936e-01
6.050725300881699908e+00,1.000831139029670025e+00,-2.992746991182997363e-01
6.082502035763569737e+00,9.974115737086549638e-01,-2.674979642364299082e-01
6.069991401987239854e+00,1.000365457437319971e+00,-2.800085980127597907e-01
6.166657940646730118e+00,1.000343480770019999e+00,-1.833420593532695264e-01
6.117314225465530164e+00,9.982962609363960071e-01,-2.326857745344694806e-01
6.190265167782859734e+00,9.913590226995580013e-01,-1.597348322171399104e-01
6.164009937810350337e+00,1.002340545500479907e+00,-1.859900621896493078e-01
6.130668540179979864e+00,9.984883544382480158e-01,-2.193314598200197807e-01
6.145907734864639593e+00,9.985836761614730328e-01,-2.040922651353600514e-01
6.187267306774120179e+00,1.003219186352930059e+00,-1.627326932258794656e-01
6.186067764722309903e+00,1.001628139207459967e+00,-1.639322352776897418e-01
6.139709103077979790e+00,1.001002039434270019e+00,-2.102908969220198543e-01
6.179363376847049949e+00,1.006212416449260072e+00,-1.706366231529496957e-01
6.279921753676229734e+00,1.009100549344019937e+00,-7.007824632376991048e-02
6.237718881739460208e+00,1.004811167642160052e+00,-1.122811182605394364e-01
6.230616838485869557e+00,9.956677808700119536e-01,-1.193831615141300873e-01
6.198280284884510216e+00,9.933486584280110110e-01,-1.517197151154894286e-01
6.154620791409230129e+00,9.982106138116010330e-01,-1.953792085907695153e-01
6.176557147806810200e+00,1.001121932927329983e+00,-1.734428521931894451e-01
6.210826354963900009e+00,1.003837032396809992e+00,-1.391736450360996358e-01
6.162934476963799924e+00,1.002259122997569918e+00,-1.870655230361997212e-01
6.202021312123010333e+00,9.948738825569369837e-01,-1.479786878769893121e-01
6.112878835569389935e+00,9.977057478835910098e-01,-2.371211644306097099e-01
6.104586904509769596e+00,1.003477298413659957e+00,-2.454130954902300488e-01
6.099827207386780081e+00,1.004445507357339951e+00,-2.501727926132195634e-01
6.117161155725559851e+00,1.000823519475809942e+00,-2.328388442744397935e-01
6.088699338385859861e+00,1.005316713728549916e+00,-2.613006616141397842e-01
6.073333179070780297e+00,1.000262581162780107e+00,-2.766668209292193481e-01
6.037846165510679874e+00,1.001325891052069927e+00,-3.121538344893197703e-01
6.156792908778140117e+00,1.004125751502330077e+00,-1.932070912218595282e-01
6.151751155699099805e+00,1.005144330942389974e+00,-1.982488443008998402e-01
6.096140432859799674e+00,9.959124828486729530e-01,-2.538595671401999709e-01
6.050596833131200114e+00,9.992612065485330097e-01,-2.994031668687995307e-01
6.105156202253439801e+00,1.005570348531739988e+00,-2.448437977465598436e-01
6.091925608134710401e+00,9.976635326010589999e-01,-2.580743918652892432e-01
5.995897278389920260e+00,9.926816866340589796e-01,-3.541027216100793851e-01
6.141344317923760343e+00,9.985199054503269833e-01,-2.086556820762393016e-01
6.073408352948339584e+00,9.872690400378739684e-01,-2.765916470516600612e-01
6.028603783005729966e+00,1.000921299864210079e+00,-3.213962169942696789e-01
6.036959456361469911e+00,9.959602371111949681e-01,-3.130405436385297335e-01
6.025802325725949871e+00,9.941877835491520488e-01,-3.241976742740497741e-01
6.012477935216650415e+00,9.938268245928280065e-01,-3.375220647833492293e-01
6.032040018039499962e+00,1.004422883183339943e+00,-3.179599819604996824e-01
6.001648483523940314e+00,1.002792278538130022e+00,-3.483515164760593308e-01
5.995519266265730174e+00,9.992332743554660501e-01,-3.544807337342694709e-01
5.919181112968350256e+00,9.960590305405360168e-01,-4.308188870316493890e-01
5.785788608967430413e+00,9.961882589607340410e-01,-5.642113910325692316e-01
5.998548373780040244e+00,9.974509667858290074e-01,-3.514516262199594010e-01
5.950472127028150204e+00,9.947379502245420335e-01,-3.995278729718494404e-01
5.988514761501649630e+00,9.967625090950019695e-01,-3.614852384983500144e-01
6.026697408349700247e+00,9.944847282011609613e-01,-3.233025916502993979e-01
6.021235928401459603e+00,9.995016277855970355e-01,-3.287640715985400419e-01
6.103407946497550363e+00,1.000593538463999899e+00,-2.465920535024492821e-01
6.075802199707360352e+00,9.980762442912110011e-01,-2.741978002926392932e-01
6.164293369003259748e+00,9.991565742180580356e-01,-1.857066309967398965e-01
6.115573389508449864e+00,1.005287397671670080e+00,-2.344266104915497806e-01
6.126616859732799902e+00,1.003304609629350086e+00,-2.233831402671997424e-01
6.128872277120179568e+00,9.991793107840060140e-01,-2.211277228798200767e-01
6.127979180645869661e+00,9.949173024249789998e-01,-2.220208193541299835e-01
6.006022949291570434e+00,9.992554709590120154e-01,-3.439770507084292106e-01
6.112447216371640124e+00,9.995366311049389552e-01,-2.375527836283595207e-01
6.045776445572809799e+00,1.000738125047200056e+00,-3.042235544271898462e-01
6.012433739361619622e+00,9.989694601426679643e-01,-3.375662606383800224e-01
5.962293317949420413e+00,1.000014693812919964e+00,-3.877066820505792322e-01
6.015115528337579676e+00,9.988779913341410133e-01,-3.348844716624199691e-01
5.998559235927840128e+00,9.956999451319830108e-01,-3.514407640721595172e-01
6.056509467742420050e+00,9.925661035667120435e-01,-2.934905322575795950e-01
6.123833923336840179e+00,1.006992258239999938e+00,-2.261660766631594655e-01
6.044038129493769951e+00,1.006012563396649906e+00,-3.059618705062296939e-01
6.065860512269240168e+00,1.009150956122069953e+00,-2.841394877307594768e-01
6.043175255803250323e+00,1.006212232172539967e+00,-3.068247441967493216e-01
6.056032075882510135e+00,1.004350975405650104e+00,-2.939679241174895097e-01
6.053450245846829780e+00,9.978470195722050073e-01,-2.965497541531698644e-01
6.016992281094360351e+00,9.968925403176409628e-01,-3.330077189056392939e-01
6.049927177796949884e+00,9.985483430876479494e-01,-3.000728222030497605e-01
5.981092436503420373e+00,1.002298572245130082e+00,-3.689075634965792716e-01
5.998465811668800107e+00,9.999431104589080466e-01,-3.515341883311995375e-01
5.880489700061719560e+00,9.993339931673490550e-01,-4.695102999382800846e-01
6.136131033655679801e+00,9.892822518437549562e-01,-2.138689663443198441e-01
5.978983755160509617e+00,1.001526920879719951e+00,-3.710162448394900281e-01
6.156412927950260183e+00,9.978673328263979458e-01,-1.935870720497394615e-01
6.116295401480200233e+00,9.957541299038069615e-01,-2.337045985197994113e-01
6.015017254879979625e+00,9.941450476474730236e-01,-3.349827451200200201e-01
6.019532228493029713e+00,9.975072295974900527e-01,-3.304677715069699317e-01
6.011353410327219926e+00,1.000038224691319977e+00,-3.386465896727797187e-01
6.018022402514300317e+00,1.000610809555529945e+00,-3.319775974856993273e-01
6.038569724292529806e+00,9.986301895789779781e-01,-3.114302757074698391e-01
6.041454938548300291e+00,9.989674267244690320e-01,-3.085450614516993539e-01
5.955969157039629813e+00,9.992543971966649785e-01,-3.940308429603698315e-01
6.117208460501950107e+00,9.914832121170570334e-01,-2.327915394980495378e-01
5.988568813874220353e+00,9.967768888346989486e-01,-3.614311861257792913e-01
5.993908274286660287e+00,1.001025379183309916e+00,-3.560917257133393576e-01
6.016797538653210431e+00,9.998848079474710326e-01,-3.332024613467892138e-01
6.083930037788220169e+00,9.954432985087560137e-01,-2.660699622117794760e-01
6.148867626891660443e+00,1.001645361448679994e+00,-2.011323731083392019e-01
