TapeCenterLine,Weights
-8.522870999999999642e-01,2.812587624158450206e-01
-5.894321999999999617e-01,2.774456219158860093e-01
-5.177445000000000519e-01,2.736327160707259787e-01
-5.097791999999999879e-01,2.698195755707670229e-01
-4.460567999999999755e-01,2.660066697256079915e-01
-4.141955999999999971e-01,2.679043120863909833e-01
-4.141955999999999971e-01,3.066659374027940199e-01
-4.619873999999999925e-01,3.418773885205340091e-01
-4.460567999999999755e-01,3.391826210532660202e-01
-4.301262000000000141e-01,3.619382657913620127e-01
-3.584384999999999932e-01,4.130717445572770208e-01
-3.902997000000000272e-01,4.114689366861740139e-01
-3.186120000000000063e-01,4.221312315423900174e-01
-2.708202000000000109e-01,4.565364160856569820e-01
-1.991324999999999901e-01,4.942847488328059868e-01
-1.593060000000000032e-01,5.147673738421609801e-01
-1.593060000000000032e-01,5.405892200948709814e-01
-9.558360000000000467e-02,5.820878159950130248e-01
-7.965300000000000158e-02,6.037859158035649987e-01
-1.354101000000000055e-01,6.236631861039979574e-01
-1.274447999999999970e-01,6.519776953650640028e-01
-5.575709999999999694e-02,6.700705221489320351e-01
-4.779180000000000234e-02,7.025425076250210177e-01
-2.389590000000000117e-02,7.376574384811459550e-01
-3.982650000000000079e-02,7.725752680170060449e-01
0.000000000000000000e+00,7.991462689942560038e-01
-7.965299999999999811e-03,8.342267149963009665e-01
7.965299999999999811e-03,8.556467035954770095e-01
-7.965299999999999811e-03,8.800514624447329792e-01
2.389590000000000117e-02,9.035017571777910206e-01
7.168769999999999309e-02,9.190983664900299610e-01
7.168769999999999309e-02,9.375392803278379539e-01
1.433753999999999862e-01,9.589970296212839695e-01
9.558360000000000467e-02,9.724277329712730511e-01
1.433753999999999862e-01,9.870324540419269654e-01
8.761829999999999619e-02,9.997338813064580165e-01
5.575709999999999694e-02,9.987562176908389988e-01
9.558360000000000467e-02,1.000562428181640096e+00
1.354101000000000055e-01,1.002202477924929891e+00
2.070977999999999986e-01,9.896189383181790422e-01
1.593060000000000032e-01,9.990514418251440487e-01
1.752365999999999924e-01,9.994854664667069954e-01
1.354101000000000055e-01,1.001860960728899963e+00
1.991324999999999901e-01,1.003797415340349941e+00
1.752365999999999924e-01,1.011791644306700100e+00
2.150631000000000070e-01,9.974845643103360526e-01
2.309936999999999963e-01,1.001140308782110022e+00
2.230283999999999878e-01,1.000016375009940006e+00
2.070977999999999986e-01,9.981763698750749647e-01
1.991324999999999901e-01,9.982531520609310149e-01
1.593060000000000032e-01,9.956747250232870217e-01
2.708202000000000109e-01,1.005878668797659969e+00
2.867507999999999724e-01,1.004201699635469902e+00
3.106466999999999978e-01,1.007113528609699937e+00
2.628549000000000024e-01,1.005475149212359920e+00
2.309936999999999963e-01,9.954307421911210429e-01
2.469243000000000132e-01,9.959527540950260383e-01
2.628549000000000024e-01,1.002594248544470101e+00
3.743691000000000102e-01,9.922801118926559694e-01
3.345426000000000233e-01,9.968002870372999480e-01
3.345426000000000233e-01,9.946727505381800505e-01
2.469243000000000132e-01,9.974226825430090315e-01
2.230283999999999878e-01,9.981040336368419696e-01
2.389590000000000047e-01,1.004123766232789983e+00
2.150631000000000070e-01,1.000734594115449960e+00
1.911672000000000093e-01,9.978742319378880454e-01
1.593060000000000032e-01,9.974282699565210075e-01
1.991324999999999901e-01,9.956810198095089603e-01
2.070977999999999986e-01,9.940159694148640313e-01
2.070977999999999986e-01,1.005352778849579964e+00
2.070977999999999986e-01,9.955447299547259821e-01
1.672713000000000116e-01,9.996726020255880529e-01
1.991324999999999901e-01,9.982446247173709653e-01
1.593060000000000032e-01,1.006539542558299916e+00
1.752365999999999924e-01,9.983937642267970425e-01
1.672713000000000116e-01,1.002276176064700097e+00
1.593060000000000032e-01,9.957590239449359837e-01
1.115141999999999939e-01,1.002404880085989936e+00
1.513406999999999947e-01,9.990358783807989917e-01
7.168769999999999309e-02,9.973127581288150356e-01
1.513406999999999947e-01,9.964398490835679745e-01
5.575709999999999694e-02,1.005584462792880052e+00
4.779180000000000234e-02,1.004198024636739905e+00
3.186119999999999924e-02,1.011250373497839972e+00
1.593059999999999962e-02,9.921522269043110409e-01
-7.965299999999999811e-03,9.959666713699479867e-01
-1.593059999999999962e-02,1.004680130667779947e+00
-4.779180000000000234e-02,1.003084295511099899e+00
-2.389590000000000117e-02,9.933830809325470135e-01
7.965299999999999811e-03,9.996176250911500416e-01
7.965299999999999811e-03,9.979514947587959650e-01
-7.965299999999999811e-03,9.987896905228399458e-01
-2.389590000000000117e-02,1.000751646740019929e+00
0.000000000000000000e+00,9.960099555983259467e-01
0.000000000000000000e+00,1.002133325726860091e+00
7.168769999999999309e-02,1.000228474700870063e+00
6.372239999999999849e-02,1.000743582173780011e+00
2.389590000000000117e-02,9.949340024924540060e-01
-1.593059999999999962e-02,9.995593155063620117e-01
5.575709999999999694e-02,9.947032617682719513e-01
1.035488999999999993e-01,9.992486210569100358e-01
1.115141999999999939e-01,1.000418854202890007e+00
1.194795000000000024e-01,1.008596099085300013e+00
1.991324999999999901e-01,9.972800952211939851e-01
2.070977999999999986e-01,9.989449483604779800e-01
2.230283999999999878e-01,9.943085989746039965e-01
2.309936999999999963e-01,9.991664648402219795e-01
2.867507999999999724e-01,9.987984807944190191e-01
2.230283999999999878e-01,9.955277089829099868e-01
2.548895999999999940e-01,9.950526471603989842e-01
3.106466999999999978e-01,1.004869104039940009e+00
3.345426000000000233e-01,1.008581645262710103e+00
3.106466999999999978e-01,9.944935158580989754e-01
3.265773000000000148e-01,9.946536701781449885e-01
2.947160999999999809e-01,1.002931869281399990e+00
3.425078999999999763e-01,9.989395634372080224e-01
3.584384999999999932e-01,9.906117861657369739e-01
4.141955999999999971e-01,9.962081399920169611e-01
3.902997000000000272e-01,1.008211257686850049e+00
3.504731999999999847e-01,9.993456008929130219e-01
3.743691000000000102e-01,9.968653523992510035e-01
3.823344000000000187e-01,1.007335849505009984e+00
3.823344000000000187e-01,1.001620456897819977e+00
4.301262000000000141e-01,9.959820784425490459e-01
4.779180000000000095e-01,1.000580190005230019e+00
4.221609000000000056e-01,1.012643753559709925e+00
4.141955999999999971e-01,1.007175697503640110e+00
4.221609000000000056e-01,9.997921488118609590e-01
4.699527000000000010e-01,9.953880707551769902e-01
4.779180000000000095e-01,1.006444747149839891e+00
4.699527000000000010e-01,1.004704808443150021e+00
4.540220999999999840e-01,1.001424894144330002e+00
4.858833000000000180e-01,1.002578048686689982e+00
4.779180000000000095e-01,9.951625859196450152e-01
4.619873999999999925e-01,9.993428460913890143e-01
4.301262000000000141e-01,1.004270539274630059e+00
4.779180000000000095e-01,9.979062495535440114e-01
5.097791999999999879e-01,9.972778902620720309e-01
