time,Gap_leftedge,Gap_rightedge,Gap_gap,LT_x,LT_y,LT_z
0.000000000000000000e+00,3.361000000000000210e+00,8.239000000000000767e+00,4.878000000000000114e+00,2.930140030000250029e-01,2.992374164042000189e+02,-2.347624668000060089e-01
1.000000000000000021e-02,3.356749999999999901e+00,8.250999999999999446e+00,4.894250000000000433e+00,7.964467090000170169e-01,2.992090906231999838e+02,-2.275504928000000038e-01
2.000000000000000042e-02,3.325333333333333474e+00,8.255666666666666487e+00,4.930333333333333456e+00,1.307925625000029957e+00,2.991801871861999871e+02,-2.303347557999859962e-01
2.999999999999999889e-02,3.302666666666666639e+00,8.275666666666666060e+00,4.972999999999999865e+00,1.809679311000029989e+00,2.991637319022000270e+02,-2.381651327999670109e-01
4.000000000000000083e-02,3.282111111111110979e+00,8.289555555555555344e+00,5.007444444444444365e+00,2.310149189000000103e+00,2.991522185151999906e+02,-2.440132177999959906e-01
5.000000000000000278e-02,3.261249999999999982e+00,8.298999999999999488e+00,5.037749999999999950e+00,2.811647293000009817e+00,2.991577843261999874e+02,-2.519213437999779925e-01
5.999999999999999778e-02,3.292666666666666853e+00,8.315333333333333243e+00,5.022666666666665947e+00,3.303305505000050157e+00,2.991778056101999823e+02,-2.618826717999679921e-01
7.000000000000000666e-02,3.309000000000000163e+00,8.391999999999999460e+00,5.083000000000000185e+00,3.811507015000029863e+00,2.991887657821999937e+02,-2.688083317999729882e-01
8.000000000000000167e-02,3.366000000000000103e+00,8.475999999999999091e+00,5.109999999999999432e+00,4.313459104999999738e+00,2.991863764011999933e+02,-2.676882317999970118e-01
8.999999999999999667e-02,3.387000000000000011e+00,8.519000000000000128e+00,5.131999999999999673e+00,4.820515729000029559e+00,2.991822964471999740e+02,-2.605609927999920084e-01
1.000000000000000056e-01,3.402000000000000135e+00,8.558999999999999275e+00,5.157000000000000028e+00,5.331368819000010362e+00,2.991994425202000230e+02,-2.605078417999919793e-01
