center_CAM,Weights
2.150631000000000070e-01,2.786276721817220192e-01
4.141955999999999971e-01,2.690487765567419753e-01
4.460567999999999755e-01,2.607720233355450001e-01
3.902997000000000272e-01,2.915229527595860071e-01
3.982649999999999801e-01,3.346163628622749742e-01
3.265773000000000148e-01,3.479723286594300080e-01
3.584384999999999932e-01,3.534179122926049965e-01
2.389590000000000047e-01,3.990454912214930205e-01
2.150631000000000070e-01,4.172703898334529926e-01
2.708202000000000109e-01,4.372101569739950122e-01
2.628549000000000024e-01,4.526346339660750062e-01
1.752365999999999924e-01,4.609097036834010064e-01
2.230283999999999878e-01,5.226730586386210131e-01
1.752365999999999924e-01,5.642813881226309558e-01
1.911672000000000093e-01,5.886449737036499874e-01
2.230283999999999878e-01,6.012044446332870384e-01
2.469243000000000132e-01,6.227810818682250060e-01
2.628549000000000024e-01,6.579142467300319597e-01
1.911672000000000093e-01,6.798783924272799872e-01
1.752365999999999924e-01,7.008380028753159463e-01
1.672713000000000116e-01,7.332891647007430125e-01
2.389590000000000047e-01,7.805362397412199948e-01
2.548895999999999940e-01,8.052719029242290105e-01
2.548895999999999940e-01,8.399487609426149470e-01
2.389590000000000047e-01,8.679988808747020057e-01
2.070977999999999986e-01,8.818444667316169827e-01
1.274447999999999970e-01,8.944090276377120174e-01
1.593060000000000032e-01,9.305215470897859609e-01
2.469243000000000132e-01,9.510459864525609985e-01
2.708202000000000109e-01,9.598096799858699679e-01
2.150631000000000070e-01,9.746627888238820203e-01
2.309936999999999963e-01,9.910516818100679748e-01
1.513406999999999947e-01,9.950288399547649876e-01
1.911672000000000093e-01,1.003498277169410091e+00
1.832019000000000009e-01,1.001349155888699993e+00
2.389590000000000047e-01,1.001822758912940037e+00
2.548895999999999940e-01,9.986793237442459503e-01
2.947160999999999809e-01,9.980697493145209709e-01
2.867507999999999724e-01,9.994221156858840160e-01
3.106466999999999978e-01,1.004900842770720004e+00
3.584384999999999932e-01,1.002626188021860099e+00
3.265773000000000148e-01,1.003365148038140031e+00
3.425078999999999763e-01,1.000650917439829923e+00
4.221609000000000056e-01,9.956455173370319933e-01
4.221609000000000056e-01,9.986248214059370021e-01
4.460567999999999755e-01,1.008940437981820093e+00
3.823344000000000187e-01,9.949054834671690051e-01
3.823344000000000187e-01,9.870919551202930187e-01
3.902997000000000272e-01,9.945270192584310109e-01
4.141955999999999971e-01,1.006241159586169998e+00
4.141955999999999971e-01,1.003653427278160093e+00
3.743691000000000102e-01,9.975556253155439812e-01
3.982649999999999801e-01,9.962955116505569642e-01
4.221609000000000056e-01,1.006869106093370103e+00
4.141955999999999971e-01,9.914144207544389742e-01
3.982649999999999801e-01,9.874334837082719973e-01
3.982649999999999801e-01,9.998944086305320278e-01
2.947160999999999809e-01,1.003288224186869915e+00
3.106466999999999978e-01,1.000341644758560022e+00
3.026813999999999893e-01,1.003883798722279952e+00
3.186120000000000063e-01,9.982783031368630544e-01
2.867507999999999724e-01,9.927871590791059742e-01
2.787855000000000194e-01,9.957484451710839624e-01
2.867507999999999724e-01,9.954401278546870513e-01
2.867507999999999724e-01,1.000883053218120100e+00
3.106466999999999978e-01,1.006562980815800090e+00
2.469243000000000132e-01,1.009288744703970009e+00
2.548895999999999940e-01,1.001787655550989919e+00
3.026813999999999893e-01,1.004531513487139982e+00
2.867507999999999724e-01,9.961954955066509854e-01
3.106466999999999978e-01,9.976926773549490424e-01
3.106466999999999978e-01,1.005692552108969906e+00
2.708202000000000109e-01,1.004799456153459891e+00
2.230283999999999878e-01,1.000130373061800082e+00
2.469243000000000132e-01,1.003170780021320097e+00
2.708202000000000109e-01,9.999788136693259499e-01
2.070977999999999986e-01,1.002900466848889893e+00
1.354101000000000055e-01,1.003532660062510073e+00
1.274447999999999970e-01,9.967182596911130510e-01
1.832019000000000009e-01,1.001917995984729970e+00
1.832019000000000009e-01,9.923816355306369630e-01
2.309936999999999963e-01,9.947196394515209761e-01
1.752365999999999924e-01,1.001125673709750030e+00
1.672713000000000116e-01,1.000620232061490089e+00
1.672713000000000116e-01,9.972564660211260534e-01
2.070977999999999986e-01,1.009379155269960027e+00
1.911672000000000093e-01,1.003236199545390006e+00
2.070977999999999986e-01,9.975180938976230260e-01
1.832019000000000009e-01,1.000466756890209918e+00
2.548895999999999940e-01,1.004196090891680049e+00
2.628549000000000024e-01,9.909767073039770224e-01
2.787855000000000194e-01,1.000221564362709925e+00
2.389590000000000047e-01,1.000290557741869923e+00
2.389590000000000047e-01,9.896343669214660022e-01
2.389590000000000047e-01,1.000695381154639962e+00
2.309936999999999963e-01,1.008409775495600069e+00
2.628549000000000024e-01,1.005283954370520094e+00
2.389590000000000047e-01,9.979183938535559628e-01
2.230283999999999878e-01,9.979710152214229524e-01
1.593060000000000032e-01,9.945730685946300165e-01
2.150631000000000070e-01,1.002050133697220069e+00
2.070977999999999986e-01,9.926657327209149617e-01
2.947160999999999809e-01,9.931637622313540525e-01
2.469243000000000132e-01,9.982564092636719844e-01
2.389590000000000047e-01,1.001602524351469903e+00
2.469243000000000132e-01,9.965549889876660350e-01
2.230283999999999878e-01,9.977696738060970461e-01
2.150631000000000070e-01,1.008174069678859919e+00
2.389590000000000047e-01,9.994480792876959674e-01
2.548895999999999940e-01,9.988513805403219648e-01
2.947160999999999809e-01,1.005725558124670016e+00
3.265773000000000148e-01,1.003592320824830075e+00
3.186120000000000063e-01,9.980206254823129619e-01
3.026813999999999893e-01,1.004950376115929966e+00
2.947160999999999809e-01,1.000583052458579925e+00
3.026813999999999893e-01,1.003794573690359959e+00
3.982649999999999801e-01,9.984514416220280353e-01
4.141955999999999971e-01,9.929410461823320322e-01
4.141955999999999971e-01,1.005135424296280000e+00
4.141955999999999971e-01,1.001474504168710089e+00
3.902997000000000272e-01,9.961512076931750004e-01
4.301262000000000141e-01,1.000996674741789993e+00
4.699527000000000010e-01,9.957720194867339947e-01
4.540220999999999840e-01,9.929854125463639658e-01
4.619873999999999925e-01,1.003565460936669984e+00
4.540220999999999840e-01,1.000100865322089971e+00
4.141955999999999971e-01,9.989767136219980248e-01
3.902997000000000272e-01,9.982553093888150153e-01
4.301262000000000141e-01,9.968488359646909824e-01
4.858833000000000180e-01,1.000431495396000070e+00
4.699527000000000010e-01,9.972541158932930472e-01
4.779180000000000095e-01,9.982956767000259468e-01
4.380915000000000226e-01,9.968422985574010298e-01
3.982649999999999801e-01,9.994104640074530366e-01
3.982649999999999801e-01,9.995107434979090266e-01
4.460567999999999755e-01,9.928817216705909665e-01
4.858833000000000180e-01,1.002052521385510042e+00
4.858833000000000180e-01,1.004069231306309984e+00
4.619873999999999925e-01,9.980901629459250080e-01
4.141955999999999971e-01,9.980125425949859519e-01
3.504731999999999847e-01,9.951118575348120165e-01
3.743691000000000102e-01,1.002622572372199983e+00
4.062302999999999886e-01,1.003572156220299938e+00
4.141955999999999971e-01,9.941531481262789738e-01
4.540220999999999840e-01,9.991305333137230349e-01
4.141955999999999971e-01,9.983305152251990000e-01
3.982649999999999801e-01,1.002812576552720047e+00
4.141955999999999971e-01,9.979628530302609990e-01
4.301262000000000141e-01,1.002190849818910046e+00
3.504731999999999847e-01,1.001789447980949932e+00
3.823344000000000187e-01,1.004374272219000108e+00
3.823344000000000187e-01,1.006951806419799977e+00
3.982649999999999801e-01,9.990696720901539596e-01
4.380915000000000226e-01,9.963414179732169584e-01
4.699527000000000010e-01,1.003848990401039920e+00
4.540220999999999840e-01,1.004571616272800005e+00
4.380915000000000226e-01,9.977800091175750286e-01
3.504731999999999847e-01,9.966031134821069504e-01
3.902997000000000272e-01,1.005638662868880040e+00
3.823344000000000187e-01,1.005868722724140074e+00
4.380915000000000226e-01,1.006034585175860085e+00
4.540220999999999840e-01,9.987524106930260048e-01
4.460567999999999755e-01,1.002440781044759976e+00
3.584384999999999932e-01,1.004462961926009923e+00
3.743691000000000102e-01,1.003120067328070020e+00
4.460567999999999755e-01,1.003808217187599938e+00
5.097791999999999879e-01,1.001413011781580042e+00
5.097791999999999879e-01,9.970173584354600216e-01
5.177445000000000519e-01,9.991579341353979959e-01
4.779180000000000095e-01,1.002618117070809944e+00
4.699527000000000010e-01,9.995268822505150030e-01
5.257098000000000049e-01,9.958378847549309576e-01
5.257098000000000049e-01,9.967955173142509784e-01
5.735015999999999448e-01,1.006667898325420030e+00
4.779180000000000095e-01,1.003099187134699921e+00
4.699527000000000010e-01,9.979850964396670410e-01
4.380915000000000226e-01,9.946990042111449881e-01
4.938486000000000264e-01,1.001438759150020008e+00
4.779180000000000095e-01,9.958031543813760100e-01
4.460567999999999755e-01,9.956729415563480012e-01
3.982649999999999801e-01,9.971720093511029503e-01
4.062302999999999886e-01,1.006037336071389898e+00
5.018139000000000349e-01,9.950658197763400103e-01
5.655362999999999918e-01,1.005049948088720058e+00
5.735015999999999448e-01,1.000377372716900082e+00
5.575710000000000388e-01,1.002036365042930033e+00
5.257098000000000049e-01,9.939834923257320209e-01
5.336750999999999578e-01,9.971312027004090028e-01
5.257098000000000049e-01,9.985759880218789686e-01
6.292586999999999486e-01,1.007566052366509979e+00
6.053627999999999787e-01,9.917221624205200259e-01
5.416404000000000218e-01,1.002013020578979896e+00
4.699527000000000010e-01,9.997514902393760394e-01
4.221609000000000056e-01,9.991792770163949733e-01
5.257098000000000049e-01,1.003943393365740011e+00
5.336750999999999578e-01,1.011375866357689945e+00
5.575710000000000388e-01,9.985698873644109907e-01
5.257098000000000049e-01,1.008726925828820065e+00
5.257098000000000049e-01,1.002211653984699913e+00
6.212933999999999957e-01,1.002441481511950006e+00
5.735015999999999448e-01,9.978017618680730116e-01
6.292586999999999486e-01,1.008313574117809974e+00
5.575710000000000388e-01,9.946649516794270340e-01
5.735015999999999448e-01,9.992424673670899926e-01
5.336750999999999578e-01,1.001758261124529925e+00
5.575710000000000388e-01,9.998703345512029994e-01
