x,y_LE,y_RE
1.780940527084798886e-01,4.968460000000000036e+02,5.000000000000000000e+02
1.787975539801937297e-01,4.968450000000000273e+02,5.000000000000000000e+02
1.792845933221494936e-01,4.968589999999999804e+02,5.000000000000000000e+02
1.799880945938633070e-01,4.968709999999999809e+02,5.000000000000000000e+02
1.804751339358190432e-01,4.968439999999999941e+02,5.000000000000000000e+02
1.811786352075328843e-01,4.968720000000000141e+02,5.000000000000000000e+02
1.816115590670490942e-01,4.968079999999999927e+02,5.000000000000000000e+02
1.823150603387629354e-01,4.968210000000000264e+02,5.000000000000000000e+02
1.828562151631581978e-01,4.968720000000000141e+02,5.000000000000000000e+02
1.835056009524324849e-01,4.968720000000000141e+02,5.000000000000000000e+02
1.839926402943882211e-01,4.968969999999999914e+02,5.000000000000000000e+02
1.846961415661020622e-01,4.968460000000000036e+02,5.000000000000000000e+02
1.851831809080577984e-01,4.969100000000000250e+02,5.000000000000000000e+02
1.858866821797716395e-01,4.968840000000000146e+02,5.000000000000000000e+02
1.863737215217273757e-01,4.968460000000000036e+02,5.000000000000000000e+02
1.870231073110016906e-01,4.968720000000000141e+02,5.000000000000000000e+02
1.875101466529573990e-01,4.968190000000000168e+02,5.000000000000000000e+02
1.882136479246712679e-01,4.968450000000000273e+02,5.000000000000000000e+02
1.887548027490665026e-01,4.968340000000000032e+02,5.000000000000000000e+02
1.894583040207803437e-01,4.968460000000000036e+02,5.000000000000000000e+02
1.898912278802965536e-01,4.968709999999999809e+02,5.000000000000000000e+02
1.905947291520103948e-01,4.968469999999999800e+02,5.000000000000000000e+02
1.910817684939661310e-01,4.968460000000000036e+02,5.000000000000000000e+02
1.917311542832404458e-01,4.968589999999999804e+02,5.000000000000000000e+02
1.924346555549542870e-01,4.968849999999999909e+02,5.000000000000000000e+02
1.929216948969099954e-01,4.968960000000000150e+02,5.000000000000000000e+02
1.936251961686238365e-01,4.968969999999999914e+02,5.000000000000000000e+02
