x,Weights,y,Weights
-6.245957806999940409e+00,2.719109369999709869e-01,-8.723296908000579553e-01,2.719109369999709869e-01
-5.702135933000000101e+00,2.641992360000359752e-01,-9.063342318001159637e-01,2.641992360000359752e-01
-5.173737460999929816e+00,2.785254259999460080e-01,-1.021097704800129957e+00,2.785254259999460080e-01
-4.616686609000040242e+00,2.905148570000590236e-01,-1.006123949799959894e+00,2.905148570000590236e-01
-4.035656894999919864e+00,3.180318809999900243e-01,-8.848091528002159922e-01,3.180318809999900243e-01
-3.399593132999939815e+00,3.390392309999850085e-01,-8.853533078000169754e-01,3.390392309999850085e-01
-2.721514670999969798e+00,3.472507849999689755e-01,-9.375899017998959861e-01,3.472507849999689755e-01
-2.027013101000029849e+00,3.406781880000149809e-01,-9.090317327998890251e-01,3.406781880000149809e-01
-1.345656724999999998e+00,3.446686450000179813e-01,-8.782935348001219555e-01,3.446686450000179813e-01
-6.563194349999640353e-01,3.863584340000020267e-01,-9.171742928001269668e-01,3.863584340000020267e-01
1.163974330000400043e-01,4.096832089999890014e-01,-9.603341418001040131e-01,4.096832089999890014e-01
9.357638510000170218e-01,4.081838720000089960e-01,-9.258258657997939789e-01,4.081838720000089960e-01
1.752131595000030018e+00,4.198830219999820090e-01,-8.914321387999849522e-01,4.198830219999820090e-01
2.591897638999999920e+00,4.334022760000180163e-01,-9.335635348001569689e-01,4.334022760000180163e-01
3.458702191000030179e+00,4.238478390000010032e-01,-9.580615668001829510e-01,4.238478390000010032e-01
4.306397869000040401e+00,4.485498099999900012e-01,-9.285613427999810376e-01,4.485498099999900012e-01
5.203497489000019627e+00,4.986089860000110230e-01,-8.871976328001950352e-01,4.986089860000110230e-01
6.200715461000039674e+00,5.311855970000030069e-01,-8.801474607999469901e-01,5.311855970000030069e-01
7.263086655000040359e+00,5.213061649999980451e-01,-8.914663688000530328e-01,5.213061649999980451e-01
8.305698985000040224e+00,5.256027959999759469e-01,-8.900216418000179708e-01,5.256027959999759469e-01
9.356904576999989231e+00,5.634679530000259451e-01,-8.811847157999750380e-01,5.634679530000259451e-01
1.048384048299999982e+01,5.756472680000029873e-01,-9.180911508001089461e-01,5.756472680000029873e-01
1.163513501899999980e+01,5.975874789999899850e-01,-9.605970178002679605e-01,5.975874789999899850e-01
1.283030997700000064e+01,6.272686349999799793e-01,-9.295674768000590227e-01,6.272686349999799793e-01
1.408484724700000079e+01,6.424367030000199819e-01,-8.681121167998360200e-01,6.424367030000199819e-01
1.536972065299999990e+01,6.440878900000009954e-01,-8.818833027997929896e-01,6.440878900000009954e-01
1.665789643300000122e+01,6.656553729999939994e-01,-9.184182827999619603e-01,6.656553729999939994e-01
1.798920717900000099e+01,6.723299469999890476e-01,-9.034536128000919541e-01,6.723299469999890476e-01
1.933386707300000040e+01,6.893274530000219613e-01,-8.766912687998169584e-01,6.893274530000219613e-01
2.071252197900000169e+01,7.043197649999920484e-01,-8.839685888000869962e-01,7.043197649999920484e-01
2.212116150900000022e+01,7.221943130000130218e-01,-8.725701878000220457e-01,7.221943130000130218e-01
2.356555013500010176e+01,7.521299199999850194e-01,-8.381958798002809852e-01,7.521299199999850194e-01
2.506980997499999830e+01,7.683737459999929742e-01,-8.524877648001729646e-01,7.683737459999929742e-01
2.660655746699999824e+01,7.975445840000060516e-01,-8.919545048001109588e-01,7.975445840000060516e-01
2.820164663499999946e+01,8.112519779999990410e-01,-8.831094738000050404e-01,8.112519779999990410e-01
2.982415059099999866e+01,8.197340290000040275e-01,-8.456696477998090211e-01,8.197340290000040275e-01
3.146361864900000072e+01,8.390560319999860184e-01,-8.422154047999580451e-01,8.390560319999860184e-01
3.314173071300000117e+01,8.608800060000230125e-01,-8.665115107998530020e-01,8.608800060000230125e-01
3.486349072499999835e+01,8.768126949999870412e-01,-8.482932788002419677e-01,8.768126949999870412e-01
3.661711611500000174e+01,8.930970390000040338e-01,-8.092568397999569951e-01,8.930970390000040338e-01
3.840331019300000293e+01,9.127368810000110466e-01,-8.143647987999149684e-01,9.127368810000110466e-01
4.022878395500009674e+01,9.130390169999810235e-01,-8.232576448002080216e-01,9.130390169999810235e-01
4.205486198900000261e+01,9.284141679999999841e-01,-8.251825317999820220e-01,9.284141679999999841e-01
4.391169032500000213e+01,9.301969410000050509e-01,-8.393922407998669621e-01,9.301969410000050509e-01
4.577208420699999891e+01,9.553149329999860440e-01,-8.634216887999459633e-01,9.553149329999860440e-01
4.768271407299999964e+01,9.660692770000199880e-01,-8.726096357999040265e-01,9.660692770000199880e-01
4.961485262699999765e+01,9.723147909999879657e-01,-8.725637168000159871e-01,9.723147909999879657e-01
5.155948220900000223e+01,9.768921939999910542e-01,-8.807803138001869536e-01,9.768921939999910542e-01
5.351326659699999766e+01,9.889145530000189588e-01,-8.914543278000339743e-01,9.889145530000189588e-01
5.549109570299999916e+01,9.966161109999940315e-01,-8.846871428002319737e-01,9.966161109999940315e-01
5.748432792500000232e+01,1.001778198000010001e+00,-8.670101818002540206e-01,1.001778198000010001e+00
5.948788432100010226e+01,1.000280081999989967e+00,-8.547287428000910348e-01,1.000280081999989967e+00
6.148844448500000226e+01,1.005228416000000013e+00,-8.426006607999450004e-01,1.005228416000000013e+00
6.349890131699999785e+01,9.937484469999909864e-01,-8.459228917998870001e-01,9.937484469999909864e-01
6.548639821099999381e+01,1.002605224000000073e+00,-8.505984357998670475e-01,1.002605224000000073e+00
6.749160865899999351e+01,9.986286520000080547e-01,-8.672873088001720188e-01,9.986286520000080547e-01
6.948886596299999496e+01,1.001166215000000026e+00,-8.674734788002069763e-01,1.001166215000000026e+00
7.149119839300000478e+01,1.000026788999990091e+00,-8.863794768000160529e-01,1.000026788999990091e+00
7.349125197099999696e+01,9.959196299999959479e-01,-9.004534968001679518e-01,9.959196299999959479e-01
7.548309123100000306e+01,9.985288950000279495e-01,-9.110006207999670202e-01,9.985288950000279495e-01
7.748014902100000256e+01,1.002850028999970000e+00,-9.252350538001220537e-01,1.002850028999970000e+00
7.948584907900000474e+01,1.004362405000009950e+00,-9.329486477999749949e-01,1.004362405000009950e+00
8.149457388899999444e+01,1.000667825999989935e+00,-9.234655177999679943e-01,1.000667825999989935e+00
8.349590954100000317e+01,1.005245784000019960e+00,-9.073681087999430073e-01,1.005245784000019960e+00
8.550640110899999513e+01,1.002150127999990037e+00,-8.937457568000579666e-01,1.002150127999990037e+00
8.751070136500000274e+01,1.001964652000000067e+00,-8.944889657998089660e-01,1.001964652000000067e+00
8.951463066899999887e+01,1.003592467000010036e+00,-9.062782778000270101e-01,1.003592467000010036e+00
9.152181560299999319e+01,1.006445427000000059e+00,-9.049102017998510439e-01,1.006445427000000059e+00
9.353470645699999864e+01,9.995833790000080432e-01,-8.982188758000400064e-01,9.995833790000080432e-01
9.553387321499999985e+01,9.995264919999939934e-01,-9.143078228001120245e-01,9.995264919999939934e-01
9.753292619900000204e+01,9.951335659999860361e-01,-9.284035617998539491e-01,9.951335659999860361e-01
9.952319333100000165e+01,1.000068438000009996e+00,-9.289640287998399693e-01,1.000068438000009996e+00
1.015233302070000008e+02,1.003205278000000034e+00,-9.269577697999410448e-01,1.003205278000000034e+00
1.035297407630000066e+02,1.009495105000010051e+00,-9.295766608001370113e-01,1.009495105000010051e+00
1.055487309730000050e+02,9.970428189999940294e-01,-9.244624608002709465e-01,9.970428189999940294e-01
1.075428166110000063e+02,9.878293500000050464e-01,-9.217363238001330394e-01,9.878293500000050464e-01
1.095184753110000031e+02,9.986413579999999790e-01,-9.120456968002199627e-01,9.986413579999999790e-01
1.115157580270000039e+02,1.001393229000000051e+00,-8.951391077999629742e-01,1.001393229000000051e+00
1.135185444850000067e+02,1.006914228000010070e+00,-8.869151958001849634e-01,1.006914228000010070e+00
1.155323729410000055e+02,1.008826810999990053e+00,-8.791085268001379571e-01,1.008826810999990053e+00
1.175500265630000030e+02,9.975014669999989758e-01,-8.681210937999710442e-01,9.975014669999989758e-01
1.195450294970000016e+02,9.996413760000000259e-01,-8.814535167999220100e-01,9.996413760000000259e-01
1.215443122490000007e+02,1.002795029000000060e+00,-8.995709517999730398e-01,1.002795029000000060e+00
1.235499023069999964e+02,1.006259395999999917e+00,-9.053513137998829841e-01,1.006259395999999917e+00
1.255624210990000051e+02,9.955492539999970525e-01,-9.096884507999899450e-01,9.955492539999970525e-01
1.275535196069999984e+02,1.000155155999979950e+00,-9.072603187998989904e-01,1.000155155999979950e+00
1.295538299190000089e+02,1.000853059000019973e+00,-9.082879718001209968e-01,1.000853059000019973e+00
1.315555360369999960e+02,9.982837569999960525e-01,-9.162225057999929811e-01,9.982837569999960525e-01
1.335521035509999876e+02,9.905261099999900232e-01,-9.394216338001509792e-01,9.905261099999900232e-01
1.355331557709999970e+02,1.005488036000020013e+00,-9.364769237998019635e-01,1.005488036000020013e+00
1.375441318430000024e+02,9.935642130000129635e-01,-9.137981487998839691e-01,9.935642130000129635e-01
1.395312602690000006e+02,1.003947160999999921e+00,-8.944735017999509985e-01,1.003947160999999921e+00
1.415391545909999991e+02,1.002036131999989976e+00,-8.879930828001360021e-01,1.002036131999989976e+00
1.435432268550000003e+02,1.000568179999999918e+00,-8.847428198000389932e-01,1.000568179999999918e+00
1.455443632150000042e+02,1.006373613999999916e+00,-8.826972018001130182e-01,1.006373613999999916e+00
1.475571104429999991e+02,1.009510786999979981e+00,-8.910348668001399908e-01,1.009510786999979981e+00
1.495761320169999919e+02,1.003377382000000040e+00,-9.040082657998309568e-01,1.003377382000000040e+00
1.515828867810000133e+02,9.958477270000120063e-01,-9.126526447999200320e-01,9.958477270000120063e-01
1.535745822350000083e+02,9.929375470000110226e-01,-9.031401298001640043e-01,9.929375470000110226e-01
1.555604573290000019e+02,9.999103509999970330e-01,-8.969470728001449622e-01,9.999103509999970330e-01
1.575602780309999957e+02,1.001765381000000010e+00,-9.069500047999380365e-01,1.001765381000000010e+00
1.595638087929999926e+02,1.005531107000009916e+00,-9.117577968000599720e-01,1.005531107000009916e+00
1.615748710070000129e+02,9.961026639999910337e-01,-9.081297087999470330e-01,9.961026639999910337e-01
1.635670763349999959e+02,9.941908580000099471e-01,-9.075531138002479459e-01,9.941908580000099471e-01
1.655554580509999880e+02,1.000697101999979965e+00,-9.101819788002100120e-01,1.000697101999979965e+00
1.675568522549999955e+02,1.007057167000009912e+00,-8.951076337999379628e-01,1.007057167000009912e+00
1.695709665889999940e+02,9.992409470000039873e-01,-8.923069167999809759e-01,9.992409470000039873e-01
1.715694484830000022e+02,1.006087958000019933e+00,-8.964013357999359721e-01,1.006087958000019933e+00
1.735816243989999919e+02,1.000068881999969905e+00,-8.947341528002259459e-01,1.000068881999969905e+00
1.755817621630000076e+02,1.000666473000010104e+00,-8.927420057998749492e-01,1.000666473000010104e+00
