time,width_CAM,center_CAM,error_CAM,width_LLS_A,center_LLS_A,width error_LLS_A,x,y,z,error_LT,z error,width_LLS_B,center_LLS_B,width error_LLS_B
6.819000000003143,6.2288646,0.6929811000000001,12.5788646,6.13432731545174,-1.903,-0.2156726845482595,245.84891652800005,374.0612520212,-0.00109619079996404,-0.938747978799995,3.9989038092000357,6.28219897806493,-0.6779999999999999,-0.06780102193506998
6.834999999999127,6.2607258,0.7089117,12.6107258,6.14462410757564,-1.8820000000000001,-0.20537589242435939,247.85441689200005,374.0745787942,-0.00269708079997444,-0.925421205799978,3.9973029192000253,6.35849078005151,-0.615,0.008490780051510605
6.8510000000023865,6.2766564,0.6690852,12.6266564,6.24901016446818,-1.8459999999999999,-0.10098983553181995,253.85601648600004,374.0597588512,0.0316905272000407,-0.9402411487999984,4.03169052720004,6.30631469243329,-0.42399999999999993,-0.04368530756670985
6.86699999999837,6.1970034,0.7567035,12.5470034,6.19194405884509,-1.8279999999999998,-0.15805594115490962,255.83838258800006,374.0747803352,0.033078531200017,-0.9252196648000108,4.033078531200017,6.26727771843565,-0.1885000000000001,-0.08272228156435002
6.883999999998196,6.1970034,0.7089117,12.5470034,6.18357795169201,-1.8535,-0.16642204830798946,257.83087268400004,374.0703686182,0.0405373882000231,-0.929631381799993,4.040537388200023,6.26727771843565,-0.1885000000000001,-0.08272228156435002
6.900000000001455,6.1810728,0.7487382,12.5310728,6.22124871997443,-1.8130000000000002,-0.12875128002556924,261.83699083400006,374.0597294192,0.0504661782000377,-0.9402705808000178,4.050466178200038,6.28422350016293,-0.05499999999999994,-0.06577649983707001
6.915999999997439,6.2447952,0.6850158000000002,12.5947952,6.20974391306168,-1.8305000000000002,-0.1402560869383196,263.83173752000005,374.0684286752,0.0468792092000172,-0.9315713248000179,4.046879209200017,6.28321518014464,0.020499999999999963,-0.06678481985535978
6.9320000000006985,6.292587,0.6451893,12.642586999999999,6.17951180484301,-1.7945,-0.17048819515698987,267.8136647040001,374.0604467242,0.0657933011999901,-0.9395532757999945,4.0657933011999905,6.27035796426328,0.014000000000000012,-0.07964203573672002
6.949000000000524,6.2766564,0.6850158,12.6266564,6.09254329984109,-1.8144999999999998,-0.25745670015890987,269.83154276600004,374.0674971332,0.0722173602000191,-0.9325028668000073,4.072217360200019,6.2961829706577,0.06499999999999995,-0.053817029342299705
6.9649999999965075,6.212934,0.7487382,12.562933999999998,6.06549753511896,-1.8335,-0.28450246488103925,275.83001475400005,374.0723859042,0.0655344722000377,-0.9276140957999814,4.065534472200038,6.32221385275759,0.15399999999999991,-0.027786147242409243
6.980999999999767,6.212934,0.6531545999999999,12.562933999999998,6.04442165041229,-1.8465,-0.3055783495877096,277.8422184820001,374.0560219362,0.0570397792000228,-0.9439780637999888,4.057039779200023,6.29819061318408,0.1419999999999999,-0.05180938681591929
6.997000000003027,6.2447952,0.6531545999999999,12.5947952,6.08991378818004,-1.8969999999999998,-0.26008621181996006,281.83725095600005,374.0465866682,0.0199615502000121,-0.9534133317999931,4.019961550200012,6.27239061283655,0.17900000000000005,-0.07760938716344956
7.014000000002852,6.2447952,0.6053628000000002,12.5947952,6.05045015439096,-1.915,-0.2995498456090395,283.85470484200005,374.0435293662,0.00742105220003508,-0.9564706337999951,4.007421052200035,6.27239061283655,0.17900000000000005,-0.07760938716344956
7.029999999998836,6.1492116,0.6850158,12.499211599999999,6.0404997941304,-1.876,-0.3095002058695995,287.8527266660001,374.0343568232,-0.00365726979996506,-0.965643176799972,3.996342730200035,6.24717680236441,0.20550000000000002,-0.10282319763558956
7.0460000000020955,6.1651422,0.6292586999999998,12.5151422,6.1251113968892,-1.8079999999999998,-0.2248886031107995,289.84547460600004,374.0429738332,0.00175566520003034,-0.9570261668000057,4.00175566520003,6.31235558250642,0.23699999999999988,-0.037644417493579496
7.061999999998079,6.212934,0.637224,12.562933999999998,6.04363817394988,-1.8335000000000001,-0.30636182605011975,295.8711251760001,374.0805814072,0.0279636032000079,-0.9194185928000138,4.027963603200008,6.26130697219039,0.23649999999999993,-0.08869302780960986
7.0789999999979045,6.1970034,0.5655363,12.5470034,6.06878543048982,-1.8470000000000002,-0.28121456951017976,295.8711251760001,374.0805814072,0.0279636032000079,-0.9194185928000138,4.027963603200008,6.27512748874475,0.26849999999999996,-0.07487251125524974
7.095000000001164,6.1970034,0.5655363,12.5470034,6.21673587640126,-1.8084999999999998,-0.13326412359873974,301.87161772800005,374.0676165292,0.0383442642000225,-0.9323834708000049,4.038344264200022,6.31326642871976,0.24950000000000006,-0.03673357128023991
7.110999999997148,6.2288646,0.5018138999999999,12.5788646,6.21478981553016,-1.7825000000000002,-0.13521018446983923,303.8953201460001,374.0779228922,0.0217579822000265,-0.9220771078000212,4.021757982200026,6.28624943825808,0.3520000000000001,-0.0637505617419194
7.1270000000004075,6.1970034,0.5177445,12.5470034,6.19757198241655,-1.7714999999999996,-0.15242801758344982,305.9123750460001,374.0818541662,0.00919273919999242,-0.918145833799997,4.009192739199992,6.2861683082781,0.3510000000000002,-0.06383169172189973
7.144000000000233,6.1014198,0.5177444999999998,12.4514198,6.05300459544751,-1.766,-0.29699540455249007,311.9148999700001,374.0859337572,-0.00848646380001217,-0.9140662428000041,3.991513536199988,6.29942298944911,0.38349999999999995,-0.05057701055088959
7.1600000000034925,6.1651422,0.5655363,12.5151422,6.11017847848261,-1.745,-0.23982152151738934,313.92635983800005,374.0825944372,-0.00402718979999328,-0.9174055628000133,3.9959728102000067,6.28844726462741,0.42799999999999994,-0.06155273537258932
7.175999999999476,6.1651422,0.5177445,12.5151422,6.007476312923,-1.737,-0.34252368707699965,315.93875997200007,374.0803281242,0.00542854020002026,-0.9196718758000202,4.00542854020002,6.25126907115667,0.4724999999999999,-0.09873092884333001
7.192000000002736,6.2607258,0.5177444999999998,12.6107258,6.13098709147107,-1.684,-0.21901290852892963,319.94776506200003,374.1068500322,-0.00277325179999344,-0.8931499678000137,3.9972267482000063,6.22523421246141,0.48449999999999993,-0.12476578753858991
7.209000000002561,6.3563094,0.4380915000000001,12.706309399999999,6.09076837734601,-1.6515,-0.25923162265398947,323.93448615600005,374.0850801172,0.00519048020001067,-0.9149198828000067,4.00519048020001,6.22348881255522,0.5225,-0.12651118744477952
7.224999999998545,6.3244482,0.4540221,12.6744482,6.14025141747137,-1.6395000000000002,-0.20974858252863005,327.93536151600006,374.0961029302,-0.00595845779998916,-0.9038970697999957,3.994041542200011,6.22352713499347,0.5105,-0.1264728650065292
7.241000000001804,6.2447952,0.49384859999999997,12.5947952,6.12124678428793,-1.6455000000000002,-0.22875321571206975,329.925798754,374.0925614712,-0.00250315380000266,-0.9074385288000144,3.997496846199997,6.19630026709487,0.5229999999999999,-0.15369973290512995
7.256999999997788,6.1492116,0.5735016,12.499211599999999,6.06502628888479,-1.6335,-0.2849737111152093,331.92131759800003,374.1052829742,-0.0141041938000042,-0.8947170257999915,3.985895806199996,6.24634869343683,0.498,-0.10365130656316968
7.2739999999976135,6.1651422,0.5336751,12.5151422,6.08394343048642,-1.589,-0.26605656951357926,337.93293429400006,374.0729136702,-0.00565261079999924,-0.9270863297999767,3.9943473892000005,6.24649957976466,0.5479999999999998,-0.10350042023533934
7.290000000000873,6.2447952,0.5097791999999999,12.5947952,6.10701952724714,-1.5645000000000002,-0.24298047275285928,339.94285810200006,374.0964844222,-0.0142887038000126,-0.9035155778000217,3.9857112961999874,6.26039136156838,0.5800000000000001,-0.0896086384316197
7.305999999996857,6.2288646,0.4699527000000001,12.5788646,6.09816676628556,-1.5580000000000003,-0.25183323371443933,341.94108441400004,374.1144110982,-0.0139074278000126,-0.8855889018000198,3.9860925721999876,6.24526012268504,0.6375,-0.1047398773149597
7.322000000000116,6.2766564,0.5097791999999999,12.6266564,6.06430336773502,-1.5425,-0.28569663226497966,345.9408683340001,374.1094518652,0.00499997220001558,-0.8905481347999853,4.004999972200015,6.2594860012624,0.6304999999999998,-0.0905139987375998
7.338999999999942,6.3085176,0.5097792000000001,12.6585176,6.15410578528543,-1.513,-0.1958942147145697,349.94995890000007,374.1169336702,-0.00713465179996131,-0.8830663297999877,3.9928653482000387,6.28627687904375,0.6180000000000001,-0.06372312095624988
7.355000000003201,6.292587,0.5018138999999999,12.642586999999999,6.08773499545814,-1.496,-0.2622650045418595,353.95473957400003,374.1121818162,-0.0102270147999799,-0.8878181837999932,3.98977298520002,6.27316865706638,0.6375,-0.0768313429336196
7.370999999999185,6.292587,0.4699526999999999,12.642586999999999,6.09622359206388,-1.4905,-0.2537764079361198,355.94044456200004,374.1213558652,-0.0168176897999852,-0.8786441348000267,3.983182310200015,6.28526761562306,0.6435,-0.0647323843769394
7.387000000002445,6.3403788,0.4301262000000001,12.6903788,6.11178243994065,-1.4705,-0.2382175600593497,357.9298277600001,374.1187346072,-0.0193659057999713,-0.8812653928000032,3.980634094200029,6.31105775603425,0.6444999999999999,-0.03894224396574941
7.40400000000227,6.3403788,0.44605680000000003,12.6903788,6.22198930426497,-1.4160000000000001,-0.12801069573502932,363.92770346800006,374.1165284112,-0.0400239857999627,-0.8834715887999778,3.9599760142000373,6.34733282568356,0.6504999999999999,-0.002667174316439258
7.419999999998254,6.3563094,0.42216089999999995,12.706309399999999,6.15020920598771,-1.4,-0.19979079401228983,365.92698244600007,374.0984709522,-0.0355154948000001,-0.9015290478000111,3.9644845051999997,6.33239804497475,0.631,-0.01760195502524997
7.436000000001513,6.3244482,0.4380915000000001,12.6744482,6.02692658042033,-1.4249999999999998,-0.3230734195796696,367.92691914200003,374.0864395322,-0.037028156800009,-0.9135604677999822,3.962971843199991,6.35826454309665,0.6559999999999999,0.008264543096649923
7.451999999997497,6.2447952,0.47791800000000006,12.5947952,6.08294149447875,-1.4130000000000003,-0.2670585055212493,371.9237141560001,374.0812105182,-0.0461206518000008,-0.9187894817999904,3.953879348199999,6.35524673006485,0.6695,0.0052467300648499915
7.4689999999973224,6.212934,0.46198739999999994,12.562933999999998,6.10712881538035,-1.3760000000000001,-0.2428711846196494,375.92004985600005,374.0840213682,-0.0402415168000057,-0.9159786317999874,3.959758483199994,6.36751521395905,0.6875,0.01751521395904998
7.485000000000582,6.2447952,0.47791800000000006,12.5947952,6.16523158168174,-1.3820000000000001,-0.18476841831826007,379.90363402,374.0821083432,-0.0313485327999665,-0.9178916568000091,3.9686514672000337,6.40442753101321,0.6949999999999998,0.05442753101321074
7.500999999996566,6.2607258,0.42216089999999995,12.6107258,6.06677036067099,-1.4329999999999998,-0.2832296393290097,381.9015713040001,374.0700052612,-0.0208613087999767,-0.9299947388000191,3.9791386912000233,6.32935462744821,0.6815,-0.020645372551789443
7.516999999999825,6.2766564,0.4301261999999999,12.6266564,6.1051662660067,-1.4129999999999998,-0.24483373399329977,383.88932892800005,374.0783125802,-0.022448436799986,-0.92168741979998,3.977551563200014,6.2772071815418,0.6575,-0.07279281845819963
7.533999999999651,6.1651422,0.4540221,12.5151422,6.15670042280996,-1.364,-0.19329957719003943,389.8643487460001,374.1080001972,-0.00222385879998011,-0.8919998028000009,3.9977761412000197,6.24045070487701,0.7130000000000001,-0.1095492951229895
7.55000000000291,6.1492116,0.49384859999999997,12.499211599999999,6.10032564434354,-1.37,-0.24967435565645957,391.8599784780001,374.1187743562,0.000182087200029768,-0.8812256438000077,4.00018208720003,6.23834914059802,0.7129999999999999,-0.11165085940197983
7.565999999998894,6.1651422,0.4540221,12.5151422,6.14036385284133,-1.3810000000000002,-0.20963614715866985,395.85029563600006,374.1041963172,0.00112120020002893,-0.8958036828000218,4.001121200200029,6.25238074656366,0.77,-0.09761925343633937
7.582000000002154,6.0854892,0.5097791999999999,12.4354892,6.1776856693741,-1.387,-0.17231433062590007,397.85194298000005,374.0972883752,0.004590875200015,-0.9027116248000198,4.004590875200015,6.23726967510625,0.7135,-0.11273032489374923
7.599000000001979,6.133281,0.4540221,12.483281,6.33631600616008,-1.4,-0.013683993839920028,401.8575813300001,374.1126037672,-0.00257212179996547,-0.887396232799972,3.9974278782000345,6.27834691618741,0.7449999999999999,-0.07165308381258928
7.614999999997963,6.1492116,0.46198739999999994,12.499211599999999,6.28061116449257,-1.3770000000000002,-0.06938883550742947,405.86347237600006,374.1059439282,0.00334255220002877,-0.8940560717999801,4.003342552200029,6.29223171855583,0.752,-0.05776828144416957
7.631000000001222,6.1492116,0.49384859999999997,12.499211599999999,6.24006918638425,-1.3579999999999999,-0.1099308136157493,407.8600710740001,374.0997458312,0.00580859320003935,-0.9002541688000179,4.005808593200039,6.31636604385781,0.7509999999999999,-0.03363395614218945
7.646999999997206,6.133281,0.5018138999999999,12.483281,6.24985945908039,-1.3989999999999998,-0.10014054091960922,409.86522585600005,374.0840341582,0.0123101282000102,-0.9159658418000163,4.01231012820001,6.27839023954389,0.7590000000000001,-0.07160976045610923
7.663999999997031,6.1651422,0.5655363,12.5151422,6.37700257803114,-1.376,0.0270025780311407,415.84264274000003,374.1068260292,0.0265595291999876,-0.8931739707999782,4.026559529199988,6.31511432992309,0.7394999999999998,-0.03488567007690957
7.680000000000291,6.1810728,0.5416403999999999,12.5310728,6.23709019962379,-1.3965,-0.1129098003762099,417.8427221740001,374.1098377122,0.0279938452000204,-0.8901622878000239,4.027993845200021,6.29824896300551,0.7200000000000002,-0.051751036994489574
7.696000000003551,6.1970034,0.5336751,12.5470034,6.23298081164214,-1.4129999999999998,-0.11701918835785996,421.85300525800005,374.0964243492,0.035933336200026,-0.9035756508000077,4.035933336200026,6.28429606240826,0.802,-0.06570393759173943
7.711999999999534,6.2447952,0.47791800000000006,12.5947952,6.18041176219742,-1.3769999999999998,-0.16958823780257948,423.8409913180001,374.1007311402,0.0323603602000067,-0.8992688597999745,4.032360360200006,6.28331584436116,0.7634999999999998,-0.06668415563884
7.72899999999936,6.1810728,0.5097792000000001,12.5310728,6.07060702456016,-1.4449999999999998,-0.27939297543983965,427.85569718000005,374.0975723402,0.0362646301999923,-0.9024276598000256,4.036264630199993,6.25940268715794,0.7135,-0.09059731284205963
