x,y,z
-7.850616604699999357e+01,4.996571812111999975e+02,2.299876702819999963e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850616604699999357e+01,4.996571812111999975e+02,2.299876702819999963e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850416907700000024e+01,4.996572916811999789e+02,2.299776707619999883e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850416907700000024e+01,4.996572916811999789e+02,2.299776707619999883e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850616582499999652e+01,4.996571776832000182e+02,2.299776703419999890e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850616582499999652e+01,4.996571776832000182e+02,2.299776703419999890e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850616560299999946e+01,4.996571741551999821e+02,2.299676704020000173e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516745099990601e+01,4.996572346821999986e+02,2.299776705520000064e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416907700000024e+01,4.996572916811999789e+02,2.299776707619999883e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850516700699989769e+01,4.996572276261999832e+02,2.299576706719999919e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850416907700000024e+01,4.996572916811999789e+02,2.299776707619999883e+01
-7.850416907700000024e+01,4.996572916811999789e+02,2.299776707619999883e+01
-7.850411185699999805e+01,4.996562897851999878e+02,2.299677061719999926e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850317048099999795e+01,4.996573451521999800e+02,2.299676710319999984e+01
-7.850416907700000024e+01,4.996572916811999789e+02,2.299776707619999883e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850516722899999422e+01,4.996572311542000193e+02,2.299676706119999992e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850317025900000090e+01,4.996573416242000008e+02,2.299576710919999911e+01
-7.850416907700000024e+01,4.996572916811999789e+02,2.299776707619999883e+01
-7.850416907700000024e+01,4.996572916811999789e+02,2.299776707619999883e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850317025900000090e+01,4.996573416242000008e+02,2.299576710919999911e+01
-7.850317048099999795e+01,4.996573451521999800e+02,2.299676710319999984e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850317025900000090e+01,4.996573416242000008e+02,2.299576710919999911e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850317048099999795e+01,4.996573451521999800e+02,2.299676710319999984e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850317003700000384e+01,4.996573380962000215e+02,2.299476711519999839e+01
-7.850317025900000090e+01,4.996573416242000008e+02,2.299576710919999911e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850411163500000100e+01,4.996562862572000085e+02,2.299577062319999854e+01
-7.850511000899990677e+01,4.996562292582000282e+02,2.299577060220000035e+01
-7.850411163500000100e+01,4.996562862572000085e+02,2.299577062319999854e+01
-7.850411163500000100e+01,4.996562862572000085e+02,2.299577062319999854e+01
-7.850511000899990677e+01,4.996562292582000282e+02,2.299577060220000035e+01
-7.850411119100000690e+01,4.996562792011999932e+02,2.299377063520000064e+01
-7.850317025900000090e+01,4.996573416242000008e+02,2.299576710919999911e+01
-7.850416841099999488e+01,4.996572810971999843e+02,2.299476709420000020e+01
-7.850416885500000319e+01,4.996572881531999997e+02,2.299676708220000165e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850416863300000614e+01,4.996572846252000204e+02,2.299576708820000093e+01
-7.850311303899999871e+01,4.996563397282000096e+02,2.299477065019999955e+01
-7.850511000899990677e+01,4.996562292582000282e+02,2.299577060220000035e+01
-7.850511000899990677e+01,4.996562292582000282e+02,2.299577060220000035e+01
-7.850510978699989550e+01,4.996562257301999921e+02,2.299477060819999963e+01
-7.850704931500000328e+01,4.996551098361999834e+02,2.299377410720000015e+01
-7.850305604099999357e+01,4.996553413601999978e+02,2.299477418520000072e+01
-7.850316981500000679e+01,4.996573345681999854e+02,2.299376712120000121e+01
-7.850422518700000296e+01,4.996582759372000169e+02,2.299376356519999831e+01
-7.850322659100000067e+01,4.996583294082000180e+02,2.299276359219999932e+01
-7.850411119100000690e+01,4.996562792011999932e+02,2.299377063520000064e+01
-7.850405441499999881e+01,4.996552843612000174e+02,2.299477416419999898e+01
-7.850317003700000384e+01,4.996573380962000215e+02,2.299476711519999839e+01
-7.850516656299990359e+01,4.996572205702000247e+02,2.299376707920000129e+01
-7.850510978699989550e+01,4.996562257301999921e+02,2.299477060819999963e+01
-7.850605138500000635e+01,4.996551738911999792e+02,2.299577411619999978e+01
-7.850505256700000700e+01,4.996552238342000010e+02,2.299377414920000007e+01
-7.850411119100000690e+01,4.996562792011999932e+02,2.299377063520000064e+01
-7.850411119100000690e+01,4.996562792011999932e+02,2.299377063520000064e+01
-7.850516656299990359e+01,4.996572205702000247e+02,2.299376707920000129e+01
-7.850416796700000077e+01,4.996572740412000257e+02,2.299276710619999875e+01
