TapeCenterLine,Weights
2.548895999999999940e-01,2.798724154984619794e-01
3.584384999999999932e-01,2.649761266235289847e-01
2.867507999999999724e-01,2.584186614243160207e-01
2.787855000000000194e-01,2.973235711586810215e-01
1.672713000000000116e-01,3.369688203977370122e-01
1.672713000000000116e-01,3.418378779278899993e-01
2.230283999999999878e-01,3.534734290398490186e-01
2.867507999999999724e-01,4.080185495536600149e-01
3.345426000000000233e-01,4.178683046944670076e-01
3.106466999999999978e-01,4.267276451104389801e-01
2.947160999999999809e-01,4.377949139680010204e-01
2.309936999999999963e-01,5.034970813919830146e-01
1.911672000000000093e-01,5.321520232079970381e-01
1.991324999999999901e-01,5.377555784337370026e-01
1.832019000000000009e-01,5.819856940643219900e-01
8.761829999999999619e-02,6.166073732975689836e-01
1.354101000000000055e-01,6.455041546607509506e-01
1.354101000000000055e-01,6.672613014776600515e-01
1.194795000000000024e-01,6.916535099980299917e-01
1.593059999999999962e-02,7.097762154242179822e-01
0.000000000000000000e+00,7.512508386509969549e-01
7.965299999999999811e-03,7.779338868152400055e-01
7.965299999999999811e-03,8.258859078894570382e-01
3.982650000000000079e-02,8.436500429477470364e-01
2.389590000000000117e-02,8.629054547090839744e-01
-2.389590000000000117e-02,8.938479833658139473e-01
-4.779180000000000234e-02,9.216089023700170246e-01
-2.389590000000000117e-02,9.298172034742500092e-01
-2.389590000000000117e-02,9.439813218813269957e-01
-3.186119999999999924e-02,9.685647472866549812e-01
-5.575709999999999694e-02,9.800225405067699569e-01
-9.558360000000000467e-02,9.889792146821679841e-01
-1.513406999999999947e-01,1.002349010811030006e+00
-1.832019000000000009e-01,1.007735601625449950e+00
-1.593060000000000032e-01,9.972335338138430538e-01
-1.991324999999999901e-01,1.002505778386429958e+00
-1.752365999999999924e-01,9.980936262884479993e-01
-2.230283999999999878e-01,9.944198126120480374e-01
-1.593060000000000032e-01,9.992586432314000122e-01
-1.513406999999999947e-01,1.003332853934630009e+00
-1.194795000000000024e-01,1.004304197657180042e+00
-1.274447999999999970e-01,9.998452301089030270e-01
-1.433753999999999862e-01,9.960065187899960204e-01
-9.558360000000000467e-02,9.980990024210819600e-01
-4.779180000000000234e-02,1.004706055812119914e+00
-4.779180000000000234e-02,9.927378073918839974e-01
-5.575709999999999694e-02,1.004856747641120096e+00
-2.389590000000000117e-02,1.001043282437489967e+00
2.389590000000000117e-02,9.965447011390620169e-01
2.389590000000000117e-02,9.995329804521020378e-01
-4.779180000000000234e-02,1.010024004808030007e+00
-2.389590000000000117e-02,1.001460006443529949e+00
-3.982650000000000079e-02,9.991430334250339662e-01
-1.593059999999999962e-02,1.001756302588100001e+00
-7.965299999999999811e-03,1.000175262972470058e+00
7.965299999999999811e-03,9.986510742553610376e-01
1.593059999999999962e-02,1.004839370140830024e+00
3.186119999999999924e-02,1.004627609303329949e+00
4.779180000000000234e-02,9.993217818825279597e-01
5.575709999999999694e-02,1.003748982252310018e+00
3.982650000000000079e-02,1.003913079814569898e+00
2.389590000000000117e-02,9.992484962141150451e-01
1.593059999999999962e-02,9.978154694591200302e-01
4.779180000000000234e-02,9.954221994783889471e-01
1.593059999999999962e-02,1.002740840196169936e+00
1.115141999999999939e-01,9.979673677709169910e-01
1.274447999999999970e-01,9.961806577216330005e-01
1.354101000000000055e-01,1.006443257434529892e+00
1.513406999999999947e-01,9.961707041701070020e-01
1.274447999999999970e-01,9.942502135428119558e-01
1.832019000000000009e-01,1.003885592150810080e+00
1.832019000000000009e-01,9.937979205861730003e-01
1.832019000000000009e-01,9.932766430961990078e-01
1.593060000000000032e-01,1.001912017319299908e+00
1.354101000000000055e-01,1.001117739258380102e+00
1.354101000000000055e-01,9.962256090159979927e-01
1.752365999999999924e-01,1.005417371730340070e+00
1.911672000000000093e-01,1.005050784705110001e+00
1.911672000000000093e-01,9.995118636726130212e-01
1.593060000000000032e-01,9.923093851180719849e-01
1.991324999999999901e-01,9.970228266948879536e-01
1.991324999999999901e-01,9.954701442024109781e-01
2.230283999999999878e-01,1.000144966333049945e+00
2.150631000000000070e-01,9.929124967480259523e-01
2.070977999999999986e-01,1.004290041205780026e+00
1.832019000000000009e-01,1.000911671395670055e+00
1.593060000000000032e-01,9.988822513049100404e-01
1.433753999999999862e-01,1.004178216055390038e+00
1.354101000000000055e-01,1.006308208643569957e+00
1.672713000000000116e-01,9.955259914277280187e-01
1.752365999999999924e-01,9.947812213741960008e-01
7.168769999999999309e-02,1.004081135190840079e+00
9.558360000000000467e-02,1.005322403033799938e+00
6.372239999999999849e-02,9.947555512744240547e-01
6.372239999999999849e-02,9.988507294926030067e-01
7.965300000000000158e-02,1.001623597253850084e+00
0.000000000000000000e+00,9.985384165199999718e-01
2.389590000000000117e-02,1.002981512828309940e+00
3.982650000000000079e-02,9.954933611414059635e-01
7.965300000000000158e-02,1.001510168667570033e+00
7.168769999999999309e-02,1.001241235285950104e+00
1.194795000000000024e-01,1.005440375107039985e+00
1.194795000000000024e-01,9.961082808436969582e-01
1.513406999999999947e-01,1.002238644520359934e+00
1.593060000000000032e-01,9.987870407481840296e-01
1.513406999999999947e-01,9.982219097273059560e-01
1.354101000000000055e-01,1.003352853344350093e+00
1.991324999999999901e-01,1.000433091855549961e+00
2.150631000000000070e-01,9.975158895206790444e-01
2.230283999999999878e-01,9.986452384430160034e-01
2.070977999999999986e-01,9.955356587462530493e-01
2.628549000000000024e-01,9.907135701015019613e-01
2.309936999999999963e-01,1.000379460068770099e+00
2.867507999999999724e-01,9.991818207385799733e-01
2.469243000000000132e-01,9.954574947005220276e-01
2.708202000000000109e-01,9.946396724148529600e-01
2.230283999999999878e-01,1.005968097472730083e+00
2.867507999999999724e-01,1.005529877171700059e+00
2.469243000000000132e-01,9.974750213694609791e-01
2.230283999999999878e-01,9.976606365491820227e-01
1.911672000000000093e-01,9.978338116378020484e-01
1.513406999999999947e-01,1.001494668785789965e+00
1.194795000000000024e-01,1.003228469674980028e+00
1.035488999999999993e-01,9.986951108678460143e-01
1.593060000000000032e-01,9.969605274812030071e-01
1.832019000000000009e-01,1.000439071575099925e+00
1.911672000000000093e-01,9.999777605603740183e-01
2.070977999999999986e-01,1.002906804798830098e+00
2.548895999999999940e-01,1.000262293574790018e+00
2.548895999999999940e-01,1.001391226380579980e+00
2.548895999999999940e-01,1.002155802811449892e+00
2.309936999999999963e-01,1.005158424022100094e+00
2.150631000000000070e-01,1.001142153241370014e+00
2.230283999999999878e-01,1.000456927137989949e+00
1.194795000000000024e-01,9.978672224099329746e-01
1.274447999999999970e-01,1.000406228370370076e+00
1.035488999999999993e-01,1.003991474486410018e+00
1.433753999999999862e-01,1.005191367385360079e+00
1.274447999999999970e-01,1.002397105482780049e+00
1.433753999999999862e-01,1.001388202796249960e+00
1.832019000000000009e-01,1.003826904265380016e+00
1.593060000000000032e-01,9.954131217276880328e-01
1.911672000000000093e-01,9.998449722621389757e-01
2.150631000000000070e-01,1.002693248501369983e+00
2.070977999999999986e-01,1.000806121055570097e+00
2.230283999999999878e-01,9.998112159141649968e-01
1.832019000000000009e-01,9.971300818149370082e-01
2.230283999999999878e-01,1.006407285858540002e+00
2.150631000000000070e-01,1.003168398063009947e+00
2.469243000000000132e-01,1.002614852446779947e+00
2.469243000000000132e-01,1.000604258072909980e+00
2.309936999999999963e-01,1.003448850667459924e+00
2.469243000000000132e-01,1.000387329923140056e+00
2.389590000000000047e-01,9.964004670737599545e-01
2.787855000000000194e-01,1.000375262575200042e+00
3.106466999999999978e-01,9.990407011971129680e-01
3.345426000000000233e-01,9.969738103461850409e-01
3.345426000000000233e-01,9.995679763111050553e-01
3.425078999999999763e-01,1.001896843470210019e+00
4.062302999999999886e-01,1.006203411267809988e+00
3.345426000000000233e-01,9.930062664025639529e-01
4.141955999999999971e-01,9.978214245719549957e-01
3.823344000000000187e-01,1.003788868960010072e+00
4.301262000000000141e-01,9.995974391727020514e-01
4.301262000000000141e-01,9.890223205492469916e-01
4.062302999999999886e-01,1.001270115076930090e+00
3.982649999999999801e-01,9.997460954868110372e-01
3.982649999999999801e-01,9.957289090694599887e-01
3.982649999999999801e-01,1.000608929780210099e+00
3.106466999999999978e-01,9.970049608269999641e-01
3.902997000000000272e-01,1.004259891864589971e+00
3.664038000000000017e-01,1.002161357774540074e+00
3.743691000000000102e-01,1.000861141769290086e+00
3.106466999999999978e-01,9.985905098166040217e-01
3.425078999999999763e-01,1.001935051939810029e+00
3.186120000000000063e-01,9.984961123321880461e-01
3.026813999999999893e-01,1.000740761399169898e+00
2.867507999999999724e-01,1.001415651848039934e+00
3.026813999999999893e-01,1.003528126931150011e+00
3.265773000000000148e-01,9.985467880022660392e-01
2.787855000000000194e-01,1.002423044162159993e+00
2.389590000000000047e-01,9.985364735959579852e-01
1.991324999999999901e-01,9.995110443438489645e-01
2.309936999999999963e-01,1.003506639729980110e+00
1.672713000000000116e-01,1.002523568131959975e+00
1.832019000000000009e-01,1.005439409939890005e+00
1.832019000000000009e-01,1.002901843457429942e+00
1.593060000000000032e-01,9.996302772996610297e-01
1.354101000000000055e-01,9.968619864796579577e-01
1.672713000000000116e-01,1.003205319679330021e+00
1.832019000000000009e-01,1.000037717712570107e+00
