x,Weights,y,Weights
-6.008028251000009590e+00,2.700381850000049822e-01,-7.492578167998540373e-01,2.700381850000049822e-01
-5.467951881000000292e+00,2.498948270000140026e-01,-8.404765988001370314e-01,2.498948270000140026e-01
-4.968162226999970343e+00,2.676642319999930075e-01,-9.278299008000769899e-01,2.676642319999930075e-01
-4.432833762999980109e+00,2.978418900000189828e-01,-8.481521278001760145e-01,2.978418900000189828e-01
-3.837149982999950026e+00,3.100562209999970231e-01,-7.729919668000210242e-01,3.100562209999970231e-01
-3.217037540999950096e+00,3.332940139999739926e-01,-8.274832148001109999e-01,3.332940139999739926e-01
-2.550449512999999779e+00,3.169147070000030153e-01,-8.714355737999990303e-01,3.169147070000030153e-01
-1.916620098999999966e+00,3.240606139999970270e-01,-8.503583997999160093e-01,3.240606139999970270e-01
-1.268498871000000028e+00,3.486750480000200270e-01,-8.515344547998889846e-01,3.486750480000200270e-01
-5.711487749999639707e-01,4.025779099999899913e-01,-9.079586197998990027e-01,4.025779099999899913e-01
2.340070450000160118e-01,4.054334440000100237e-01,-9.052552878000600378e-01,4.054334440000100237e-01
1.044873933000040056e+00,3.996666199999959757e-01,-8.622247478001550114e-01,3.996666199999959757e-01
1.844207173000030009e+00,4.158339709999929745e-01,-8.628055938000329661e-01,4.158339709999929745e-01
2.675875115000009963e+00,4.309951889999930064e-01,-9.034421098002100026e-01,4.309951889999930064e-01
3.537865492999999972e+00,4.402926220000150104e-01,-8.962409788000510469e-01,4.402926220000150104e-01
4.418450737000029882e+00,4.214788279999929776e-01,-8.638649478001529936e-01,4.214788279999929776e-01
5.261408393000020389e+00,4.505749459999929818e-01,-8.215574877999639591e-01,4.505749459999929818e-01
6.162558285000000247e+00,4.989539710000149841e-01,-7.809606217999770506e-01,4.989539710000149841e-01
7.160466227000029882e+00,5.196343490000050469e-01,-7.859861217998509453e-01,5.196343490000050469e-01
8.199734925000040420e+00,5.186130469999890025e-01,-8.487900758001960533e-01,5.186130469999890025e-01
9.236961019000020201e+00,5.339214220000060296e-01,-8.758009577999249506e-01,5.339214220000060296e-01
1.030480386300000006e+01,5.510346999999959916e-01,-8.601142088000419683e-01,5.510346999999959916e-01
1.140687326299999960e+01,5.619566869999840231e-01,-8.825170438000210504e-01,5.619566869999840231e-01
1.253078663700000028e+01,5.829545230000080513e-01,-9.366554828000059896e-01,5.829545230000080513e-01
1.369669568299999973e+01,6.056170080000009559e-01,-9.193374957999369546e-01,6.056170080000009559e-01
1.490792969900000031e+01,6.227389749999879820e-01,-8.713439158001390350e-01,6.227389749999879820e-01
1.615340764899999826e+01,6.389391750000149583e-01,-8.793052547998739810e-01,6.389391750000149583e-01
1.743128599899999998e+01,6.663958130000050550e-01,-8.933731217999250074e-01,6.663958130000050550e-01
1.876407762499999876e+01,6.575799980000079925e-01,-8.692632777999730331e-01,6.575799980000079925e-01
2.007923762100000076e+01,6.590339119999909512e-01,-8.521237598000079849e-01,6.590339119999909512e-01
2.139730544500000065e+01,6.844825389999990017e-01,-8.508300198000710024e-01,6.844825389999990017e-01
2.276627052299999932e+01,7.167751590000009942e-01,-8.287251878001029581e-01,7.167751590000009942e-01
