width_LLS_A,Weights,error_LLS_A
6.127496833887319916e+00,9.999533808369880372e-01,-2.225031661126797289e-01
6.166706961292240052e+00,1.001700902454669917e+00,-1.832930387077595924e-01
6.073595583340400061e+00,9.958307609350079970e-01,-2.764044166595995833e-01
6.091582589569900286e+00,9.906134501573400364e-01,-2.584174104300993591e-01
6.088605784116819741e+00,9.946439331894729730e-01,-2.613942158831799034e-01
6.072386399173500315e+00,1.002875566689160003e+00,-2.776136008264993293e-01
6.087018009566089738e+00,1.006970403915389944e+00,-2.629819904339099068e-01
6.048988555380010013e+00,1.010096016006710062e+00,-3.010114446199896321e-01
6.151066781508560233e+00,1.015780858321279956e+00,-1.989332184914394119e-01
6.150143090500299614e+00,1.000983294822529901e+00,-1.998569094997000306e-01
6.061571266288120263e+00,1.002708133655370037e+00,-2.884287337118793815e-01
6.139244223654830357e+00,1.004135088750010008e+00,-2.107557763451692878e-01
6.168455102474539764e+00,9.993959389659989867e-01,-1.815448975254598807e-01
6.079299369585600132e+00,9.935524872253319595e-01,-2.707006304143995123e-01
6.139354850433850430e+00,9.944570505066669952e-01,-2.106451495661492146e-01
6.139691283403339916e+00,9.973684711918340273e-01,-2.103087165966597283e-01
6.144593997017859799e+00,9.967650099568370337e-01,-2.054060029821398459e-01
6.146155922147220174e+00,9.989103272521600019e-01,-2.038440778527794706e-01
6.193349329225980249e+00,9.895710626704999902e-01,-1.566506707740193960e-01
6.152970371685119844e+00,9.928188210389390367e-01,-1.970296283148798011e-01
6.127463652638759584e+00,1.000277703981059974e+00,-2.225363473612400611e-01
6.222573097289170185e+00,1.007407935941150079e+00,-1.274269027108294594e-01
6.222983851588979931e+00,1.004144545542360101e+00,-1.270161484110197136e-01
6.166183778800060189e+00,1.000431583687050097e+00,-1.838162211999394557e-01
6.129904864109829710e+00,1.000162867722659943e+00,-2.200951358901699351e-01
6.124687429385439863e+00,1.000905399643390092e+00,-2.253125706145597817e-01
6.204099617945639800e+00,1.002736905630160047e+00,-1.459003820543598451e-01
6.176007372955040431e+00,9.986207311635439954e-01,-1.739926270449592138e-01
6.226495510417699997e+00,1.000574612301279975e+00,-1.235044895822996480e-01
6.206982066265450015e+00,9.999256926528240497e-01,-1.430179337345496293e-01
6.153246916363459995e+00,9.946173182146770264e-01,-1.967530836365396496e-01
6.044362462598400043e+00,9.924345866673499605e-01,-3.056375374015996016e-01
6.186135334875459968e+00,9.952098299627729627e-01,-1.638646651245396768e-01
6.148761560411419858e+00,9.976282885141199985e-01,-2.012384395885797872e-01
6.229068410241669795e+00,9.953889282928980453e-01,-1.209315897583298494e-01
6.240308933927919632e+00,9.984266453405169495e-01,-1.096910660720800124e-01
6.200944519366410113e+00,1.005722708686660027e+00,-1.490554806335895321e-01
6.090377025191619609e+00,1.007129004300920005e+00,-2.596229748083800359e-01
6.070673294380090290e+00,1.004608556901499972e+00,-2.793267056199093545e-01
6.056756028721950180e+00,1.003215045371609992e+00,-2.932439712780494645e-01
6.029172706456810360e+00,1.000477474212499995e+00,-3.208272935431892847e-01
6.092868574018350358e+00,9.942616680654500216e-01,-2.571314259816492864e-01
6.080662521447039559e+00,1.001955455700259900e+00,-2.693374785529600857e-01
6.065619797591540241e+00,1.004745043770469914e+00,-2.843802024084594038e-01
6.028432183947050049e+00,1.007582102628280074e+00,-3.215678160529495955e-01
5.969002326285440141e+00,9.956592400533389453e-01,-3.809976737145595038e-01
6.000620277549529646e+00,9.933695578533380255e-01,-3.493797224504699983e-01
6.111474985532310278e+00,9.892610478143130104e-01,-2.385250144676893669e-01
6.115511082642959728e+00,9.931387100091390030e-01,-2.344889173570399166e-01
6.066006357122909698e+00,9.952362666736159769e-01,-2.839936428770899468e-01
5.985528145640000020e+00,1.000944478741669919e+00,-3.644718543599996252e-01
5.963528471943320142e+00,1.004782955768660058e+00,-3.864715280566795030e-01
5.987251484336930218e+00,1.000010402851720048e+00,-3.627485156630694263e-01
6.023122328094819622e+00,1.008441363519829936e+00,-3.268776719051800228e-01
6.020986057380979695e+00,1.003428413538870023e+00,-3.290139426190199501e-01
6.135476847881919937e+00,1.005240561788310005e+00,-2.145231521180797074e-01
6.114629599686620232e+00,9.982293794586609703e-01,-2.353704003133794131e-01
6.037453201790920154e+00,9.976745319094030284e-01,-3.125467982090794905e-01
