x,Weights,y,Weights
-5.837281548999969871e+00,2.648023079999879958e-01,-7.730024608002850073e-01,2.648023079999879958e-01
-5.307676932999989994e+00,2.637316979999880240e-01,-8.387061058002700520e-01,2.637316979999880240e-01
-4.780213537000009616e+00,2.739108560000230175e-01,-8.844535257998700217e-01,2.739108560000230175e-01
-4.232391824999970353e+00,2.963308459999889899e-01,-8.130735487999349864e-01,2.963308459999889899e-01
-3.639730132999989820e+00,3.290843230000000119e-01,-7.551524478000150031e-01,3.290843230000000119e-01
-2.981561486999989796e+00,3.523942619999990145e-01,-8.095379738001039494e-01,3.523942619999990145e-01
-2.276772962999990213e+00,3.425447930000070085e-01,-8.383662038000350147e-01,3.425447930000070085e-01
-1.591683376999980082e+00,3.266137689999910054e-01,-8.203899288001820223e-01,3.266137689999910054e-01
-9.384558389999959616e-01,3.529833860000080037e-01,-8.232847808001789724e-01,3.529833860000080037e-01
-2.324890669999800097e-01,4.022636439999899838e-01,-8.551922357998480440e-01,4.022636439999899838e-01
5.720382210000010126e-01,4.238573850000120213e-01,-8.414821598000230551e-01,4.238573850000120213e-01
1.419752991000019948e+00,4.192754099999920214e-01,-8.122853438002269888e-01,4.192754099999920214e-01
2.258303811000009986e+00,4.201985300000070089e-01,-8.155715648001660156e-01,4.201985300000070089e-01
3.098700871000020118e+00,4.301539030000109953e-01,-8.336634107999429943e-01,4.301539030000109953e-01
3.959008677000050103e+00,4.432724849999820083e-01,-8.145353348001550531e-01,4.432724849999820083e-01
4.845553647000009789e+00,4.450122979999859840e-01,-7.988289247999770248e-01,4.450122979999859840e-01
5.735578242999980425e+00,4.844789010000279950e-01,-7.738950947998549657e-01,4.844789010000279950e-01
6.704536045000040190e+00,5.239285589999780335e-01,-7.455307997998940062e-01,5.239285589999780335e-01
7.752393162999990039e+00,5.293468940000010114e-01,-7.657798367998229772e-01,5.293468940000010114e-01
8.811086951000000056e+00,5.261283520000169522e-01,-8.354877537999529924e-01,5.261283520000169522e-01
9.863343655000029742e+00,5.456435320000070366e-01,-8.626102667999480111e-01,5.456435320000070366e-01
1.095463071900000074e+01,5.713705789999820039e-01,-8.365102537999860033e-01,5.713705789999820039e-01
