time,width_CAM,center_CAM,error_CAM,width_LLS_B,center_LLS_B,width error_LLS_B,width_LLS_A,center_LLS_A,width error_LLS_A,x,y,z,error_LT,z error
7.200999999993655,6.1492116,0.27082019999999996,12.499211599999999,6.39929074194945,0.07750000000000012,0.04929074194945038,6.04163996897768,-1.9535,-0.30836003102231935,221.96310308399995,324.0527203982,0.0400288012000407,-0.9472796018000054,4.040028801200041
7.216999999996915,6.1173504,0.23895900000000014,12.4673504,6.37537340082916,0.09050000000000002,0.025373400829160175,6.0966204316406,-1.9410000000000003,-0.25337956835939934,223.97499645199997,324.0593406132,0.0214528842000343,-0.9406593868000073,4.021452884200034
7.23399999999674,6.1173504,0.25488960000000005,12.4673504,6.36532175149065,0.13549999999999995,0.015321751490650293,6.08524598967935,-1.984,-0.26475401032065005,227.98642193799995,324.0259210822,0.0184631412000156,-0.9740789178,4.018463141200016
7.249999999992724,6.1492116,0.25488960000000005,12.499211599999999,6.40445095226749,0.06499999999999995,0.05445095226749075,6.09965128834338,-1.9699999999999998,-0.25034871165661965,231.98312903399997,324.0397709792,0.024303412200011,-0.9602290207999999,4.024303412200011
7.265999999995984,6.1651422,0.27878550000000013,12.5151422,6.41437113051622,0.04600000000000004,0.06437113051622045,6.13136561120436,-1.9789999999999999,-0.2186343887956399,233.96649173399996,324.0548776862,0.0336913892000252,-0.9451223138000273,4.033691389200025
7.281999999999243,6.1492116,0.36640380000000006,12.499211599999999,6.34839704177362,0.09099999999999997,-0.0016029582263792364,6.16416747324805,-2.0235,-0.18583252675195006,235.97458778999996,324.0753710882,0.0340658052000256,-0.9246289118000277,4.034065805200026
7.298999999991793,6.1173504,0.36640380000000006,12.4673504,6.3331895597716,0.08450000000000002,-0.016810440228399948,6.12910767498226,-2.0225,-0.22089232501773992,239.97665255999996,324.0655481252,0.0569908982000162,-0.9344518748000041,4.0569908982000165
7.314999999995052,6.1492116,0.4301262000000001,12.499211599999999,6.3362840845404,0.09699999999999998,-0.013715915459600048,6.09762262678128,-1.9745,-0.25237737321872,243.96939841199995,324.0610683152,0.0418948201999969,-0.9389316848000249,4.041894820199997
7.330999999998312,6.1810728,0.35047320000000015,12.5310728,6.34731265970096,0.10350000000000015,-0.002687340299039498,6.12891869178802,-1.9769999999999999,-0.22108130821197935,247.97012632999997,324.0220370112,0.0409225091999881,-0.9779629888000159,4.040922509199988
7.346999999994296,6.1810728,0.38233439999999996,12.5310728,6.31118253578519,0.0714999999999999,-0.03881746421480958,6.15239210144909,-1.9415,-0.19760789855090977,249.98361546199996,324.0357915522,0.031321835199996,-0.9642084477999902,4.031321835199996
7.363999999994121,6.1810728,0.38233439999999996,12.5310728,6.31518242016808,0.08450000000000002,-0.03481757983191969,6.10566957855067,-1.9725,-0.24433042144932937,255.99169912799994,324.0302218502,0.0276780032000019,-0.9697781497999927,4.027678003200002
7.379999999997381,6.2288646,0.39029970000000014,12.5788646,6.35011976265015,0.040000000000000036,0.0001197626501507898,6.09411983453724,-1.9794999999999998,-0.2558801654627594,258.00553024799996,324.0379861832,0.018098539200011,-0.9620138167999812,4.018098539200011
7.395999999993364,6.1651422,0.4062302999999998,12.5151422,6.36213863413868,-0.016999999999999904,0.012138634138680438,6.21850362591532,-1.9609999999999999,-0.13149637408467996,260.004953518,324.0349471312,0.0185540502000099,-0.9650528688000009,4.01855405020001
7.411999999996624,6.212934,0.38233439999999996,12.562933999999998,6.37423728770745,0.014000000000000012,0.02423728770745015,6.20336451388748,-1.9760000000000002,-0.14663548611251986,262.00414790799994,324.0359156632,0.0229953972000301,-0.9640843367999992,4.02299539720003
7.428999999996449,6.2288646,0.3743691,12.5788646,6.31031449295517,0.008000000000000007,-0.03968550704482965,6.18063690803216,-2.0415,-0.16936309196783927,267.98613226399993,324.0488883462,0.0192803402000346,-0.9511116538000124,4.0192803402000346
7.444999999992433,6.1810728,0.39826499999999987,12.5310728,6.25917646340156,0.020499999999999963,-0.09082353659843978,6.12707811279088,-2.0425,-0.22292188720911987,269.97811292999995,324.0534054932,0.0107074782000198,-0.946594506800011,4.01070747820002
