width_LLS_B,Weights,error_LLS_B
6.166301727940339816e+00,9.937681453543050214e-01,-1.836982720596598284e-01
6.178281719054259824e+00,9.942786018843380313e-01,-1.717182809457398207e-01
6.149421517508780077e+00,9.965725009651580368e-01,-2.005784824912195674e-01
6.161117187653550431e+00,9.955133470128849638e-01,-1.888828123464492137e-01
6.223243045229709836e+00,1.005357949303979925e+00,-1.267569547702898092e-01
6.259184052254740394e+00,1.001061943822409983e+00,-9.081594774525925118e-02
6.310190250697679915e+00,1.002913455336279958e+00,-3.980974930231973019e-02
6.322222156805310078e+00,1.003951775568270088e+00,-2.777784319468956653e-02
6.321091440566259934e+00,1.006360497333860016e+00,-2.890855943373971115e-02
6.311314443125139562e+00,1.007210341963189926e+00,-3.868555687486008310e-02
6.326120217005049895e+00,1.005540186791860080e+00,-2.387978299494974976e-02
6.314410502968589967e+00,1.005580710437870007e+00,-3.558949703140967813e-02
6.354181300529599952e+00,1.005742312085289969e+00,4.181300529600306959e-03
6.317230801545879793e+00,9.933619316068540428e-01,-3.276919845411985222e-02
6.279258714211420234e+00,1.001982928831889996e+00,-7.074128578857941108e-02
6.279168495907719638e+00,9.996029159933450536e-01,-7.083150409228000655e-02
6.278223713758530167e+00,9.894096965365110075e-01,-7.177628624146947800e-02
6.304091687150499723e+00,9.878045729802830133e-01,-4.590831284949992153e-02
6.289249319274920147e+00,9.943281650506610170e-01,-6.075068072507949779e-02
6.273436458592690279e+00,9.968530833360139676e-01,-7.656354140730936564e-02
6.323584821918659671e+00,9.892345532713270329e-01,-2.641517808133997391e-02
6.362385087370929782e+00,9.984880041678380058e-01,1.238508737093013679e-02
6.347229710669060054e+00,9.975636474362380435e-01,-2.770289330939590400e-03
6.334409206863729658e+00,9.984064015774369860e-01,-1.559079313626998697e-02
6.321344556342419985e+00,1.002446704870670002e+00,-2.865544365757966006e-02
6.347364256130259896e+00,1.001312613846669919e+00,-2.635743869739748391e-03
6.320376650168880062e+00,1.001345860542389943e+00,-2.962334983111958309e-02
6.321365754328730269e+00,1.004424285158320052e+00,-2.863424567126937603e-02
6.334181872980909844e+00,1.003757795579170109e+00,-1.581812701908980046e-02
6.335145933599320323e+00,9.988175643466700171e-01,-1.485406640067932216e-02
6.335597367257490120e+00,9.942784313893330284e-01,-1.440263274250952463e-02
6.346221316657650213e+00,9.950468820238930201e-01,-3.778683342349431484e-03
6.360302194078520266e+00,9.953920609944020281e-01,1.030219407852062119e-02
6.347343144970190032e+00,1.004602150563759899e+00,-2.656855029809612745e-03
6.336181815573159959e+00,9.932276438474000324e-01,-1.381818442683968584e-02
6.324284623576009956e+00,9.988898715642520187e-01,-2.571537642398968870e-02
6.284215145903269573e+00,1.002363701194799894e+00,-6.578485409673007211e-02
6.260134263735880111e+00,1.001601838546440026e+00,-8.986573626411953342e-02
6.299120732292720071e+00,9.982388341376270402e-01,-5.087926770727957404e-02
6.274286891751129858e+00,1.007182770905590052e+00,-7.571310824886978708e-02
6.287231902832919772e+00,1.003239197363489987e+00,-6.276809716707987263e-02
6.289267445418420088e+00,9.970202332126020250e-01,-6.073255458157955644e-02
6.288223357992300144e+00,1.000044556433629994e+00,-6.177664200769950043e-02
6.261097827058770271e+00,9.968273245879579747e-01,-8.890217294122937375e-02
6.301266936101029614e+00,9.952564141568820411e-01,-4.873306389897003044e-02
6.312481920766190413e+00,9.992023997677470515e-01,-3.751807923380923171e-02
6.325174622095420141e+00,9.942830404287740231e-01,-2.482537790457950422e-02
6.298356372896029676e+00,9.992841586179289637e-01,-5.164362710396996903e-02
6.312266470927860418e+00,1.000842382759689952e+00,-3.773352907213922691e-02
6.323205674339559934e+00,1.003712795290840010e+00,-2.679432566043971065e-02
6.312182506867180187e+00,1.000781641415400047e+00,-3.781749313281945746e-02
6.235260539865199902e+00,1.001491699714780026e+00,-1.147394601347997423e-01
6.197149183293880093e+00,9.984418966181299870e-01,-1.528508167061195522e-01
6.174110867161360261e+00,9.999382964211660507e-01,-1.758891328386393837e-01
6.161263669086070038e+00,1.008081824215570022e+00,-1.887363309139296064e-01
6.187227004078639681e+00,9.975719838419999652e-01,-1.627729959213599642e-01
6.238427125486039948e+00,9.935400345834519698e-01,-1.115728745139596967e-01
6.248370027455160347e+00,9.948208843591229700e-01,-1.016299725448392977e-01
6.246242150285239880e+00,1.000749255612890076e+00,-1.037578497147597645e-01
6.246462358807580273e+00,1.003905756776509950e+00,-1.035376411924193718e-01
6.234260581656820399e+00,9.938647119353459791e-01,-1.157394183431792456e-01
6.206093134976300441e+00,9.968541695668200475e-01,-1.439068650236992042e-01
6.218201026020309996e+00,1.005004725632530072e+00,-1.317989739796896487e-01
6.206142118901239790e+00,1.006608561681249903e+00,-1.438578810987598544e-01
6.220135127149569954e+00,9.976507416791829952e-01,-1.298648728504296912e-01
6.233177199470589791e+00,9.973504967402490040e-01,-1.168228005294098537e-01
6.232415903965329740e+00,1.010627396686659907e+00,-1.175840960346699049e-01
6.258511324588299729e+00,1.006627851015809982e+00,-9.148867541169991568e-02
6.283336215737620023e+00,9.993780740032079946e-01,-6.666378426237962174e-02
6.246525194057889863e+00,9.979969390149989739e-01,-1.034748059421097821e-01
6.244269372792950357e+00,9.984952793900500057e-01,-1.057306272070492881e-01
6.231339021430310154e+00,9.951439051828350202e-01,-1.186609785696894903e-01
6.244278741375979713e+00,1.007648447014140025e+00,-1.057212586240199315e-01
6.204330100824750005e+00,1.004570110299739971e+00,-1.456698991752496397e-01
6.179186435122350218e+00,1.006141199221880056e+00,-1.708135648776494264e-01
6.167443960021040006e+00,1.002089099531179972e+00,-1.825560399789596389e-01
6.164210979517170230e+00,1.007128661927070068e+00,-1.857890204828294145e-01
6.214110153513540347e+00,1.003456873918409986e+00,-1.358898464864592981e-01
6.225185057490260299e+00,9.946797336981679782e-01,-1.248149425097393461e-01
6.250337990860970194e+00,1.006384810667170004e+00,-9.966200913902945047e-02
6.223192910395759725e+00,1.002581304104910087e+00,-1.268070896042399198e-01
6.248426441913199625e+00,1.003230112193350010e+00,-1.015735580868000199e-01
6.261183993463220077e+00,9.989887127589860416e-01,-8.881600653677956814e-02
6.236082103372280194e+00,9.998272002132480019e-01,-1.139178966277194505e-01
6.225451790834140020e+00,1.003414004347590094e+00,-1.245482091658596246e-01
6.224185087222259938e+00,1.004861392786819962e+00,-1.258149127777397069e-01
6.184082793753650442e+00,1.001362017529259907e+00,-1.659172062463492026e-01
6.212329675733569978e+00,9.977151291381249898e-01,-1.376703242664296667e-01
6.236109764909530284e+00,9.993952268276280471e-01,-1.138902350904693606e-01
6.286400957622729990e+00,9.999118488030660501e-01,-6.359904237726965448e-02
6.339189380354559589e+00,9.976221928629279700e-01,-1.081061964544005605e-02
6.314230911203679852e+00,1.002680371837070039e+00,-3.576908879631979232e-02
6.265259292319830031e+00,9.979460830644539815e-01,-8.474070768016961352e-02
6.251224680012709811e+00,9.959140732493809711e-01,-9.877531998728983353e-02
6.275241031227410282e+00,9.982322979231319504e-01,-7.475896877258936257e-02
6.249288039448970267e+00,9.967860174436180554e-01,-1.007119605510293781e-01
6.323120274041920119e+00,1.001119148033349893e+00,-2.687972595807952558e-02
6.359138699540999973e+00,9.958416136938009755e-01,9.138699541000327997e-03
6.295206589143839793e+00,1.005330431754090093e+00,-5.479341085615985207e-02
6.245109606724289719e+00,1.003636989515559907e+00,-1.048903932757099255e-01
6.233349420656599804e+00,9.938384949586700490e-01,-1.166505793433998406e-01
6.244162153563920015e+00,1.000410649355210069e+00,-1.058378464360796301e-01
6.258348024838499946e+00,9.999876806119539774e-01,-9.165197516149969914e-02
6.283175789360029739e+00,1.004774000111650079e+00,-6.682421063996990540e-02
6.245103762148390025e+00,9.922155422930689639e-01,-1.048962378516096194e-01
6.256380503134380433e+00,9.939730997044089467e-01,-9.361949686561921169e-02
6.279379109434310102e+00,9.950742735475870404e-01,-7.062089056568954248e-02
6.230318531182819974e+00,1.005839427807670106e+00,-1.196814688171796703e-01
6.240308005218969889e+00,9.983200665658350514e-01,-1.096919947810297558e-01
6.242298054402719565e+00,9.995416825056749888e-01,-1.077019455972800799e-01
6.252369790727350107e+00,1.006809392443509976e+00,-9.763020927264953741e-02
6.264326939105269609e+00,1.000133147049490079e+00,-8.567306089473003539e-02
6.239208443384470115e+00,9.996145690397429950e-01,-1.107915566155295295e-01
6.226328934452469710e+00,1.000627476018119966e+00,-1.236710655475299347e-01
6.161211082246739856e+00,1.007307544052070014e+00,-1.887889177532597884e-01
6.111083782767179784e+00,9.972776321902949714e-01,-2.389162172328198608e-01
6.136303203069419787e+00,1.000889098599720084e+00,-2.136967969305798576e-01
6.134123979836079599e+00,9.953410943772069697e-01,-2.158760201639200460e-01
6.200193626008790204e+00,9.966369453762150554e-01,-1.498063739912094405e-01
6.251199964806760434e+00,1.001079017921270076e+00,-9.880003519323921068e-02
6.276379290642020159e+00,9.974056517289999757e-01,-7.362070935797948579e-02
6.275086772308410055e+00,1.003905283669080051e+00,-7.491322769158959005e-02
