width_LLS_B,Weights,error_LLS_B
6.205429396907200079e+00,9.945786045462370328e-01,-1.445706030927995656e-01
6.194478589841120098e+00,9.943632356617180257e-01,-1.555214101588795472e-01
6.235370798918060231e+00,9.978310155648080215e-01,-1.146292010819394136e-01
6.262347802541789576e+00,9.982756432825440340e-01,-8.765219745821006825e-02
6.274659911102750343e+00,1.001587177833169973e+00,-7.534008889724930214e-02
6.299276307640430339e+00,9.998358427679819860e-01,-5.072369235956930567e-02
6.312366275811309713e+00,9.933867475440709693e-01,-3.763372418868993208e-02
6.361237772635130128e+00,9.970609745027060322e-01,1.123777263513048297e-02
6.387428668877640270e+00,9.888067996828889816e-01,3.742866887764062511e-02
6.387405811438630288e+00,1.000518127818319947e+00,3.740581143863064284e-02
6.387151556053759727e+00,1.003130290647390011e+00,3.715155605376008197e-02
6.387662561532190253e+00,1.005266213082260052e+00,3.766256153219060820e-02
6.363292386807319900e+00,1.001259612177610059e+00,1.329238680732025557e-02
6.363220725387419563e+00,1.001370000291200046e+00,1.322072538741991821e-02
6.364515456812090299e+00,9.991719982397569977e-01,1.451545681209065464e-02
6.352374752799139657e+00,1.000570710339470093e+00,2.374752799140011916e-03
6.313613307766010152e+00,1.002046370284779941e+00,-3.638669223398949271e-02
6.325398485471089849e+00,9.962443257768079929e-01,-2.460151452890979584e-02
6.297206523530889832e+00,9.932305694793840400e-01,-5.279347646910981240e-02
6.309433968273220117e+00,9.942421657251300227e-01,-4.056603172677952784e-02
6.295223109628439673e+00,9.987989261685350506e-01,-5.477689037155997198e-02
6.319469123272940081e+00,9.981757030486559934e-01,-3.053087672705956379e-02
6.317334406219130116e+00,9.974769446230700165e-01,-3.266559378086952847e-02
6.332432392059150317e+00,1.005077100617340013e+00,-1.756760794084932797e-02
6.320313995364469584e+00,1.002911541370790083e+00,-2.968600463553006108e-02
6.333181901698390348e+00,1.000101625619699952e+00,-1.681809830160929664e-02
6.323160127657690310e+00,9.959916199621520194e-01,-2.683987234230933439e-02
6.310494513110680437e+00,1.010319686208130063e+00,-3.950548688931920793e-02
6.337397730930259598e+00,1.006564279897500080e+00,-1.260226906974004635e-02
6.323239201548520150e+00,9.933245398717339691e-01,-2.676079845147949499e-02
6.322444859387860383e+00,9.929881164813859629e-01,-2.755514061213926169e-02
6.279191189954319796e+00,9.941291992018029822e-01,-7.080881004567984860e-02
6.290214940683659606e+00,9.986429385315860330e-01,-5.978505931634003900e-02
6.288258343929579830e+00,1.005452262491070003e+00,-6.174165607041981474e-02
6.273413185818389692e+00,9.962376109430599591e-01,-7.658681418160995236e-02
6.274575762551600100e+00,9.932028784551849565e-01,-7.542423744839954480e-02
6.287629919134870349e+00,1.004129824526120096e+00,-6.237008086512929594e-02
6.262618302275810400e+00,1.007058970082850058e+00,-8.738169772418924452e-02
6.250474302003009797e+00,1.008002790201020016e+00,-9.952569799698984809e-02
6.265250274330630198e+00,1.007310008501780096e+00,-8.474972566936944673e-02
6.305355977262509626e+00,9.954876763289910446e-01,-4.464402273749001893e-02
6.280346805710649960e+00,1.007912974578359933e+00,-6.965319428934968471e-02
6.279121116844300410e+00,9.971553179955280344e-01,-7.087888315569923492e-02
6.252208009975359637e+00,9.926118883910709512e-01,-9.779199002464000756e-02
6.301366915201810137e+00,9.979116348687949722e-01,-4.863308479818950758e-02
6.351503837674980169e+00,9.957742510738519792e-01,1.503837674980523786e-03
6.337221630967309949e+00,9.979965013583409483e-01,-1.277836903268969593e-02
6.310167668136879904e+00,1.001396583632139903e+00,-3.983233186311974094e-02
6.258618697444349621e+00,9.964999721962639612e-01,-9.138130255565002358e-02
6.244338315626399627e+00,1.006383305462400068e+00,-1.056616843736000178e-01
6.282154089163999977e+00,9.981790886930239637e-01,-6.784591083599966765e-02
6.309532867019550295e+00,1.003978251176079972e+00,-4.046713298044934959e-02
