center_CAM,Weights,error_CAM
3.425078999999999763e-01,3.530051615716839897e-01,3.425078999999999763e-01
2.787855000000000194e-01,3.400932576967150012e-01,2.787855000000000194e-01
4.062302999999999886e-01,3.271821484004460157e-01,4.062302999999999886e-01
3.982649999999999801e-01,3.142702445254780264e-01,3.982649999999999801e-01
4.221609000000000056e-01,3.013591352292089853e-01,4.221609000000000056e-01
3.902997000000000272e-01,2.884472313542409960e-01,3.902997000000000272e-01
3.345426000000000233e-01,2.755361220579720105e-01,3.345426000000000233e-01
3.425078999999999763e-01,2.626250127617040242e-01,3.425078999999999763e-01
3.902997000000000272e-01,2.737393023487489918e-01,3.902997000000000272e-01
4.460567999999999755e-01,3.079482466227850268e-01,4.460567999999999755e-01
4.460567999999999755e-01,3.288137205135490126e-01,4.460567999999999755e-01
3.504731999999999847e-01,3.322249872586530151e-01,3.504731999999999847e-01
3.823344000000000187e-01,3.683470433563679758e-01,3.823344000000000187e-01
3.345426000000000233e-01,3.888514951943650155e-01,3.345426000000000233e-01
3.823344000000000187e-01,4.012982815391850089e-01,3.823344000000000187e-01
3.504731999999999847e-01,4.225892437803560053e-01,3.504731999999999847e-01
3.345426000000000233e-01,4.145368475127639840e-01,3.345426000000000233e-01
2.867507999999999724e-01,4.737161287359720196e-01,2.867507999999999724e-01
3.265773000000000148e-01,5.009870151183579701e-01,3.265773000000000148e-01
2.708202000000000109e-01,5.156337627308820171e-01,2.708202000000000109e-01
2.389590000000000047e-01,5.424713313239899470e-01,2.389590000000000047e-01
2.389590000000000047e-01,5.917003286077350266e-01,2.389590000000000047e-01
2.469243000000000132e-01,6.111359463296589523e-01,2.469243000000000132e-01
1.911672000000000093e-01,6.090172679563390368e-01,1.911672000000000093e-01
1.672713000000000116e-01,6.339376975038859552e-01,1.672713000000000116e-01
1.513406999999999947e-01,6.671551601940439724e-01,1.513406999999999947e-01
1.832019000000000009e-01,6.926208859341620450e-01,1.832019000000000009e-01
1.115141999999999939e-01,7.075014439969870006e-01,1.115141999999999939e-01
7.168769999999999309e-02,7.540623685153330369e-01,7.168769999999999309e-02
4.779180000000000234e-02,7.787290025181550224e-01,4.779180000000000234e-02
4.779180000000000234e-02,8.023974612637719828e-01,4.779180000000000234e-02
-7.965299999999999811e-03,8.303291804506039986e-01,-7.965299999999999811e-03
-8.761829999999999619e-02,8.608147001147600230e-01,-8.761829999999999619e-02
-1.115141999999999939e-01,8.723721495865239817e-01,-1.115141999999999939e-01
-9.558360000000000467e-02,8.989352599033280100e-01,-9.558360000000000467e-02
-1.115141999999999939e-01,9.172839321556870429e-01,-1.115141999999999939e-01
-1.274447999999999970e-01,9.331640526257289903e-01,-1.274447999999999970e-01
-1.832019000000000009e-01,9.407753951816579807e-01,-1.832019000000000009e-01
-1.433753999999999862e-01,9.717223959884160323e-01,-1.433753999999999862e-01
-1.752365999999999924e-01,9.887188086759830519e-01,-1.752365999999999924e-01
-1.672713000000000116e-01,9.829416671040089870e-01,-1.672713000000000116e-01
-2.070977999999999986e-01,1.003708082157040105e+00,-2.070977999999999986e-01
-1.115141999999999939e-01,9.969272729166139824e-01,-1.115141999999999939e-01
-1.115141999999999939e-01,9.982003460636069692e-01,-1.115141999999999939e-01
-1.035488999999999993e-01,9.857784951423540498e-01,-1.035488999999999993e-01
-1.752365999999999924e-01,9.902094989968339700e-01,-1.752365999999999924e-01
-1.911672000000000093e-01,9.975294139719329545e-01,-1.911672000000000093e-01
-2.230283999999999878e-01,9.989751522711579623e-01,-2.230283999999999878e-01
-1.991324999999999901e-01,1.007422082863469903e+00,-1.991324999999999901e-01
-2.389590000000000047e-01,1.008761243394590057e+00,-2.389590000000000047e-01
-2.150631000000000070e-01,1.002338849082750061e+00,-2.150631000000000070e-01
-2.070977999999999986e-01,9.995270004332359459e-01,-2.070977999999999986e-01
-2.469243000000000132e-01,1.001231746640159903e+00,-2.469243000000000132e-01
-2.548895999999999940e-01,9.934311303302699736e-01,-2.548895999999999940e-01
-1.991324999999999901e-01,9.951955190720319644e-01,-1.991324999999999901e-01
-2.309936999999999963e-01,1.003508537613230001e+00,-2.309936999999999963e-01
-1.593060000000000032e-01,1.004708174110529928e+00,-1.593060000000000032e-01
-2.309936999999999963e-01,9.980634194937869630e-01,-2.309936999999999963e-01
-1.991324999999999901e-01,1.001618324870660048e+00,-1.991324999999999901e-01
-2.309936999999999963e-01,1.001102911452159905e+00,-2.309936999999999963e-01
-1.593060000000000032e-01,9.998865772796590168e-01,-1.593060000000000032e-01
-1.593060000000000032e-01,9.906747612501050071e-01,-1.593060000000000032e-01
-1.991324999999999901e-01,9.970893790707869853e-01,-1.991324999999999901e-01
-1.991324999999999901e-01,1.001643944343860060e+00,-1.991324999999999901e-01
-2.389590000000000047e-01,9.997134555598560235e-01,-2.389590000000000047e-01
-2.389590000000000047e-01,9.955360928663159470e-01,-2.389590000000000047e-01
-1.991324999999999901e-01,1.007667602740770052e+00,-1.991324999999999901e-01
-1.593060000000000032e-01,9.976875013982039464e-01,-1.593060000000000032e-01
-1.832019000000000009e-01,9.957066046532569992e-01,-1.832019000000000009e-01
-1.593060000000000032e-01,1.004483288270940022e+00,-1.593060000000000032e-01
-1.752365999999999924e-01,1.002608341558719918e+00,-1.752365999999999924e-01
-1.752365999999999924e-01,9.954768549060769578e-01,-1.752365999999999924e-01
-1.752365999999999924e-01,9.937748792863130287e-01,-1.752365999999999924e-01
-2.548895999999999940e-01,1.000744526192119954e+00,-2.548895999999999940e-01
-2.309936999999999963e-01,9.960387236166370339e-01,-2.309936999999999963e-01
-2.389590000000000047e-01,9.943441404888859747e-01,-2.389590000000000047e-01
-2.230283999999999878e-01,1.005289724547079988e+00,-2.230283999999999878e-01
-2.389590000000000047e-01,1.006168786321449904e+00,-2.389590000000000047e-01
-2.230283999999999878e-01,9.953633619754740369e-01,-2.230283999999999878e-01
-2.947160999999999809e-01,1.004309771106230098e+00,-2.947160999999999809e-01
-3.106466999999999978e-01,9.973843371899400179e-01,-3.106466999999999978e-01
-3.265773000000000148e-01,9.942260613766900068e-01,-3.265773000000000148e-01
-2.628549000000000024e-01,1.004465384992369925e+00,-2.628549000000000024e-01
-2.787855000000000194e-01,1.007833126282559943e+00,-2.787855000000000194e-01
-2.230283999999999878e-01,1.003406222742249998e+00,-2.230283999999999878e-01
-2.469243000000000132e-01,1.005125290998790000e+00,-2.469243000000000132e-01
-1.832019000000000009e-01,1.008225941019539995e+00,-1.832019000000000009e-01
-2.628549000000000024e-01,1.006153593498769983e+00,-2.628549000000000024e-01
-2.309936999999999963e-01,1.006680037185839982e+00,-2.309936999999999963e-01
-2.548895999999999940e-01,9.983683625230419523e-01,-2.548895999999999940e-01
-2.070977999999999986e-01,9.980787183257590067e-01,-2.070977999999999986e-01
-1.911672000000000093e-01,1.001824478183749978e+00,-1.911672000000000093e-01
-1.513406999999999947e-01,9.979837870333400085e-01,-1.513406999999999947e-01
-1.911672000000000093e-01,9.987421149334430037e-01,-1.911672000000000093e-01
-1.672713000000000116e-01,1.002261705125570002e+00,-1.672713000000000116e-01
-1.593060000000000032e-01,9.979273685779259662e-01,-1.593060000000000032e-01
-1.274447999999999970e-01,9.965054609088449533e-01,-1.274447999999999970e-01
-2.150631000000000070e-01,9.990922625856010209e-01,-2.150631000000000070e-01
-1.513406999999999947e-01,9.997148225722299886e-01,-1.513406999999999947e-01
-1.752365999999999924e-01,1.002423664068480047e+00,-1.752365999999999924e-01
-1.593060000000000032e-01,1.000132583855950053e+00,-1.593060000000000032e-01
-1.672713000000000116e-01,9.989502497594190400e-01,-1.672713000000000116e-01
-1.115141999999999939e-01,1.000475700023520043e+00,-1.115141999999999939e-01
-1.354101000000000055e-01,9.980343661768340535e-01,-1.354101000000000055e-01
-8.761829999999999619e-02,9.966947735509720241e-01,-8.761829999999999619e-02
-9.558360000000000467e-02,1.000055103317339933e+00,-9.558360000000000467e-02
-6.372239999999999849e-02,1.004430982164520092e+00,-6.372239999999999849e-02
-6.372239999999999849e-02,9.932195164545689625e-01,-6.372239999999999849e-02
-4.779180000000000234e-02,9.960784070477269880e-01,-4.779180000000000234e-02
-7.965300000000000158e-02,1.007757331634610010e+00,-7.965300000000000158e-02
-7.965300000000000158e-02,9.979898379990009838e-01,-7.965300000000000158e-02
-2.389590000000000117e-02,9.941808547565209597e-01,-2.389590000000000117e-02
-2.389590000000000117e-02,1.004169009312269933e+00,-2.389590000000000117e-02
4.779180000000000234e-02,1.001316796671400056e+00,4.779180000000000234e-02
3.982650000000000079e-02,9.950518866168760468e-01,3.982650000000000079e-02
2.389590000000000117e-02,9.996098010686129687e-01,2.389590000000000117e-02
-7.965299999999999811e-03,1.005080788179010032e+00,-7.965299999999999811e-03
3.982650000000000079e-02,9.936025837493690505e-01,3.982650000000000079e-02
4.779180000000000234e-02,9.961526872525729992e-01,4.779180000000000234e-02
4.779180000000000234e-02,9.972844675915899515e-01,4.779180000000000234e-02
3.982650000000000079e-02,1.000207194384689968e+00,3.982650000000000079e-02
3.982650000000000079e-02,1.001132689767199935e+00,3.982650000000000079e-02
6.372239999999999849e-02,1.007115734901059989e+00,6.372239999999999849e-02
5.575709999999999694e-02,9.973891167751940401e-01,5.575709999999999694e-02
6.372239999999999849e-02,1.001012999022800054e+00,6.372239999999999849e-02
7.168769999999999309e-02,1.002633612887759984e+00,7.168769999999999309e-02
1.433753999999999862e-01,1.007971537220790026e+00,1.433753999999999862e-01
1.752365999999999924e-01,9.989464639877769780e-01,1.752365999999999924e-01
1.194795000000000024e-01,1.001955127234140042e+00,1.194795000000000024e-01
1.593060000000000032e-01,1.003372713289170104e+00,1.593060000000000032e-01
1.593060000000000032e-01,1.004779204115380020e+00,1.593060000000000032e-01
2.150631000000000070e-01,1.005164003345450086e+00,2.150631000000000070e-01
1.911672000000000093e-01,9.998468147385130012e-01,1.911672000000000093e-01
2.389590000000000047e-01,9.968171349075389820e-01,2.389590000000000047e-01
2.548895999999999940e-01,9.998771629493700130e-01,2.548895999999999940e-01
2.548895999999999940e-01,1.004014283132319996e+00,2.548895999999999940e-01
3.026813999999999893e-01,9.933264148077649569e-01,3.026813999999999893e-01
2.628549000000000024e-01,9.906163499632809621e-01,2.628549000000000024e-01
2.787855000000000194e-01,1.001922314547720072e+00,2.787855000000000194e-01
2.469243000000000132e-01,1.003191527504160074e+00,2.469243000000000132e-01
2.469243000000000132e-01,9.984814601110689747e-01,2.469243000000000132e-01
