width_LLS_B,Weights,error_LLS_B
6.210329781903699775e+00,9.972963376115959733e-01,-1.396702180962998696e-01
6.199262052857579697e+00,1.001106922567670088e+00,-1.507379471424199480e-01
6.226404821403759726e+00,9.984746425551369597e-01,-1.235951785962399185e-01
6.250269114206200349e+00,9.937138260954470059e-01,-9.973088579379929541e-02
6.253216212478180047e+00,9.938049519629139628e-01,-9.678378752181959754e-02
6.291496006515459705e+00,1.001206961884669955e+00,-5.850399348453994008e-02
6.303153575790459762e+00,1.005832477173600026e+00,-4.684642420953988307e-02
6.293295639011409648e+00,1.001640820109179986e+00,-5.670436098858999685e-02
6.306266724457509909e+00,9.988112147700080046e-01,-4.373327554248973570e-02
6.279306092236629944e+00,9.994145845331580125e-01,-7.069390776336970106e-02
6.239288501103310125e+00,9.971173531758079633e-01,-1.107114988966895197e-01
6.264632231823349606e+00,9.959625396031760447e-01,-8.536776817665003847e-02
6.262618302275810400e+00,1.005903276591219919e+00,-8.738169772418924452e-02
6.286168308278099914e+00,1.000150552767719914e+00,-6.383169172189973040e-02
6.298587143161549662e+00,9.926313030933829884e-01,-5.141285683844998289e-02
6.298446554508499773e+00,9.909573121770770543e-01,-5.155344549149987188e-02
6.296133496043429645e+00,9.964013893390110121e-01,-5.386650395656999990e-02
6.284401085226820172e+00,1.001699130648149971e+00,-6.559891477317947306e-02
6.299507996661329656e+00,1.002864399854410005e+00,-5.049200333866998847e-02
6.326421184208339987e+00,1.003516049099139940e+00,-2.357881579165965746e-02
6.315275607604149855e+00,1.005676153061320077e+00,-3.472439239584979020e-02
6.316153259698499944e+00,9.961076993706760030e-01,-3.384674030149970037e-02
6.329432597002670136e+00,1.000845496341600027e+00,-2.056740299732950916e-02
6.318598974456279826e+00,1.003379377164659969e+00,-3.140102554371981824e-02
6.305167801097759650e+00,1.003474459095099913e+00,-4.483219890223999471e-02
6.267549600920600206e+00,1.002137896599750055e+00,-8.245039907939943902e-02
6.289601736199199600e+00,9.985585034348709588e-01,-6.039826380080004498e-02
6.289097391518120084e+00,9.954401194750980286e-01,-6.090260848187956100e-02
6.301356203231169850e+00,9.913400276483680384e-01,-4.864379676882979453e-02
6.300285707807230295e+00,9.897377665239690536e-01,-4.971429219276934930e-02
6.297495533940460355e+00,1.003577902778840070e+00,-5.250446605953928980e-02
6.335265503512860441e+00,9.915053019818480529e-01,-1.473449648713920368e-02
6.334139246969550108e+00,1.003620823355080072e+00,-1.586075303044953699e-02
6.320445000156239779e+00,1.000797750120330010e+00,-2.955499984375986600e-02
6.321182247016770006e+00,9.941283285855979646e-01,-2.881775298322963863e-02
6.308520032464030258e+00,9.951114049620779500e-01,-4.147996753596938646e-02
6.335611178094819884e+00,1.001991979656799980e+00,-1.438882190517976056e-02
6.360363511624160360e+00,1.006470540055319995e+00,1.036351162416071503e-02
6.320294376055599628e+00,1.003357870890150050e+00,-2.970562394440001697e-02
6.297458614393590004e+00,1.000729630715190055e+00,-5.254138560640964073e-02
6.258278117821229891e+00,1.000444986215559995e+00,-9.172188217876975358e-02
6.346265043314850196e+00,1.001555474216140107e+00,-3.734956685149448674e-03
6.359515862076290382e+00,1.000893092534899997e+00,9.515862076290737548e-03
6.334159849577529755e+00,1.003354314101339906e+00,-1.584015042246988969e-02
6.308239770332130014e+00,1.005582407321339966e+00,-4.176022966786963053e-02
6.282215214396909886e+00,9.919132602829300316e-01,-6.778478560308975887e-02
6.257154704815920176e+00,9.947247677991950532e-01,-9.284529518407946824e-02
6.245348749269330035e+00,9.997383306143320381e-01,-1.046512507306696094e-01
6.271603463230119857e+00,1.001149327666690070e+00,-7.839653676987978770e-02
6.286258426122810050e+00,9.985172344374839692e-01,-6.374157387718959455e-02
6.259224392846130414e+00,1.003357339749999966e+00,-9.077560715386923107e-02
6.297160788799979869e+00,1.002465533862670011e+00,-5.283921120001977556e-02
6.259486001262399846e+00,9.918671446477950182e-01,-9.051399873759979897e-02
6.286215077453199740e+00,9.963593388080159707e-01,-6.378492254679990481e-02
6.259184052254740394e+00,1.000464202210000098e+00,-9.081594774525925118e-02
6.260241608756009768e+00,1.002574816644159927e+00,-8.975839124398987678e-02
6.259199709228010278e+00,1.000839552832009982e+00,-9.080029077198936704e-02
6.246487012713630271e+00,1.005324034879299999e+00,-1.035129872863693734e-01
6.258327252549199748e+00,9.964199333780919821e-01,-9.167274745079989628e-02
6.258369436203009784e+00,9.968352165411690224e-01,-9.163056379698986120e-02
6.234338858291230245e+00,1.000321183906649924e+00,-1.156611417087693994e-01
6.232427536682640046e+00,1.001017876152729968e+00,-1.175724633173595990e-01
6.244233499798029996e+00,1.001314594024629967e+00,-1.057665002019696487e-01
6.284447549307739855e+00,1.002294700308260067e+00,-6.555245069225978938e-02
6.273379472023029813e+00,9.985353004958360534e-01,-7.662052797696983220e-02
6.248486856831820369e+00,9.931775290986599725e-01,-1.015131431681792762e-01
6.249414772600710322e+00,9.955503149206630376e-01,-1.005852273992893231e-01
6.261161713292509923e+00,1.003883915770839907e+00,-8.883828670748972200e-02
6.260092331587450154e+00,1.005524673523140011e+00,-8.990766841254949071e-02
6.260287533332630439e+00,1.000817495744009911e+00,-8.971246666736920616e-02
6.258391486636160295e+00,9.986260233101329487e-01,-9.160851336383935006e-02
6.269402044852440348e+00,9.943224189649070288e-01,-8.059795514755929702e-02
6.268436806732600175e+00,1.004698878876149948e+00,-8.156319326739946973e-02
6.306214395340520085e+00,1.001759721863719976e+00,-4.378560465947956004e-02
6.320410113275880093e+00,1.001625116741690080e+00,-2.958988672411955179e-02
6.421244194079520184e+00,1.001028242220360021e+00,7.124419407952053973e-02
6.256327357164109593e+00,1.003145235009659908e+00,-9.367264283589005203e-02
6.269316549672700134e+00,1.005975513502660013e+00,-8.068345032729951072e-02
6.219135148877209751e+00,1.006446740836909992e+00,-1.308648511227898936e-01
6.153136598516240063e+00,1.009952606739840109e+00,-1.968634014837595814e-01
6.179186435122350218e+00,9.979663841210659747e-01,-1.708135648776494264e-01
6.219234438417640121e+00,9.995922173045499459e-01,-1.307655615823595241e-01
6.229104028670580107e+00,1.003935670567460026e+00,-1.208959713294195382e-01
6.216252247134120168e+00,1.009811877679680059e+00,-1.337477528658794768e-01
6.229042462529860380e+00,1.004193514512619956e+00,-1.209575374701392647e-01
6.192170863275659798e+00,9.969424693365109835e-01,-1.578291367243398469e-01
6.203217955222919855e+00,9.974108206443660363e-01,-1.467820447770797898e-01
6.229208778007039982e+00,1.002218381466690067e+00,-1.207912219929596631e-01
6.253537638808929877e+00,1.011145374650830098e+00,-9.646236119106976759e-02
6.241242344277299736e+00,1.013863080553569995e+00,-1.087576557226999086e-01
6.215329516606500349e+00,9.945794113830219718e-01,-1.346704833934992962e-01
6.228289010635259970e+00,9.917416159172109946e-01,-1.217109893647396746e-01
6.215309244116499876e+00,9.928509168294740173e-01,-1.346907558834997687e-01
6.200226528119760161e+00,1.004762410338680079e+00,-1.497734718802394838e-01
6.176479984586690009e+00,1.002030726518559955e+00,-1.735200154133096362e-01
6.176352645372509720e+00,1.004692051083430071e+00,-1.736473546274899249e-01
6.187186194062689992e+00,9.940470730543380373e-01,-1.628138059373096524e-01
6.185271942283540270e+00,9.915820767093179722e-01,-1.647280577164593751e-01
6.224185087222259938e+00,1.000417769622129915e+00,-1.258149127777397069e-01
6.211309443265569996e+00,9.999704557709709896e-01,-1.386905567344296486e-01
6.222217289680579633e+00,9.953513426100289996e-01,-1.277827103194200120e-01
6.196093285288720054e+00,1.003854937343970022e+00,-1.539067147112795908e-01
6.208087708787630277e+00,1.005913284378570083e+00,-1.419122912123693681e-01
6.198262095136019667e+00,1.001367000745690072e+00,-1.517379048639799777e-01
6.198362122367489846e+00,1.004509538659670076e+00,-1.516378776325097988e-01
6.185271942283540270e+00,9.952158119870420094e-01,-1.647280577164593751e-01
6.197429951197509723e+00,1.002301610881880078e+00,-1.525700488024899215e-01
6.199185833639769605e+00,9.966717730725059843e-01,-1.508141663602300397e-01
6.161123436517080165e+00,9.999549521325420409e-01,-1.888765634829194795e-01
6.173311348052999747e+00,9.968812798906759864e-01,-1.766886519469998973e-01
6.148302611290369590e+00,9.936922118989509611e-01,-2.016973887096300544e-01
6.172291632773029946e+00,9.974005243673500498e-01,-1.777083672269696990e-01
6.233233911863090171e+00,9.985711778611190415e-01,-1.167660881369094739e-01
6.232338967033159705e+00,9.966822102480460410e-01,-1.176610329668399402e-01
6.194310292518450112e+00,9.947638659575860354e-01,-1.556897074815495330e-01
6.180479673941169594e+00,1.000473542992919906e+00,-1.695203260588300509e-01
6.203170560286089597e+00,1.005395813903509961e+00,-1.468294397139100482e-01
6.205361713872929563e+00,9.971393631390429446e-01,-1.446382861270700815e-01
6.192253224796290034e+00,9.989227717352909819e-01,-1.577467752037096105e-01
6.152245850094089974e+00,9.961994074293279988e-01,-1.977541499059096708e-01
6.179291302406769937e+00,1.006547469275320017e+00,-1.707086975932297079e-01
6.229393309143359758e+00,1.001627026708800106e+00,-1.206066908566398865e-01
6.242242305454030138e+00,9.940500868378350230e-01,-1.077576945459695068e-01
