time,leftedge,rightedge,gap,x_LE,y_LE,time,leftedge,rightedge,gap,x_RE,y_RE
0.000000000000000000e+00,3.361000000000000210e+00,8.239000000000000767e+00,4.878000000000000114e+00,0.000000000000000000e+00,3.091390000000000100e+02,0.000000000000000000e+00,3.575000000000000178e+00,9.660000000000000142e+00,6.084999999999999964e+00,0.000000000000000000e+00,3.153399999999999750e+02
8.999999999999999320e-03,3.359999999999999876e+00,8.250999999999999446e+00,4.891000000000000014e+00,5.010577886649592505e-04,3.091399999999999864e+02,8.999999999999999320e-03,3.551000000000000156e+00,9.662000000000000810e+00,6.110999999999999766e+00,4.854107113963648064e-04,3.153380000000000223e+02
1.700000000000000122e-02,3.334000000000000075e+00,8.250999999999999446e+00,4.916999999999999815e+00,9.464424897004788733e-04,3.091659999999999968e+02,1.799999999999999864e-02,3.551000000000000156e+00,9.685999999999999943e+00,6.134999999999999787e+00,9.708214227927296127e-04,3.153140000000000214e+02
2.599999999999999881e-02,3.307999999999999829e+00,8.265000000000000568e+00,4.956999999999999851e+00,1.447500278365438124e-03,3.091920000000000073e+02,2.699999999999999969e-02,3.524999999999999911e+00,9.670999999999999375e+00,6.145999999999999908e+00,1.456232134189094527e-03,3.153290000000000077e+02
3.500000000000000333e-02,3.295999999999999819e+00,8.288999999999999702e+00,4.993000000000000327e+00,1.948558067030397700e-03,3.092040000000000077e+02,3.500000000000000333e-02,3.537999999999999812e+00,9.673999999999999488e+00,6.136000000000000121e+00,1.887708322096974404e-03,3.153260000000000218e+02
4.399999999999999745e-02,3.270999999999999908e+00,8.289999999999999147e+00,5.019000000000000128e+00,2.449615855695356625e-03,3.092289999999999850e+02,4.399999999999999745e-02,3.536999999999999922e+00,9.683999999999999275e+00,6.147000000000000242e+00,2.373119033493339101e-03,3.153159999999999741e+02
5.199999999999999761e-02,3.258000000000000007e+00,8.301999999999999602e+00,5.043999999999999595e+00,2.895000556730876248e-03,3.092420000000000186e+02,5.199999999999999761e-02,3.524999999999999911e+00,9.660000000000000142e+00,6.134999999999999787e+00,2.804595221401218978e-03,3.153399999999999750e+02
6.099999999999999867e-02,3.297000000000000153e+00,8.317000000000000171e+00,5.019999999999999574e+00,3.396058345395835606e-03,3.092029999999999745e+02,6.099999999999999867e-02,3.524999999999999911e+00,9.660000000000000142e+00,6.134999999999999787e+00,3.290005932797583892e-03,3.153399999999999750e+02
7.000000000000000666e-02,3.309000000000000163e+00,8.391999999999999460e+00,5.083000000000000185e+00,3.897116134060795399e-03,3.091909999999999741e+02,7.000000000000000666e-02,3.525999999999999801e+00,9.647999999999999687e+00,6.121999999999999886e+00,3.775416644193948807e-03,3.153519999999999754e+02
7.799999999999999989e-02,3.359999999999999876e+00,8.467999999999999972e+00,5.107999999999999652e+00,4.342500835096314155e-03,3.091399999999999864e+02,7.900000000000000078e-02,3.513999999999999790e+00,9.627000000000000668e+00,6.113000000000000433e+00,4.260827355590313288e-03,3.153729999999999905e+02
8.699999999999999400e-02,3.387000000000000011e+00,8.503999999999999559e+00,5.116999999999999993e+00,4.843558623761273080e-03,3.091129999999999995e+02,8.799999999999999489e-02,3.475000000000000089e+00,9.612000000000000099e+00,6.136999999999999567e+00,4.746238066986678203e-03,3.153879999999999768e+02
9.500000000000000111e-02,3.387000000000000011e+00,8.544000000000000483e+00,5.157000000000000028e+00,5.288943324796792703e-03,3.091129999999999995e+02,9.600000000000000200e-02,3.462000000000000188e+00,9.601000000000000867e+00,6.139000000000000234e+00,5.177714254894558513e-03,3.153990000000000009e+02
1.029999999999999943e-01,3.411000000000000032e+00,8.567999999999999616e+00,5.157000000000000028e+00,5.734328025832312326e-03,3.090889999999999986e+02,1.049999999999999961e-01,3.475999999999999979e+00,9.602000000000000313e+00,6.126000000000000334e+00,5.663124966290922560e-03,3.153980000000000246e+02
1.120000000000000023e-01,3.386000000000000121e+00,8.567000000000000171e+00,5.181000000000000050e+00,6.235385814497272118e-03,3.091139999999999759e+02,1.140000000000000041e-01,3.475000000000000089e+00,9.612000000000000099e+00,6.136999999999999567e+00,6.148535677687288342e-03,3.153879999999999768e+02
1.209999999999999964e-01,3.371999999999999886e+00,8.590999999999999304e+00,5.219000000000000306e+00,6.736443603162231043e-03,3.091279999999999859e+02,1.219999999999999973e-01,3.487999999999999989e+00,9.612999999999999545e+00,6.125000000000000000e+00,6.580011865595167785e-03,3.153870000000000005e+02
