x,Weights,y,Weights
-5.904615696999989893e+00,2.639086859999980050e-01,-7.311800557999960093e-01,2.639086859999980050e-01
-5.376798325000000212e+00,2.582830249999970018e-01,-7.831081957998550225e-01,2.582830249999970018e-01
-4.860232275000000435e+00,2.628535780000120226e-01,-8.835972257999169521e-01,2.628535780000120226e-01
-4.334525118999979831e+00,2.965900219999850207e-01,-8.634794798002189964e-01,2.965900219999850207e-01
-3.741345075000010123e+00,3.242638010000090110e-01,-7.795432607999830399e-01,3.242638010000090110e-01
-3.092817472999989992e+00,3.378999160000070168e-01,-8.054144668001299578e-01,3.378999160000070168e-01
-2.417017640999969963e+00,3.389789139999930256e-01,-8.528226107999330452e-01,3.389789139999930256e-01
-1.739059812999989907e+00,3.266430659999939867e-01,-8.151962738000979591e-01,3.266430659999939867e-01
-1.085773681000000046e+00,3.497596059999960039e-01,-7.840290877999790409e-01,3.497596059999960039e-01
-3.862544690000069836e-01,3.903087480000160259e-01,-8.082704247998440117e-01,3.903087480000160259e-01
3.943630270000260118e-01,4.090411940000099889e-01,-8.319200668000239496e-01,4.090411940000099889e-01
1.212445415000050097e+00,3.959322999999870252e-01,-7.924663658001239730e-01,3.959322999999870252e-01
2.004310015000020151e+00,4.038832030000120143e-01,-7.674880858000390216e-01,4.038832030000120143e-01
2.812076421000039961e+00,4.231624679999890226e-01,-8.105297537999830437e-01,4.231624679999890226e-01
3.658401357000019782e+00,4.329910490000020151e-01,-8.622816677998910162e-01,4.329910490000020151e-01
4.524383455000029919e+00,4.267865180000010028e-01,-8.548243167998069714e-01,4.267865180000010028e-01
5.377956491000030148e+00,4.442854520000070195e-01,-8.230030028001350528e-01,4.442854520000070195e-01
6.266527395000039746e+00,4.800684749999870049e-01,-7.901498118001200055e-01,4.800684749999870049e-01
7.226664345000020084e+00,5.006363209999870056e-01,-8.002764018002039847e-01,5.006363209999870056e-01
8.227936986999990765e+00,5.222047820000209617e-01,-8.291487358000040331e-01,5.222047820000209617e-01
9.272346551000030246e+00,5.376402820000010241e-01,-8.416382738000719455e-01,5.376402820000010241e-01
1.034762711499999988e+01,5.435586019999969487e-01,-8.334301077999840546e-01,5.435586019999969487e-01
1.143474431899999999e+01,5.512736220000139520e-01,-8.395634168002179543e-01,5.512736220000139520e-01
1.253729156300009961e+01,5.798710179999869707e-01,-8.528039888002469926e-01,5.798710179999869707e-01
1.369703359899999917e+01,6.057298939999999909e-01,-8.327411637999939664e-01,6.057298939999999909e-01
1.490849338700000004e+01,6.226829759999890079e-01,-7.887057758001110308e-01,6.226829759999890079e-01
1.615385933900000026e+01,6.252482610000149599e-01,-7.947021307999759809e-01,6.252482610000149599e-01
1.740435586099999909e+01,6.256199899999770331e-01,-8.203919858000859877e-01,6.256199899999770331e-01
1.865559584100000023e+01,6.287564969999940301e-01,-8.240143307999120426e-01,6.287564969999940301e-01
1.991310883499999917e+01,6.465840680000329854e-01,-8.322512417998380041e-01,6.465840680000329854e-01
2.120627697100000120e+01,6.800177999999860168e-01,-8.334231808001389963e-01,6.800177999999860168e-01
2.256631257100000099e+01,6.957219209999969678e-01,-8.128120677999389754e-01,6.957219209999969678e-01
2.395775641299999847e+01,7.109249470000059690e-01,-7.984632657999100047e-01,7.109249470000059690e-01
2.537960630699999953e+01,7.255448639999979576e-01,-8.254588998001399780e-01,7.255448639999979576e-01
2.683069603499999900e+01,7.524595560000050254e-01,-8.558251547999590203e-01,7.524595560000050254e-01
2.833561514699999861e+01,7.682765839999809998e-01,-8.641156968000700545e-01,7.682765839999809998e-01
2.987216831499999969e+01,7.751499850000169722e-01,-8.475416397998859486e-01,7.751499850000169722e-01
3.142246828500000078e+01,7.928937239999970243e-01,-8.261373167999299660e-01,7.928937239999970243e-01
3.300825573299999860e+01,8.241690480000020136e-01,-7.947258378001149648e-01,8.241690480000020136e-01
3.465659382900000196e+01,8.233824079999899626e-01,-7.887406997999160119e-01,8.233824079999899626e-01
3.630335864500000298e+01,8.454187820000239606e-01,-8.078363668001320441e-01,8.454187820000239606e-01
3.799419620900010131e+01,8.591561180000010234e-01,-8.094056708001740041e-01,8.591561180000010234e-01
3.971250844500009691e+01,8.828716019999980347e-01,-7.834244118002400281e-01,8.828716019999980347e-01
4.147825164900010009e+01,8.847111509999829870e-01,-7.987464138001879599e-01,8.847111509999829870e-01
4.324767395100000300e+01,8.946259850000050085e-01,-8.258778347998829705e-01,8.946259850000050085e-01
4.503692592099999814e+01,9.141098700000079846e-01,-8.319048928001390175e-01,9.141098700000079846e-01
4.686514566099999968e+01,9.258599029999780017e-01,-8.187079587999620545e-01,9.258599029999780017e-01
4.871686546699999809e+01,9.477962979999999815e-01,-8.311635907999179729e-01,9.477962979999999815e-01
5.061245806299999828e+01,9.596778270000180244e-01,-8.401340668001470169e-01,9.596778270000180244e-01
5.253181371699999858e+01,9.541006069999939943e-01,-8.267244238001010270e-01,9.541006069999939943e-01
5.444001493100000033e+01,9.673920700000240291e-01,-8.109254977999289515e-01,9.673920700000240291e-01
5.637479907100009768e+01,9.849211679999819724e-01,-8.045984218002220079e-01,9.849211679999819724e-01
5.834464140699999746e+01,9.881023209999999501e-01,-7.982907567999859566e-01,9.881023209999999501e-01
6.032084604899999647e+01,9.927951630000040328e-01,-7.806126348002639936e-01,9.927951630000040328e-01
6.230643637499999699e+01,1.002094461999980091e+00,-7.694312658001649652e-01,1.002094461999980091e+00
6.431062529899999447e+01,9.941494310000249524e-01,-7.682200747999560209e-01,9.941494310000249524e-01
6.629892416100000219e+01,1.001608958999969934e+00,-7.869362747999839591e-01,1.001608958999969934e+00
6.830214207900000645e+01,1.003122001000019914e+00,-8.038061777998559698e-01,1.003122001000019914e+00
7.030838608099999476e+01,9.987703699999950224e-01,-8.035005247999149613e-01,9.987703699999950224e-01
7.230592682099999990e+01,9.993538330000010239e-01,-8.086538388000119593e-01,9.993538330000010239e-01
7.430463448700000129e+01,9.947901350000170062e-01,-8.167064497999380057e-01,9.947901350000170062e-01
7.629421475700010546e+01,9.965142449999649932e-01,-8.052406368001929771e-01,9.965142449999649932e-01
7.828724324700000636e+01,9.962583090000119990e-01,-8.015449067998470234e-01,9.962583090000119990e-01
8.027975986500000261e+01,1.002917512999990102e+00,-7.888815047999739871e-01,1.002917512999990102e+00
8.228559489100000235e+01,9.953609130000200533e-01,-7.814285157999729670e-01,9.953609130000200533e-01
8.427631671700000027e+01,1.008127132000010029e+00,-7.548696567999400031e-01,1.008127132000010029e+00
8.629257098099999723e+01,1.000779802999979928e+00,-7.369188948001690331e-01,1.000779802999979928e+00
8.829413058699999794e+01,1.002351730000019980e+00,-7.598365557998929543e-01,1.002351730000019980e+00
9.029883404699999971e+01,1.008045631000020093e+00,-7.676353728001570342e-01,1.008045631000020093e+00
9.231492530900010252e+01,1.005206243999990035e+00,-7.468165148002300358e-01,1.005206243999990035e+00
9.432533779700000309e+01,9.957915959999890099e-01,-7.493414737999729569e-01,9.957915959999890099e-01
9.631692098899999621e+01,9.999425130000290096e-01,-7.729455488000670504e-01,9.999425130000290096e-01
9.831680601500009686e+01,9.960772729999759489e-01,-7.840632728000970220e-01,9.960772729999759489e-01
1.003089605610000064e+02,9.872168119999860103e-01,-7.825870938002029709e-01,9.872168119999860103e-01
1.022833941850000059e+02,9.943893519999990049e-01,-8.040662638002229468e-01,9.943893519999990049e-01
1.042721728890000037e+02,9.872732760000320074e-01,-8.136519527998300472e-01,9.872732760000320074e-01
1.062467194409999962e+02,1.000122660999980040e+00,-8.020251167999390418e-01,1.000122660999980040e+00
1.082469647629999940e+02,9.927904799999960339e-01,-8.019273937999860102e-01,9.927904799999960339e-01
1.102325457230000012e+02,9.986110620000160365e-01,-8.256829508001150009e-01,9.986110620000160365e-01
1.122297678470000051e+02,9.949632379999899801e-01,-8.428066477999890393e-01,9.949632379999899801e-01
1.142196943229999988e+02,9.974729679999899679e-01,-8.373980748001490504e-01,9.974729679999899679e-01
1.162146402590000065e+02,1.005631176000000071e+00,-8.497321297999179679e-01,1.005631176000000071e+00
1.182259026109999951e+02,1.008385843000010107e+00,-8.671514647999739589e-01,1.008385843000010107e+00
1.202426742969999935e+02,1.010296761000009980e+00,-8.582565748002369821e-01,1.010296761000009980e+00
1.222632678190000064e+02,9.991278389999960208e-01,-8.461280007998079888e-01,9.991278389999960208e-01
1.242615234969999989e+02,1.001407911999989908e+00,-8.462571717998339516e-01,1.001407911999989908e+00
1.262643393209999942e+02,9.959312260000029449e-01,-8.560891068001410531e-01,9.959312260000029449e-01
1.282562017729999866e+02,9.926641320000020308e-01,-8.495081918000549903e-01,9.926641320000020308e-01
1.302415300369999898e+02,9.927937200000089835e-01,-8.512885177998440467e-01,9.927937200000089835e-01
1.322271174770000073e+02,9.938215920000179615e-01,-8.400612848001289823e-01,9.938215920000179615e-01
1.342147606610000139e+02,1.002022204999990063e+00,-8.297501738002209803e-01,1.002022204999990063e+00
1.362188050709999914e+02,9.957747829999870071e-01,-8.435538617999329691e-01,9.957747829999870071e-01
1.382103546369999947e+02,9.920814249999949652e-01,-8.841201597999199802e-01,9.920814249999949652e-01
1.401945174870000130e+02,9.912718779999919461e-01,-9.181109867998880070e-01,9.912718779999919461e-01
1.421770612429999971e+02,1.007801048000019906e+00,-9.061904467999399859e-01,1.007801048000019906e+00
1.441926633390000063e+02,1.005287966999989901e+00,-8.943539238000539626e-01,1.005287966999989901e+00
1.462032392730000083e+02,1.001094867000019928e+00,-8.997540347999689603e-01,1.001094867000019928e+00
1.482054290069999922e+02,1.000967519999989896e+00,-8.986180338002329737e-01,1.000967519999989896e+00
1.502073640469999987e+02,9.969854879999929809e-01,-8.754750498000589687e-01,9.969854879999929809e-01
1.522013350230000128e+02,1.008751224000010049e+00,-8.707415928000159511e-01,1.008751224000010049e+00
1.542188374710000005e+02,1.006456911999989989e+00,-8.746631988001920543e-01,1.006456911999989989e+00
1.562317512950000093e+02,9.939779030000299720e-01,-8.508403058000909569e-01,9.939779030000299720e-01
1.582197071010000116e+02,9.924098609999849607e-01,-8.284635557999420197e-01,9.924098609999849607e-01
1.602045268230000090e+02,1.003249569999989932e+00,-8.213291298001760277e-01,1.003249569999989932e+00
1.622110259629999973e+02,1.003164849999989894e+00,-8.430375158001199853e-01,1.003164849999989894e+00
1.642173556630000064e+02,1.001326632999989918e+00,-8.617754937999390075e-01,1.001326632999989918e+00
1.662200089289999880e+02,1.000100710999999976e+00,-8.687463888000479528e-01,1.000100710999999976e+00
1.682202103509999915e+02,1.004219667000030070e+00,-8.678584497998830249e-01,1.004219667000030070e+00
1.702286496849999935e+02,1.000183544000009972e+00,-8.884615258000959637e-01,1.000183544000009972e+00
1.722290167730000121e+02,1.007356971999999962e+00,-8.904840188000660017e-01,1.007356971999999962e+00
1.742437307170000054e+02,9.987553539999679542e-01,-8.806412548000820406e-01,9.987553539999679542e-01
1.762412414249999983e+02,9.949317420000199919e-01,-8.677281378002700274e-01,9.949317420000199919e-01
1.782311049090000097e+02,9.981696709999989814e-01,-8.612259408001819994e-01,9.981696709999989814e-01
1.802274442510000085e+02,1.001806363999989902e+00,-8.453429668001599673e-01,1.001806363999989902e+00
1.822310569789999875e+02,1.000037608000009959e+00,-8.340493118001860440e-01,1.000037608000009959e+00
