time,Gap_leftedge,Gap_rightedge,Gap_gap,LT_x,LT_y,LT_z
0.000000000000000000e+00,3.144000000000000128e+00,8.227000000000000313e+00,5.083000000000000185e+00,4.393300609999999939e-01,2.742178272201999789e+02,-2.624596057999910026e-01
1.000000000000000021e-02,3.172250000000000014e+00,8.295249999999999346e+00,5.123000000000000220e+00,9.470172150000240041e-01,2.742027087701999903e+02,-2.712933858000060039e-01
2.000000000000000042e-02,3.207999999999999741e+00,8.364666666666666472e+00,5.156666666666667176e+00,1.456074361000019968e+00,2.741986828381999999e+02,-2.811660027999959843e-01
2.999999999999999889e-02,3.239333333333333176e+00,8.422222222222222499e+00,5.182888888888888879e+00,1.938830685000050069e+00,2.741991827801999762e+02,-2.860604057999909799e-01
4.000000000000000083e-02,3.214124999999999677e+00,8.415000000000000924e+00,5.200874999999999915e+00,2.437900539000040112e+00,2.741946433062000210e+02,-2.799333287999630215e-01
5.000000000000000278e-02,3.206666666666666554e+00,8.424666666666666970e+00,5.217999999999999972e+00,2.920938522999990017e+00,2.741902043282000250e+02,-2.698101467999730052e-01
5.999999999999999778e-02,3.208222222222222531e+00,8.453111111111111242e+00,5.244888888888889156e+00,3.421575621000020107e+00,2.741757558131999986e+02,-2.586477288000049723e-01
7.000000000000000666e-02,3.182999999999999829e+00,8.455000000000000071e+00,5.272000000000000242e+00,3.919931425000040104e+00,2.741661780841999985e+02,-2.495030157999900133e-01
8.000000000000000167e-02,3.182999999999999829e+00,8.463222222222222868e+00,5.280222222222222150e+00,4.407418001000030117e+00,2.741539942701999735e+02,-2.353514937999809931e-01
8.999999999999999667e-02,3.203999999999999737e+00,8.508333333333334636e+00,5.304333333333333123e+00,4.896591631000020151e+00,2.741648980531999769e+02,-2.342811358000030098e-01
1.000000000000000056e-01,3.252499999999999947e+00,8.554000000000000270e+00,5.301499999999999879e+00,5.400601505000000024e+00,2.741966459001999965e+02,-2.432810817999619957e-01
1.100000000000000006e-01,3.266999999999999904e+00,8.584333333333333371e+00,5.317333333333333023e+00,5.897308363000020037e+00,2.742159573391999743e+02,-2.522387757999760005e-01
1.199999999999999956e-01,3.270999999999999908e+00,8.621777777777777985e+00,5.350777777777778077e+00,6.412412307000029621e+00,2.742112820891999831e+02,-2.601077438000140019e-01
1.300000000000000044e-01,3.282555555555555227e+00,8.651333333333333542e+00,5.368777777777777871e+00,6.925862157000030273e+00,2.742004920492000224e+02,-2.709555257999810007e-01
1.400000000000000133e-01,3.324888888888888783e+00,8.708999999999999631e+00,5.384111111111111292e+00,7.440652812999999810e+00,2.741837617442000123e+02,-2.837820647999589885e-01
1.499999999999999944e-01,3.347999999999999865e+00,8.735888888888888815e+00,5.387888888888888950e+00,7.952877407000030097e+00,2.741768905371999949e+02,-2.996439777999779785e-01
1.600000000000000033e-01,3.351999999999999869e+00,8.755000000000000782e+00,5.402999999999999581e+00,8.446446183000020369e+00,2.741809914041999718e+02,-3.105487188000020105e-01
1.700000000000000122e-01,3.379500000000000171e+00,8.785500000000000753e+00,5.405999999999999694e+00,8.937732333000010243e+00,2.741899842252000212e+02,-3.174712008000070140e-01
1.799999999999999933e-01,3.408749999999999947e+00,8.815999999999998948e+00,5.407250000000000334e+00,9.438002961000000468e+00,2.741995041491999814e+02,-3.203935177999929773e-01
1.900000000000000022e-01,3.400444444444444603e+00,8.821999999999999176e+00,5.421555555555555905e+00,9.929711691000029816e+00,2.741835442752000063e+02,-3.092277537999679748e-01
2.000000000000000111e-01,3.347999999999999865e+00,8.772000000000000242e+00,5.424000000000000377e+00,1.043696623299999970e+01,2.741584521781999797e+02,-2.990263187999789851e-01
2.099999999999999922e-01,3.363666666666667027e+00,8.788888888888889639e+00,5.425222222222222612e+00,1.094225476699999966e+01,2.741502541702000144e+02,-2.948849637999589879e-01
2.200000000000000011e-01,3.368333333333333623e+00,8.806333333333332902e+00,5.437999999999999723e+00,1.142883248300000076e+01,2.741539948522000145e+02,-2.947899177999590004e-01
2.300000000000000100e-01,3.352500000000000036e+00,8.807000000000000384e+00,5.454500000000000348e+00,1.192077479699999998e+01,2.741690384081999809e+02,-3.007335947999880132e-01
2.399999999999999911e-01,3.354666666666666686e+00,8.832333333333334480e+00,5.477666666666666906e+00,1.240555838699999924e+01,2.741866639631999760e+02,-3.106879997999780207e-01
