x,Weights,y,Weights
-5.872218526999949617e+00,2.724737919999909996e-01,-8.325306158002090395e-01,2.724737919999909996e-01
-5.327270942999970060e+00,2.624201679999679793e-01,-9.213618268001080303e-01,2.624201679999679793e-01
-4.802430607000029994e+00,2.882027120000000275e-01,-9.562517808001299580e-01,2.882027120000000275e-01
-4.226025183000030161e+00,3.063570119999939889e-01,-8.592080577998050250e-01,3.063570119999939889e-01
-3.613311159000040185e+00,3.318788420000409745e-01,-7.840913937998830185e-01,3.318788420000409745e-01
-2.949553474999960123e+00,3.415415139999640193e-01,-8.311110697999030128e-01,3.415415139999640193e-01
-2.266470447000029864e+00,3.453828270000249834e-01,-8.481786627999670092e-01,3.453828270000249834e-01
-1.575704792999979897e+00,3.407190179999959878e-01,-8.419013367998500197e-01,3.407190179999959878e-01
-8.942667569999860344e-01,3.669175300000019901e-01,-8.652283678001989609e-01,3.669175300000019901e-01
-1.604316969999829978e-01,4.021942939999800237e-01,-9.115742657999420517e-01,4.021942939999800237e-01
6.439568909999769941e-01,4.185807470000399988e-01,-8.778856948001130256e-01,4.185807470000399988e-01
1.481118385000059989e+00,4.218402509999730210e-01,-8.392822448001030500e-01,4.218402509999730210e-01
2.324798887000000036e+00,4.315055970000130081e-01,-8.622478538000559745e-01,4.315055970000130081e-01
3.187810081000030049e+00,4.443006899999890069e-01,-9.080213047998310083e-01,4.443006899999890069e-01
4.076411461000009950e+00,4.450273350000110151e-01,-8.932416007998820184e-01,4.450273350000110151e-01
4.966466131000029982e+00,4.735500110000009921e-01,-8.512890997999139620e-01,4.735500110000009921e-01
5.913566153000029857e+00,5.146000050000080206e-01,-8.260555667999369689e-01,5.146000050000080206e-01
6.942766163000049673e+00,5.434855889999710143e-01,-8.002262598002689575e-01,5.434855889999710143e-01
8.029737340999989925e+00,5.476783350000250516e-01,-7.862646498000740447e-01,5.476783350000250516e-01
9.125094011000040695e+00,5.585050259999949640e-01,-8.139136698001719905e-01,5.585050259999949640e-01
1.024210406299999931e+01,5.712714879999869488e-01,-8.524025748000380043e-01,5.712714879999869488e-01
1.138464703900000075e+01,5.898990499999999804e-01,-8.644215307998309727e-01,5.898990499999999804e-01
1.256444513900000004e+01,6.137158659999979449e-01,-8.623082207998610249e-01,6.137158659999979449e-01
1.379187687099999948e+01,6.197038900000110262e-01,-8.524141987998350434e-01,6.197038900000110262e-01
1.503128465100000000e+01,6.385424089999860442e-01,-8.417656288002319798e-01,6.385424089999860442e-01
1.630836946899999873e+01,6.655391360000170176e-01,-8.419269038000719574e-01,6.655391360000170176e-01
1.763944774100000146e+01,6.765489720000079643e-01,-8.579833038001819512e-01,6.765489720000079643e-01
1.899254568499999962e+01,6.969167910000000354e-01,-8.737593978000010031e-01,6.969167910000000354e-01
2.038637926699999880e+01,7.057480870000020223e-01,-8.661899178001419841e-01,7.057480870000020223e-01
2.179787544099999863e+01,7.202106939999769475e-01,-8.346455528001119895e-01,7.202106939999769475e-01
2.323829682899999938e+01,7.440863740000039916e-01,-8.185056957999560234e-01,7.440863740000039916e-01
2.472646957699999959e+01,7.684358709999979942e-01,-8.317269407998819641e-01,7.684358709999979942e-01
2.626334131899999846e+01,8.004546319999920057e-01,-8.382676027999309554e-01,8.004546319999920057e-01
2.786425058300000046e+01,8.139331250000110263e-01,-8.611846877999770333e-01,8.139331250000110263e-01
2.949211683300000075e+01,8.346127680000080540e-01,-8.825769118000149627e-01,8.346127680000080540e-01
3.116134236899999976e+01,8.443381299999840328e-01,-8.915526898002500422e-01,8.443381299999840328e-01
3.285001862899999736e+01,8.512229950000009815e-01,-8.903431998000710390e-01,8.512229950000009815e-01
3.455246461899999844e+01,8.693215389999979781e-01,-9.022569788000109892e-01,8.693215389999979781e-01
3.629110769700000105e+01,8.836265240000249488e-01,-8.990547868000080545e-01,8.836265240000249488e-01
3.805836074500000166e+01,9.017396399999879630e-01,-8.881953038001310086e-01,9.017396399999879630e-01
