x,y,z
-7.861878187099999593e+01,3.870650983891999886e+02,2.330497504919999940e+01
-7.861872465099999374e+01,3.870640964931999974e+02,2.330397859019999984e+01
-7.861878187099999593e+01,3.870650983891999886e+02,2.330497504919999940e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861978024500000117e+01,3.870650413902000082e+02,2.330497502820000122e+01
-7.861778349700000490e+01,3.870651553882000258e+02,2.330497507020000114e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861872442899999669e+01,3.870640929652000182e+02,2.330297859619999912e+01
-7.861872465099999374e+01,3.870640964931999974e+02,2.330397859019999984e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861972302499999898e+01,3.870640394942000171e+02,2.330397856920000166e+01
-7.861872442899999669e+01,3.870640929652000182e+02,2.330297859619999912e+01
-7.861878187099999593e+01,3.870650983891999886e+02,2.330497504919999940e+01
-7.861778349700000490e+01,3.870651553882000258e+02,2.330497507020000114e+01
-7.861878187099999593e+01,3.870650983891999886e+02,2.330497504919999940e+01
-7.861878142700000183e+01,3.870650913331999732e+02,2.330297506120000151e+01
-7.861878187099999593e+01,3.870650983891999886e+02,2.330497504919999940e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861978002300000412e+01,3.870650378621999721e+02,2.330397503420000049e+01
-7.861878187099999593e+01,3.870650983891999886e+02,2.330497504919999940e+01
-7.861878187099999593e+01,3.870650983891999886e+02,2.330497504919999940e+01
-7.861978024500000117e+01,3.870650413902000082e+02,2.330497502820000122e+01
-7.861972302499999898e+01,3.870640394942000171e+02,2.330397856920000166e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861978046699999823e+01,3.870650449181999875e+02,2.330597502219999839e+01
-7.861972324699999604e+01,3.870640430221999964e+02,2.330497856319999883e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861878187099999593e+01,3.870650983891999886e+02,2.330497504919999940e+01
-7.861978002300000412e+01,3.870650378621999721e+02,2.330397503420000049e+01
-7.861878187099999593e+01,3.870650983891999886e+02,2.330497504919999940e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861878164899999888e+01,3.870650948612000093e+02,2.330397505519999868e+01
-7.861978024500000117e+01,3.870650413902000082e+02,2.330497502820000122e+01
-7.861978046699999823e+01,3.870650449181999875e+02,2.330597502219999839e+01
-7.861972302499999898e+01,3.870640394942000171e+02,2.330397856920000166e+01
-7.861972324699999604e+01,3.870640430221999964e+02,2.330497856319999883e+01
-7.861972302499999898e+01,3.870640394942000171e+02,2.330397856920000166e+01
