time,Gap_leftedge,Gap_rightedge,Gap_gap,LT_x,LT_y,LT_z
0.000000000000000000e+00,3.634999999999999787e+00,9.839000000000000412e+00,6.203999999999999737e+00,1.239551549999950014e-01,4.867826293151999835e+02,-2.964703407999820239e-01
1.000000000000000021e-02,3.635777777777777775e+00,9.869222222222223451e+00,6.233444444444444343e+00,6.275314870000000544e-01,4.867693325252000136e+02,-2.903113648000110181e-01
2.000000000000000042e-02,3.613666666666666583e+00,9.881000000000000227e+00,6.267333333333333201e+00,1.107519349000039899e+00,4.867656891661999907e+02,-2.891917267999780106e-01
2.999999999999999889e-02,3.565666666666666984e+00,9.852777777777777857e+00,6.287111111111110873e+00,1.614066098999999976e+00,4.867705451322000272e+02,-2.960962187999829909e-01
4.000000000000000083e-02,3.580666666666666664e+00,9.882777777777777217e+00,6.302111111111111441e+00,2.102212613000030039e+00,4.867643520771999874e+02,-2.979657897999919980e-01
5.000000000000000278e-02,3.567999999999999616e+00,9.880750000000000810e+00,6.312750000000000306e+00,2.591440979000020128e+00,4.867392076702000168e+02,-2.947682258000050015e-01
5.999999999999999778e-02,3.570444444444444532e+00,9.897111111111112081e+00,6.326666666666667105e+00,3.083379699000019958e+00,4.867192225722000103e+02,-2.925882677999960269e-01
7.000000000000000666e-02,3.585666666666666558e+00,9.910000000000000142e+00,6.324333333333333584e+00,3.581566063000019895e+00,4.867126152512000203e+02,-2.904541177999879764e-01
8.000000000000000167e-02,3.483666666666666689e+00,9.851111111111110930e+00,6.367444444444444684e+00,4.081267155000020352e+00,4.867321117992000268e+02,-2.954117727999829857e-01
8.999999999999999667e-02,3.477749999999999897e+00,9.847500000000000142e+00,6.369749999999999801e+00,4.570699517000029743e+00,4.867560301972000047e+02,-3.003873127999789894e-01
1.000000000000000056e-01,3.505666666666666487e+00,9.882222222222221575e+00,6.376555555555555976e+00,5.083948563000009635e+00,4.867662981642000091e+02,-3.013093688000110237e-01
1.100000000000000006e-01,3.466333333333333488e+00,9.854666666666666686e+00,6.388333333333333641e+00,5.594715468999989838e+00,4.867674098222000225e+02,-3.021996727999879950e-01
1.199999999999999956e-01,3.513125000000000053e+00,9.928749999999999076e+00,6.415624999999999467e+00,6.109875301000029957e+00,4.867617538441999727e+02,-3.050651357999730195e-01
1.300000000000000044e-01,3.482000000000000206e+00,9.900000000000000355e+00,6.418000000000000149e+00,6.616477939000049879e+00,4.867656290822000074e+02,-3.069661227999819775e-01
1.400000000000000133e-01,3.425111111111111217e+00,9.828888888888888786e+00,6.403777777777778013e+00,7.110246007000020185e+00,4.867837817402000269e+02,-3.129203628000120085e-01
1.499999999999999944e-01,3.469250000000000167e+00,9.865999999999999659e+00,6.396749999999999936e+00,7.618047864999989649e+00,4.868017410722000022e+02,-3.168707857999740196e-01
1.600000000000000033e-01,3.402111111111111086e+00,9.818666666666667098e+00,6.416555555555556012e+00,8.118173979000030016e+00,4.867962461171999848e+02,-3.147401287999639918e-01
1.700000000000000122e-01,3.402111111111111086e+00,9.840333333333333599e+00,6.438222222222222513e+00,8.615217011000039449e+00,4.867745739741999955e+02,-3.055530378000059777e-01
1.799999999999999933e-01,3.450499999999999901e+00,9.903500000000001080e+00,6.453000000000000291e+00,9.098882638999990391e+00,4.867591423641999882e+02,-2.983909528000019962e-01
1.900000000000000022e-01,3.422333333333333449e+00,9.866777777777778979e+00,6.444444444444443754e+00,9.594130879000019263e+00,4.867513656781999885e+02,-2.962533307999919985e-01
2.000000000000000111e-01,3.444999999999999840e+00,9.888999999999999346e+00,6.443999999999999950e+00,1.009169026500000044e+01,4.867557404052000152e+02,-2.941580657999829929e-01
2.099999999999999922e-01,3.422374999999999723e+00,9.863500000000000156e+00,6.441124999999999545e+00,1.058308907900000051e+01,4.867627576581999733e+02,-2.950735137999589974e-01
2.200000000000000011e-01,3.367999999999999883e+00,9.784666666666666401e+00,6.416666666666666963e+00,1.108370102900000020e+01,4.867662979582000276e+02,-2.949746387999580000e-01
2.300000000000000100e-01,3.410888888888889081e+00,9.817999999999999616e+00,6.407111111111110979e+00,1.158143274100000042e+01,4.867676564131999726e+02,-2.988687327999769994e-01
2.399999999999999911e-01,3.403666666666666618e+00,9.816333333333332689e+00,6.412666666666666515e+00,1.209276962699999913e+01,4.867587843911999812e+02,-2.997236868000099919e-01
2.500000000000000000e-01,3.400500000000000078e+00,9.809499999999999886e+00,6.408999999999999808e+00,1.260293736699999911e+01,4.867528469462000089e+02,-3.015892607999640096e-01
2.600000000000000089e-01,3.407000000000000028e+00,9.823666666666666103e+00,6.416666666666666963e+00,1.311319395499999985e+01,4.867629015801999799e+02,-3.145113077999979745e-01
2.700000000000000178e-01,3.329000000000000181e+00,9.759999999999999787e+00,6.431000000000000050e+00,1.362695576099999961e+01,4.867641877632000273e+02,-3.144015547999969851e-01
2.800000000000000266e-01,3.349333333333333051e+00,9.782999999999999474e+00,6.433666666666666423e+00,1.412836501700000014e+01,4.867537614952000240e+02,-3.112532078000119773e-01
2.899999999999999800e-01,3.346666666666666679e+00,9.786333333333333329e+00,6.439666666666666650e+00,1.463958724099999920e+01,4.867468967931999941e+02,-3.091152498000019899e-01
2.999999999999999889e-01,3.310999999999999943e+00,9.749500000000001165e+00,6.438499999999999446e+00,1.513027222700000074e+01,4.867488722631999849e+02,-3.080130557999680163e-01
3.099999999999999978e-01,3.394666666666666721e+00,9.839333333333334153e+00,6.444666666666666544e+00,1.561967518099999985e+01,4.867557614062000084e+02,-3.129285217999649982e-01
3.200000000000000067e-01,3.432222222222222285e+00,9.857777777777778638e+00,6.425555555555555465e+00,1.611041649899999939e+01,4.867567490921999820e+02,-3.088228108000020122e-01
3.300000000000000155e-01,3.407000000000000028e+00,9.826999999999999957e+00,6.419999999999999929e+00,1.660349744099999825e+01,4.867518464561999849e+02,-3.086958238000029886e-01
3.400000000000000244e-01,3.423888888888888982e+00,9.825555555555554932e+00,6.401666666666666394e+00,1.710428060699999975e+01,4.867523881242000243e+02,-3.095863377999780175e-01
3.499999999999999778e-01,3.333750000000000213e+00,9.776999999999999247e+00,6.443249999999999922e+00,1.759824548299999947e+01,4.867495462791999898e+02,-3.074664117999689750e-01
3.599999999999999867e-01,3.326400000000000023e+00,9.774399999999999977e+00,6.448000000000000398e+00,1.809680435299999957e+01,4.867539603651999869e+02,-3.103710958000119868e-01
3.699999999999999956e-01,3.350500000000000256e+00,9.828500000000000014e+00,6.477999999999999758e+00,1.860340676899999934e+01,4.867578391312000008e+02,-3.112720887999880226e-01
3.800000000000000044e-01,3.310000000000000053e+00,9.801999999999999602e+00,6.491999999999999993e+00,1.911811017300000159e+01,4.867601771532000043e+02,-3.121658437999639824e-01
3.900000000000000133e-01,3.349000000000000199e+00,9.826624999999999943e+00,6.477624999999999744e+00,1.963343922299999988e+01,4.867515542951999805e+02,-3.070207497999680180e-01
4.000000000000000222e-01,3.357000000000000206e+00,9.839999999999999858e+00,6.482999999999999652e+00,2.014289291300000073e+01,4.867405785952000201e+02,-3.058686877999919895e-01
4.099999999999999756e-01,3.280222222222222150e+00,9.777666666666666728e+00,6.497444444444444578e+00,2.066050392300000027e+01,4.867270743671999753e+02,-3.017058707999730194e-01
4.199999999999999845e-01,3.276666666666666838e+00,9.779666666666665620e+00,6.503000000000000114e+00,2.115207439699999981e+01,4.867310859322000169e+02,-3.056106957999920049e-01
4.299999999999999933e-01,3.255499999999999616e+00,9.765499999999999403e+00,6.509999999999999787e+00,2.165676891300000051e+01,4.867508427792000134e+02,-3.175682037999930096e-01
4.400000000000000022e-01,3.285000000000000142e+00,9.804000000000000270e+00,6.519000000000000128e+00,2.214811050699999839e+01,4.867588619282000195e+02,-3.174871927999929899e-01
4.500000000000000111e-01,3.366666666666666696e+00,9.870444444444444798e+00,6.503777777777777658e+00,2.263748138900000129e+01,4.867487641522000104e+02,-3.103426567999880148e-01
4.600000000000000200e-01,3.326222222222221969e+00,9.847333333333333272e+00,6.521111111111110858e+00,2.313207235499999825e+01,4.867349543711999900e+02,-3.041838697999589836e-01
4.699999999999999734e-01,3.319999999999999840e+00,9.832000000000000739e+00,6.511999999999999567e+00,2.362737803700009920e+01,4.867261722612000199e+02,-3.040427007999579878e-01
4.799999999999999822e-01,3.333666666666666778e+00,9.855444444444444230e+00,6.521777777777777452e+00,2.412816142499999827e+01,4.867267104012000232e+02,-3.059332087999689920e-01
