center_CAM,Weights
-3.186119999999999924e-02,2.907150234804189992e-01
-3.982650000000000079e-02,2.803316569804270020e-01
-6.372239999999999849e-02,2.699489294568340192e-01
3.982650000000000079e-02,2.595655629568420220e-01
0.000000000000000000e+00,2.824815940045010132e-01
2.389590000000000117e-02,3.171952463423540203e-01
7.965299999999999811e-03,3.299792159474829734e-01
1.593059999999999962e-02,3.322022664130049874e-01
1.593059999999999962e-02,3.909688069493880147e-01
3.186119999999999924e-02,4.015853936999880247e-01
-2.389590000000000117e-02,4.148736634591639882e-01
-2.389590000000000117e-02,4.399268651197499880e-01
-7.168769999999999309e-02,4.454211548853779790e-01
-1.593059999999999962e-02,5.002854400620080355e-01
-4.779180000000000234e-02,5.182638397626689875e-01
-3.186119999999999924e-02,5.528657377233430203e-01
-6.372239999999999849e-02,5.763974882743290173e-01
-3.186119999999999924e-02,6.240277772561390046e-01
-7.965300000000000158e-02,6.465236984432579659e-01
-1.593059999999999962e-02,6.683847565988469963e-01
-4.779180000000000234e-02,6.695465150142070332e-01
3.186119999999999924e-02,7.106308032382440132e-01
2.389590000000000117e-02,7.379350131568089832e-01
5.575709999999999694e-02,7.709593727150489961e-01
5.575709999999999694e-02,8.034890090149570119e-01
6.372239999999999849e-02,8.314574962490679511e-01
4.779180000000000234e-02,8.646962647183810136e-01
1.194795000000000024e-01,8.867910132856049454e-01
7.168769999999999309e-02,9.152734883588119486e-01
1.035488999999999993e-01,9.164174776502119757e-01
6.372239999999999849e-02,9.445340040621600375e-01
9.558360000000000467e-02,9.615489822675670206e-01
8.761829999999999619e-02,9.706576356605249867e-01
1.194795000000000024e-01,9.750960741240469742e-01
9.558360000000000467e-02,9.985489624345640358e-01
1.115141999999999939e-01,1.007739506228350068e+00
7.965299999999999811e-03,1.002237306131299910e+00
-1.593059999999999962e-02,1.002898454600539946e+00
-2.389590000000000117e-02,1.004753198897500033e+00
7.965299999999999811e-03,9.946545240947910482e-01
2.389590000000000117e-02,9.890134756772900326e-01
1.593059999999999962e-02,1.000600775627719985e+00
-7.965299999999999811e-03,1.008742183116319913e+00
7.965299999999999811e-03,1.000833200642970100e+00
7.965299999999999811e-03,1.001102745317949960e+00
1.274447999999999970e-01,1.013270764702489890e+00
9.558360000000000467e-02,9.994696597572230168e-01
9.558360000000000467e-02,9.912100851562000159e-01
4.779180000000000234e-02,9.956289712513529677e-01
1.194795000000000024e-01,9.996576731512739622e-01
1.274447999999999970e-01,9.893955166603990437e-01
1.194795000000000024e-01,1.003766382408959990e+00
1.672713000000000116e-01,1.010050059638589959e+00
1.274447999999999970e-01,1.002269591846429941e+00
