x,y,z
-7.868443771900000172e+01,1.995430223511999941e+02,2.406755363419999938e+01
-7.868343934499999648e+01,1.995430793502000029e+02,2.406755365520000112e+01
-7.868443816300009530e+01,1.995430294072000095e+02,2.406955362220000083e+01
-7.868443794099999877e+01,1.995430258792000018e+02,2.406855362820000011e+01
-7.868443816300009530e+01,1.995430294072000095e+02,2.406955362220000083e+01
-7.868443794099999877e+01,1.995430258792000018e+02,2.406855362820000011e+01
-7.868443794099999877e+01,1.995430258792000018e+02,2.406855362820000011e+01
-7.868349678699989624e+01,1.995440847742000017e+02,2.406955010820000140e+01
-7.868343978900000479e+01,1.995430864061999898e+02,2.406955364319999902e+01
-7.868443794099999877e+01,1.995430258792000018e+02,2.406855362820000011e+01
-7.868343978900000479e+01,1.995430864061999898e+02,2.406955364319999902e+01
-7.868343978900000479e+01,1.995430864061999898e+02,2.406955364319999902e+01
-7.868249819099999343e+01,1.995441382452000028e+02,2.406855013519999886e+01
-7.868249841300000469e+01,1.995441417732000104e+02,2.406955012919999959e+01
-7.868249841300000469e+01,1.995441417732000104e+02,2.406955012919999959e+01
-7.868249841300000469e+01,1.995441417732000104e+02,2.406955012919999959e+01
-7.868349700899989330e+01,1.995440883022000094e+02,2.407055010219999858e+01
-7.868349678699989624e+01,1.995440847742000017e+02,2.406955010820000140e+01
-7.868244141499999955e+01,1.995431434051999986e+02,2.406955366420000075e+01
-7.868249863500000174e+01,1.995441453011999897e+02,2.407055012320000031e+01
-7.868343978900000479e+01,1.995430864061999898e+02,2.406955364319999902e+01
-7.868244119300000250e+01,1.995431398771999909e+02,2.406855367020000003e+01
-7.868343978900000479e+01,1.995430864061999898e+02,2.406955364319999902e+01
-7.868249863500000174e+01,1.995441453011999897e+02,2.407055012320000031e+01
-7.868249819099999343e+01,1.995441382452000028e+02,2.406855013519999886e+01
-7.868249841300000469e+01,1.995441417732000104e+02,2.406955012919999959e+01
-7.868349678699989624e+01,1.995440847742000017e+02,2.406955010820000140e+01
-7.868249863500000174e+01,1.995441453011999897e+02,2.407055012320000031e+01
-7.868249841300000469e+01,1.995441417732000104e+02,2.406955012919999959e+01
-7.868343978900000479e+01,1.995430864061999898e+02,2.406955364319999902e+01
-7.868343956699999353e+01,1.995430828782000106e+02,2.406855364919999829e+01
-7.868343956699999353e+01,1.995430828782000106e+02,2.406855364919999829e+01
-7.868244119300000250e+01,1.995431398771999909e+02,2.406855367020000003e+01
-7.868244141499999955e+01,1.995431434051999986e+02,2.406955366420000075e+01
-7.868343956699999353e+01,1.995430828782000106e+02,2.406855364919999829e+01
-7.868249841300000469e+01,1.995441417732000104e+02,2.406955012919999959e+01
-7.868249819099999343e+01,1.995441382452000028e+02,2.406855013519999886e+01
-7.868349656499989919e+01,1.995440812461999940e+02,2.406855011420000068e+01
-7.868249841300000469e+01,1.995441417732000104e+02,2.406955012919999959e+01
-7.868149981700000239e+01,1.995441952442000115e+02,2.406855015620000060e+01
-7.868249796899999637e+01,1.995441347171999951e+02,2.406755014120000169e+01
