width_LLS_A,Weights,error_LLS_A
5.948686945008869742e+00,1.000570573727509904e+00,-4.013130549911299028e-01
6.028691929334820010e+00,1.004807244077869921e+00,-3.213080706651796348e-01
5.984856590524570308e+00,1.006733016836049988e+00,-3.651434094754293369e-01
5.982920555985900002e+00,1.001798032071770095e+00,-3.670794440140996429e-01
5.989232676422339807e+00,1.002737506609020057e+00,-3.607673235776598375e-01
5.969153339021399773e+00,1.009493511875499960e+00,-3.808466609785998713e-01
6.041089952041650335e+00,1.013684000706799981e+00,-3.089100479583493097e-01
6.076879904591150350e+00,1.007342504878190104e+00,-2.731200954088492949e-01
5.994760070594860046e+00,9.985119949179930288e-01,-3.552399294051395984e-01
5.994949873813250285e+00,9.938455494781680555e-01,-3.550501261867493596e-01
5.935673550420469624e+00,9.946072827001669614e-01,-4.143264495795300206e-01
5.922261489702510318e+00,9.930798840466560362e-01,-4.277385102974893272e-01
6.146056060901689655e+00,1.007191105394670050e+00,-2.039439390983099898e-01
6.090533821610319976e+00,9.976243260583870232e-01,-2.594661783896796692e-01
6.156307246550539958e+00,9.965195896248020269e-01,-1.936927534494596870e-01
6.231535690943290184e+00,9.981845848981919511e-01,-1.184643090567094603e-01
6.206865414799270120e+00,1.001695419639929918e+00,-1.431345852007295250e-01
6.132640927095800443e+00,1.007796936946740107e+00,-2.173590729041992020e-01
6.162836371701719607e+00,1.009557639551120101e+00,-1.871636282982800381e-01
6.138296403280389946e+00,9.987247120293279989e-01,-2.117035967196096991e-01
6.106705148845979814e+00,1.002150390909350097e+00,-2.432948511540198311e-01
6.161335033436699860e+00,9.964907550668250513e-01,-1.886649665632997852e-01
6.132513527091609795e+00,1.000076368751340095e+00,-2.174864729083898496e-01
6.115168859814479774e+00,1.006117832537390067e+00,-2.348311401855198710e-01
6.069531199608089622e+00,1.008459422469520028e+00,-2.804688003919100225e-01
6.092047977770239875e+00,1.002612062278990024e+00,-2.579520222297597698e-01
6.039803804013540223e+00,9.934169898956209943e-01,-3.101961959864594220e-01
6.128129477630260169e+00,9.894475090029940523e-01,-2.218705223697394757e-01
6.182648428899789828e+00,9.939767489077040441e-01,-1.673515711002098172e-01
6.093999194673970443e+00,9.962056570350259488e-01,-2.560008053260292016e-01
6.118716697054609632e+00,1.003812910695980110e+00,-2.312833029453900124e-01
6.057696019603599602e+00,1.006584355614730031e+00,-2.923039803964000427e-01
6.024703858922239696e+00,1.004397641965349974e+00,-3.252961410777599482e-01
6.023615558814480409e+00,1.001294609400499969e+00,-3.263844411855192362e-01
6.153171056797430261e+00,9.963796257413249924e-01,-1.968289432025693841e-01
6.144750825435539632e+00,1.011972375745340047e+00,-2.052491745644600130e-01
6.170079695107560269e+00,1.007019618360339930e+00,-1.799203048924393755e-01
6.137929637951340389e+00,1.001008565706110076e+00,-2.120703620486592555e-01
6.143208480149049855e+00,9.959672731833639769e-01,-2.067915198509497898e-01
6.080561618282009917e+00,9.965046989973459501e-01,-2.694383817179897278e-01
6.030741455620500346e+00,9.975011776050120016e-01,-3.192585443794992983e-01
6.044509257548170034e+00,9.973199397066679905e-01,-3.054907424518296111e-01
5.983898251298519710e+00,1.002559540060719900e+00,-3.661017487014799343e-01
6.113736255840800382e+00,9.993662550135109512e-01,-2.362637441591992626e-01
6.095355452589900302e+00,9.968661606117139584e-01,-2.546445474100993422e-01
6.011986987810599814e+00,9.941795710333170000e-01,-3.380130121893998307e-01
6.054618303876900143e+00,9.954558371378570136e-01,-2.953816961230995020e-01
6.013970696053630327e+00,1.000758784219230035e+00,-3.360293039463693177e-01
6.014979255855149809e+00,1.006121909366060052e+00,-3.350207441448498358e-01
6.066330973965389894e+00,1.004873008164999915e+00,-2.836690260346097503e-01
6.065674255456119823e+00,1.003220310386010006e+00,-2.843257445438798214e-01
6.028629525384469723e+00,9.999668248818780469e-01,-3.213704746155299219e-01
6.105211758501099872e+00,9.911056543685150544e-01,-2.447882414988997724e-01
6.016264905993589984e+00,9.948091659480919891e-01,-3.337350940064096605e-01
6.005436872164639617e+00,9.990235169433110407e-01,-3.445631278353600280e-01
6.001729196860750015e+00,9.990805676634689769e-01,-3.482708031392496295e-01
5.983482953311489716e+00,9.993839134361189869e-01,-3.665170466885099287e-01
6.006181818849009701e+00,9.908887059120029539e-01,-3.438181811509899433e-01
5.958948005730239750e+00,9.905434816920279939e-01,-3.910519942697598950e-01
5.938330866374299966e+00,9.934541536905789894e-01,-4.116691336256996792e-01
6.018688917473919986e+00,9.943753867608690067e-01,-3.313110825260796588e-01
6.090491051837680025e+00,9.972627852084510192e-01,-2.595089481623196193e-01
6.028741386250720424e+00,1.000803162720800055e+00,-3.212586137492792204e-01
6.030053840749250327e+00,1.002473823547199938e+00,-3.199461592507493179e-01
6.032019331673390106e+00,1.003439418192650034e+00,-3.179806683266095391e-01
5.928035400703629776e+00,1.002350845902659993e+00,-4.219645992963698689e-01
5.977359856288930295e+00,1.004640698109340091e+00,-3.726401437110693493e-01
6.056136638338990075e+00,1.000022944949829906e+00,-2.938633616610095700e-01
5.924733028976939764e+00,9.974194565103270405e-01,-4.252669710230598810e-01
6.087636898439900079e+00,9.965766690726369781e-01,-2.623631015600995653e-01
6.024406955304949740e+00,9.954007510006780413e-01,-3.255930446950499046e-01
6.016949427400430039e+00,9.935893767606700511e-01,-3.330505725995696054e-01
5.900395359960340258e+00,9.913774005498749986e-01,-4.496046400396593867e-01
5.898536048187409619e+00,9.942823206978309569e-01,-4.514639518125900253e-01
5.944064007334019628e+00,9.955633012298330531e-01,-4.059359926659800166e-01
6.024001592107429914e+00,9.971880779801659545e-01,-3.259984078925697304e-01
5.977359036639000145e+00,1.004683513542929951e+00,-3.726409633609994998e-01
5.951556133834330353e+00,1.005647045806840056e+00,-3.984438661656692915e-01
5.901397134984430082e+00,1.001462156191480046e+00,-4.486028650155695630e-01
5.910350331152730341e+00,9.995552385310689791e-01,-4.396496688472693037e-01
5.867088346386459818e+00,1.000625803870659913e+00,-4.829116536135398263e-01
5.930593049806129891e+00,1.003893842047479890e+00,-4.194069501938697542e-01
5.967596165420880006e+00,1.000820852118710080e+00,-3.824038345791196392e-01
