x,Weights,y,Weights
-6.097686455000020267e+00,2.630333090000059881e-01,-8.182010207998470230e-01,2.630333090000059881e-01
-5.571619837000009845e+00,2.566435450000110197e-01,-9.271976517999860334e-01,2.566435450000110197e-01
-5.058332746999989915e+00,2.801730720000050190e-01,-9.877983768001290521e-01,2.801730720000050190e-01
-4.497986602999979766e+00,2.939467979999880187e-01,-9.077151647998680239e-01,2.939467979999880187e-01
-3.910093006999999954e+00,3.232785560000179803e-01,-8.540054987999500247e-01,3.232785560000179803e-01
-3.263535894999970211e+00,3.336384649999890040e-01,-8.979971578000349730e-01,3.336384649999890040e-01
-2.596258964999989871e+00,3.248738660000070055e-01,-9.189224468002520352e-01,3.248738660000070055e-01
-1.946511232999980079e+00,3.308068689999850154e-01,-8.959560887998919698e-01,3.308068689999850154e-01
-1.284897495000010048e+00,3.636371960000209791e-01,-9.053870527999380302e-01,3.636371960000209791e-01
-5.576231029999659805e-01,4.045893619999950119e-01,-9.420842087998839709e-01,4.045893619999950119e-01
2.515556210000249870e-01,4.028505690000079853e-01,-9.221236258001680453e-01,4.028505690000079853e-01
1.057256759000039903e+00,3.985237529999869910e-01,-8.763371128001720134e-01,3.985237529999869910e-01
1.854304265000020102e+00,4.163476399999900268e-01,-8.719766127999259986e-01,4.163476399999900268e-01
2.686999544999999934e+00,4.430606189999959921e-01,-8.955198187998120174e-01,4.430606189999959921e-01
3.573120782999990031e+00,4.372820190000200058e-01,-8.899281757998660503e-01,4.372820190000200058e-01
4.447684821000030375e+00,4.397071609999950170e-01,-8.748986978001770387e-01,4.397071609999950170e-01
5.327099143000020298e+00,4.738810899999930104e-01,-8.395598658000840153e-01,4.738810899999930104e-01
6.274861322999999658e+00,5.072113600000109912e-01,-8.083708538001700417e-01,5.072113600000109912e-01
7.289284043000029634e+00,5.153284740000010355e-01,-8.395008328001839493e-01,5.153284740000010355e-01
8.319940991000029484e+00,5.223659770000019797e-01,-8.918140108000329747e-01,5.223659770000019797e-01
9.364672945000030779e+00,5.524473399999929590e-01,-8.923931418000280447e-01,5.524473399999929590e-01
1.046956762499999982e+01,5.623847479999890542e-01,-8.765624138000019938e-01,5.623847479999890542e-01
1.159433712100000058e+01,5.833932500000179600e-01,-9.106089107999649768e-01,5.833932500000179600e-01
1.276112362099999942e+01,6.182105679999839731e-01,-9.262129227998340264e-01,6.182105679999839731e-01
1.399754475700000000e+01,6.381322920000109811e-01,-8.807843117999140103e-01,6.381322920000109811e-01
1.527380934099999976e+01,6.472841909999830223e-01,-8.490254838000620419e-01,6.472841909999830223e-01
1.656837772300000111e+01,6.672093770000180335e-01,-8.571748638000260545e-01,6.672093770000180335e-01
1.790279647699999899e+01,6.693783610000010320e-01,-8.440182928001149776e-01,6.693783610000010320e-01
1.924155319899999839e+01,6.650976339999949971e-01,-8.015776398001439595e-01,6.650976339999949971e-01
2.057174846699999904e+01,6.917690539999949983e-01,-7.846238407999519548e-01,6.917690539999949983e-01
2.195528657499999881e+01,7.155903100000069461e-01,-7.897041018001690338e-01,7.155903100000069461e-01
2.338646719500000160e+01,7.340189129999959983e-01,-7.871447707999550403e-01,7.340189129999959983e-01
