width_LLS_B,Weights,error_LLS_B
6.231155350334319998e+00,1.001904337595920014e+00,-1.188446496656796469e-01
6.244011531059180165e+00,1.000170949403830001e+00,-1.059884689408194802e-01
6.216973218536489654e+00,9.956314411336549819e-01,-1.330267814635099910e-01
6.240525699009659810e+00,9.936333324257350386e-01,-1.094743009903398345e-01
6.304628220601119715e+00,1.002882128679879914e+00,-4.537177939887993006e-02
6.318334353292799577e+00,1.001876356768450105e+00,-3.166564670720006802e-02
6.357188844135429839e+00,9.921171129862770277e-01,7.188844135430194626e-03
6.370453359063230181e+00,9.987022829127739643e-01,2.045335906323053621e-02
6.410219107019670126e+00,1.000295534947549969e+00,6.021910701967048141e-02
6.424575628008439843e+00,1.003855117216760018e+00,7.457562800844019790e-02
6.398361352721489759e+00,1.006353551841109972e+00,4.836135272149011399e-02
6.398439575396490220e+00,1.003039280314010018e+00,4.843957539649057509e-02
6.411084931585289581e+00,9.974105005790659950e-01,6.108493158528993661e-02
6.400404987186360195e+00,1.002570373435730078e+00,5.040498718636055031e-02
6.399405050471489886e+00,9.981527425743139670e-01,4.940505047149024165e-02
6.373489625001360181e+00,9.978119576054980122e-01,2.348962500136053677e-02
6.374477233467859882e+00,9.963543252556640306e-01,2.447723346786023768e-02
6.348491553117169950e+00,9.999449630498340458e-01,-1.508446882829694857e-03
6.335333456101579941e+00,1.003128239729339954e+00,-1.466654389841970385e-02
6.349189082079700341e+00,1.001000534640660078e+00,-8.109179202993033186e-04
6.337303290832780434e+00,1.004242580812999996e+00,-1.269670916721921117e-02
6.350385815050920257e+00,1.002194022003729978e+00,3.858150509206126344e-04
6.324265965311710147e+00,9.992377827183389627e-01,-2.573403468828949769e-02
6.325239125914530192e+00,1.005538441346990108e+00,-2.476087408546945312e-02
6.313388076144219596e+00,1.001075327059189890e+00,-3.661192385578004860e-02
6.288305654148819812e+00,9.943755352504629608e-01,-6.169434585117983261e-02
6.299240112902509736e+00,9.953841183431759720e-01,-5.075988709748990857e-02
6.297160788799979869e+00,1.001055645444890008e+00,-5.283921120001977556e-02
6.284258508368350427e+00,1.005529867624930018e+00,-6.574149163164921816e-02
6.285367849219330338e+00,9.982085365459210102e-01,-6.463215078066930630e-02
6.284346584968080407e+00,9.963820194933340479e-01,-6.565341503191923778e-02
6.287153966621139567e+00,9.945521125050760247e-01,-6.284603337886007779e-02
6.262207677808199868e+00,9.971878088670580453e-01,-8.779232219179977648e-02
6.302198346608900437e+00,9.965328940160069759e-01,-4.780165339109920808e-02
6.302573204652209604e+00,1.006763327480310055e+00,-4.742679534779004058e-02
6.252461915117920377e+00,9.999062309521870029e-01,-9.753808488207926786e-02
6.276191281342529571e+00,9.905056724628920062e-01,-7.380871865747007377e-02
6.262306923171360395e+00,9.913763597233390401e-01,-8.769307682863924924e-02
6.274336698010399616e+00,9.987332852539749783e-01,-7.566330198960002917e-02
6.296325277493210137e+00,1.000850603097499958e+00,-5.367472250678950729e-02
6.258647138160130297e+00,1.000140673748260101e+00,-9.135286183986934816e-02
6.269199390671830407e+00,1.004693601953339899e+00,-8.080060932816923724e-02
6.309469866795470061e+00,1.003829936139339907e+00,-4.053013320452958368e-02
6.345364370940409948e+00,1.000698310730929963e+00,-4.635629059589696510e-03
6.335354291592540044e+00,1.000108827974989900e+00,-1.464570840745960112e-02
6.310422252115939656e+00,1.000678735801840080e+00,-3.957774788405998834e-02
6.286357053174760345e+00,9.990605819647120356e-01,-6.364294682523929936e-02
6.296206556332149873e+00,9.992669783865549826e-01,-5.379344366784977183e-02
6.310422252115939656e+00,1.000526659326359979e+00,-3.957774788405998834e-02
6.335303386579050233e+00,9.984255450986569969e-01,-1.469661342094941148e-02
6.360204477845029736e+00,1.001167260359999922e+00,1.020447784503009103e-02
6.308175092687269725e+00,9.945001483486709537e-01,-4.182490731272991979e-02
6.296249042088470027e+00,1.002002833742430044e+00,-5.375095791152961766e-02
6.219289428865650393e+00,1.007373611123359991e+00,-1.307105711343492516e-01
6.244128121683599986e+00,1.001140743782690024e+00,-1.058718783163996591e-01
6.244403654473339671e+00,9.959152382533279502e-01,-1.055963455266599738e-01
6.283496638019309799e+00,9.999235629840029782e-01,-6.650336198068984572e-02
6.257563823086430332e+00,1.000619610717589980e+00,-9.243617691356931232e-02
6.255307266633669983e+00,9.998378113827339764e-01,-9.469273336632966220e-02
6.280315995234640347e+00,1.000845756893419924e+00,-6.968400476535929755e-02
6.252233201025060083e+00,9.920607710022499859e-01,-9.776679897493956162e-02
6.264168899383220079e+00,9.976764853707560388e-01,-8.583110061677956537e-02
6.251233238329859887e+00,1.003426178402750057e+00,-9.876676167013975771e-02
6.251103662554320373e+00,1.001895355658340092e+00,-9.889633744567927209e-02
6.278277231852699813e+00,1.003676665140700086e+00,-7.172276814729983130e-02
6.278249756102409762e+00,1.000534392239980086e+00,-7.175024389758988264e-02
6.379291653467490164e+00,9.995038543083180071e-01,2.929165346749051935e-02
6.394236545515029846e+00,9.972521082625569466e-01,4.423654551503020116e-02
6.265232717146269614e+00,1.002383565241250052e+00,-8.476728285373003047e-02
6.254337774696850261e+00,1.000928956301919914e+00,-9.566222530314938410e-02
6.201116431740340218e+00,9.996829288958379856e-01,-1.488835682596594268e-01
6.165364060621239872e+00,9.936571861219459789e-01,-1.846359393787597725e-01
6.190178430384699837e+00,9.943813894378269458e-01,-1.598215696152998078e-01
6.228270064793269611e+00,9.996289779063749492e-01,-1.217299352067300333e-01
6.254109448994319642e+00,1.001883145510199968e+00,-9.589055100568000256e-02
6.278249756102409762e+00,9.978496245836729894e-01,-7.175024389758988264e-02
6.264045976842759877e+00,9.937352759223100351e-01,-8.595402315723976727e-02
6.274258920382550286e+00,1.007620582661880038e+00,-7.574107961744935835e-02
6.223371513898229956e+00,9.999788438526679979e-01,-1.266284861017696883e-01
6.182321004283100052e+00,9.991136328727010518e-01,-1.676789957168995926e-01
6.143255244575139606e+00,1.005462449669350056e+00,-2.067447554248600383e-01
6.156157242956029840e+00,9.989487693098939580e-01,-1.938427570439698044e-01
6.194262264386289907e+00,1.005308239100010104e+00,-1.557377356137097379e-01
6.185419064218690366e+00,9.950602479007729650e-01,-1.645809357813092788e-01
6.183116770690980424e+00,1.002068630709149977e+00,-1.668832293090192209e-01
6.184054656938280381e+00,1.006098109767100013e+00,-1.659453430617192637e-01
6.282471886128900174e+00,1.001238669754769939e+00,-6.752811387109947106e-02
6.231208710996609668e+00,1.000369359844279993e+00,-1.187912890033899771e-01
6.242233574610930091e+00,9.984073286114040213e-01,-1.077664253890695534e-01
6.306222720456360342e+00,1.001733525087209919e+00,-4.377727954363930252e-02
6.343213144771350009e+00,1.011576888090520043e+00,-6.786855228649635308e-03
6.306206228787639922e+00,1.003423537250160091e+00,-4.379377121235972226e-02
6.267207512122129565e+00,1.000051891112609947e+00,-8.279248787787008013e-02
6.254141028150869808e+00,1.003710444991690043e+00,-9.585897184912983704e-02
6.227162596239160131e+00,1.005854628942659978e+00,-1.228374037608395142e-01
6.227169902933430201e+00,1.003421678047490051e+00,-1.228300970665694436e-01
6.189163594541669866e+00,1.002485058778260107e+00,-1.608364054583297786e-01
6.187171001354330180e+00,9.951590596682939882e-01,-1.628289986456694649e-01
6.212234702584890300e+00,9.972266541598979739e-01,-1.377652974151093446e-01
6.251192046322049833e+00,1.003698779110199890e+00,-9.880795367794981132e-02
6.251391925003580319e+00,9.955713671498369610e-01,-9.860807499641932594e-02
6.225042489814829771e+00,1.001099664524649935e+00,-1.249575101851698733e-01
6.201309942262200003e+00,1.000423699737819971e+00,-1.486900577377996413e-01
6.173110885121049662e+00,1.001875612487520106e+00,-1.768891148789499823e-01
6.185244538415600069e+00,1.003081921434529900e+00,-1.647554615843995762e-01
6.222416572361580300e+00,1.000784148795520023e+00,-1.275834276384193444e-01
6.299422989449110055e+00,9.981506147110319471e-01,-5.057701055088958952e-02
6.287198819824300067e+00,1.003422708012819964e+00,-6.280118017569957800e-02
6.260402622835050224e+00,1.002884924370140096e+00,-8.959737716494942106e-02
6.259199709228010278e+00,9.977199424641729486e-01,-9.080029077198936704e-02
6.284076463570439586e+00,9.932415260109690447e-01,-6.592353642956005899e-02
6.271121271351719706e+00,9.935843575508089831e-01,-7.887872864827993880e-02
6.270183729365509606e+00,1.001178588825339943e+00,-7.981627063449003856e-02
6.233208644029169854e+00,1.002778557295890050e+00,-1.167913559708297910e-01
6.233233911863090171e+00,9.997691032938550437e-01,-1.167660881369094739e-01
6.245224895870440385e+00,9.958861530156759567e-01,-1.047751041295592600e-01
6.219319094563330097e+00,1.004196832866550038e+00,-1.306809054366695477e-01
6.222440035870169694e+00,9.998452758998720435e-01,-1.275599641298299503e-01
6.171110921057890053e+00,9.991363184216449644e-01,-1.788890789421095917e-01
6.196156227856100429e+00,9.915972295644339685e-01,-1.538437721438992156e-01
6.210122462560620171e+00,9.976059248480010355e-01,-1.398775374393794735e-01
6.220339620953179605e+00,9.965377846165289766e-01,-1.296603790468200401e-01
6.220200961383800298e+00,9.939434955841279784e-01,-1.297990386161993470e-01
6.271241184964900128e+00,9.960544384112729466e-01,-7.875881503509951642e-02
6.285198883090339805e+00,9.975066209569930509e-01,-6.480111690965983939e-02
6.296240227310259563e+00,9.978001061389000226e-01,-5.375977268974008183e-02
6.297240189162230273e+00,1.000864812719999941e+00,-5.275981083776937197e-02
