x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,2.843559999999999945e+02,0.000000000000000000e+00,2.906299999999999955e+02
4.977050268207708437e-04,2.843310000000000173e+02,4.953219592735277552e-04,2.906179999999999950e+02
9.401094951059006753e-04,2.843050000000000068e+02,9.906439185470555103e-04,2.905930000000000177e+02
1.437814521926671519e-03,2.842660000000000196e+02,1.430930104567969046e-03,2.905559999999999832e+02
1.935519548747442579e-03,2.842540000000000191e+02,1.926252063841497018e-03,2.905419999999999732e+02
2.377924017032571977e-03,2.843050000000000068e+02,2.421574023115024340e-03,2.905059999999999718e+02
2.875629043853343038e-03,2.842900000000000205e+02,2.861860209135938093e-03,2.904660000000000082e+02
3.373334070674113665e-03,2.842919999999999732e+02,3.357182168409465848e-03,2.904660000000000082e+02
3.871039097494885159e-03,2.843170000000000073e+02,3.852504127682994037e-03,2.904680000000000177e+02
4.313443565780014123e-03,2.843170000000000073e+02,4.347826086956521792e-03,2.904759999999999991e+02
4.811148592600784750e-03,2.843170000000000073e+02,4.788112272977434677e-03,2.904909999999999854e+02
5.308853619421556244e-03,2.842540000000000191e+02,5.283434232250963300e-03,2.905029999999999859e+02
5.751258087706686076e-03,2.842409999999999854e+02,5.778756191524490188e-03,2.905299999999999727e+02
6.248963114527456703e-03,2.842289999999999850e+02,6.274078150798018810e-03,2.905169999999999959e+02
6.746668141348227329e-03,2.842289999999999850e+02,6.714364336818931696e-03,2.904929999999999950e+02
7.244373168168998824e-03,2.842160000000000082e+02,7.154650522839845449e-03,2.905029999999999859e+02
7.686777636454129523e-03,2.841779999999999973e+02,7.705008255365988074e-03,2.904510000000000218e+02
8.184482663274898415e-03,2.841519999999999868e+02,8.145294441386900092e-03,2.904519999999999982e+02
8.682187690095670776e-03,2.841519999999999868e+02,8.585580627407813845e-03,2.904510000000000218e+02
9.179892716916441403e-03,2.841399999999999864e+02,9.135938359933957337e-03,2.904399999999999977e+02
9.622297185201569500e-03,2.841009999999999991e+02,9.576224545954869355e-03,2.904630000000000223e+02
1.006470165348670107e-02,2.840880000000000223e+02,1.007154650522839798e-02,2.904379999999999882e+02
1.056240668030747169e-02,2.841009999999999991e+02,1.056686846450192660e-02,2.904379999999999882e+02
1.106011170712824232e-02,2.841519999999999868e+02,1.100715465052284035e-02,2.903999999999999773e+02
1.150251617541337215e-02,2.841390000000000100e+02,1.150247660979636724e-02,2.903729999999999905e+02
1.200022120223414278e-02,2.841270000000000095e+02,1.194276279581728099e-02,2.903879999999999768e+02
1.249792622905491341e-02,2.841410000000000196e+02,1.243808475509080962e-02,2.903770000000000095e+02
1.294033069734004497e-02,2.841539999999999964e+02,1.293340671436433477e-02,2.903759999999999764e+02
1.343803572416081386e-02,2.841410000000000196e+02,1.342872867363786339e-02,2.903899999999999864e+02
1.393574075098158623e-02,2.840899999999999750e+02,1.392405063291139201e-02,2.904139999999999873e+02
1.443344577780235685e-02,2.840380000000000109e+02,1.436433681893230577e-02,2.904399999999999977e+02
1.493115080462312748e-02,2.840129999999999768e+02,1.485965877820583439e-02,2.904379999999999882e+02
1.537355527290825905e-02,2.840120000000000005e+02,1.535498073747936301e-02,2.904250000000000114e+02
1.587126029972902794e-02,2.840249999999999773e+02,1.579526692350027156e-02,2.903990000000000009e+02
1.636896532654979683e-02,2.839870000000000232e+02,1.629058888277380018e-02,2.903600000000000136e+02
1.681136979483492666e-02,2.839859999999999900e+02,1.673087506879471567e-02,2.903480000000000132e+02
1.730907482165569902e-02,2.840369999999999777e+02,1.722619702806824429e-02,2.903489999999999895e+02
1.780677984847647138e-02,2.840380000000000109e+02,1.772151898734177292e-02,2.903480000000000132e+02
1.824918431676160122e-02,2.840260000000000105e+02,1.821684094661530154e-02,2.903620000000000232e+02
1.874688934358237358e-02,2.840120000000000005e+02,1.865712713263621356e-02,2.903879999999999768e+02
1.924459437040313900e-02,2.840140000000000100e+02,1.915244909190973871e-02,2.903999999999999773e+02
1.974229939722391136e-02,2.840389999999999873e+02,1.964777105118326733e-02,2.903990000000000009e+02
2.018470386550904119e-02,2.840380000000000109e+02,2.008805723720418282e-02,2.903500000000000227e+02
2.068240889232981355e-02,2.840529999999999973e+02,2.058337919647770797e-02,2.903639999999999759e+02
2.118011391915058592e-02,2.840640000000000214e+02,2.107870115575123660e-02,2.903879999999999768e+02
2.162251838743571575e-02,2.840629999999999882e+02,2.157402311502476522e-02,2.903999999999999773e+02
2.212022341425648464e-02,2.840520000000000209e+02,2.201430930104568071e-02,2.904139999999999873e+02
