width_LLS_A,Weights,error_LLS_A
6.080336003703109782e+00,9.990485182860590063e-01,-2.696639962968898629e-01
6.079363004497460032e+00,9.896981214356369572e-01,-2.706369955025396123e-01
6.048513191731539784e+00,9.997060566019000394e-01,-3.014868082684598605e-01
6.088383786506650353e+00,1.006104647906929994e+00,-2.616162134933492922e-01
6.064223323896570150e+00,1.003176193070739908e+00,-2.857766761034294944e-01
6.160557338472600009e+00,1.002283554498500040e+00,-1.894426615273996362e-01
6.081628974096680018e+00,1.010097059703539912e+00,-2.683710259033196266e-01
5.980218495350749563e+00,1.000769753518899963e+00,-3.697815046492500812e-01
6.052965898096569930e+00,9.950464317439959849e-01,-2.970341019034297148e-01
6.046293677900020036e+00,9.909963855884640349e-01,-3.037063220999796087e-01
6.107635233313249756e+00,9.980024987217399612e-01,-2.423647666867498884e-01
6.048087898838089949e+00,1.004616506543529963e+00,-3.019121011619096961e-01
6.050293010754249856e+00,9.948288699402719759e-01,-2.997069892457497886e-01
6.023906836739279846e+00,9.898367143509350097e-01,-3.260931632607197983e-01
6.184750768870950210e+00,1.005199554061920075e+00,-1.652492311290494342e-01
6.045188818416150411e+00,1.003256749242680046e+00,-3.048111815838492333e-01
6.047248057000330412e+00,1.004938795034600041e+00,-3.027519429996692324e-01
6.008923226345640245e+00,1.003459446770659902e+00,-3.410767736543593998e-01
6.145259974995729735e+00,9.958258255689429461e-01,-2.047400250042699099e-01
6.182160887521310322e+00,1.000881494638530045e+00,-1.678391124786893229e-01
6.108645834212300230e+00,1.003324017099999965e+00,-2.413541657876994151e-01
6.091767566991290295e+00,9.969834062137240549e-01,-2.582324330087093500e-01
6.072081033294810304e+00,9.916799856510649658e-01,-2.779189667051893409e-01
6.083863521721149858e+00,9.979612129904710249e-01,-2.661364782788497862e-01
6.056402963779260240e+00,1.005130891333900101e+00,-2.935970362207394047e-01
6.087366385891200160e+00,9.995079641633339840e-01,-2.626336141087994847e-01
6.023449355934809901e+00,1.005044034183480095e+00,-3.265506440651897435e-01
6.074005640711200193e+00,9.948636049520309665e-01,-2.759943592887994512e-01
6.043855051524420041e+00,1.000171824636989948e+00,-3.061449484755796036e-01
6.048339322437949583e+00,9.987860376858720413e-01,-3.016606775620500613e-01
6.041275318526269977e+00,9.944898373185470097e-01,-3.087246814737296674e-01
6.128736373080959865e+00,1.003311067816309965e+00,-2.212636269190397798e-01
6.069547509510919703e+00,1.003725143084819971e+00,-2.804524904890799419e-01
6.127795964367580339e+00,9.965183897803100432e-01,-2.222040356324193056e-01
6.098295040593339600e+00,9.918787562709430183e-01,-2.517049594066600449e-01
6.062981607666450223e+00,9.952922794223429959e-01,-2.870183923335494214e-01
6.093935661252880109e+00,1.003646600797329924e+00,-2.560643387471195354e-01
6.124953652706760288e+00,1.004232326610990045e+00,-2.250463472932393572e-01
6.052552174543600394e+00,1.003026274989379907e+00,-2.974478254563992508e-01
6.042620025753929980e+00,1.001041146265589932e+00,-3.073799742460696649e-01
6.027270965505119982e+00,1.003978226146660102e+00,-3.227290344948796630e-01
6.061301788304460203e+00,9.973207761422689943e-01,-2.886982116955394417e-01
6.102601509589829831e+00,9.999636987274660438e-01,-2.473984904101698135e-01
6.086174986807280085e+00,1.000338009406819939e+00,-2.638250131927195596e-01
6.019412094595590013e+00,9.986121469637859738e-01,-3.305879054044096321e-01
6.074243000017579774e+00,9.936072365353969538e-01,-2.757569999824198703e-01
