width_LLS_A,Weights,error_LLS_A
6.077166519634060293e+00,9.959691341887310090e-01,-2.728334803659393515e-01
6.038040110815360073e+00,9.937961543118689622e-01,-3.119598891846395716e-01
6.027560120912180075e+00,9.963624268365259828e-01,-3.224398790878195697e-01
6.077133415229750035e+00,9.989439336912000478e-01,-2.728665847702496094e-01
6.088143120466179781e+00,9.993118096976090214e-01,-2.618568795338198640e-01
6.061634993363269608e+00,1.002930370004339933e+00,-2.883650066367300369e-01
6.063873556485620320e+00,1.008400977637730067e+00,-2.861264435143793250e-01
6.043246921964700036e+00,1.000374708522939970e+00,-3.067530780352996089e-01
6.080281861946989608e+00,1.000181693145220096e+00,-2.697181380530100370e-01
6.106849190307720221e+00,1.002627919740260110e+00,-2.431508096922794238e-01
6.100439615614989819e+00,1.002497508295989936e+00,-2.495603843850098258e-01
6.203065058979699842e+00,1.003171728757140002e+00,-1.469349410202998030e-01
6.242287160226309695e+00,9.975229894421620003e-01,-1.077128397736899501e-01
6.198071404604529988e+00,9.940667908936560160e-01,-1.519285953954696566e-01
6.193602655890839692e+00,9.950486331550060237e-01,-1.563973441091599526e-01
6.153747013794809817e+00,1.001594262093340015e+00,-1.962529862051898277e-01
6.266028843254580316e+00,1.003277476129329937e+00,-8.397115674541932862e-02
6.286619669576870351e+00,1.000566809112990008e+00,-6.338033042312929410e-02
6.245139639060440118e+00,1.003134787757339996e+00,-1.048603609395595271e-01
6.261549706351940081e+00,9.995118265876250518e-01,-8.845029364805956362e-02
6.234092791972909886e+00,9.991024347618959744e-01,-1.159072080270897587e-01
6.199403198247200208e+00,9.986910913751509966e-01,-1.505968017527994363e-01
6.189544274299159987e+00,9.981857304959840249e-01,-1.604557257008396576e-01
6.128775834081269913e+00,9.974219430130110142e-01,-2.212241659187297316e-01
6.151733250618070414e+00,9.954640516691449781e-01,-1.982667493819292304e-01
6.098863836746730271e+00,9.960334196257479844e-01,-2.511361632532693733e-01
6.070439941895400260e+00,9.961758301698659945e-01,-2.795600581045993849e-01
6.024264260866229570e+00,9.996928563356279884e-01,-3.257357391337700747e-01
6.007268279182340187e+00,1.003956297506160000e+00,-3.427317208176594576e-01
6.085299690165589581e+00,9.922944618816540441e-01,-2.647003098344100636e-01
6.190653562956439870e+00,9.939205766141390175e-01,-1.593464370435597743e-01
6.174261245863159608e+00,9.958413569666639820e-01,-1.757387541368400363e-01
6.109017274645830220e+00,9.989750304962660143e-01,-2.409827253541694247e-01
6.079233943813879826e+00,1.005865584524560097e+00,-2.707660561861198190e-01
6.071440682325340177e+00,1.002487834975839931e+00,-2.785593176746594679e-01
6.100454816375590283e+00,9.903059661914590528e-01,-2.495451836244093613e-01
6.221391760555290418e+00,9.947189685987940511e-01,-1.286082394447092270e-01
6.100375488918800215e+00,9.980124073146899866e-01,-2.496245110811994294e-01
6.087581413984850087e+00,1.005595504489350089e+00,-2.624185860151495575e-01
6.072571725704150047e+00,9.976313838459830441e-01,-2.774282742958495973e-01
6.092950892785849781e+00,1.002922842689359939e+00,-2.570491072141498634e-01
6.079520266422660413e+00,9.887141331091869878e-01,-2.704797335773392319e-01
6.162493470496089643e+00,1.006389332016329963e+00,-1.875065295039100022e-01
6.162567148593899979e+00,1.002484818030930036e+00,-1.874328514060996653e-01
6.070770745720760253e+00,1.000001825307269998e+00,-2.792292542792393917e-01
6.068980576131679960e+00,1.006078015398329972e+00,-2.810194238683196843e-01
6.045517541762979619e+00,1.003069447625829946e+00,-3.044824582370200261e-01
6.030184266847300023e+00,1.002694010785599943e+00,-3.198157331526996217e-01
6.052510694537249769e+00,1.003309670144209909e+00,-2.974893054627498756e-01
6.014526449191100355e+00,1.001117618354369965e+00,-3.354735508088992901e-01
6.104096312103430400e+00,9.944934091697780199e-01,-2.459036878965692452e-01
6.021541806636600214e+00,9.973826948538500048e-01,-3.284581933633994311e-01
6.084878588517150355e+00,1.005088510711479977e+00,-2.651214114828492896e-01
