TapeCenterLine,Weights
7.965300000000000158e-02,1.771754288582879922e-01
2.150631000000000070e-01,1.894344722841659889e-01
2.389590000000000047e-01,2.016942701591440124e-01
2.548895999999999940e-01,2.139533135850230083e-01
2.070977999999999986e-01,2.262131114600010040e-01
1.274447999999999970e-01,2.384721548858790008e-01
2.309936999999999963e-01,2.507319527608580234e-01
1.911672000000000093e-01,2.629909961867359924e-01
2.389590000000000047e-01,2.775672873087819958e-01
2.708202000000000109e-01,3.076121602305880165e-01
2.150631000000000070e-01,3.326630446897320126e-01
1.991324999999999901e-01,3.308876273814699842e-01
1.274447999999999970e-01,3.577214955209069847e-01
1.593060000000000032e-01,3.938869711549740082e-01
1.433753999999999862e-01,3.887459877362299809e-01
1.672713000000000116e-01,4.231938845720690234e-01
1.832019000000000009e-01,4.361720981725180080e-01
1.911672000000000093e-01,4.861826308782890016e-01
1.593060000000000032e-01,5.120143626955819816e-01
1.194795000000000024e-01,5.307895314876329707e-01
7.168769999999999309e-02,5.482885702155539942e-01
9.558360000000000467e-02,5.938688218285770315e-01
6.372239999999999849e-02,6.174521852940789701e-01
1.354101000000000055e-01,6.276945597170420221e-01
1.433753999999999862e-01,6.490453140369150109e-01
1.035488999999999993e-01,6.815069566512069743e-01
1.115141999999999939e-01,7.163758924185319454e-01
4.779180000000000234e-02,7.416415993068019574e-01
3.982650000000000079e-02,7.731517637580970215e-01
7.965299999999999811e-03,7.947904675581499712e-01
0.000000000000000000e+00,8.197072106697079752e-01
3.982650000000000079e-02,8.453680476607230432e-01
3.982650000000000079e-02,8.769288447444190115e-01
3.982650000000000079e-02,8.919117026456739872e-01
3.186119999999999924e-02,9.202560872827809657e-01
3.186119999999999924e-02,9.412651309024570034e-01
2.389590000000000117e-02,9.514889374573559655e-01
6.372239999999999849e-02,9.632224784580579735e-01
3.186119999999999924e-02,9.781871402314570307e-01
-3.982650000000000079e-02,9.947874927916180443e-01
-5.575709999999999694e-02,9.932229605715150456e-01
-3.982650000000000079e-02,1.001602183924970024e+00
-3.186119999999999924e-02,1.007452203489390019e+00
2.389590000000000117e-02,9.998037110846540454e-01
3.982650000000000079e-02,9.933954195668810438e-01
-3.186119999999999924e-02,9.950440853535249541e-01
-6.372239999999999849e-02,9.939818362565809862e-01
-1.593059999999999962e-02,1.003156058958329933e+00
-2.389590000000000117e-02,1.003063097387020042e+00
2.389590000000000117e-02,1.008887649462099967e+00
3.186119999999999924e-02,1.004734821291789926e+00
4.779180000000000234e-02,9.990644996933619737e-01
7.965300000000000158e-02,9.979171074569560540e-01
9.558360000000000467e-02,9.944552601796390334e-01
1.433753999999999862e-01,9.937963141969270442e-01
1.194795000000000024e-01,1.002179612338929937e+00
1.194795000000000024e-01,1.003794880618150032e+00
2.070977999999999986e-01,1.007784268560540042e+00
1.832019000000000009e-01,1.005500266073990012e+00
1.672713000000000116e-01,1.004182754201859984e+00
1.911672000000000093e-01,1.002529018197549915e+00
1.354101000000000055e-01,9.953672527946679782e-01
1.035488999999999993e-01,9.879585817713969487e-01
7.965300000000000158e-02,9.968419246995050553e-01
1.194795000000000024e-01,9.919201888869180195e-01
7.168769999999999309e-02,9.950870819961380453e-01
1.035488999999999993e-01,1.002578870698749958e+00
9.558360000000000467e-02,1.000643069245839900e+00
1.035488999999999993e-01,1.006409351896119908e+00
8.761829999999999619e-02,9.992192987012049610e-01
1.115141999999999939e-01,9.912344179031650215e-01
8.761829999999999619e-02,9.951922743446850461e-01
9.558360000000000467e-02,1.001318009715900015e+00
4.779180000000000234e-02,9.983025658372469691e-01
1.115141999999999939e-01,1.002077559509749971e+00
