width_LLS_A,Weights,error_LLS_A
5.941725052860999945e+00,9.934092311322699764e-01,-4.082749471389996998e-01
5.946953397582169565e+00,9.877195779723639824e-01,-4.030466024178300799e-01
5.942886167174860290e+00,9.979631076943199508e-01,-4.071138328251393546e-01
5.956084908990420423e+00,9.947779898630579876e-01,-3.939150910095792213e-01
6.017837267903909826e+00,9.964343583514090330e-01,-3.321627320960898189e-01
6.079414991158290427e+00,9.967034932362689448e-01,-2.705850088417092181e-01
6.091341379756119778e+00,9.957671881766559929e-01,-2.586586202438798665e-01
5.996215979954760300e+00,1.002497880247460005e+00,-3.537840200452393447e-01
6.016898280063999849e+00,1.007045513860040042e+00,-3.331017199359997960e-01
5.944738901596790193e+00,1.009169956352679920e+00,-4.052610984032094521e-01
6.029753420920759943e+00,1.003525788186200085e+00,-3.202465790792397016e-01
6.112764352241240040e+00,1.000416384254730007e+00,-2.372356477587596046e-01
6.182233083349729874e+00,9.988802388547960431e-01,-1.677669166502697706e-01
6.226298465380230240e+00,9.937830027918690412e-01,-1.237015346197694043e-01
6.191132725312080254e+00,9.927359928656059873e-01,-1.588672746879193909e-01
6.154848450027589735e+00,9.936676510368159798e-01,-1.951515499724099101e-01
6.115741031099940272e+00,1.000229004290660084e+00,-2.342589689000593722e-01
6.139660739082859919e+00,9.979655456479880060e-01,-2.103392609171397254e-01
6.143003709443100036e+00,9.938788592266579736e-01,-2.069962905568996092e-01
6.170885615067489560e+00,9.917720701063940103e-01,-1.791143849325100845e-01
6.153223220647589642e+00,1.002588298754339968e+00,-1.967767793524100028e-01
6.088560381355409667e+00,1.006485617635239915e+00,-2.614396186445899772e-01
6.077054001219909907e+00,1.003512468690000103e+00,-2.729459987800897380e-01
6.089956772958999842e+00,1.001054417347909897e+00,-2.600432270409998026e-01
6.168556858705110280e+00,9.989210210207909446e-01,-1.814431412948893652e-01
6.078730318514810271e+00,1.002935812886400102e+00,-2.712696814851893734e-01
6.055720444273189784e+00,1.007140540498929981e+00,-2.942795557268098605e-01
6.095352563413370284e+00,9.940074366546629570e-01,-2.546474365866293610e-01
6.112221234706019857e+00,9.925750803587229942e-01,-2.377787652939797880e-01
6.151682711862750175e+00,1.003233444959990006e+00,-1.983172881372494700e-01
6.165532198541000319e+00,1.003005047668789951e+00,-1.844678014589993253e-01
6.099977044433609663e+00,1.001356167019789911e+00,-2.500229555663899816e-01
6.066988928591480423e+00,1.001252508396140106e+00,-2.830110714085192214e-01
6.084705870404340189e+00,1.003483747239690027e+00,-2.652941295956594558e-01
6.076714872429150205e+00,1.002859471758269949e+00,-2.732851275708494398e-01
6.068559907016489952e+00,1.004177527266590042e+00,-2.814400929835096932e-01
5.918030543820080425e+00,9.965925915990639927e-01,-4.319694561799192201e-01
6.126730091876479989e+00,9.964297158863769655e-01,-2.232699081235196559e-01
6.086996870973550244e+00,1.000927496524989913e+00,-2.630031290264494004e-01
6.032982772138860028e+00,1.000647416110270083e+00,-3.170172278611396166e-01
6.006424113754779803e+00,9.969200234661199644e-01,-3.435758862452198414e-01
5.964332316872799744e+00,1.001815735119329975e+00,-3.856676831271999006e-01
5.988042364369899673e+00,9.912674648232749908e-01,-3.619576356300999720e-01
5.940599054041480365e+00,1.001932419201569946e+00,-4.094009459585192801e-01
6.003955494372459789e+00,9.981100305614030166e-01,-3.460445056275398557e-01
5.974136411111549805e+00,9.977210121250700281e-01,-3.758635888884498399e-01
5.977558373836550309e+00,1.000619393162820003e+00,-3.724416261634493353e-01
6.004531755170810392e+00,9.978646319343470461e-01,-3.454682448291892527e-01
5.974861965769919792e+00,1.000125270095759911e+00,-3.751380342300798532e-01
5.974921250779479998e+00,9.995611105876790470e-01,-3.750787492205196472e-01
6.003795453582539743e+00,1.006921223466819892e+00,-3.462045464174599019e-01
6.102097193808919684e+00,1.002004022518740101e+00,-2.479028061910799607e-01
6.013618612365980276e+00,1.002230322630830006e+00,-3.363813876340193687e-01
6.042659976040099856e+00,9.922484722649950184e-01,-3.073400239598997885e-01
6.032868879765369563e+00,1.001845668454550031e+00,-3.171311202346300817e-01
6.069920427081590297e+00,1.004246370657710052e+00,-2.800795729184093474e-01
6.130499111523239897e+00,9.988144079444819523e-01,-2.195008884767597479e-01
6.095553067180549789e+00,9.977181192143079747e-01,-2.544469328194498559e-01
6.127709776529029817e+00,9.953955448958420327e-01,-2.222902234709698277e-01
6.056438186126079870e+00,9.996385296929860553e-01,-2.935618138739197747e-01
6.074314641327729802e+00,1.010066362321599964e+00,-2.756853586722698424e-01
6.051375286581249568e+00,1.003264262795849904e+00,-2.986247134187500762e-01
6.058760942146900419e+00,9.978290584336230173e-01,-2.912390578530992258e-01
6.048331050541669640e+00,1.000596416089480023e+00,-3.016689494583300046e-01
5.991671431875819742e+00,1.000557691822649975e+00,-3.583285681241799026e-01
6.030671247698499826e+00,1.007515967506009913e+00,-3.193287523014998186e-01
6.019698861589989569e+00,9.998477109005029506e-01,-3.303011384100100756e-01
6.151850420716890255e+00,9.972439576311920018e-01,-1.981495792831093894e-01
6.022077701213859768e+00,9.976492464429630447e-01,-3.279222987861398764e-01
5.983143098926830383e+00,1.007882310815300109e+00,-3.668569010731692615e-01
5.997191482351979630e+00,1.006387281495100039e+00,-3.528085176480200147e-01
6.023019581057599936e+00,9.978958824855509446e-01,-3.269804189423997087e-01
5.977121662495349597e+00,9.990008758850680293e-01,-3.728783375046500481e-01
6.082838555284739712e+00,9.980082930039280154e-01,-2.671614447152599325e-01
5.979569320169109581e+00,1.001181667641670048e+00,-3.704306798308900639e-01
5.972154752384530418e+00,9.998474064421259966e-01,-3.778452476154692263e-01
5.961875913799009830e+00,9.989615901296989842e-01,-3.881240862009898152e-01
5.973485202636520164e+00,9.890451849977109910e-01,-3.765147973634794809e-01
5.974199111151159869e+00,9.997101656563209815e-01,-3.758008888488397758e-01
6.037925755975970254e+00,1.004806906803040079e+00,-3.120742440240293902e-01
6.024443721605130087e+00,1.009355611762239979e+00,-3.255562783948695582e-01
6.105254695107459995e+00,9.984696403893129624e-01,-2.447453048925396502e-01
6.056396967078989668e+00,9.971460265149509894e-01,-2.936030329210099765e-01
6.023769442801519602e+00,1.005183059622279940e+00,-3.262305571984800423e-01
6.057663599899769657e+00,1.004559829303679930e+00,-2.923364001002299872e-01
6.068522731352720356e+00,1.006520340110999889e+00,-2.814772686472792884e-01
6.117268948346110236e+00,9.958310184180110269e-01,-2.327310516538894092e-01
6.047814216013970068e+00,9.941049907445830280e-01,-3.021857839860295769e-01
6.004164576028109934e+00,9.980955994280219512e-01,-3.458354239718897105e-01
6.052782178092249943e+00,1.006476459272400037e+00,-2.972178219077497019e-01
6.046876275059130279e+00,9.987531399086929662e-01,-3.031237249408693657e-01
6.105467425851839991e+00,9.986006859970070204e-01,-2.445325741481596538e-01
6.053054959588780370e+00,9.923482353278549883e-01,-2.969450404112192743e-01
6.017433944130750056e+00,1.002569668927179913e+00,-3.325660558692495883e-01
6.090265397090830035e+00,1.003720713218670069e+00,-2.597346029091696096e-01
6.050971713972230326e+00,9.962289633825399671e-01,-2.990282860277693189e-01
6.119021833709579639e+00,1.002649652881419939e+00,-2.309781662904200061e-01
6.107237525480369911e+00,9.981312502053040214e-01,-2.427624745196297340e-01
6.027431207015739645e+00,9.998323675712009750e-01,-3.225687929842599999e-01
5.998561063399660220e+00,9.979742399997469926e-01,-3.514389366003394244e-01
6.051722490642499785e+00,9.967166580322820435e-01,-2.982775093574998593e-01
6.113768299384990001e+00,1.000039491633980093e+00,-2.362317006150096432e-01
6.092002754845520229e+00,1.001439997137210103e+00,-2.579972451544794154e-01
6.089574183865440027e+00,1.000087692263460060e+00,-2.604258161345596179e-01
6.115406478962220227e+00,9.983361365406869803e-01,-2.345935210377794178e-01
6.257540955005650218e+00,9.994864993325189850e-01,-9.245904499434942636e-02
6.196919332053229645e+00,9.976809908598770482e-01,-1.530806679467699993e-01
6.173030249384949819e+00,1.000915925172279897e+00,-1.769697506150498256e-01
6.129784423514870184e+00,9.992827143607310170e-01,-2.202155764851294606e-01
6.219102265731639712e+00,1.002153190558050078e+00,-1.308977342683599332e-01
6.233617330215349917e+00,1.001209225029630057e+00,-1.163826697846497282e-01
6.114741641826469731e+00,9.948922023543940174e-01,-2.352583581735299134e-01
6.109927909357059761e+00,9.925252023669429713e-01,-2.400720906429398838e-01
6.090390147219760131e+00,1.001445561196190104e+00,-2.596098527802395139e-01
6.127365736048510314e+00,1.005837297954869980e+00,-2.226342639514893307e-01
6.183858807157309734e+00,1.001827858202140042e+00,-1.661411928426899109e-01
6.144500774497419826e+00,9.964108056662069890e-01,-2.054992255025798187e-01
6.062417674738079576e+00,9.988891017836769581e-01,-2.875823252619200687e-01
6.157727499699999996e+00,1.005235323961600091e+00,-1.922725002999996491e-01
6.161965265487410193e+00,1.007846369221810034e+00,-1.880347345125894520e-01
6.166632063249640083e+00,9.950465440857849675e-01,-1.833679367503595614e-01
6.159880266699239826e+00,1.001323491868540083e+00,-1.901197333007598189e-01
6.167478005879810432e+00,1.004186076605450006e+00,-1.825219941201892127e-01
6.104976827046040277e+00,1.007549169650010068e+00,-2.450231729539593672e-01
6.070391575352090285e+00,9.945680364262029505e-01,-2.796084246479093594e-01
6.090829039962589952e+00,1.000128208452790046e+00,-2.591709600374096922e-01
6.031286241123409830e+00,9.958868232833579803e-01,-3.187137588765898144e-01
6.073867726358559871e+00,1.001681517890339990e+00,-2.761322736414397738e-01
6.130145012329739629e+00,1.004087676820800024e+00,-2.198549876702600159e-01
6.110478753236000315e+00,9.988211909906680175e-01,-2.395212467639993292e-01
6.012663310488470358e+00,9.950281944670219536e-01,-3.373366895115292863e-01
5.998564603643890436e+00,1.000173823199989931e+00,-3.514353963561092087e-01
6.116625280953339683e+00,1.006191496695870047e+00,-2.333747190466599619e-01
6.166905825291560284e+00,9.997463092164790011e-01,-1.830941747084393612e-01
6.167387934186350229e+00,9.979206628563209724e-01,-1.826120658136494157e-01
6.083861010872790409e+00,9.971830401086130280e-01,-2.661389891272092356e-01
6.127917424516089895e+00,9.994055881425889520e-01,-2.220825754839097499e-01
6.106576568348709877e+00,1.000403252231339968e+00,-2.434234316512897678e-01
6.207186724099679864e+00,9.946370087674539784e-01,-1.428132759003197805e-01
6.177464236861079705e+00,9.928315365021800343e-01,-1.725357631389199398e-01
6.146243355384459761e+00,1.003324073396079985e+00,-2.037566446155398836e-01
6.108586012805909959e+00,1.001223531029340030e+00,-2.414139871940896853e-01
6.207018206501100366e+00,1.006255418882189945e+00,-1.429817934988992789e-01
6.095759166930069917e+00,9.979129370194800286e-01,-2.542408330699297281e-01
6.095898069169259692e+00,1.005071956392550092e+00,-2.541019308307399527e-01
6.099392153730019750e+00,1.006412585343029908e+00,-2.506078462699798948e-01
6.145191281823559670e+00,1.002433502214479910e+00,-2.048087181764399745e-01
6.208794482272939952e+00,9.977763051791960214e-01,-1.412055177270596928e-01
6.140026568018810416e+00,9.917139190906160140e-01,-2.099734319811892291e-01
6.181304168084110096e+00,1.002940443230329937e+00,-1.686958319158895492e-01
6.124117837831289712e+00,1.001780051561599993e+00,-2.258821621687099324e-01
6.138299079889789844e+00,9.997432810901389910e-01,-2.117009201102098004e-01
