x,Weights,y,Weights,error_LT
-5.798377646999999691e+00,2.756579420000240255e-01,-7.141182358001859631e-01,2.756579420000240255e-01,-7.141182358001859631e-01
-5.247061762999949863e+00,2.768108509999809841e-01,-7.916742458000950444e-01,2.768108509999809841e-01,-7.916742458000950444e-01
-4.693440060999989782e+00,2.804297850000179726e-01,-8.569941707998509628e-01,2.804297850000179726e-01,-8.569941707998509628e-01
-4.132580490999949951e+00,3.067838309999890156e-01,-7.859033268001099914e-01,3.067838309999890156e-01,-7.859033268001099914e-01
-3.519012828999979803e+00,3.212691229999969922e-01,-7.257410148000079664e-01,3.212691229999969922e-01,-7.257410148000079664e-01
-2.876474582999979823e+00,3.410966610000040200e-01,-7.519683268001240428e-01,3.410966610000040200e-01,-7.519683268001240428e-01
-2.194281260999969785e+00,3.334443209999820024e-01,-7.710049828001499517e-01,3.334443209999820024e-01,-7.710049828001499517e-01
-1.527392619000009999e+00,3.353712540000119979e-01,-7.500259377999329846e-01,3.353712540000119979e-01,-7.500259377999329846e-01
-8.566501109999860031e-01,3.557361450000169900e-01,-7.439113918000539449e-01,3.557361450000169900e-01,-7.439113918000539449e-01
-1.451778209999509961e-01,3.962871949999899890e-01,-7.845297478002639657e-01,3.962871949999899890e-01,-7.845297478002639657e-01
6.473965690000299533e-01,4.005965320000010044e-01,-7.895312827998850480e-01,4.005965320000010044e-01,-7.895312827998850480e-01
1.448589633000030075e+00,3.937613180000010260e-01,-7.700478598002290509e-01,3.937613180000010260e-01,-7.700478598002290509e-01
2.236112269000030128e+00,4.040112370000030206e-01,-7.742901578002370222e-01,4.040112370000030206e-01,-7.742901578002370222e-01
3.044134743000039833e+00,4.356027559999989807e-01,-8.042748748002279680e-01,4.356027559999989807e-01,-8.042748748002279680e-01
3.915340255000039793e+00,4.420608019999909821e-01,-8.005824488000710115e-01,4.420608019999909821e-01,-8.005824488000710115e-01
4.799461859000020425e+00,4.325046790000099950e-01,-7.950589398000720287e-01,4.325046790000099950e-01,-7.950589398000720287e-01
5.664471217000039971e+00,4.570218399999820269e-01,-7.705693568001950045e-01,4.570218399999820269e-01,-7.705693568001950045e-01
6.578514896999999806e+00,4.920222400000209828e-01,-7.452835587997700406e-01,4.920222400000209828e-01,-7.452835587997700406e-01
7.562559377000040328e+00,5.078533750000040481e-01,-7.531002528001520258e-01,5.078533750000040481e-01,-7.531002528001520258e-01
8.578266127000050645e+00,5.253869339999810428e-01,-7.891756568001260241e-01,5.253869339999810428e-01,-7.891756568001260241e-01
9.629039995000010066e+00,5.337475420000069581e-01,-7.903264897998949490e-01,5.337475420000069581e-01,-7.903264897998949490e-01
1.069653507900000022e+01,5.358438039999949831e-01,-7.685578048000819562e-01,5.358438039999949831e-01,-7.685578048000819562e-01
1.176822268699999974e+01,5.573631580000010244e-01,-7.675909068000239532e-01,5.573631580000010244e-01,-7.675909068000239532e-01
1.288294900300000023e+01,5.844058840000030397e-01,-8.011702178002340080e-01,5.844058840000030397e-01,-8.011702178002340080e-01
1.405176077099999965e+01,6.091525009999929630e-01,-7.996168647998159740e-01,6.091525009999929630e-01,-7.996168647998159740e-01
1.527006577300000068e+01,6.234539130000009699e-01,-7.702150028002280324e-01,6.234539130000009699e-01,-7.702150028002280324e-01
1.651697359899999995e+01,6.225528329999999722e-01,-7.681280558002190340e-01,6.225528329999999722e-01,-7.681280558002190340e-01
1.776207926500000056e+01,6.304976420000050208e-01,-7.871143297999200206e-01,6.304976420000050208e-01,-7.871143297999200206e-01
1.902307454900000039e+01,6.445027109999910131e-01,-7.861661567998230460e-01,6.445027109999910131e-01,-7.861661567998230460e-01
2.031207997099999929e+01,6.576242900000009994e-01,-7.845992117998999982e-01,6.576242900000009994e-01,-7.845992117998999982e-01
2.162732855100000151e+01,6.883482229999979829e-01,-7.865491888001659992e-01,6.883482229999979829e-01,-7.865491888001659992e-01
2.300402499699999836e+01,7.165618500000190405e-01,-7.770523718000960089e-01,7.165618500000190405e-01,-7.770523718000960089e-01
2.443714869700000136e+01,7.239198239999850015e-01,-7.734335948001099803e-01,7.239198239999850015e-01,-7.734335948001099803e-01
2.588498834500000001e+01,7.282142350000050390e-01,-8.170454377998339623e-01,7.282142350000050390e-01,-8.170454377998339623e-01
2.734141681499999876e+01,7.555005450000069622e-01,-8.531945217999920006e-01,7.555005450000069622e-01,-8.531945217999920006e-01
2.885241790499999937e+01,7.663675530000040315e-01,-8.451968548000079462e-01,7.663675530000040315e-01,-8.451968548000079462e-01
3.038515301099999988e+01,7.940899049999929904e-01,-8.319164578000479704e-01,7.940899049999929904e-01,-8.319164578000479704e-01
3.197333282099999963e+01,7.985967369999810161e-01,-8.424117388001379769e-01,7.985967369999810161e-01,-8.424117388001379769e-01
3.357052629500000052e+01,8.139555400000130225e-01,-8.353471337999279767e-01,8.139555400000130225e-01,-8.353471337999279767e-01
3.519843737499999747e+01,8.267468170000109584e-01,-8.224585837998570348e-01,8.267468170000109584e-01,-8.224585837998570348e-01
3.685193100899999763e+01,8.530170309999930423e-01,-8.190671308001920004e-01,8.530170309999930423e-01,-8.190671308001920004e-01
3.855796507099999815e+01,8.654849089999849809e-01,-8.236620258001610129e-01,8.654849089999849809e-01,-8.236620258001610129e-01
4.028893488899999653e+01,8.803482990000010000e-01,-8.088678267999399596e-01,8.803482990000010000e-01,-8.088678267999399596e-01
4.204963148699999920e+01,8.872231220000199592e-01,-7.884266337998719898e-01,8.872231220000199592e-01,-7.884266337998719898e-01
4.382407773100000270e+01,9.103431239999859592e-01,-7.982861408002009940e-01,9.103431239999859592e-01,-7.982861408002009940e-01
4.564476397899999682e+01,9.280020320000199607e-01,-8.285784368001709588e-01,9.280020320000199607e-01,-8.285784368001709588e-01
4.750076804300010025e+01,9.358053449999810258e-01,-8.458896408002369860e-01,9.358053449999810258e-01,-8.458896408002369860e-01
4.937237873299999791e+01,9.521776490000060100e-01,-8.383063097999750024e-01,9.521776490000060100e-01,-8.383063097999750024e-01
5.127673403099999661e+01,9.599482239999870270e-01,-8.428549948002339587e-01,9.599482239999870270e-01,-8.428549948002339587e-01
5.319663047899999953e+01,9.562808119999990364e-01,-8.564618147998429576e-01,9.562808119999990364e-01,-8.564618147998429576e-01
5.510919210299999804e+01,9.633566130000089656e-01,-8.644103878000349850e-01,9.633566130000089656e-01,-8.644103878000349850e-01
5.703590532900000198e+01,9.852462530000030139e-01,-8.395238968000739987e-01,9.852462530000030139e-01,-8.395238968000739987e-01
5.900639783500000135e+01,9.851444979999970375e-01,-8.270702408000260020e-01,9.851444979999970375e-01,-8.270702408000260020e-01
6.097668683100000209e+01,9.873724780000080470e-01,-8.286013437999599773e-01,9.873724780000080470e-01,-8.286013437999599773e-01
6.295143178699999709e+01,9.790297929999810522e-01,-8.029086047999950404e-01,9.790297929999810522e-01,-8.029086047999950404e-01
6.490949137299999450e+01,9.870448190000189470e-01,-7.832084408001379616e-01,9.870448190000189470e-01,-7.832084408001379616e-01
6.688358101100000397e+01,9.987001109999840143e-01,-7.986656508002739630e-01,9.987001109999840143e-01,-7.986656508002739630e-01
6.888098123299999997e+01,1.014147075000009890e+00,-8.188973477998050532e-01,1.014147075000009890e+00,-8.188973477998050532e-01
7.090927538299999355e+01,1.008314806999990099e+00,-8.363848758000359540e-01,1.008314806999990099e+00,-8.363848758000359540e-01
7.292590499700000350e+01,9.997147430000059565e-01,-8.425436728001609588e-01,9.997147430000059565e-01,-8.425436728001609588e-01
7.492533448300000032e+01,9.981421499999849622e-01,-8.456815087998850178e-01,9.981421499999849622e-01,-8.456815087998850178e-01
7.692161878299999955e+01,9.911968460000220027e-01,-8.639170207999880002e-01,9.911968460000220027e-01,-8.639170207999880002e-01
7.890401247500000181e+01,9.969004350000010284e-01,-8.669231597999099703e-01,9.969004350000010284e-01,-8.669231597999099703e-01
8.089781334500000298e+01,1.000193807999979922e+00,-8.592087108002030016e-01,1.000193807999979922e+00,-8.592087108002030016e-01
8.289820096100000058e+01,1.003517789000009985e+00,-8.440608287998540016e-01,1.003517789000009985e+00,-8.440608287998540016e-01
8.490523653900000056e+01,9.993959260000120359e-01,-8.225449138001860172e-01,9.993959260000120359e-01,-8.225449138001860172e-01
8.690402839099999710e+01,9.922508859999940034e-01,-8.145313577999220289e-01,9.922508859999940034e-01,-8.145313577999220289e-01
8.888853016299999865e+01,9.996843569999920298e-01,-8.193778987998709962e-01,9.996843569999920298e-01,-8.193778987998709962e-01
9.088789887699999781e+01,1.008399637999989995e+00,-8.214573907998780067e-01,1.008399637999989995e+00,-8.214573907998780067e-01
9.290469815299999823e+01,1.001083160000030059e+00,-8.305901238001639486e-01,1.001083160000030059e+00,-8.305901238001639486e-01
9.490686447300009831e+01,1.006817689999979892e+00,-8.465786338002200262e-01,1.006817689999979892e+00,-8.465786338002200262e-01
9.692049985299999548e+01,1.006175564000010070e+00,-8.529225397998629887e-01,1.006175564000010070e+00,-8.529225397998629887e-01
