width_LLS_B,Weights,error_LLS_B
6.220405211881299579e+00,9.966414737119699829e-01,-1.295947881187000661e-01
6.222514282828120358e+00,9.934986570657350358e-01,-1.274857171718792870e-01
6.224451863417369779e+00,9.975428990345159841e-01,-1.255481365826298656e-01
6.238512963840020298e+00,9.946372215512420123e-01,-1.114870361599793469e-01
6.253486467563510232e+00,9.995299326492730341e-01,-9.651353243648941316e-02
6.255207910213700373e+00,1.003689623543200016e+00,-9.479208978629927174e-02
6.280368142075749560e+00,1.004252351618240002e+00,-6.963185792425008458e-02
6.320096913813899597e+00,1.004215538236679972e+00,-2.990308618610004743e-02
6.319294422639289976e+00,1.001755128292080022e+00,-3.070557736070966826e-02
6.318284893861619622e+00,9.936322803368019541e-01,-3.171510613838002257e-02
6.305257647392370046e+00,9.997561024519949768e-01,-4.474235260762959854e-02
6.289183174308090152e+00,1.003967797371819959e+00,-6.081682569190949295e-02
6.275316247010979787e+00,1.002133048901139967e+00,-7.468375298901985815e-02
6.274277408594559624e+00,9.979334838491840109e-01,-7.572259140544002065e-02
6.271472713804950416e+00,9.995264810134060207e-01,-7.852728619504922847e-02
6.284459563080980082e+00,1.005056289289999905e+00,-6.554043691901956237e-02
6.283097484521469767e+00,9.901360877599679755e-01,-6.690251547852987812e-02
6.272191403329459902e+00,9.903974965897099914e-01,-7.780859667053974249e-02
6.260307021225080426e+00,9.995850940442330135e-01,-8.969297877491921867e-02
6.262391236580479692e+00,1.001920677955729921e+00,-8.760876341951995272e-02
6.289335894989229736e+00,1.001056368058669932e+00,-6.066410501076990869e-02
6.302295216823790014e+00,9.999625529482629727e-01,-4.770478317620963082e-02
6.355283235230349881e+00,9.982298409875199896e-01,5.283235230350236122e-03
6.314160355898479793e+00,9.943965773700209621e-01,-3.583964410151985192e-02
6.302214531416709953e+00,9.974838602075990490e-01,-4.778546858328969194e-02
6.339213279264230394e+00,1.008105028171710105e+00,-1.078672073576925072e-02
6.338181758201639759e+00,9.971409892746510018e-01,-1.181824179835988531e-02
6.324265965311710147e+00,9.968013889876420341e-01,-2.573403468828949769e-02
6.310248489560449592e+00,9.971434428581800180e-01,-3.975151043955005292e-02
6.298214667665750000e+00,9.959239560033540384e-01,-5.178533233424964521e-02
6.299305120408120295e+00,9.995259785904869743e-01,-5.069487959187934933e-02
6.299153673312000379e+00,1.005116584116459988e+00,-5.084632668799926591e-02
6.274161378224180297e+00,1.009200975583609994e+00,-7.583862177581934816e-02
6.274241069643400337e+00,1.000420382463409918e+00,-7.575893035659930774e-02
6.313153332527259742e+00,9.970386135733919630e-01,-3.684666747273990239e-02
6.301102839979679793e+00,9.935977319174319478e-01,-4.889716002031985198e-02
6.301325019390760396e+00,9.927564013549310395e-01,-4.867498060923924896e-02
6.274368494119549666e+00,9.943765942333300245e-01,-7.563150588044997846e-02
6.271154359446110327e+00,9.969690230336260006e-01,-7.884564055388931791e-02
6.259092346339039992e+00,1.006816359036859954e+00,-9.090765366095965305e-02
6.228242850114310336e+00,9.965945219828530321e-01,-1.217571498856893086e-01
6.254103612828940228e+00,9.949382413883539611e-01,-9.589638717105941623e-02
6.318197844322379630e+00,9.943602752657390020e-01,-3.180215567762001427e-02
6.330444297203790427e+00,9.978058559558009577e-01,-1.955570279620921781e-02
6.292276615025760300e+00,1.005721879880119962e+00,-5.772338497423934456e-02
6.281447763055900246e+00,1.011820868620799896e+00,-6.855223694409939839e-02
6.270223999188539565e+00,1.005249295141589894e+00,-7.977600081146007938e-02
6.245233462409549574e+00,1.000094216126020008e+00,-1.047665375904500706e-01
6.260199677326590439e+00,9.959819901696510547e-01,-8.980032267340920527e-02
6.245403589841090231e+00,1.004429167283729996e+00,-1.045964101589094142e-01
6.245450344050460068e+00,9.973103903168170081e-01,-1.045496559495395772e-01
6.219243201547920208e+00,9.973998623701559874e-01,-1.307567984520794369e-01
6.217252206561999728e+00,9.955640613571630215e-01,-1.327477934379999169e-01
6.225349869686040094e+00,9.927338520468129701e-01,-1.246501303139595507e-01
6.226155475090550340e+00,1.004458079704799944e+00,-1.238445249094493050e-01
6.209072475015889658e+00,1.006713365377329916e+00,-1.409275249841099864e-01
6.210372291578019954e+00,1.007478319294990099e+00,-1.396277084219796905e-01
6.261498382975119625e+00,1.002661397853670033e+00,-8.850161702488001936e-02
6.274286891751129858e+00,1.005223568182670002e+00,-7.571310824886978708e-02
6.263326991304220215e+00,1.005117809141659935e+00,-8.667300869577942990e-02
6.276522683779609757e+00,1.005451203514649894e+00,-7.347731622038988775e-02
6.275154261052070304e+00,1.010196148953470097e+00,-7.484573894792934112e-02
6.278296345347199825e+00,1.005523447199550002e+00,-7.170365465279981976e-02
6.264448978162410420e+00,9.954957326593110167e-01,-8.555102183758922507e-02
6.288471435889650074e+00,1.008536982876180099e+00,-6.152856411034957063e-02
6.314314293729760053e+00,9.994554528585920528e-01,-3.568570627023959219e-02
6.288400830099810435e+00,9.959375180313380094e-01,-6.159916990018921013e-02
6.236620879931700223e+00,9.977229890371229759e-01,-1.133791200682994216e-01
6.197310142311740044e+00,1.003410106018669978e+00,-1.526898576882596004e-01
6.209234815981759859e+00,1.000713593872740059e+00,-1.407651840182397862e-01
6.233162439725120407e+00,9.964228208468309811e-01,-1.168375602748792375e-01
6.260563552907999707e+00,9.953048957524629481e-01,-8.943644709199993770e-02
6.269183758672260076e+00,9.954350076831299798e-01,-8.081624132773956859e-02
6.268183787988349742e+00,1.001286660888969893e+00,-8.181621201164990254e-02
6.370292065517880076e+00,9.987562190132579509e-01,2.029206551788043100e-02
6.330480550479560264e+00,1.000906343159079892e+00,-1.951944952043938031e-02
6.228513787413490377e+00,9.953641597834560484e-01,-1.214862125865092679e-01
6.227162596239160131e+00,9.985750466314500251e-01,-1.228374037608395142e-01
6.227200735482999683e+00,9.994940181916860400e-01,-1.227992645169999619e-01
6.164342706242080361e+00,9.996574355316409921e-01,-1.856572937579192839e-01
6.152264054801290349e+00,9.986628861400099755e-01,-1.977359451987092953e-01
6.164046722730129879e+00,9.999244218390700434e-01,-1.859532772698697656e-01
6.116204378534120245e+00,1.002118552918999983e+00,-2.337956214658793996e-01
6.127229226983430088e+00,1.000323457107749947e+00,-2.227707730165695565e-01
6.141422066590119577e+00,1.000798120254670076e+00,-2.085779334098800675e-01
6.178479829213659791e+00,9.996215555356939841e-01,-1.715201707863398539e-01
6.216329463598269989e+00,9.987118288997449689e-01,-1.336705364017296560e-01
6.216110118072229795e+00,9.960976463446620244e-01,-1.338898819277698493e-01
6.229513704937169827e+00,9.969931114400190086e-01,-1.204862950628298179e-01
6.268306629385640427e+00,9.997920674139769703e-01,-8.169337061435921754e-02
6.253147847284600047e+00,1.002856068533340084e+00,-9.685215271539959758e-02
6.205234967348130404e+00,1.001201774744010065e+00,-1.447650326518692410e-01
6.154364711324800119e+00,9.944472542171719498e-01,-1.956352886751995257e-01
6.180341819025869654e+00,9.938695171385389937e-01,-1.696581809741299907e-01
6.181262815962449864e+00,9.968840168064070362e-01,-1.687371840375497811e-01
6.203087779485310094e+00,1.006817612953879948e+00,-1.469122205146895510e-01
6.241260289396680427e+00,9.998832812339809584e-01,-1.087397106033192173e-01
6.255402944655119590e+00,9.955511448100069494e-01,-9.459705534488005441e-02
6.304295123168009773e+00,9.925321933240649486e-01,-4.570487683198987128e-02
6.291389433185649693e+00,1.006178705864190004e+00,-5.861056681434995141e-02
6.279199073130270037e+00,1.000926532154019943e+00,-7.080092686972960792e-02
6.255071942032319754e+00,1.000202788038430102e+00,-9.492805796767989079e-02
6.217170176213610233e+00,9.971729775585419508e-01,-1.328298237863894116e-01
6.208226236212720295e+00,9.995459878564200151e-01,-1.417737637872793499e-01
6.181171167343610051e+00,1.005722464536350058e+00,-1.688288326563895936e-01
6.168385931505910413e+00,1.002635783837849903e+00,-1.816140684940892314e-01
6.193310342619690267e+00,9.938130046585630373e-01,-1.566896573803093773e-01
6.216243318918589722e+00,9.961481309701120113e-01,-1.337566810814099227e-01
6.191430367855230266e+00,9.967453039802649517e-01,-1.585696321447693791e-01
6.176291443900620237e+00,9.972707436109270462e-01,-1.737085560993794076e-01
6.176178834846029808e+00,9.997429709860039537e-01,-1.738211651539698366e-01
6.175244934413529840e+00,9.984888879022849606e-01,-1.747550655864698044e-01
6.188178488052850312e+00,1.005118322557559951e+00,-1.618215119471493324e-01
