center_CAM,Weights
5.575710000000000388e-01,9.984864424757180501e-01
5.655362999999999918e-01,1.003485422875030064e+00
6.292586999999999486e-01,1.002002370285749899e+00
7.089117000000000335e-01,9.948697568319619933e-01
6.850157999999999525e-01,1.004208499521380027e+00
6.850157999999999525e-01,1.004791835216769957e+00
6.850157999999999525e-01,9.967870685936209840e-01
7.248423000000000505e-01,9.988863883021660284e-01
7.328076000000000034e-01,1.000296629857720054e+00
7.407728999999999564e-01,9.971919848870519631e-01
7.487382000000000204e-01,9.951799909581979797e-01
7.726340999999999903e-01,9.971012386353740320e-01
7.328076000000000034e-01,1.001800842973689987e+00
7.487382000000000204e-01,1.002645973172310079e+00
7.567034999999999734e-01,9.993381450339620109e-01
7.646688000000000374e-01,1.005102750612999918e+00
7.407728999999999564e-01,1.002926189549810054e+00
7.567034999999999734e-01,9.978474136565249619e-01
7.328076000000000034e-01,9.997930829929000396e-01
7.646688000000000374e-01,1.002095582502219973e+00
7.567034999999999734e-01,1.002173082212280075e+00
7.407728999999999564e-01,9.973875960678619812e-01
6.770504999999999995e-01,1.000344809892049991e+00
7.168769999999999865e-01,1.003403548511289989e+00
7.487382000000000204e-01,1.005437510879120033e+00
7.328076000000000034e-01,9.936221222194470126e-01
7.487382000000000204e-01,9.972624460086559894e-01
7.805994000000000543e-01,9.966607572487850009e-01
7.567034999999999734e-01,1.004774358742130058e+00
7.646688000000000374e-01,9.966308393239420305e-01
7.407728999999999564e-01,9.937816422945110473e-01
7.168769999999999865e-01,9.993943048960970410e-01
6.929811000000000165e-01,1.003621890927409943e+00
7.089117000000000335e-01,9.989242435708649559e-01
7.248423000000000505e-01,9.992676123069680338e-01
7.089117000000000335e-01,9.931665879715250167e-01
7.328076000000000034e-01,1.001377018939390018e+00
7.567034999999999734e-01,1.001363983032349969e+00
7.407728999999999564e-01,9.980282734941570144e-01
7.248423000000000505e-01,1.002116132729250042e+00
6.850157999999999525e-01,1.003420278972330104e+00
7.168769999999999865e-01,1.008135453661270109e+00
6.690852000000000466e-01,1.000414225958689896e+00
7.089117000000000335e-01,1.003102082206360102e+00
6.770504999999999995e-01,1.000237759235560020e+00
6.929811000000000165e-01,9.988279550429070008e-01
6.212933999999999957e-01,9.992425314863270236e-01
5.814669000000000088e-01,9.949145874425879832e-01
5.575710000000000388e-01,9.945212560967060522e-01
5.496056999999999748e-01,9.947342104330240131e-01
5.496056999999999748e-01,1.001189775188090048e+00
4.858833000000000180e-01,1.007956561926669936e+00
4.779180000000000095e-01,9.991963886489290125e-01
4.301262000000000141e-01,9.993452486496220422e-01
4.221609000000000056e-01,9.995592920599150055e-01
4.460567999999999755e-01,9.987530681812529787e-01
3.823344000000000187e-01,9.912257607683629956e-01
3.425078999999999763e-01,9.991039222746049830e-01
3.265773000000000148e-01,9.924446011476240059e-01
3.425078999999999763e-01,1.002427449752840038e+00
2.309936999999999963e-01,1.003181890452770064e+00
1.911672000000000093e-01,1.002452949239249991e+00
1.672713000000000116e-01,1.001410300670450004e+00
1.593060000000000032e-01,1.002153640049789907e+00
1.672713000000000116e-01,1.004516064820619947e+00
1.752365999999999924e-01,9.990628477273549857e-01
2.150631000000000070e-01,9.993844953351580518e-01
1.672713000000000116e-01,1.008200825403319900e+00
9.558360000000000467e-02,1.007153567824129903e+00
1.274447999999999970e-01,9.931689935122359758e-01
1.274447999999999970e-01,1.000306856593240035e+00
1.274447999999999970e-01,1.003915908856849892e+00
9.558360000000000467e-02,9.971080725081790108e-01
9.558360000000000467e-02,9.953554269530580090e-01
6.372239999999999849e-02,1.002364285353690043e+00
6.372239999999999849e-02,1.002857315689630102e+00
9.558360000000000467e-02,9.974998153058129979e-01
9.558360000000000467e-02,1.002025812049790021e+00
5.575709999999999694e-02,1.006306911499400103e+00
6.372239999999999849e-02,1.006548704407969952e+00
9.558360000000000467e-02,9.979820635486570390e-01
1.593060000000000032e-01,9.987498359108289980e-01
9.558360000000000467e-02,1.000168627644050012e+00
7.168769999999999309e-02,1.002246348974519918e+00
7.168769999999999309e-02,9.988625487376240342e-01
4.779180000000000234e-02,1.005125819803460052e+00
0.000000000000000000e+00,1.001865959090870062e+00
5.575709999999999694e-02,1.002163897206389986e+00
7.965299999999999811e-03,1.002971181101300013e+00
0.000000000000000000e+00,1.004924907433619952e+00
1.593059999999999962e-02,9.942916925404170492e-01
2.389590000000000117e-02,9.990832707661330137e-01
1.593059999999999962e-02,1.001869533354200037e+00
7.965299999999999811e-03,9.972174866423429984e-01
0.000000000000000000e+00,9.963914606857450229e-01
3.982650000000000079e-02,1.000862272339559933e+00
6.372239999999999849e-02,9.986273401834779850e-01
5.575709999999999694e-02,1.001040077541649920e+00
1.194795000000000024e-01,9.907358319100519894e-01
1.274447999999999970e-01,9.908305012036640047e-01
1.513406999999999947e-01,9.992596698952269652e-01
1.354101000000000055e-01,1.002584555559109969e+00
1.274447999999999970e-01,9.914338211466040551e-01
1.035488999999999993e-01,9.980580938694679771e-01
1.194795000000000024e-01,1.005747543765499907e+00
1.354101000000000055e-01,9.959054188739230318e-01
1.832019000000000009e-01,9.963912445184179845e-01
1.354101000000000055e-01,9.950885464023959681e-01
1.194795000000000024e-01,9.966652395693440525e-01
1.274447999999999970e-01,9.990864819612840231e-01
1.274447999999999970e-01,1.001778902476549993e+00
1.911672000000000093e-01,9.966670572528899541e-01
1.433753999999999862e-01,1.005163668149039902e+00
1.911672000000000093e-01,9.977257900570469795e-01
1.433753999999999862e-01,9.974759650092129837e-01
2.230283999999999878e-01,9.996463229296409514e-01
2.070977999999999986e-01,9.970341782442410095e-01
1.593060000000000032e-01,9.981905282064450491e-01
1.593060000000000032e-01,1.009398908294490083e+00
1.115141999999999939e-01,1.008900448060819910e+00
1.672713000000000116e-01,9.914387198089139597e-01
1.354101000000000055e-01,9.993233925291959974e-01
2.070977999999999986e-01,9.995091483411989719e-01
1.513406999999999947e-01,1.000204338813470040e+00
1.832019000000000009e-01,1.002245428024360008e+00
2.389590000000000047e-01,9.945413731658879763e-01
2.070977999999999986e-01,1.000992496702399981e+00
2.708202000000000109e-01,1.003407442695140039e+00
1.991324999999999901e-01,1.001714889510930018e+00
2.070977999999999986e-01,9.951423451275359655e-01
2.070977999999999986e-01,9.981617022465439915e-01
1.593060000000000032e-01,1.004025148645800058e+00
2.070977999999999986e-01,9.930215609496629847e-01
1.593060000000000032e-01,1.000898299437749994e+00
2.150631000000000070e-01,9.966421690989679671e-01
2.150631000000000070e-01,1.002019306486060080e+00
2.389590000000000047e-01,1.004465200097339972e+00
2.787855000000000194e-01,9.963044261053000117e-01
2.389590000000000047e-01,9.979382527457080210e-01
2.548895999999999940e-01,1.000793312027729920e+00
2.309936999999999963e-01,9.992215801197129599e-01
2.230283999999999878e-01,9.969786778869460520e-01
2.708202000000000109e-01,1.002035063711369967e+00
1.991324999999999901e-01,1.004070481318370067e+00
2.548895999999999940e-01,1.000422308922580106e+00
2.469243000000000132e-01,1.002882222336600071e+00
2.708202000000000109e-01,9.913024406603829775e-01
3.265773000000000148e-01,1.001762853526789954e+00
2.867507999999999724e-01,1.006609714393160049e+00
3.186120000000000063e-01,1.001544372494820090e+00
2.708202000000000109e-01,9.958818495595519460e-01
3.265773000000000148e-01,1.004482350316630024e+00
3.664038000000000017e-01,1.005006792035809893e+00
3.664038000000000017e-01,1.004776776745859967e+00
4.301262000000000141e-01,9.957781137837210528e-01
3.823344000000000187e-01,9.987433731314000473e-01
3.823344000000000187e-01,1.014111354764920092e+00
3.504731999999999847e-01,9.931500223440099528e-01
3.345426000000000233e-01,9.962374496450080441e-01
3.823344000000000187e-01,9.996035889105600036e-01
3.186120000000000063e-01,1.003186776772019950e+00
2.389590000000000047e-01,9.989627715425389853e-01
2.230283999999999878e-01,9.937291281358739958e-01
2.548895999999999940e-01,1.003698986252749892e+00
2.548895999999999940e-01,1.003177433808660091e+00
3.106466999999999978e-01,1.000579437201090105e+00
3.026813999999999893e-01,9.987570198081100470e-01
3.743691000000000102e-01,1.002418960377069901e+00
3.504731999999999847e-01,9.935233608371809577e-01
3.982649999999999801e-01,9.939991556138659812e-01
3.584384999999999932e-01,9.948324244908850478e-01
3.425078999999999763e-01,9.987489280726999930e-01
3.743691000000000102e-01,1.002452145042940002e+00
3.504731999999999847e-01,9.959813175593950074e-01
3.425078999999999763e-01,1.006370210575149970e+00
2.787855000000000194e-01,9.988264139874259984e-01
3.026813999999999893e-01,9.968076664551079880e-01
2.389590000000000047e-01,9.972379012356169525e-01
2.708202000000000109e-01,9.869560045172459661e-01
2.389590000000000047e-01,9.413421502471209790e-01
1.991324999999999901e-01,9.053943072250230095e-01
2.309936999999999963e-01,8.483628586843470210e-01
2.947160999999999809e-01,7.782414436164080129e-01
1.513406999999999947e-01,7.001336544245050364e-01
1.593060000000000032e-01,6.319308855210830078e-01
1.832019000000000009e-01,5.518499151153659632e-01
2.309936999999999963e-01,4.710261173234630006e-01
2.469243000000000132e-01,3.401983120822300033e-01
2.548895999999999940e-01,1.862554364475740021e-01
2.469243000000000132e-01,1.151279718202889990e-01
2.628549000000000024e-01,1.141389282286749962e-01
2.548895999999999940e-01,4.856238288497290168e-02
2.150631000000000070e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.469243000000000132e-01,0.000000000000000000e+00
2.628549000000000024e-01,0.000000000000000000e+00
2.469243000000000132e-01,0.000000000000000000e+00
2.389590000000000047e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.389590000000000047e-01,0.000000000000000000e+00
1.752365999999999924e-01,0.000000000000000000e+00
2.867507999999999724e-01,0.000000000000000000e+00
2.548895999999999940e-01,0.000000000000000000e+00
2.469243000000000132e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.389590000000000047e-01,0.000000000000000000e+00
2.389590000000000047e-01,0.000000000000000000e+00
2.389590000000000047e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.389590000000000047e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.309936999999999963e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.230283999999999878e-01,0.000000000000000000e+00
2.389590000000000047e-01,0.000000000000000000e+00
1.911672000000000093e-01,0.000000000000000000e+00
1.593060000000000032e-01,0.000000000000000000e+00
1.433753999999999862e-01,0.000000000000000000e+00
1.513406999999999947e-01,0.000000000000000000e+00
1.593060000000000032e-01,0.000000000000000000e+00
1.911672000000000093e-01,0.000000000000000000e+00
1.593060000000000032e-01,0.000000000000000000e+00
1.513406999999999947e-01,6.293982432712989794e-02
1.911672000000000093e-01,8.262895190363009346e-02
2.309936999999999963e-01,1.028658200972169950e-01
2.150631000000000070e-01,1.335587098721119914e-01
1.752365999999999924e-01,1.662193500439820004e-01
1.513406999999999947e-01,1.949703176721220010e-01
2.628549000000000024e-01,2.395243909693990092e-01
3.026813999999999893e-01,2.833141870891370262e-01
2.230283999999999878e-01,3.313737152822049947e-01
1.433753999999999862e-01,3.792782173592609829e-01
9.558360000000000467e-02,4.454576486296830118e-01
1.752365999999999924e-01,5.203428217819680013e-01
2.070977999999999986e-01,5.729518170838450164e-01
2.070977999999999986e-01,5.906419348205960151e-01
1.991324999999999901e-01,6.307514179309510194e-01
