center_CAM,Weights
3.186119999999999924e-02,3.226023137504619998e-01
2.389590000000000047e-01,3.134606146254609871e-01
2.389590000000000047e-01,3.043194780665590127e-01
1.752365999999999924e-01,2.951777789415580000e-01
1.911672000000000093e-01,2.860366423826570248e-01
2.548895999999999940e-01,2.768949432576560121e-01
4.062302999999999886e-01,2.677538066987549814e-01
3.026813999999999893e-01,2.586121075737540242e-01
2.309936999999999963e-01,2.819620113921419979e-01
3.106466999999999978e-01,3.268737984830569765e-01
2.548895999999999940e-01,3.387807056338549838e-01
2.947160999999999809e-01,3.368444715101059916e-01
3.026813999999999893e-01,3.915488978423909971e-01
2.548895999999999940e-01,3.999802831377929913e-01
3.186120000000000063e-01,4.099774423911040078e-01
2.867507999999999724e-01,4.324121780659410108e-01
3.186120000000000063e-01,4.366909724839950213e-01
3.186120000000000063e-01,4.839970015697889760e-01
3.743691000000000102e-01,5.182340996210930140e-01
3.664038000000000017e-01,5.402496888500809558e-01
3.425078999999999763e-01,5.531554251810369971e-01
3.265773000000000148e-01,5.977344150132699596e-01
4.062302999999999886e-01,6.234928449536469852e-01
4.141955999999999971e-01,6.255979476989720345e-01
3.902997000000000272e-01,6.388398300838660226e-01
3.743691000000000102e-01,6.830094869580060069e-01
3.106466999999999978e-01,7.081200389542320339e-01
3.823344000000000187e-01,7.373981833191100010e-01
3.345426000000000233e-01,7.687261271443359689e-01
3.982649999999999801e-01,7.873985466808599565e-01
4.301262000000000141e-01,8.239210178078819613e-01
4.221609000000000056e-01,8.441010796726130527e-01
4.380915000000000226e-01,8.725601879446279741e-01
4.141955999999999971e-01,8.865959937153220505e-01
3.982649999999999801e-01,9.105073640644439914e-01
3.823344000000000187e-01,9.355119893073140513e-01
3.743691000000000102e-01,9.593152892653870056e-01
3.504731999999999847e-01,9.632704312565699700e-01
4.062302999999999886e-01,9.859229235944919623e-01
3.982649999999999801e-01,9.925126694230590463e-01
4.221609000000000056e-01,9.976070822301450480e-01
4.619873999999999925e-01,1.001895988068510102e+00
4.619873999999999925e-01,9.995767128406639612e-01
3.982649999999999801e-01,9.973476162746169882e-01
3.982649999999999801e-01,9.964977106884109759e-01
4.062302999999999886e-01,1.000849852168949949e+00
4.221609000000000056e-01,9.993759310722579725e-01
3.743691000000000102e-01,1.001225026851930044e+00
3.982649999999999801e-01,1.005565386544720052e+00
3.664038000000000017e-01,1.003424020014940021e+00
3.425078999999999763e-01,9.991717014333290070e-01
3.186120000000000063e-01,9.921857292419109520e-01
3.106466999999999978e-01,9.939324763997230416e-01
3.584384999999999932e-01,9.961278296751290284e-01
4.301262000000000141e-01,9.946187440452269879e-01
4.699527000000000010e-01,9.951857432066789633e-01
3.743691000000000102e-01,1.002074224277679892e+00
3.902997000000000272e-01,1.008746821726449916e+00
4.619873999999999925e-01,1.001206338467069967e+00
4.141955999999999971e-01,9.990047240808670459e-01
3.823344000000000187e-01,9.926724001427349453e-01
4.062302999999999886e-01,9.935016188438849927e-01
3.902997000000000272e-01,1.000062368068709961e+00
3.265773000000000148e-01,9.923081849733770277e-01
2.867507999999999724e-01,1.000587772846599943e+00
3.265773000000000148e-01,1.004497553790359987e+00
3.584384999999999932e-01,1.000991269794569982e+00
3.902997000000000272e-01,1.002143625552200046e+00
3.743691000000000102e-01,1.005665701581980098e+00
3.743691000000000102e-01,9.928986145084810477e-01
3.106466999999999978e-01,1.003223026943959928e+00
3.743691000000000102e-01,1.001440228734649995e+00
3.664038000000000017e-01,1.002420520633779955e+00
3.584384999999999932e-01,1.001532889517450009e+00
3.265773000000000148e-01,1.000362967972870054e+00
2.867507999999999724e-01,9.963499656044799702e-01
2.867507999999999724e-01,1.001694926525640073e+00
3.504731999999999847e-01,9.977823534723000432e-01
3.743691000000000102e-01,9.985720181707690157e-01
2.309936999999999963e-01,1.001280931998310031e+00
2.708202000000000109e-01,9.976445121935340055e-01
2.389590000000000047e-01,1.000791723630140018e+00
2.389590000000000047e-01,9.975800469287789962e-01
2.070977999999999986e-01,9.998633252983010200e-01
2.708202000000000109e-01,1.008246667544159925e+00
2.628549000000000024e-01,1.006566997768630012e+00
3.186120000000000063e-01,9.922720599376210204e-01
2.947160999999999809e-01,1.006316475217740036e+00
2.708202000000000109e-01,1.000285850858799952e+00
1.911672000000000093e-01,9.973756136637510483e-01
1.752365999999999924e-01,9.962840323942220300e-01
1.354101000000000055e-01,1.009399206914060043e+00
2.150631000000000070e-01,1.001662975847360082e+00
1.991324999999999901e-01,9.993971669570540506e-01
2.150631000000000070e-01,1.001059463656670090e+00
2.150631000000000070e-01,1.013445563483680090e+00
1.832019000000000009e-01,9.983393804344989908e-01
1.513406999999999947e-01,9.982681367648319481e-01
1.752365999999999924e-01,1.006299331591890001e+00
1.433753999999999862e-01,1.000676514011979990e+00
1.752365999999999924e-01,9.994159834043969681e-01
1.991324999999999901e-01,9.972486408442839956e-01
1.672713000000000116e-01,1.003223734722910043e+00
2.469243000000000132e-01,9.990770280441350071e-01
2.469243000000000132e-01,9.951952910794790164e-01
3.425078999999999763e-01,1.000751216236200003e+00
3.026813999999999893e-01,1.009301573230350080e+00
3.106466999999999978e-01,9.956928088674710242e-01
2.867507999999999724e-01,1.005399037743889945e+00
3.265773000000000148e-01,1.004665800962609934e+00
3.106466999999999978e-01,1.006266512533610102e+00
2.867507999999999724e-01,9.932946044414000530e-01
2.947160999999999809e-01,9.954405373997690099e-01
2.867507999999999724e-01,1.002370567570189941e+00
3.982649999999999801e-01,1.000326228082959901e+00
3.584384999999999932e-01,9.957806609223649463e-01
3.504731999999999847e-01,9.969572630067270458e-01
3.982649999999999801e-01,1.004119870660800107e+00
4.221609000000000056e-01,9.972621000863479690e-01
3.982649999999999801e-01,1.004210739560619903e+00
3.982649999999999801e-01,9.995175012350300259e-01
4.141955999999999971e-01,9.982379870323410120e-01
4.062302999999999886e-01,9.969148021823820427e-01
4.141955999999999971e-01,1.000405882771600030e+00
