x,y,z
-7.877315844899999320e+01,1.494990608681999902e+02,2.428409316320000144e+01
-7.877315822699999615e+01,1.494990573402000109e+02,2.428309316920000072e+01
-7.877215985300000511e+01,1.494991143391999913e+02,2.428309319019999890e+01
-7.877415660100000139e+01,1.494990003412000021e+02,2.428309314819999898e+01
-7.877415682299999844e+01,1.494990038692000098e+02,2.428409314219999970e+01
-7.877409982499999330e+01,1.494980055011999980e+02,2.428409667720000087e+01
-7.877409960299999625e+01,1.494980019731999903e+02,2.428309668320000014e+01
-7.877310145099990280e+01,1.494980625002000068e+02,2.428409669819999905e+01
-7.877310122899990574e+01,1.494980589721999991e+02,2.428309670419999833e+01
-7.877216007500000217e+01,1.494991178671999990e+02,2.428409318419999963e+01
-7.877315822699999615e+01,1.494990573402000109e+02,2.428309316920000072e+01
-7.877315822699999615e+01,1.494990573402000109e+02,2.428309316920000072e+01
-7.877315800499999909e+01,1.494990538122000032e+02,2.428209317519999999e+01
-7.877215985300000511e+01,1.494991143391999913e+02,2.428309319019999890e+01
-7.877315822699999615e+01,1.494990573402000109e+02,2.428309316920000072e+01
-7.877315822699999615e+01,1.494990573402000109e+02,2.428309316920000072e+01
-7.877409938099999920e+01,1.494979984452000110e+02,2.428209668919999942e+01
-7.877409938099999920e+01,1.494979984452000110e+02,2.428209668919999942e+01
-7.877409915900000215e+01,1.494979949172000033e+02,2.428109669519999869e+01
-7.877210241100000587e+01,1.494981089151999925e+02,2.428109673719999861e+01
-7.877310100699989448e+01,1.494980554441999914e+02,2.428209671020000116e+01
-7.877215963099999385e+01,1.494991108112000120e+02,2.428209319620000173e+01
-7.877215985300000511e+01,1.494991143391999913e+02,2.428309319019999890e+01
-7.877215963099999385e+01,1.494991108112000120e+02,2.428209319620000173e+01
-7.877315844899999320e+01,1.494990608681999902e+02,2.428409316320000144e+01
-7.877215963099999385e+01,1.494991108112000120e+02,2.428209319620000173e+01
-7.877315800499999909e+01,1.494990538122000032e+02,2.428209317519999999e+01
-7.877310100699989448e+01,1.494980554441999914e+02,2.428209671020000116e+01
-7.877310100699989448e+01,1.494980554441999914e+02,2.428209671020000116e+01
-7.877310100699989448e+01,1.494980554441999914e+02,2.428209671020000116e+01
-7.877310100699989448e+01,1.494980554441999914e+02,2.428209671020000116e+01
-7.877210285499999998e+01,1.494981159712000078e+02,2.428309672520000007e+01
-7.877216007500000217e+01,1.494991178671999990e+02,2.428409318419999963e+01
-7.877215985300000511e+01,1.494991143391999913e+02,2.428309319019999890e+01
-7.877215985300000511e+01,1.494991143391999913e+02,2.428309319019999890e+01
-7.877215963099999385e+01,1.494991108112000120e+02,2.428209319620000173e+01
-7.877116103500000577e+01,1.494991642822000131e+02,2.428109322319999919e+01
-7.877215963099999385e+01,1.494991108112000120e+02,2.428209319620000173e+01
-7.877116103500000577e+01,1.494991642822000131e+02,2.428109322319999919e+01
-7.877116103500000577e+01,1.494991642822000131e+02,2.428109322319999919e+01
-7.877215940899999680e+01,1.494991072832000043e+02,2.428109320220000100e+01
-7.877110425899999768e+01,1.494981694422000089e+02,2.428209675220000108e+01
-7.877210263300000292e+01,1.494981124432000001e+02,2.428209673119999934e+01
-7.877110403700000063e+01,1.494981659142000012e+02,2.428109675820000035e+01
-7.877116103500000577e+01,1.494991642822000131e+02,2.428109322319999919e+01
-7.877116103500000577e+01,1.494991642822000131e+02,2.428109322319999919e+01
-7.877215940899999680e+01,1.494991072832000043e+02,2.428109320220000100e+01
-7.877016243900000347e+01,1.494992177532000142e+02,2.428009325020000020e+01
-7.877215940899999680e+01,1.494991072832000043e+02,2.428109320220000100e+01
-7.877215940899999680e+01,1.494991072832000043e+02,2.428109320220000100e+01
-7.877116103500000577e+01,1.494991642822000131e+02,2.428109322319999919e+01
-7.877116081299999450e+01,1.494991607542000054e+02,2.428009322919999846e+01
-7.877116103500000577e+01,1.494991642822000131e+02,2.428109322319999919e+01
-7.877110403700000063e+01,1.494981659142000012e+02,2.428109675820000035e+01
-7.877110403700000063e+01,1.494981659142000012e+02,2.428109675820000035e+01
-7.877116081299999450e+01,1.494991607542000054e+02,2.428009322919999846e+01
-7.877016266100000053e+01,1.494992212811999934e+02,2.428109324420000092e+01
-7.877016266100000053e+01,1.494992212811999934e+02,2.428109324420000092e+01
-7.877016288299999758e+01,1.494992248092000011e+02,2.428209323820000165e+01
-7.877116147899999987e+01,1.494991713382000000e+02,2.428309321120000064e+01
-7.877215985300000511e+01,1.494991143391999913e+02,2.428309319019999890e+01
-7.877216029699999922e+01,1.494991213952000066e+02,2.428509317820000035e+01
-7.877216029699999922e+01,1.494991213952000066e+02,2.428509317820000035e+01
-7.877216029699999922e+01,1.494991213952000066e+02,2.428509317820000035e+01
-7.877216051899999627e+01,1.494991249231999859e+02,2.428609317220000108e+01
-7.877216029699999922e+01,1.494991213952000066e+02,2.428509317820000035e+01
-7.877315911499999856e+01,1.494990714522000133e+02,2.428709314520000007e+01
-7.877216051899999627e+01,1.494991249231999859e+02,2.428609317220000108e+01
-7.877415726700000675e+01,1.494990109251999968e+02,2.428609313020000116e+01
-7.877415748900000381e+01,1.494990144532000045e+02,2.428709312419999833e+01
-7.877216051899999627e+01,1.494991249231999859e+02,2.428609317220000108e+01
-7.877315889300000151e+01,1.494990679242000056e+02,2.428609315119999934e+01
-7.877315889300000151e+01,1.494990679242000056e+02,2.428609315119999934e+01
-7.877216051899999627e+01,1.494991249231999859e+02,2.428609317220000108e+01
-7.877315911499999856e+01,1.494990714522000133e+02,2.428709314520000007e+01
-7.877216051899999627e+01,1.494991249231999859e+02,2.428609317220000108e+01
-7.877216074099999332e+01,1.494991284511999936e+02,2.428709316619999825e+01
-7.877116192299999398e+01,1.494991783941999870e+02,2.428509319919999854e+01
-7.877216029699999922e+01,1.494991213952000066e+02,2.428509317820000035e+01
-7.877216029699999922e+01,1.494991213952000066e+02,2.428509317820000035e+01
-7.877116192299999398e+01,1.494991783941999870e+02,2.428509319919999854e+01
-7.877216029699999922e+01,1.494991213952000066e+02,2.428509317820000035e+01
-7.877216029699999922e+01,1.494991213952000066e+02,2.428509317820000035e+01
-7.877016354900000294e+01,1.494992353931999958e+02,2.428509322020000027e+01
-7.877116192299999398e+01,1.494991783941999870e+02,2.428509319919999854e+01
-7.877016354900000294e+01,1.494992353931999958e+02,2.428509322020000027e+01
-7.877116214500000524e+01,1.494991819221999947e+02,2.428609319319999926e+01
-7.877016354900000294e+01,1.494992353931999958e+02,2.428509322020000027e+01
-7.877016377100000000e+01,1.494992389212000035e+02,2.428609321420000100e+01
-7.877016354900000294e+01,1.494992353931999958e+02,2.428509322020000027e+01
-7.876916517499989823e+01,1.494992923922000045e+02,2.428509324119999846e+01
-7.877016332700000589e+01,1.494992318651999881e+02,2.428409322619999955e+01
-7.876922217299990336e+01,1.495002907601999880e+02,2.428508970620000085e+01
-7.876922217299990336e+01,1.495002907601999880e+02,2.428508970620000085e+01
-7.877016354900000294e+01,1.494992353931999958e+02,2.428509322020000027e+01
-7.876916517499989823e+01,1.494992923922000045e+02,2.428509324119999846e+01
-7.876922239499990042e+01,1.495002942881999957e+02,2.428608970020000157e+01
-7.876922239499990042e+01,1.495002942881999957e+02,2.428608970020000157e+01
-7.876822402099989517e+01,1.495003512872000044e+02,2.428608972119999976e+01
-7.876916517499989823e+01,1.494992923922000045e+02,2.428509324119999846e+01
-7.876916517499989823e+01,1.494992923922000045e+02,2.428509324119999846e+01
-7.876916517499989823e+01,1.494992923922000045e+02,2.428509324119999846e+01
-7.876822357699990107e+01,1.495003442311999891e+02,2.428408973319999831e+01
-7.876822379899989812e+01,1.495003477591999967e+02,2.428508972719999903e+01
-7.876922239499990042e+01,1.495002942881999957e+02,2.428608970020000157e+01
-7.876922239499990042e+01,1.495002942881999957e+02,2.428608970020000157e+01
-7.876916561899990654e+01,1.494992994481999915e+02,2.428709322919999991e+01
-7.876816680100000667e+01,1.494993493912000133e+02,2.428509326220000020e+01
-7.876822379899989812e+01,1.495003477591999967e+02,2.428508972719999903e+01
-7.876816680100000667e+01,1.494993493912000133e+02,2.428509326220000020e+01
-7.876822379899989812e+01,1.495003477591999967e+02,2.428508972719999903e+01
-7.876822357699990107e+01,1.495003442311999891e+02,2.428408973319999831e+01
-7.876622660699999301e+01,1.495004547011999989e+02,2.428308978120000106e+01
-7.876722542500000657e+01,1.495004047582000055e+02,2.428508974820000077e+01
-7.876822357699990107e+01,1.495003442311999891e+02,2.428408973319999831e+01
-7.876822379899989812e+01,1.495003477591999967e+02,2.428508972719999903e+01
-7.876722542500000657e+01,1.495004047582000055e+02,2.428508974820000077e+01
-7.876722520299999530e+01,1.495004012301999978e+02,2.428408975420000004e+01
-7.876722542500000657e+01,1.495004047582000055e+02,2.428508974820000077e+01
-7.876816657899999541e+01,1.494993458632000056e+02,2.428409326819999947e+01
-7.876722520299999530e+01,1.495004012301999978e+02,2.428408975420000004e+01
-7.876722520299999530e+01,1.495004012301999978e+02,2.428408975420000004e+01
-7.876722520299999530e+01,1.495004012301999978e+02,2.428408975420000004e+01
-7.876622682900000427e+01,1.495004582292000066e+02,2.428408977519999823e+01
-7.876622705100000132e+01,1.495004617571999859e+02,2.428508976919999895e+01
-7.876722542500000657e+01,1.495004047582000055e+02,2.428508974820000077e+01
-7.876722520299999530e+01,1.495004012301999978e+02,2.428408975420000004e+01
-7.876822357699990107e+01,1.495003442311999891e+02,2.428408973319999831e+01
-7.876816657899999541e+01,1.494993458632000056e+02,2.428409326819999947e+01
-7.876816657899999541e+01,1.494993458632000056e+02,2.428409326819999947e+01
-7.876816657899999541e+01,1.494993458632000056e+02,2.428409326819999947e+01
-7.876722475900000120e+01,1.495003941742000109e+02,2.428208976619999859e+01
-7.876722498099999825e+01,1.495003977021999901e+02,2.428308976019999932e+01
-7.876816635699999836e+01,1.494993423351999979e+02,2.428309327419999875e+01
