width_LLS_A,Weights,error_LLS_A
6.092679908663470201e+00,9.881517156585200023e-01,-2.573200913365294440e-01
6.069526680393590112e+00,9.922434332189890016e-01,-2.804733196064095324e-01
6.068229178196039797e+00,9.982431377908229653e-01,-2.817708218039598478e-01
6.123774633711770221e+00,9.872028483358400441e-01,-2.262253662882294236e-01
6.119745105611979596e+00,1.000174151236020048e+00,-2.302548943880200483e-01
6.059259260538249592e+00,1.002379973244009959e+00,-2.907407394617500529e-01
6.057433400991789618e+00,1.002141179568649898e+00,-2.925665990082100265e-01
6.079085123882319586e+00,1.002647950785660047e+00,-2.709148761176800591e-01
6.128061424406520352e+00,9.975177279333250491e-01,-2.219385755934792925e-01
6.173695354751609798e+00,9.982840649741829830e-01,-1.763046452483898463e-01
6.187455091404830299e+00,1.007068879531110017e+00,-1.625449085951693462e-01
6.185957789105230198e+00,1.010326390625780002e+00,-1.640422108947694468e-01
6.236248545789200293e+00,1.003138286799160062e+00,-1.137514542107993520e-01
6.163010090910360006e+00,1.000498662873849920e+00,-1.869899090896396388e-01
6.191757241130970257e+00,1.002212766279809930e+00,-1.582427588690293874e-01
6.179413986008690074e+00,9.963134817778519503e-01,-1.705860139913095708e-01
6.117531876859920281e+00,1.003614616687440009e+00,-2.324681231400793635e-01
6.156509394781050304e+00,9.960518424894799772e-01,-1.934906052189493408e-01
6.166109278984220232e+00,9.925555386515939604e-01,-1.838907210157794125e-01
6.170534350124500023e+00,1.002077256788119985e+00,-1.794656498754996221e-01
6.220287581419549738e+00,1.009254157615750103e+00,-1.297124185804499064e-01
6.291883574399729895e+00,9.978064770336190215e-01,-5.811642560026974991e-02
6.268905158671479683e+00,9.913730135336390470e-01,-8.109484132851996208e-02
6.197025095978159648e+00,9.968178552081109478e-01,-1.529749040218399969e-01
6.168835674755210441e+00,9.941826616363570457e-01,-1.811643252447892039e-01
6.121280510967079813e+00,1.007384704655599927e+00,-2.287194890329198316e-01
