x,y,z
-7.855777709099990602e+01,4.245765726462000202e+02,2.324264566320000114e+01
-7.855777686899989476e+01,4.245765691181999841e+02,2.324164566920000041e+01
-7.855677871700000026e+01,4.245766296452000006e+02,2.324264568419999932e+01
-7.855777731299990307e+01,4.245765761741999995e+02,2.324364565719999831e+01
-7.855777753499990013e+01,4.245765797021999788e+02,2.324464565119999904e+01
-7.855777709099990602e+01,4.245765726462000202e+02,2.324264566320000114e+01
-7.855777709099990602e+01,4.245765726462000202e+02,2.324264566320000114e+01
-7.855777709099990602e+01,4.245765726462000202e+02,2.324264566320000114e+01
-7.855777664699989771e+01,4.245765655902000049e+02,2.324064567519999969e+01
-7.855777642499990066e+01,4.245765620622000256e+02,2.323964568119999896e+01
-7.855777686899989476e+01,4.245765691181999841e+02,2.324164566920000041e+01
-7.855777686899989476e+01,4.245765691181999841e+02,2.324164566920000041e+01
-7.855783408899999642e+01,4.245775710141999753e+02,2.324264212819999997e+01
-7.855883246300000167e+01,4.245775140151999949e+02,2.324264210719999824e+01
-7.855883246300000167e+01,4.245775140151999949e+02,2.324264210719999824e+01
-7.855877524299999948e+01,4.245765121192000038e+02,2.324164564819999867e+01
-7.855777664699989771e+01,4.245765655902000049e+02,2.324064567519999969e+01
-7.855871802299999729e+01,4.245755102232000127e+02,2.324064918919999911e+01
-7.855871780100000024e+01,4.245755066951999765e+02,2.323964919519999839e+01
-7.855777642499990066e+01,4.245765620622000256e+02,2.323964568119999896e+01
-7.855877479900000537e+01,4.245765050631999884e+02,2.323964566020000078e+01
-7.855783342299990579e+01,4.245775604301999806e+02,2.323964214620000135e+01
-7.855783364499990284e+01,4.245775639582000167e+02,2.324064214019999852e+01
-7.855883246300000167e+01,4.245775140151999949e+02,2.324264210719999824e+01
-7.855883246300000167e+01,4.245775140151999949e+02,2.324264210719999824e+01
-7.856077221300000701e+01,4.245764016492000223e+02,2.324264560019999948e+01
-7.855877546499999653e+01,4.245765156471999831e+02,2.324264564219999940e+01
-7.855871824499999434e+01,4.245755137511999919e+02,2.324164918319999984e+01
-7.855871780100000024e+01,4.245755066951999765e+02,2.323964919519999839e+01
-7.855871802299999729e+01,4.245755102232000127e+02,2.324064918919999911e+01
-7.855871780100000024e+01,4.245755066951999765e+02,2.323964919519999839e+01
-7.855777664699989771e+01,4.245765655902000049e+02,2.324064567519999969e+01
-7.855777664699989771e+01,4.245765655902000049e+02,2.324064567519999969e+01
-7.855683549299999413e+01,4.245776244851999763e+02,2.324164215520000099e+01
-7.855783431099999348e+01,4.245775745422000114e+02,2.324364212220000070e+01
-7.855883268499999872e+01,4.245775175431999742e+02,2.324364210119999896e+01
-7.855883290699999577e+01,4.245775210712000103e+02,2.324464209519999969e+01
-7.855877524299999948e+01,4.245765121192000038e+02,2.324164564819999867e+01
-7.855977383900000177e+01,4.245764586482000027e+02,2.324264562120000122e+01
-7.855971639700000253e+01,4.245754532241999755e+02,2.324064916820000093e+01
-7.855971661899999958e+01,4.245754567522000116e+02,2.324164916220000165e+01
-7.855971639700000253e+01,4.245754532241999755e+02,2.324064916820000093e+01
-7.855871780100000024e+01,4.245755066951999765e+02,2.323964919519999839e+01
-7.855777686899989476e+01,4.245765691181999841e+02,2.324164566920000041e+01
-7.855883246300000167e+01,4.245775140151999949e+02,2.324264210719999824e+01
-7.855883268499999872e+01,4.245775175431999742e+02,2.324364210119999896e+01
-7.855883246300000167e+01,4.245775140151999949e+02,2.324264210719999824e+01
-7.855783408899999642e+01,4.245775710141999753e+02,2.324264212819999997e+01
-7.855877546499999653e+01,4.245765156471999831e+02,2.324264564219999940e+01
-7.855877546499999653e+01,4.245765156471999831e+02,2.324264564219999940e+01
-7.855871802299999729e+01,4.245755102232000127e+02,2.324064918919999911e+01
-7.855971684099999663e+01,4.245754602801999908e+02,2.324264915619999883e+01
-7.855871802299999729e+01,4.245755102232000127e+02,2.324064918919999911e+01
-7.855871802299999729e+01,4.245755102232000127e+02,2.324064918919999911e+01
-7.855977361700000472e+01,4.245764551202000234e+02,2.324164562720000049e+01
-7.855877568699999358e+01,4.245765191752000192e+02,2.324364563620000013e+01
-7.855883268499999872e+01,4.245775175431999742e+02,2.324364210119999896e+01
